"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	TEXT4087	
1557																																											0	0	0	0	2209	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2164	0	0	45	0	0	0	0	45	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fstbanc.com	
1669																																											689	88	0	0	649	true	689	0	0	88	0	0	1019	1	0	0	false	0	649	0	0	0	0	0	0	649	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.lnbparis.com	
1829																																											344	37	9535	0	23482	true	344	0	0	37	0	0	1851	2	0	0	false	0	0	0	9535	8000	5947	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://avbpgh.com	
1856																																											0	33	0	0	54000	false	0	0	0	0	0	33	56	0	0	0	false	0	0	0	0	0	0	54000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2040																																											0	314	6000	0	20000	true	0	0	0	314	0	0	944	1	0	0	false	0	0	0	6000	8000	1000	5000	5000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fmnetbank.com	
2161																																											0	98	0	0	0	true	0	22	0	76	0	0	1451	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.lamarnational.com	
2376																																											0	6079	181200	0	720291	true	0	1441	0	2033	1312	1293	39383	2	0	0	false	0	0	0	181200	164934	159381	185000	380000	0	29776	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://oritani.com	
2554																																											0	0	0	0	0	true	0	0	0	0	0	0	128	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.sbmarietta.com	
2732																																											1112	2064	0	0	0	true	1112	725	0	0	0	1339	33529	7	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.albanybank.com	
2750																																											0	175	500	0	8305	true	0	175	0	0	0	0	1698	1	0	0	false	0	0	0	7600	700	0	0	0	5	0	0	0	0	5	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.genoacb.com	
3252																																											0	174	0	0	3500	true	0	174	0	0	0	0	1152	1	0	0	false	0	0	0	0	1000	0	2500	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbgordon.com	
3458																																											0	151	700	0	700	true	0	150	0	1	0	0	0	0	0	0	false	0	0	0	700	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fbgconline.com	
3720																																											0	740	0	0	5506	true	0	221	0	519	0	0	1390	1	0	0	true	0	0	0	0	0	5000	0	0	506	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bankofclarendon.com	
3953																																											0	5502	0	0	266	true	0	0	0	2756	0	2746	351	1	0	0	false	0	0	0	0	0	0	266	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fcbanker.com	
4156																																											0	327	4000	0	14000	true	0	0	0	327	0	0	99	0	0	0	true	0	0	0	4000	10000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.kanzabank.com	
4231																																											0	2080	0	0	0	false	0	0	0	0	0	2080	1596	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fmbanksylvania.com	
4437																																											0	1570	302	0	3389	true	0	0	0	1570	0	0	10871	5	0	0	false	0	0	0	302	647	709	1731	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbwvva.com	
4839																																											0	7955	0	0	19000	true	0	590	0	694	1862	4809	17412	6	0	0	false	0	0	0	0	0	0	0	0	0	0	19000	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://abcbank.net	
5005																																											561	2649	21550	0	52948	true	561	2649	0	0	0	0	212	0	0	0	true	0	0	0	21550	13324	6574	11500	24500	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.STONESAV.COM	
5069																																											0	20598	0	0	0	false	0	0	0	0	0	20598	250	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																																											0	280	0	0	21779	true	0	70	0	137	0	73	12304	5	0	0	false	0	0	0	12000	7000	1000	1779	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fsbanks.com	
5210																																											0	4437	11000	0	69000	true	0	1119	0	904	385	2029	10318	5	0	0	false	0	0	0	21000	25000	17000	6000	10000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.acnb.com	
5331																																											0	3250	40000	0	50000	true	0	3250	0	0	0	0	1564	1	0	0	false	0	0	0	40000	10000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.hydeparkbank.net	
5461																																											65	1242	0	0	15600	true	65	0	0	763	0	479	29	0	0	0	true	0	600	0	0	0	15000	0	0	600	0	0	0	0	600	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankbac.com	
5751																																											0	0	0	0	0	true	0	0	0	0	0	0	1665	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.kearnycountybank.com	
6039																																											0	2822	0	0	0	true	0	2216	0	107	0	499	641	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wwwaebalma.com	
6141																																											0	170	0	0	0	false	0	0	0	70	0	100	109	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
6329																																											0	10479	0	0	0	true	0	7099	0	2131	0	1249	551	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.abbank.com	
6972																																											233	1297	0	0	0	true	233	714	0	583	0	0	248	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstindy.com	
7009																																											0	0	0	0	0	true	0	0	0	0	0	0	3300	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bessemer.com	
7045																																											0	335	0	0	0	true	0	0	0	160	0	175	2278	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.tpbbancorp.com	
7157																																											0	29	0	0	0	true	0	0	0	29	0	0	98	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	statebankbr.com	
7456																																											0	0	0	0	0	true	0	0	0	0	0	0	270	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	1521	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankofhartington.com	
7634																																											0	2403	2000	0	2000	false	0	498	0	749	0	1156	0	0	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	THEFOURCOUNTYBANK.COM	
8033																																											0	382	5274	0	13374	true	0	222	0	160	0	0	2825	2	0	0	true	0	0	0	5274	6100	0	2000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.THEFRIENDLYBANK.COM	
8462																																											0	0	0	0	0	true	0	0	0	0	0	0	1666	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.perrytonbank.com	
8631																																											0	848	0	0	0	true	0	0	0	848	0	0	382	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pcbsm.com	
9357																																											2033	0	80800	0	80800	true	2033	0	0	0	0	0	18	0	0	0	true	0	0	0	80800	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fidelitybankmn.com	
9553																																											0	0	12440	0	19218	true	0	0	0	0	0	0	1560	1	0	0	false	0	540	0	12440	480	309	5028	0	540	4	0	417	6910	961	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://adamscountybankonline.com	
9807																																											0	146271	0	0	285999	true	0	118769	0	9052	6718	11732	7648	2	0	0	true	0	45999	0	0	0	100000	140000	0	45999	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.amboybank.com	
9955																																											205	0	0	0	3212	true	205	0	0	0	0	0	2715	1	0	0	false	0	0	0	0	22	0	2000	0	1190	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankkansas.com	
10250																																											0	14246	0	0	0	true	0	4028	0	2116	0	8102	287	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.thebankofelkriver.com	
10849																																											0	20466	8285	0	8285	true	0	7189	148	9693	1151	2285	3100	1	0	0	false	0	0	0	8285	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firststatebk.com	
10858																																											0	211	0	0	5210	true	0	211	0	0	0	0	3968	2	0	0	true	0	0	0	210	0	0	5000	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.pvsb.com	
11145																																											0	1928	2166	0	9453	false	0	0	0	899	0	1029	1210	1	0	0	false	0	0	0	2166	2319	4968	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
11640																																											0	396	0	0	20000	true	0	396	0	0	0	0	7077	1	0	0	false	0	0	0	0	0	0	20000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://fnbclarksdale.com	
11837																																											0	3615	0	0	7000	true	0	2095	700	0	0	820	0	0	0	0	false	0	0	0	0	0	0	7000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.farmbk.com	
12030																																											0	5102	0	0	0	true	0	1613	1762	440	0	1287	760	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.fnbalma.com	
12142																																											0	133	0	0	0	true	0	0	0	0	0	133	318	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.clevelandstatebank.com	
12245																																											0	450	4900	0	6900	true	0	0	0	100	0	350	3040	3	0	0	false	0	0	0	4900	2000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.banknorthwis.com	
12311	317705	37818	350000	137434	1645314	true	154872	303376	9	137587	25399	true	3447857	987429	350000	4737	0	8234	0	987429	194914	65000	35000	618043	0	0	0	0	0	0	0	0	0	0	0	0	0	10281	0	0	0	0					1645314			10645	550	21834	1582	3207								0										0		true	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0					www.Huntington.com	
12647																																											0	1343	0	0	2650	true	0	1222	0	121	0	0	5215	1	0	0	false	0	0	0	0	2650	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://PORTAGECOUNTYBANK.COM	
12656																																											0	116	0	0	0	true	0	0	0	116	0	0	204	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.mybankathome.com	
12937																																											0	0	0	0	3475	true	0	0	0	0	0	0	6070	3	0	0	false	0	0	0	0	0	0	0	0	0	3475	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.oakbank.com	
12946																																											697	6459	10121	0	17466	true	697	3590	809	321	0	1739	2803	2	0	0	true	0	762	0	10121	98	0	6485	0	762	0	0	0	0	762	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fbtarkansas.com	
12955																																											0	695	0	0	4135	true	0	695	0	0	0	0	2349	1	0	0	false	0	0	0	0	0	3700	435	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankofnebraska.com	
13103																																											6088	3327	0	0	107737	true	6088	780	0	2050	0	497	1917	1	0	0	false	0	0	0	0	0	72000	35737	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bristolcountysavingsbank.com	
13251																																											0	641	0	0	0	false	0	0	0	493	0	148	152	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://elysianbank.com	
13457																																											0	0	0	0	0	true	0	0	0	0	0	0	103	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankoflewellen.com	
