"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													500	0	63	330	0	0	0	0	36	71	0	0	0				
242													16	0	0	0	0	0	0	0	16	0	0	0	0				
279													1069	0	380	0	50	163	10	0	91	598	0	147	0	ATM SETTLEMENT	I PAY Bill Payment		
354													2	0	0	0	0	0	0	0	2	0	0	0	0				
457													101	0	0	0	0	0	0	0	11	90	0	0	0				
505													4521	0	1256	879	0	873	0	0	21	2273	92	0	0	Deferred Service Fees			
1155													2075	0	1634	0	0	0	0	0	70	371	0	1478	0				
1351													535	0	44	0	0	0	0	0	150	341	0	0	0				
1454													1793	0	1373	0	0	0	0	0	48	372	0	1235	0				
1557													18	0	3	0	0	0	0	0	15	0	0	0	0				
1669													374	0	119	0	0	0	0	0	63	192	0	119	0				
1829													1948	0	236	502	140	0	0	0	634	576	0	0	0				
1856													120	0	17	0	0	17	0	0	49	54	0	0	0	Deferred Loan Fees			
2040													1436	0	545	167	54	0	0	0	25	699	0	129	288				
2161													2912	0	1430	0	0	0	0	0	28	1454	0	1430	0				
2376													66633	0	34995	0	0	0	0	0	685	30953	0	18984	15574				
2554													19	0	3	0	0	0	0	0	16	0	0	0	0				
2732													2146	265	747	0	59	357	0	0	76	1323	0	57	0	accrued salaries			
2750													259	0	99	0	0	0	0	0	14	136	10	0	0				
3177													11565	0	9993	0	1396	0	0	0	2	1570	0	8278	0				
3252													218	0	1	0	0	0	0	0	82	135	0	0	0				
3458													313	0	53	108	0	0	0	0	30	122	0	0	0				
3720													2087	0	0	0	0	0	0	0	34	2053	0	0	0				
3971													12916	0	6596	0	2309	0	0	0	264	5871	185	2338	0				
4156													739	0	414	3	142	0	0	0	100	222	0	0	0				
4231													517	0	0	0	0	0	0	0	105	412	0	0	0				
4839													2416	0	1362	0	0	760	602	0	152	902	0	0	0	Payable for securities settling post 9/30/16	Derivative with negative fair value for purposes non trading		
5069													8452	0	1711	0	802	909	0	0	465	4993	1283	0	0	Deferred income			
5135													2456	0	848	0	0	8	0	0	164	1444	0	840	0	Accrued Interest FHLB			
5210													11550	0	7181	0	0	1877	0	0	688	3633	48	2477	0	Deferred Director's Fees			
5461													3557	0	2660	0	0	0	0	0	2	565	330	2110	0				
5751													1725	0	1282	78	0	571	0	0	43	322	0	696	0	Post Retirement Benefits Payable			
6039													1269	0	83	0	0	0	0	0	280	906	0	0	0				
6141													79	0	0	0	0	0	0	0	17	62	0	0	0				
6329													7073	0	2471	0	527	0	0	0	201	4401	0	1843	0				
7009													8309	0	51	50	0	36	0	0	63	8145	0	0	0	Deferred Income			
7045													879	0	0	311	0	0	0	0	48	520	0	0	0				
7072													7439	0	6508	0	0	88	3660	0	4	927	0	2418	0	Covenant Agreement Payable	Batch Checks	0	
7157													360	0	140	27	0	140	0	0	20	173	0	0	0	Escrow Accounts Payable			
7456													165	0	0	0	0	0	0	0	20	145	0	0	0				
7634													141	0	0	0	0	0	0	0	33	108	0	0	0				
8033													2728	0	2269	0	58	270	27	0	320	139	0	1914	0	DEFERRED MANAGEMENT	ALL OTHER LIABILITIES		
8462													188	0	0	0	0	0	0	0	91	94	3	0	0				
8631													550	0	507	0	0	0	0	0	9	34	0	502	0				
9357													2173	0	1529	0	0	0	0	0	1	643	0	1206	0				
9553													1179	0	114	14	0	114	0	0	48	1003	0	0	0	Nebraska Fund XV Investment	`		
9807													10581	0	4322	0	0	0	148	0	1995	2909	1355	0	3787		FEES COLLECTED ON UNBOOKED LOANS		
9955													185	0	0	0	0	0	0	0	17	168	0	0	0				
10250													1025	0	396	0	0	0	0	0	89	540	0	104	0				
10849													412	0	127	0	16	98	0	0	45	240	0	0	0	Index Planning Liability			
11145													2267	0	805	0	0	805	0	0	34	1428	0	0	0	Great Lakes Capital Fund Commitment			
11275													32602	0	22524	0	0	8485	0	0	544	9534	0	0	9115	Due to Affiliate			
11640													2289	0	1015	0	0	0	0	0	363	911	0	1015	0				
11837													446	0	1	0	0	0	0	0	47	398	0	0	0				
12030													2724	0	2583	0	1474	0	0	0	109	32	0	1109	0				
12142													3447	0	3327	0	0	0	0	0	77	43	0	2352	0				
12179													451	0	357	0	0	0	0	0	1	93	0	357	0				
12311	1353222	0	775210	0	320427	0	0	0	483089	88433	0	0									6490								
12647													305	0	0	0	0	0	0	0	30	275	0	0	0				
12656													28	0	0	0	0	0	0	0	10	18	0	0	0				
12937													2967	0	118	2546	37	0	0	0	91	212	0	0	0				
12946													10227	0	6817	0	0	0	0	0	482	2928	0	6776	0				
12955													283	0	73	0	73	0	0	0	27	183	0	0	0				
13103													29252	0	23012	0	0	19608	0	0	257	5974	9	0	0	Defined benefit retirement plan liability			
13251													245	0	197	0	0	51	132	14	6	42	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Contra Asset Account Loan Dics Exp	
13457													145	0	81	18	0	0	0	0	3	43	0	0	0	Projected Split-dollar Life Insurance Payable			
14052													113	0	36	0	0	0	0	0	8	69	0	0	0				
14155													757	0	313	36	0	0	0	0	52	356	0	281	0				
14650													490	0	233	0	0	0	0	0	2	255	0	233	0				
14753													175	0	0	122	0	0	0	0	49	4	0	0	0				
14865													2877	0	1996	0	0	0	0	0	70	786	25	1133	0				
14977													103	0	11	0	0	0	0	0	19	73	0	0	0				
