"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK167	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCFDK212	RCFDK267	RCFNK289	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK167	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK212	RCONK256	RCONK267	RIADG377	
1557																																																																																0	9762	0		24111			7436	0	0	0	55747	0	0	0	7741	0	326	17256	4	319	171	964	6007	276	7993	12982	3697	8900	9627	4807								0	0			0	0	829	0	955	2736			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		15140		0	14							0	947	0	0	0	0	0			0	0	0	0			0	0	1216			0	0	0		
1669																																																																																0	6	129		3409			8653	0	0	4380	97222	0	0	0	53275	1749	26082	8862	190	386	408	1170	27732	23220	2551	6152	8032	7900	15739	3393								0	0			0	0	1095	115	11101	3026			0			0	269																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	76							0	4832	0	0	0	0	0			0	0	0				0	0	5376			0	0	0		
1829																																																																																0	0	13664	0	0	25212	0	25212	9117	0	0	289836	424	8727	0	112738	9285	16695	18813	901	1084	7207	8912	52003	42197	29143	2352	31328	26919	61019	24155		0	0	0		0	0	650	360	0		0	0	551	3408	21966	84354	0	8727	0			0	589																							0	0	0	0	0	0	0	0	0	0	0	0	0	80064	82	0	82							0	46	0	0	0	0	0	522	0	0	0	0	0			0	0	100			0	522	0	0	
1856																																																																																0	2769	4745		358			12464	0	0	391	40049	0	1062	0	4293	0	4281	9957	34	3307	92	166	599	96	3396	3441	19997	7410	1514	0								0	0			0	0	0	4735	258	8647			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		6163		0	2							0	131	0	0	0	0	4745			0	0	0				0	0	194			0	0	0		
2040																																																																																0	2195	12955		6218			24889	1169	0	1125	126558	0	0	0	20955	507	896	35532	1554	1464	5502	6047	3892	1511	26422	6092	23389	34634	9739	3530								0	3			0	0	1133	8318	31142	14632			0			1026	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	26378		0	19							0	97	0	116	0	1291	1478			453	0	0	0			0	0	1201			0	0	453	0	
2161																																																																																0	17	0		13106			19135	0	0	0	80714	0	0	0	37316	67	30351	26263	1214	7514	6685	12181	8257	1409	9913	7622	9449	9125	7163	126								270	5			0	0	1081	0	2183	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	29							0	3007	0	0	0	0	0			0	0	0	0			0	0	4498			0	0	0	0	
2376																																																																																0	0	1300940	0	0	22668	0	22668	4241	0	0	3036951	0	0	13111	209443	3752	23648	51372	5119	23420	8486	4283	43396	123554	20102	17622	138726	203798	2243263	195192		0	0	0		0	0	0	0	0		0	0	0	4651	65765	1425378	0	0	0			0	475																							0	0	0	0	0	0	0	0	0	0	0	0	0	2428130	0	0	0							0	0	0	0	0	0	394	0	0	0	0	0	0			0	0	113			0	0	0	0	
2554																																																																																0	1707	0		1223			1813	0	0	358	5956	0	0	0	254	0	129	1029	40	0	49	40	15	0	3441	77	675	1237	266	0								0	0			0	0	0	0	92	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		129		0	52							0	273	0	0	0	0	0			0	0	0	0			0	0	184			0	0	0		
2732																																																																																0	218	106782	0	0	44178	0	44178	10712	0	0	359984	383	0	0	22484	1002	7812	32610	2524	1113	5480	13007	360	0	126430	26964	72333	105600	3961	0		0	0	0		0	0	0	0	0		0	0	13467	18965	55566	85352	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	161							0	952	0	0	0	0	0	0	0	0	0	0	0			0	0	528			0	0	0	0	
2750																																																																																0	6776	0		20691			3148	0	0	865	40913	0	0	0	3230	93	750	22376	97	69	1500	1564	0	0	18800	4357	7474	4364	1345	1344								0	78			0	0	2079	0	1051	2192			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	15056		0	19							0	375	0	0	0	0	0			0	0	0	0			0	0	316			0	0	0	0	
3177																																																																																0	0	2765	0	0	7938	0	7938	30738	0	0	796004	0	0	0	637825	7818	82708	34715	2870	6509	9287	4508	130382	480740	22570	23596	14242	12755	26580	57306		0	0	0		0	0	0	5	0		0	0	20925	4488	53588	29541	0	0	0			3314	2148																							0	0	0	0	0	0	0	0	0	0	0	0		418284	0	0	0							0	0	0	0	0	250	0	174	0	0	0	0	0			0	0	373			0	174	0		
3252																																																																																0	24778	0		46830			9056	0	0	2630	97491	0	75	0	516	0	333	0	252	200	5	43	16	0	22364	53906	9634	5083	1069	1								0	0			0	0	0	868	0	6434			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	30681		0	399							0	1777	0	0	0	0	0			0	0	0	0			0	0	4128			0	0	0	0	
3458																																																																																0	9980	95		3921			3720	0	0	0	27046	0	0	0	5107	6	0	3963	572	227	981	3085	87	114	1034	2353	6751	10809	972	0								0	0			0	0	0	0	1266	1371			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	953	0	0	0	0	0			0	0	0	0			0	0	627			0	136	0		
3720																																																																																0	11688	2737		7765			13391	3183	0	2742	141409	0	0	691	29524	637	483	34194	1744	3009	10027	10826	3555	148	11881	18934	28318	45172	7422	67								0	251			0	0	6801	4006	25904	26318			0			224	0																							0	0	0	0	0	0	0	0	0	0	0	0		40666		0	0							0	2194	0	0	0	0	155			0	0	0	0			0	0	4268			0	52	0		
3971																																																																																0	31001	47335	0	47526	66079	0	66079	28948	0	0	585608	0	35462	767	117828	6996	29263	70868	4479	16256	18835	24246	22311	28419	106465	29711	92831	115462	110311	4441		0	0	0		0	0	0	885	0		0	0	0	24384	45373	118167	0	35462	0			10712	2126																							0	0	0	0	0	0	0	0	0	0	0	0		117763	32	0	32							0	581	0	556	0	1067	1501	0	0	1418	0	0	0			0	0	15011			0	0	0		
4156																																																																																0	17216	8002		13876			16184	2332	0	0	154783	0	381	0	39500	996	13527	39171	152	1081	1405	4338	19670	12745	18281	23856	18546	10438	37239	6755								0	0			0	0	3007	9130	2397	40049			0			61	68																							0	0	0	0	0	0	0	0	0	0	0	0		56877		0	0							0	945	0	0	0	0	0			0	0	0	0			0	0	768			0	0	0		
4231																																																																																0	6606	0		367			3176	0	0	968	48527	0	0	0	8656	0	31	15969	451	409	2735	4212	622	0	4161	11116	18411	4024	481	0								0	0			0	0	0	1390	9093	13353			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	9							0	695	0	0	0	334	1259			0	0	0				0	0	4214			0	0	0	0	
4839																																																																																0	0	48737	0	0	4542	0	4542	7593	0	0	234048	0	0	0	29833	1728	222	32091	3072	6980	9025	7701	263	1548	29019	37180	58557	71161	4016	0		0	0	0		0	0	0	279	0		0	0	4834	7044	69073	58288	0	0	0			154	1141																							0	0	0	0	0	0	0	0	0	0	0	0		63476	803	0	803							0	212	0	0	8328	2459	3124	211	0	0	0	0	0			0	0	1082			0	211	0		
5069																																																																																0	11700	589	0	0	2758	0	2758	657	0	0	291806	3352	0	0	41698	12908	4500	197565	12119	12134	13291	0	0	0	115409	71820	34696	12313	0	0		0	0	0		0	0	0	0	0		0	0	61619	9848	58924	94457	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		103232	0	0	0							0	0	0	0	0	9792	0	0	0	0	0	0	0			0	0	0			0	0	0		
5135																																																																																0	94636	4316	0	72313	27824	0	27824	0	0	8681	326624	0	0	0	50495	979	6453	188142	6044	8495	13065	21124	1718	49	64122	110137	71144	19431	6484	3504		0	0	0		0	0	553	0	0		0	0	1136	6307	39218	8953	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	41297	90	0	90							0	3742	0	0	0	0	0	0	0	40	0	0	0			0	0	7381			0	0	0	0	
5210																																																																																0	26959	31336	0	609	46004	0	46004	60272	0	66571	867849	0	0	0	318323	31651	90428	40981	24084	32391	22889	17862	89634	131306	103168	38162	107534	121871	143175	31667		0	0	0		0	0	0	5423	0		0	0	4621	14004	102899	135861	0	0	0			280	791																							0	0	0	0	0	0	0	0	0	0	0	0	0	488375	7992	6400	7992							0	613	0	0	0	2382	4085	0	0	0	0	0	0			0	0	8311			0	0	0	0	
5461																																																																																0	24928	31751	0	9252	31244	0	31244	8045	0	0	327140	328	0	15162	33977	1176	573	71695	1803	1497	7595	7550	4728	10011	33811	34600	61434	79841	80086	251		0	0	0		0	0	0	166	0		0	0	1376	6938	61102	101777	0	0	0			724	0																							0	0	0	0	0	0	0	0	0	0	0	0		177890	7171	0	7171							0	34	0	0	0	4703	0	0	0	0	0	0	0			0	0	8531			0	0	0		
5751																																																																																0	20554	7011		23397			28173	2001	0	142	133230	0	1614	0	21228	8	15056	30874	247	841	757	1253	8227	9848	17584	15492	7288	15332	29723	26536								0	35			0	0	2619	433	10773	10516			0			0	55	46	1259	217	2943	8	554	4841	204	0	11	92	46	1290	218	2958	8	557	5047	208	0	11	92	0	0	0	0	0	0	0	0	0	0	0	0		22199		0	28							0	3044	0	105	0	833	0			0	0	0	0	18	18	0	0	1654	10	10	0	33	0		
6039																																																																																0	16043	1670		2817			4948	0	0	0	53912	32	0	0	6117	248	1631	14166	360	203	811	2134	2561	0	8349	9760	9237	9886	9440	873								482	80			0	0	491	614	4766	12918			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	525							0	837	0	0	0	0	616			0	0	0	0			0	0	1388			0	0	0	0	
6141																																																																																0	2233	0		1457			1126	0	0	0	17484	0	0	0	4029	0	811	2172	72	256	362	357	2252	197	767	1077	3547	4438	3292	173								0	0			0	0	0	0	0	4872			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	12							0	0	0	0	0	0	0			0	0	0	0			0	0	3755			0	0	0	0	
