"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RIADG377	
1669																																																																0	1557		5905			14874	0		1893	168572	0	0	0	80210	2661		17060	1478	1772	352	2366	25660	48032	5220	12682	9181	21171	21518	18444				0	0					5373	45	28087	7322							79														0				0		0	3								8996													11646			
1856																																																															1933	1126	1100		1249			4339	0		190	36977	3	17	0	10784	1		9011	632	28	4849	3356	216	1702	12713	6229	3673	830	1168	484				0	0					264	10817	0	1110							0														9702				0		0	1								179													3870			
2161																																																															0	7892	1049		3752			10577	0		0	122604	0	0	0	56028	524	41398	33925	981	9470	14209	951	11255	19162	4072	19402	13995	3814	11698	10024				282	0					1255	16487	12583	7228						66	228														0				495		0	98							0	1796	0	0	0	360	0			7	0	0	0	7	3053	62		
2376																																																															0	0	1865644	0	0	18837	0	18837	3672		0	3449876	0	0	11662	253639	3763	22517	132388	1417	21207	3807	10332	43052	170831	89773	162558	344995	346961	2107173	141448	0	0	0	0	0	0				0	20657	58029	1225635	0	0				0	1678														2751186				0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2732																																																																0	181293		0			39741	5799		0	440575	230	0	6356	20065	271		61987	936	1553	8846	8510	0	0	84501	28851	143407	145257	17282	0				0	0					9777	20302	46394	116765							0													0	0				0		0	12								24													362		0	
2750																																																															292	6448	499		21019			2199	0		684	42706	0	0	0	2702	50		22232	275	96	303	528	1500	0	16674	5383	10097	6632	313	208				0	39					100	2101	826	3316							0													0	23368				0		0	1739								472													220		0	
3252																																																															0	29550	0		53993			9837	0		2432	109258	0	332	0	220	0		0	110	79	6	25	0	0	38996	51068	5982	9512	1053	0				0	0					0	725	0	5973							0														40956				0		0	397								1321													4478			
3458																																																																9657	0		8952			10815	0		0	42749	0	0	0	7149	29		7429	347	1236	2478	2556	473	41	1451	4594	9357	17651	1957	0				0	0					499	433	1935	412							0														0				0		0	0								1588													1280			
3720																																																																10667	1951		7544			15416	2228		5041	155671	0	0	343	33504	753	247	33848	1056	2775	12361	14229	2898	136	19165	14150	34779	51083	2808	68				0	268					4534	7878	27174	30820						0	0														72181				567		0	192							0	3087	0	0	0	0	567			0	0	0	0	0	4614	0		
3971																																																																22871	99094		9238			75015	23237		0	654092	0	28620	2888	106849	3746		112606	5815	6815	17024	16316	35171	22942	187579	21318	100927	156445	75836	185				0	464					10246	33164	36490	203919							1616														272416				7148		0	20								278													841			
4156																																																																21408	17880		9843			21571	4258		0	161873	0	402	0	48892	944		30335	563	1158	1722	9595	25131	10722	14878	17338	13130	25065	34848	7480				0	0					2003	3090	1954	27762							0														28854				0		0	0								876													990			
4231																																																															0	4050	1001		260			2062	0		802	43524	0	0	0	13479	119		15775	1487	1953	4444	4629	740	0	2371	9964	10284	6283	1023	0				0	0					196	995	6413	10540							0														0				635		0	81								894													2632			
5069																																																																4450	547		0			5712	2053		0	317609	4236	0	0	40565	14989		226838	18567	15115	6086	0	0	0	111145	93323	17628	42297	0	0				0	0					54859	35652	96042	66976							0														57693				0		0	0								0													0			
5135																																																															0	82131	4767		118314			34802	0		1788	397106	0	0	0	73665	995		252216	10009	23991	28526	8094	2549	131	87690	131097	80681	10901	4129	2879				601	0					2645	10143	38832	16331							0														46823				3008		0	53								4642													7397			
5210																																																															0	67653	38061		6818			78551	109631		76370	1291295	0	0	0	378333	34736		82198	28129	33376	30434	42924	105317	137940	205282	53837	206844	249210	169302	25553				0	5284					9312	23966	204066	247875							651														707508				3809		0	1980								863													7796			
5461																																																																30631	53447		20857			28723	5045		0	450407	496	0	11181	41782	802		47306	64	2538	5039	2634	12925	17012	21034	47977	73732	117984	146776	230				0	300					1190	8871	56567	189262							0													0	292060				0		0	4628								41													8757		0	
5751																																																																25154	7300		26263			30138	2601		975	151502	0	1077	0	26820	248		34313	1795	5735	1027	2453	6550	9119	34967	39671	13227	15607	11260	8128				0	30					1202	1085	14273	10457							46														25596				0		0	169								2540													1170			
6039																																																															0	39533	3024		3744			15956	1974		254	208538	0	0	0	28196	665	7144	47797	1112	3127	4453	7962	6005	5480	18967	24591	31523	19068	46022	37855				579	337					5413	17652	46692	37202						618	0														0				618		0	1391							0	955	0	0	0	0	0			0	0	0	0	0	4971	0		
6329																																																																5391	12577	0	1352	52915	0	52915	3251		1112	714358	0	0	0	131793	3890	2722	139326	10771	13467	36487	65367	1244	516	34370	82082	161491	224769	75413	506	0	0	0	0	1320	0				39521	68842	105332	38856	0	0				0	347													1187	43119				23	581	43	581							0	187047	0	0	0	0	0	0	0	23	0	0	23	0	60535	0	0	
7009																																																															0	0	0		0			84291	0		0	299445	0	0	0	0	0		293490	0	0	0	0	0	0	293490	0	5955	0	0	0				0	0					0	0	0	0							0														0				0		0	2527								0													212627			
7045																																																															0	6273	0		7262			4913	675		425	84158	0	0	0	39260	185	37535	5592	1028	2985	3667	4804	2462	23999	2858	4506	14167	14524	3493	5002				471	14					1377	0	4937	6669						0	0														34557				0		0	0							0	6529	0	0	0	0	0			0	0	0	0	0	5168	0		
7072																																																																1250	14633		153			15849	5108		0	271714	0	0	0	162029	4811		16247	12314	21439	4499	8294	43482	70849	17748	8890	9216	14437	23665	34980				0	3364					3049	10537	25502	23950							573														122186				5977		0	0								63													1416			
7456																																																															0	14144	0		31987			11003	0		36	73835	0	0	0	6008	438		35701	129	305	2517	2939	118	0	32988	2539	12938	16314	883	2165				0	11					559	212	3933	3930							0														0				0		0	5								866													703			
7634																																																																1101	0		6654			7832	0		0	52551	0	0	0	15087	272		15890	195	1551	3789	5895	3657	0	4947	9483	10200	9326	2414	939				0	0					1393	0	0	13595							0														1492				0		0	234								123													6260			
8033																																																																10793	5656		8288			16194	0		0	269141	0	0	0	113594	5451		132025	23208	17258	25697	46246	818	0	57463	34096	17505	38505	5694	53				0	0					33675	33639	29707	7048						1055	583													0	16136				3646		0	229								1480				2591									3387		0	
8462																																																															0	9095	0		10548			16043	0		0	57786	0	0	0	9941	3		10162	1478	392	162	463	2161	5285	16170	12586	6087	9308	2263	259				0	0					0	0	2243	1478							0														0				0		0	0								6168													2267			
8631																																																																222	0		768			3711	0		1043	35491	0	0	0	16098	193		2825	334	122	172	1045	5740	8654	1213	1242	2322	3341	6798	3736				0	0					0	776	1147	6601							0													0	0				77		0	49								3269													1614		0	
9357																																																																652	20400		0			145115	1424		0	506292	0	5297	0	60	24		336443	0	0	0	0	0	60	64505	309216	43638	69277	19496	0				0	3458					5398	0	36853	33694							0													0	242112				0		253260	9								106													542		0	
9553																																																															0	33883	2685		55501			6623	0		0	112071	0	0	0	6053	394		57289	144	784	1038	3175	683	229	58680	5409	8179	16129	11944	5677				0	0					1326	0	3279	0							0														55852				0		0	954								803													570			
9807																																																																0	402188	0	0	33177	0	33177	45910		0	1639498	1909	0	0	307247	18399	74745	320631	26254	11620	22638	28668	98280	117677	152485	311550	391123	253615	214859	299	0	0	0	0	32	0				64177	244735	95983	428500	0	0				2998	1792													0	449471				96221	729	0	729							0	0	22960	19052	16285	11656	23139	131	0	0	0	0	0	0	330	131	0	
9955																																																																20697	41		8743			14039	1957		0	91252	0	4594	0	2925	0		46716	143	745	1290	166	334	247	20119	25717	27592	9111	4385	0				0	0					0	0	4289	32388							0														38785				0		0	366								572													641			
10250																																																																913	18271		0			73691	13127		0	293153	0	0	0	40489	3824		44817	1734	3073	12260	14927	8199	296	35111	18292	55550	90948	51475	1287				186	475					7924	21882	57343	45001							0														134298				0		0	35								6354													3638			
10849																																																															0	16759	12460		5408			4359	75		3077	137454	54	0	0	31977	210		22164	120	5732	22640	3038	447	0	11623	15686	35747	38257	4218	0				0	0					4671	11479	29243	16551							0														0				0		0	36								339													864			
11145																																																																2445	0		61			17061	4715		1467	224430	0	0	0	58843	225	12422	25067	3068	8901	7122	13444	24811	782	17831	10840	31127	53066	50074	1432				0	17					3024	7685	47820	22775						772	177													0	29019				1559		0	0							0	3817	0	0	0	716	0			0	0		0	0	54475	71	0	
11640																																																															0	27350	5651		53829			21844	1467		0	219787	0	0	0	26228	740		89367	3298	2709	1390	3613	6911	7712	44868	50762	34048	19529	13136	26046				0	0					4244	36444	23116	7048							206														76162				765		0	327								3425													8074			
11837																																																																789	3379		148			9888	902		2344	47782	77	0	0	14809	344		11414	700	1886	4901	4540	2282	500	11887	5359	8677	4461	2666	0				84	0					1001	2800	3798	6772							0														313				11		0	135								188													478			
12030																																																															0	56373	1518		3661			30191	0		0	294706	0	0	0	64577	205		67568	2302	8915	21929	11005	20170	244	37519	53786	84022	28404	18935	7423				325	200					3506	4378	84779	22009							0														0				0		0	896								11265													10823			
12142																																																																3938	9416		4698			19206	1268		0	129150	0	322	0	36910	1870		45783	2532	3716	10568	18693	1401	0	17395	22140	21560	25054	4358	1240				0	0					3937	13641	6070	17449							0													0	0				622		0	0								3722													6703		0	
12311		88861	1004226	1404069	68614	22495442	50546	7881185	0	375223	75893213	0	467967	13165532	248936	12577322	36168035	2154686	4096139	9150522	9166914	1623957	0	0	50	0	518150	768567	365369	0	10958			245777	980178	4015804	3667684	0	2318631													38229113	681545	0	12363591	148768	0	49618	0	0	0	3866778		88861	1004226	62135	68614	22495442	50546		7881185	0	375223	75893213	0	2318631		13165532	248936	8253090		242753	504890	588345	1070635	8233560	2441992							0	50	518150	768567	365369					245777	980178	4015804	3667684						373948	49765																			555685	786249									12363591	0	3696	28145	47303	30067				0				3866778			
12647																																																															0	8889	7091		6414			11329	1414		3118	102621	0	0	0	27827	184	6833	28925	4480	7460	11825	2126	1728	9	18341	18787	22306	7536	7579	205				397	83					835	3900	8057	22293						0	0														0				105		0	4							0	298	0	0	0	0	0			0	0	0	0	0	488	105		
12656																																																															0	1080	0		667			865	0		0	10781	0	0	0	6150	0		1322	0	176	412	227	3129	1972	762	495	1119	927	967	361				0	0					0	0	194	283							0														0				285		0	5								1133													404			
12946																																																																90914	24209		20829			185752	0		467	1237802	0	0	0	301742	8505		318970	17426	35728	95994	121782	17655	10232	160769	134707	387682	200803	29085	13178				1309	0					15276	96068	157402	300042							455													0	761134				132		0	10724								7945													16618		0	
13103																																																																0	59664	0	0	147041	0	147041	31133		0	1813116	0	0	0	710581	6621	167548	23797	7148	16259	18035	64430	136005	465642	154681	43307	153194	355541	226302	169058	0	0	0	0	166	0				22309	30301	304059	174229	0	0				3864	653														1011838				7391	1570	0	1570							0	318203	0	0	0	0	1691	1821	0	15	0	0	0	0	7239	1821		
13251																																																																2969	206		2007			3138	0		0	30812	0	0	0	10166	240		10216	175	863	4605	4344	0	130	4101	5077	5248	5766	305	0				0	0					1250	1297	670	5763							0														0				119		0	0								1253													1853			
13457																																																																5357	0		4203			1014	0		0	11537	0	0	0	9	0		3800	0	0	9	0	0	0	6089	245	3606	653	935	0				0	0					0	0	636	0							0													0	0				0		0	2								119													197		0	
14155																																																															0	50153	1346		31695			11899	3826		0	196944	0	0	10000	51211	600		74606	6713	14892	13444	11081	2677	1868	16982	38067	35618	44603	7764	921				0	0					11906	3828	14289	8700							336														136206				1271		0	2048								2013													3430			
14650																																																																104	0		666			10939	0		0	28973	0	0	0	1155	0		3760	245	333	0	15	337	198	2705	3152	3326	4075	14086	230				0	0					380	0	1069	442							0														1103				0		0	62								2048													12108			
14753																																																																2546	0		15141			2652	0		0	22042	0	200	0	678	0		12644	121	205	14	328	10	0	4167	10719	1713	3329	1436	0				0	2					0	0	253	109							0														0				0		0	2								191													268			
14865																																																																112222	8493		105291			48038	1126		13587	405695	621	0	0	20008	1526		113879	1251	2010	3459	4470	3417	5401	89572	41434	39682	71999	68268	63302				913	1582					9298	11632	38788	31945							0														122596				485		0	171								321													1375			
14977																																																															0	7772	0		15547			6170	0		0	43833	4	0	0	7950	500	976	11557	347	11	70	568	6642	312	12271	9208	3509	5478	4930	439				0	0					0	94	196	290						0	0														2100				0		0	1							0	2628	0	0	0	0	0			0	0	0	0	0	2689	0		
16551																																																																8216	3877		5378			23171	11184		2463	247190	0	580	0	73720	1043		29000	2615	8536	24345	13669	21421	2561	16895	15602	44951	41920	45580	7229				544	188					8075	57692	12760	26135							161													0	65083				730		0	58								4430													7676		0	
16748																																																															0	16819	56		957			2989	5343		64	46156	0	0	0	9222	56		5261	167	1127	1853	2349	2426	1248	3786	3575	6119	9146	10196	2842				0	0					500	59	8890	569							0														0				163		0	20								456													156			
17110																																																															0	0	0		0			1838	0		0	74413	0	0	0	846	0	846	40469	846	0	0	0	0	0	73567	0	0	0	0	0				0	0					0	0	0	0						0	0														9695				0		0	10710							0	0	0	0	0	0	0			0	0		0	0	61019	0		
17147																																																															5056	239756	677306	50	90462	2034311	0	2034311	560809		444444	8307170	0	916	0	1160947	40526	145819	1670624	112395	132805	142952	133067	432457	201889	4032311	399772	776241	940685	710867	268999	5000	56	0	228	13546	1489				58284	611854	892463	1335124	0	916				213	757														1261088				213	19986	1264	20036							0	62333	0	0	0	0	0	0	0	0	0	0	0	0	57505	0		
17259																																																																5629	0		1827			6164	0		1599	36623	30	217	0	9779	73		20179	1394	2284	2031	3804	0	0	11906	4595	3684	3676	3013	0				0	0					79	129	0	5496							0														9554				0		0	48								1693													3920			
17950																																																																66682	0		42891			26019	1843		1075	270790	0	227	99	43086	2205		55666	1266	3053	12922	14456	5682	5448	26092	55779	68908	50884	19026	3888				0	108					4350	5076	34072	31400							0													0	108195				673		0	63								5561													6132		0	
17978																																																																870	4644		40			0	1609		0	133458	0	0	0	101545	2012		3829	268	1554	957	983	15225	82558	1313	3246	1661	1075	9362	15256				0	5					5206	4934	5329	5355							137														101545				0		0	0								1315													594			
18050																																																																43191	4453		4935			13640	500		1099	364221	0	0	229	102409	2583		43437	13648	36820	294	35469	8168	7238	35138	75759	10617	47002	17776	74924				0	0					6738	37686	95594	38875							0													0	350604				0		0	122								2976													9420		0	
18135																																																															0	0	356		0			37595	5894		0	85353	0	0	0	12792	16440		7042	652	1766	541	873	5803	2473	13306	3292	9902	13283	28826	3603				2098	0					248	0	5225	0							0														35126				866		0	0								151													4554			
