"IDRSSD"	RCFD2170	RCFD3123	RCFD3128	RCFDA222	RCFDB704	RCFDD957	RCFDD958	RCFDD959	RCFDD960	RCFDD961	RCFDD962	RCFDD963	RCFDD964	RCFDD965	RCFDD967	RCFDD968	RCFDD969	RCFDD970	RCFDD976	RCFDD977	RCFDD978	RCFDD979	RCFDD980	RCFDD981	RCFDD982	RCFDD983	RCFDD984	RCFDD985	RCFDD987	RCFDD988	RCFDD989	RCFDD990	RCFDD991	RCFDD992	RCFDD993	RCFDD994	RCFDD995	RCFDD996	RCFDD997	RCFDD998	RCFDD999	RCFDG603	RCFDG604	RCFDG605	RCFDG606	RCFDG607	RCFDG608	RCFDG609	RCFDG610	RCFDG611	RCFDG612	RCFDG613	RCFDG614	RCFDG615	RCFDG616	RCFDG617	RCFDG618	RCFDG619	RCFDG620	RCFDG621	RCFDG622	RCFDG623	RCFDG624	RCFDG625	RCFDG626	RCFDG627	RCFDG628	RCFDG629	RCFDG630	RCFDG631	RCFDG632	RCFDG633	RCFDG634	RCFDG635	RCFDG636	RCFDG637	RCFDG641	RCFDG642	RCFDH171	RCFDH172	RCFDH173	RCFDH174	RCFDH175	RCFDH176	RCFDH177	RCFDH178	RCFDH179	RCFDH180	RCFDH181	RCFDH182	RCFDH185	RCFDH186	RCFDH187	RCFDH188	RCFDH191	RCFDH193	RCFDH194	RCFDH195	RCFDH196	RCFDH197	RCFDH198	RCFDH199	RCFDH200	RCFDH270	RCFDH271	RCFDH272	RCFDH273	RCFDH274	RCFDH275	RCFDH276	RCFDH277	RCFDH278	RCFDH279	RCFDH280	RCFDH281	RCFDH282	RCFDH283	RCFDH284	RCFDH285	RCFDH286	RCFDH287	RCFDH288	RCFDH289	RCFDH290	RCFDH291	RCFDH292	RCFDH293	RCFDH294	RCFDH295	RCFDH296	RCFDH297	RCFDH298	RCFDH299	RCFDH300	RCFDH301	RCFDH302	RCFDH303	RCFDH304	RCFDH307	RCFDH308	RCFDH309	RCFDH310	RCFDHJ74	RCFDHJ75	RCFDHJ76	RCFDHJ77	RCFDHJ78	RCFDHJ79	RCFDHJ80	RCFDHJ81	RCFDHJ82	RCFDHJ83	RCFDHJ84	RCFDHJ85	RCFDHJ86	RCFDHJ87	RCFDHJ88	RCFDHJ89	RCFDHJ90	RCFDHJ91	RCFDHJ92	RCFDHJ93	RCFDHJ94	RCFDHJ95	RCFDHJ96	RCFDHJ97	RCFDHJ98	RCFDHJ99	RCFDHK00	RCFDHK01	RCFDJA21	RCFDS396	RCFDS397	RCFDS398	RCFDS399	RCFDS400	RCFDS402	RCFDS403	RCFDS405	RCFDS406	RCFDS413	RCFDS414	RCFDS415	RCFDS416	RCFDS417	RCFDS419	RCFDS420	RCFDS421	RCFDS423	RCFDS424	RCFDS425	RCFDS426	RCFDS427	RCFDS428	RCFDS429	RCFDS431	RCFDS432	RCFDS433	RCFDS434	RCFDS435	RCFDS436	RCFDS437	RCFDS439	RCFDS440	RCFDS441	RCFDS442	RCFDS443	RCFDS445	RCFDS446	RCFDS447	RCFDS449	RCFDS450	RCFDS451	RCFDS452	RCFDS453	RCFDS454	RCFDS455	RCFDS457	RCFDS458	RCFDS459	RCFDS460	RCFDS461	RCFDS462	RCFDS463	RCFDS466	RCFDS467	RCFDS469	RCFDS470	RCFDS471	RCFDS475	RCFDS476	RCFDS477	RCFDS478	RCFDS479	RCFDS480	RCFDS481	RCFDS482	RCFDS483	RCFDS484	RCFDS485	
228345																																																																																																																																																																																																																																																	
229070																																																																																																																																																																																																																																																	
229173																																																																																																																																																																																																																																																	
229342																																																																																																																																																																																																																																																	
229454																																																																																																																																																																																																																																																	
229801																																																																																																																																																																																																																																																	
229913	5874678	1340	0	0	5507284	1201321	804450	396464	307	1594	810	0	0	784	0	0	0	24347	551	0	0	0	0	336670	107191	13520	1849	176804	1554057	452194	5720	3801088	826182	826182	0	328529	126583	371070	48238	24119	0	1322	0	22797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2605855	1302928	0	173563	234415	894949	1554057	955639	366718	5095297	0	191128	183359	5095297	5507284	3559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24347	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3871	0	0	3871	0	0	0	0	12210	0	0	12210	0	0	0	4295452	0	641606	30000	0	3598846	25000	551	0	37306	0	0	0	0	0	0	0	0	0	0	0	0	0	
230423																																																																																																																																																																																																																																																	
230610																																																																																																																																																																																																																																																	
230759																																																																																																																																																																																																																																																	
231149																																																																																																																																																																																																																																																	
231279																																																																																																																																																																																																																																																	
231336																																																																																																																																																																																																																																																	
231671																																																																																																																																																																																																																																																	
232258																																																																																																																																																																																																																																																	
232847																																																																																																																																																																																																																																																	
232856																																																																																																																																																																																																																																																	
233031	121865241	840328	0	0	100559010	3174222	2551925	622297	0	1610799	149058	1503125	0	0	6697755	14995139	0	1702498	85879	0	0	0	0	14003531	539398	311479	29748	7539208	10121540	19881082	18548722	65472914	1136306	1136306	62389	89234	0	984683	299114	149557	18919	5672	0	124966	76410	15282	0	213	0	15069	0	0	0	0	0	0	932380	932380	0	0	577890	354490	26047364	13023682	7751	32	0	12416890	10321537	19978559	19126612	80915810	0	3995712	9563306	80915810	100559010	204116	0	0	0	0	0	0	0	0	0	0	0	0	7377	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	1673916	559079	0	0	1673916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22785970	0	0	0	-41384	0	-609422	0	0	0	285996	0	58436	222999	4561	0	0	0	6999	0	0	0	0	0	6999	159217	0	0	0	0	159217	0	23557248	0	472708	15792436	7292104	2396329	0	2396329	487767	0	0	0	0	0	487767	53380167	0	183404	1917898	2503539	48775326	0	85879	0	3902405	0	0	0	0	0	0	0	769510	767021	2490	158962	0	0	
233246																																																																																																																																																																																																																																																	
233358																																																																																																																																																																																																																																																	
233442																																																																																																																																																																																																																																																	
233527																																																																																																																																																																																																																																																	
233554																																																																																																																																																																																																																																																	
234355																																																																																																																																																																																																																																																	
234506																																																																																																																																																																																																																																																	
234739																																																																																																																																																																																																																																																	
234841																																																																																																																																																																																																																																																	
235174																																																																																																																																																																																																																																																	
235231																																																																																																																																																																																																																																																	
235316																																																																																																																																																																																																																																																	
235446																																																																																																																																																																																																																																																	
235530																																																																																																																																																																																																																																																	
235558																																																																																																																																																																																																																																																	
235950																																																																																																																																																																																																																																																	
236153																																																																																																																																																																																																																																																	
236256																																																																																																																																																																																																																																																	
236603																																																																																																																																																																																																																																																	
236706																																																																																																																																																																																																																																																	
236957																																																																																																																																																																																																																																																	
237066																																																																																																																																																																																																																																																	
237619																																																																																																																																																																																																																																																	
237954																																																																																																																																																																																																																																																	
238139																																																																																																																																																																																																																																																	
238250																																																																																																																																																																																																																																																	
238737																																																																																																																																																																																																																																																	
239275																																																																																																																																																																																																																																																	
239556																																																																																																																																																																																																																																																	
239613																																																																																																																																																																																																																																																	
239659																																																																																																																																																																																																																																																	
239752																																																																																																																																																																																																																																																	
240954																																																																																																																																																																																																																																																	
241009																																																																																																																																																																																																																																																	
241157																																																																																																																																																																																																																																																	
241559																																																																																																																																																																																																																																																	
241607																																																																																																																																																																																																																																																	
242257																																																																																																																																																																																																																																																	
242444																																																																																																																																																																																																																																																	
242949																																																																																																																																																																																																																																																	
242958																																																																																																																																																																																																																																																	
242976																																																																																																																																																																																																																																																	
243375																																																																																																																																																																																																																																																	
243414																																																																																																																																																																																																																																																	
243955																																																																																																																																																																																																																																																	
244037																																																																																																																																																																																																																																																	
244149																																																																																																																																																																																																																																																	
244158																																																																																																																																																																																																																																																	
244251																																																																																																																																																																																																																																																	
245016	1774343	13205	0	2529	854046	833444	818183	15261	0	50722	37496	5000	0	8226	7527	1	0	3984	0	0	0	0	0	24675	0	0	0	19227	863206	41413	91992	785651	4591	4591	0	4224	0	367	0	0	0	0	0	0	27972	5594	0	3499	0	2095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863206	49136	91992	795372	0	9827	45996	795372	851517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	2851	2851	0	0	2851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11351	0	0	0	0	0	-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846206	0	0	91992	754214	0	0	0	0	0	0	0	0	0	0	21151	0	0	21151	0	0	0	0	0	2597	0	0	0	0	0	0	0	0	0	0	0	0	0	
245276																																																																																																																																																																																																																																																	
245351																																																																																																																																																																																																																																																	
245557																																																																																																																																																																																																																																																	
246022																																																																																																																																																																																																																																																	
246134																																																																																																																																																																																																																																																	
246237																																																																																																																																																																																																																																																	
246451																																																																																																																																																																																																																																																	
246657																																																																																																																																																																																																																																																	
246947																																																																																																																																																																																																																																																	
246956																																																																																																																																																																																																																																																	
247140																																																																																																																																																																																																																																																	
247355																																																																																																																																																																																																																																																	
247476																																																																																																																																																																																																																																																	
247551																																																																																																																																																																																																																																																	
247908																																																																																																																																																																																																																																																	
248240																																																																																																																																																																																																																																																	
248352																																																																																																																																																																																																																																																	
248455																																																																																																																																																																																																																																																	
248633																																																																																																																																																																																																																																																	
248745																																																																																																																																																																																																																																																	
249416																																																																																																																																																																																																																																																	
249564																																																																																																																																																																																																																																																	
249612																																																																																																																																																																																																																																																	
249658																																																																																																																																																																																																																																																	
249957																																																																																																																																																																																																																																																	
250430																																																																																																																																																																																																																																																	
250476																																																																																																																																																																																																																																																	
250850																																																																																																																																																																																																																																																	
251352																																																																																																																																																																																																																																																	
251558																																																																																																																																																																																																																																																	
251745																																																																																																																																																																																																																																																	
251857																																																																																																																																																																																																																																																	
251978																																																																																																																																																																																																																																																	
252041																																																																																																																																																																																																																																																	
252256																																																																																																																																																																																																																																																	
252452																																																																																																																																																																																																																																																	
252658																																																																																																																																																																																																																																																	
253356																																																																																																																																																																																																																																																	
253468																																																																																																																																																																																																																																																	
253646																																																																																																																																																																																																																																																	
253730																																																																																																																																																																																																																																																	
253776																																																																																																																																																																																																																																																	
254317																																																																																																																																																																																																																																																	
254504																																																																																																																																																																																																																																																	
254849																																																																																																																																																																																																																																																	
255350																																																																																																																																																																																																																																																	
255547																																																																																																																																																																																																																																																	
255556																																																																																																																																																																																																																																																	
255574																																																																																																																																																																																																																																																	
255659																																																																																																																																																																																																																																																	
255873																																																																																																																																																																																																																																																	
256049																																																																																																																																																																																																																																																	
256058																																																																																																																																																																																																																																																	
256076																																																																																																																																																																																																																																																	
256179																																																																																																																																																																																																																																																	
256553																																																																																																																																																																																																																																																	
257233																																																																																																																																																																																																																																																	
257345																																																																																																																																																																																																																																																	
257466																																																																																																																																																																																																																																																	
257578																																																																																																																																																																																																																																																	
257653																																																																																																																																																																																																																																																	
257756																																																																																																																																																																																																																																																	
258146																																																																																																																																																																																																																																																	
258306																																																																																																																																																																																																																																																	
258379																																																																																																																																																																																																																																																	
258445																																																																																																																																																																																																																																																	
258539																																																																																																																																																																																																																																																	
258771																																																																																																																																																																																																																																																	
258874																																																																																																																																																																																																																																																	
259059																																																																																																																																																																																																																																																	
259330																																																																																																																																																																																																																																																	
259442																																																																																																																																																																																																																																																	
259956																																																																																																																																																																																																																																																	
260055																																																																																																																																																																																																																																																	
260831																																																																																																																																																																																																																																																	
260868																																																																																																																																																																																																																																																	
261146																																																																																																																																																																																																																																																	
261360																																																																																																																																																																																																																																																	
261940																																																																																																																																																																																																																																																	
262059																																																																																																																																																																																																																																																	
262237																																																																																																																																																																																																																																																	
262358																																																																																																																																																																																																																																																	
262741																																																																																																																																																																																																																																																	
262844																																																																																																																																																																																																																																																	
262956																																																																																																																																																																																																																																																	
263243																																																																																																																																																																																																																																																	
263551																																																																																																																																																																																																																																																	
263627																																																																																																																																																																																																																																																	
264455																																																																																																																																																																																																																																																	
264772																																																																																																																																																																																																																																																	
265340																																																																																																																																																																																																																																																	
265407																																																																																																																																																																																																																																																	
265452																																																																																																																																																																																																																																																	
265676																																																																																																																																																																																																																																																	
266066																																																																																																																																																																																																																																																	
266244																																																																																																																																																																																																																																																	
266253																																																																																																																																																																																																																																																	
266271	23402584	167703	0	0	21022730	590081	432482	157359	240	158099	0	167092	0	2800	0	2001808	0	5	0	0	0	0	0	1414759	37948	67402	15543	1115108	470430	2476629	1849682	18341183	6475	6475	0	0	0	6475	7365	3683	0	0	0	3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	934461	467231	0	0	0	389254	470430	2478248	1849682	18787011	0	495650	924841	18787011	21022730	938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1954246	0	0	0	-11793	0	-47567	0	0	0	48717	0	0	0	48717	0	0	0	0	0	0	0	0	0	0	1989	0	0	636	0	1353	0	4853148	0	82240	1834139	2936769	255742	0	255742	46325	0	0	0	0	8344	37981	14227939	0	0	92	0	14227847	0	0	0	178758	0	0	0	0	0	0	0	0	0	0	0	0	0	
266655																																																																																																																																																																																																																																																	
266851																																																																																																																																																																																																																																																	
266879																																																																																																																																																																																																																																																	
266945																																																																																																																																																																																																																																																	
267652																																																																																																																																																																																																																																																	
268006																																																																																																																																																																																																																																																	
268136																																																																																																																																																																																																																																																	
