"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
9807																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		116362	0	0	116362	0	0	371810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488172	0	0	488172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						245			245		81335			81335		34782			
9955																																																																																																																																																																																																																																																	
10250																																																																																																																																																																																																																																																	
10849																																																																																																																																																																																																																																																	
11145																																																																																																																																																																																																																																																	
11640																																																																																																																																																																																																																																																	
11837																																																																																																																																																																																																																																																	
12030																																																																																																																																																																																																																																																	
12142																																																																																																																																																																																																																																																	
12179																																																																																																																																																																																																																																																	
12311	216651	169569	0	0	0	0	0	0				0	0	0	0	0	0		0	0		36506	29241	0	55395	0	14494	10604439	3165420	0	0	0	0	0	613318	0	0	613318	0	79401	0	0	49486	29915	255841	0	467271	5221	0	0	0	0	0	14730229	285082	14494	11789909	3210908	0	0	0	0	0	189661	0	356043	3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214453	231491	0	442757	3187	10352				10352	26154	29241		55395																						44884	41830		86714																						10352	44884	41830	0	86714	0	667058	25661	0	656238	24624	0	13784353																																																																																						
12647																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656																																																																																																																																																																																																																																																	
12937																																																																																																																																																																																																																																																	
12946																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	221559	2331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223890	0	0	221559	2331	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
13103																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	328553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328553	0	328553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
13251																																																																																																																																																																																																																																																	
13457																																																																																																																																																																																																																																																	
14155																																																																																																																																																																																																																																																	
14650																																																																																																																																																																																																																																																	
14753																																																																																																																																																																																																																																																	
14865																																																																																																																																																																																																																																																	
14977																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16551																																																																																																																																																																																																																																																	
16748																																																																																																																																																																																																																																																	
17110																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17147																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12027	0	0	12027	0	0	1136765	3324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1152116	0	0	1148792	3324	0	0	0	0	0	0	0	0	0	12054	0	0	12054	0	0	0	0	0	0	12027	0	0	12027	0	0	0	0	0	0	0	0	0	
17259																																																																																																																																																																																																																																																	
17950																																																																																																																																																																																																																																																	
17978																																																																																																																																																																																																																																																	
18050																																																																																																																																																																																																																																																	
18135																																																																																																																																																																																																																																																	
18827																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18836																																																																																																																																																																																																																																																	
18854																																																																																																																																																																																																																																																	
19356																																																																																																																																																																																																																																																	
19936																																																																																																																																																																																																																																																	
19972																																																																																																																																																																																																																																																	
20053																																																																																																																																																																																																																																																	
20633																																																																																																																																																																																																																																																	
20857																																																																																																																																																																																																																																																	
21256																																																																																																																																																																																																																																																	
21359																																																																																																																																																																																																																																																	
21658																																																																																																																																																																																																																																																	
22048																																																																																																																																																																																																																																																	
22543																																																																																																																																																																																																																																																	
22552																																																																																																																																																																																																																																																	
22730																																																																																																																																																																																																																																																	
22936																																																																																																																																																																																																																																																	
23456																																																																																																																																																																																																																																																	
23504																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6363	0	0	6363	0	0	680886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687249	0	0	687249	0	0	0	0	0	0	0	0	0	0	2215	0	0	2215	0	0	0	0	0	0	6363	0	0	6363	0	0	0	0	0	0	0	0	0	
23643																																																																																																																																																																																																																																																	
23755																																																																																																																																																																																																																																																	
24006																																																																																																																																																												343	343	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	92686	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	93029	0	0	93029	0	0	0	343	0	0	0	0	0	0	343	0	0	343	0																			
24378																																																																																																																																																																																																																																																	
24453																																																																																																																																																																																																																																																	
24659																																																																																																																																																																																																																																																	
24668																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	511000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511000	0	0	511000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
24949																																																																																																																																																																																																																																																	
25357																																																																																																																																																																																																																																																	
25647																																																																																																																																																																																																																																																	
26176																																																																																																																																																																																																																																																	
26242																																																																																																																																																																																																																																																	
26457																																																																																																																																																																																																																																																	
26765																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	135697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135697	0	0	135697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
27070																																																																																																																																																																																																																																																	
27548																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	200919	0	5164	0	0	5164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206083	0	0	206083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
27614																																																																																																																																																																																																																																																	
27847																																																																																																																																																																																																																																																	
28013																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	237	808031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8925	0	8925	0	0	817193	0	9162	808031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
28152																																																																																																																																																																																																																																																	
28255																																																																																																																																																																																																																																																	
28406																																																																																																																																																												12644	12673	0	0	0	0	0	0				0	0	0	0	0	0		0	0		333	0	0	0	0	9599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12644	0	45	0	0	45	0	22621	0	9599	12689	333	0	0	12673	0	0	0	0	0	0	12803	0	0	12673	130						333				333									
28675																																																																																																																																																																																																																																																	
28732																																																																																																																																																																																																																																																	
29476																																																																																																																																																																																																																																																	
29636																																																																																																																																																																																																																																																	
