"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC010	RCFDC436	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC010	RCONC436	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	INT-ONLY STRIPS RCVBL ON:MORTG LOANS	INT-ONLY STRPS RCVBL ON:OT FIN ASSTS	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	RETAINED INT IN ACCURED INTEREST	FDIC LOSS-SHARING INDEMINIFICATION A	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																			0	81	0	856	0	182	82	0	0	0	0	593	0	0	0	0	0	0	SOFTWARE			
242																			0	275	0	506	0	17	0	0	0	0	0	214	0	0	0	0	0	0				
279																			3	1947	366	7570	52	61	0	0	0	0	0	785	0	0	0	4411	0	0				
354																			40	4	57	159	0	40	0	0	0	0	0	58	0	0	0	0	0	0				
457																			0	253	0	1258	0	39	0	0	0	0	0	342	0	0	0	624	0	0				
505																			0	2674	0	11866	0	3352	2153	0	0	0	0	1204	0	0	0	4636	0	0	Prepaid Pension			
1155																			0	227	0	5655	256	335	0	0	0	0	0	912	0	0	0	4181	0	0				
1351																			56	185	0	1717	104	205	45	0	0	0	0	1327	0	0	0	0	0	0	Computer Software			
1454																			0	1324	0	11251	1071	1219	0	0	0	0	0	2851	0	0	0	5857	0	0				
1557																			0	386	0	1312	13	14	0	0	0	0	0	912	0	0	0	0	0	0	ATM Processing			
1669																			0	176	481	12215	180	214	0	0	0	0	0	1285	0	0	0	9236	823	0				
1829																			0	4428	0	14429	666	2439	1021	0	0	0	0	1205	0	0	0	6357	0	0	Receivable Loans Sold			
1856																			0	1885	0	2299	107	107	0	0	0	0	0	307	0	0	0	0	0	0				
2040																			0	1546	1574	8720	506	598	0	0	0	0	0	773	0	0	0	3924	0	305				
2161																			0	363	0	5026	181	197	0	0	0	0	0	980	0	0	16	3486	0	0				
2376																			0	38003	47587	192042	408	3181	1168	0	0	0	0	9943	3	0	0	75006	0	18322	DEFERRED FHLB PREPAYMENT PENALTY			
2554																			20	17	0	164	38	58	0	0	0	0	0	89	0	0	0	0	0	0				
2732																			0	174	1011	3166	96	332	165	0	0	0	0	1649	0	0	0	0	0	0	FIT Current			
2750																			0	230	0	1105	190	190	0	0	0	0	0	685	0	0	0	0	0	0				
3177																			0	5875	2888	37549	678	1596	0	0	0	0	0	2422	0	0	0	13144	0	11624				
3252																			0	722	0	3641	302	481	177	0	0	0	0	2438	0	0	0	0	0	0	NP DDA Debits			
3458																			0	196	0	749	19	157	112	0	0	0	0	396	0	0	0	0	0	0	COMPUTER SOFTWARE			
3720																			0	246	641	8369	170	170	0	0	0	0	0	969	0	0	0	1765	0	4578				
3971																			0	1799	1454	22402	1191	3412	0	0	0	0	0	2818	0	0	0	12919	0	0				
4156																			0	518	0	6081	0	255	0	0	0	0	0	1320	0	0	0	3014	0	974				
4231																			0	0	224	947	138	233	0	0	0	0	0	490	0	0	0	0	0	0				
4839																			0	1134	0	2834	440	496	55	0	0	0	0	1204	0	0	0	0	0	0	Prepaid Deposit - FiServ			
5069																			0	0	534	4311	813	2272	1454	0	0	0	0	1505	0	0	0	0	0	0	Accounts Receivable			
5135																			8	1292	1296	13180	307	407	35	56	0	0	0	4852	0	0	0	5333	0	0	Credit Card Clearing	ATM Clearing		
5210																			0	3915	2134	61236	0	12115	10459	0	0	0	0	2872	0	0	0	34351	0	5849	Prepaid Pension			
5461																			0	2381	0	14362	0	4029	1259	2000	0	0	0	2095	0	0	0	5857	0	0	QZAB	SR HOUSING CRIME PREV FOUND		
5751																			0	345	0	6400	139	162	0	0	0	0	0	1592	0	0	0	2575	326	1400				
6039																			0	83	72	902	123	129	0	0	0	0	0	618	0	0	0	0	0	0				
6141																			0	0	13	378	100	100	0	0	0	0	0	265	0	0	0	0	0	0				
6329																			488	463	710	16325	2779	6013	1541	0	0	0	0	2498	0	0	0	3824	0	2817	UNPOSTED DEBITS			
7009																			0	0	579	6051	0	4255	3326	0	0	0	0	1217	0	0	0	0	0	0	Receivables			
7045																			48	751	0	2597	229	811	0	0	0	0	0	1035	0	0	0	0	0	0				
7072																			0	2064	2630	11474	301	3034	2375	114	130	0	0	580	0	0	0	3166	0	0	Deferred Compensation	Covenant Not to Compete	Deferred Commissions	
7157																			0	23	0	422	50	90	40	0	0	0	0	309	0	0	0	0	0	0	Lease Contracts Receivable			
7456																			0	435	0	1504	0	140	95	26	0	0	0	929	0	0	0	0	0	0	Health Insurance	Computer Maintenance		
7634																			0	92	0	717	0	300	0	0	0	0	0	325	0	0	0	0	0	0				
8033																			0	1441	386	4464	85	174	89	0	0	0	0	1203	0	0	0	1260	0	0	OTHER ASSETS			
8462																			0	21	0	871	0	18	0	0	0	0	0	832	0	0	0	0	0	0				
8631																			0	68	209	2696	26	26	0	0	0	0	0	162	0	0	0	2231	0	0				
9357																			0	4110	0	5386	128	185	0	0	0	0	0	1091	0	0	0	0	0	0				
9553																			0	1980	0	6618	172	473	301	0	0	0	0	1705	0	0	0	1600	0	860	Nebraska Fund XV Investment			
9807																			0	15672	0	137086	0	3642	1857	1500	0	0	0	7327	0	0	0	11014	99431	0	SETTLEMENT CLAIM	MADISON CROSSING PERFORMANCE BOND		
9955																			0	983	10	1899	34	53	0	0	0	0	0	853	0	0	0	0	0	0				
10250																			236	886	2242	5608	605	1126	285	0	0	0	0	1055	0	0	0	299	0	0	Computer Software			
10849																			0	550	1226	4000	222	304	0	0	0	0	0	765	0	0	0	1155	0	0				
11145																			6	644	335	7327	286	1099	11	796	0	0	0	530	0	0	0	2281	0	2438	Brownsfield	Great Lakes Capital Fund		
11275																			0	11266	6745	76765	0	20375	8871	0	0	0	0	3156	4896	0	0	20944	14279	0	Receivable from Busey Bank			
11640																			0	4493	325	17022	1036	1507	0	0	0	0	0	2907	0	0	0	7790	0	0				
11837																			0	397	1172	2042	0	130	41	78	0	0	0	343	0	0	0	0	0	0	IBBA Clearing	Prepaid Loan Fees		
12030																			0	7657	1505	12174	203	439	234	0	0	0	0	2009	0	0	0	564	0	0	Reclassified NSFs			
12142																			0	920	589	8654	203	1143	0	0	0	0	0	1094	0	0	0	4908	0	0				
12179																			0	725	16	2847	65	65	0	0	0	0	0	98	0	0	0	1296	0	647				
12311	0	333751	0	2974784	0	791826	250659	0	0	0	0	124886	0	0	0	328572	535723	860026		333751																	Income Tax Receivable			
12647																			0	310	0	1466	573	678	0	0	0	0	0	478	0	0	0	0	0	0				
12656																			0	29	45	205	54	54	0	0	0	0	0	77	0	0	0	0	0	0				
12937																			0	607	0	1363	230	232	0	0	0	0	0	524	0	0	0	0	0	0				
12946																			0	5401	0	25807	1388	2302	0	0	0	0	0	5678	0	0	0	1265	11161	0				
12955																			0	227	0	734	117	117	0	0	0	0	0	390	0	0	0	0	0	0				
13103																			0	7666	3112	25525	1852	3452	913	0	0	0	0	3727	0	0	0	7568	0	0	Deferred Director Fees			
13251																			0	328	0	959	35	35	0	0	0	0	0	204	0	0	0	392	0	0				
13457																			0	0	0	1534	0	0	0	0	0	0	0	239	0	0	0	1295	0	0				
14052																			0	152	152	2113	35	77	0	0	0	0	0	174	0	0	0	1186	372	0				
14155																			0	893	0	7108	309	310	0	0	0	0	0	1586	0	0	0	4319	0	0				
