"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	
1557																																																																																																																																																																12561																																																																																	
1669																																																																																																																																																																80366																																																																																	
1856																																																																																																																																																																23932																																																																																	
2040																																																																																																																																																																50444																																																																																	
2161																																																																																																																																																																16593									0	0	0																									0			0																																										
2376																																																																																																																																																																96432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6437	0	0	6437	0	0	96432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102869	0	0	102869	0	0	0	0	0	
2554																																																																																																																																																																3300																																																																																	
2732																																																																																																																																																																90394																																																																																	
2750																																																																																																																																																																9428																																																																																	
3252																																																																																																																																																																82105																																																																																	
3458																																																																																																																																																																7154																																																																																	
3720																																																																																																																																																																71304																																																																																	
3971																																																																																																																																																																64020																																																																																	
4156																																																																																																																																																																40912																																																																																	
4231																																																																																																																																																																44389																																																																																	
4839																																																																																																																																																																75033																																																																																	
5069																																																																																																																																																																24435																																																																																	
5135																																																																																																																																																																42836																																																																																	
5210																																																																																																																																																																133117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	132076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133117	0	1041	132076	0	0	0	0	0	
5461																																																																																																																																																																168180	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	8938	159242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168180	0	8938	159242	0	0	0	0	0	
5751																																																																																																																																																																35263																																																																																	
6039																																																																																																																																																																22463									0	0	0																									0			0																																										
6141																																																																																																																																																																0																																																																																	
6329																																																																																																																																																																30380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30380	0	0	30380	0	0	0	0	0	
7009																																																																																																																																																																330829																																																																																	
7045																																																																																																																																																																113434									0	0	0																									0			0																																										
7072																																																																																																																																																																12711																																																																																	
7157																																																																																																																																																																16407									0	0	0																									0			0																																										
7456																																																																																																																																																																14597																																																																																	
7634																																																																																																																																																																12576																																																																																	
8033																																																																																																																																																																5135																																																																																	
8462																																																																																																																																																																87570																																																																																	
8631																																																																																																																																																																15354																																																																																	
9357																																																																																																																																																																89224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	88243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89224	0	981	88243	0	0	0	0	0	
9553																																																																																																																																																																28304																																																																																	
9807																																																																																																																																																																41726	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		115685	0	0	115685	0	0	41726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157411	0	0	157411	0	0	0	0	0	
9955																																																																																																																																																																50359																																																																																	
10250																																																																																																																																																																105384																																																																																	
10849																																																																																																																																																																69489																																																																																	
11145																																																																																																																																																																18561									0	0	0																									0			0																																										
11640																																																																																																																																																																101620																																																																																	
11837																																																																																																																																																																43679																																																																																	
12030																																																																																																																																																																19741																																																																																	
12142																																																																																																																																																																78896																																																																																	
12179																																																																																																																																																																935																																																																																	
12311	14785687	164297	66001	0	0	0	0	0	0				0	0	0	0	0	0	0	0	768151	750724	0	0		0	0		38243	144951	0	170666	0	17066	11853944	2914677	0	0	0	0	0	654087	0	0	654087	0	103741	0	0	59886	43855	0	0	155070	9227	0	0	0	0	0	15746055	144951	17066	12893653	2980287	0	0	0	0	0	212487	0	272794	5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78358	212487	0	284796	6049	12258				12258	25715	144951		170666																						12357			12002	355																					12528	12357	0	0	12002	355	1581	1411	1431	1690	14785687	164297	66001										12150	0	0	753524	2477	0	0	0	0	0	0	11308	0	0	736400	3016	0	0	0	0	0	0																																																
12647																																																																																																																																																																0									0	0	0																									0			0																																										
12656																																																																																																																																																																0																																																																																	
12937																																																																																																																																																																0																																																																																	
12946																																																																																																																																																																236107	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	2762	231493	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236107	0	2762	231493	1852	0	0	0	0	
13103																																																																																																																																																																318732	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	318732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318732	0	318732	0	0	0	0	0	0	
13251																																																																																																																																																																2076																																																																																	
13457																																																																																																																																																																6608																																																																																	
14052																																																																																																																																																																6758																																																																																	
14155																																																																																																																																																																12843																																																																																	
14650																																																																																																																																																																15																																																																																	
14753																																																																																																																																																																4797																																																																																	
14865																																																																																																																																																																17233																																																																																	
14977																																																																																																																																																																2092									0	0	0																									0			0																																										
16551																																																																																																																																																																34390																																																																																	
16748																																																																																																																																																																8172																																																																																	
17110																																																																																																																																																																48582									0	0	0																									0			0																																										
17147																																																																																																																																																																706841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6120	0	0	6120	0	0	703515	3326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	712961	0	0	709635	3326	0	0	0	0	
17259																																																																																																																																																																11983																																																																																	
17464																																																																																																																																																																415734	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		7676	0	0	7676	0	0	415734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423410	0	0	423410	0	0	0	0	0	
17950																																																																																																																																																																199436																																																																																	
17978																																																																																																																																																																0																																																																																	
18050																																																																																																																																																																156828																																																																																	
18135																																																																																																																																																																126446																																																																																	
18827																																																																																																																																																																117379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	117175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117379	0	204	117175	0	0	0	0	0	
18836																																																																																																																																																																12677																																																																																	
18854																																																																																																																																																																0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	206	0	0	0	0	0	0	
19356																																																																																																																																																																24125																																																																																	
19936																																																																																																																																																																32941																																																																																	
19972																																																																																																																																																																0																																																																																	
20053																																																																																																																																																																12832																																																																																	
20633																																																																																																																																																																61859																																																																																	
20857																																																																																																																																																																71928																																																																																	
21256																																																																																																																																																																2146																																																																																	
21359																																																																																																																																																																8599																																																																																	
21630																																																																																																																																																																25192									0	0	0																									0			0																																										
21658																																																																																																																																																																27261									0	0	0																									0			0																																										
22048																																																																																																																																																																42681																																																																																	
22543																																																																																																																																																																3445																																																																																	
22552																																																																																																																																																																2154																																																																																	
22730																																																																																																																																																																79117																																																																																	
22936																																																																																																																																																																37900																																																																																	
23456																																																																																																																																																																28428																																																																																	
23504																																																																																																																																																																835992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2401	0	0	2401	0	0	835992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	838393	0	0	838393	0	0	0	0	0	
23643																																																																																																																																																																76771																																																																																	
23755																																																																																																																																																																48132																																																																																	
24006																																																																																																																																																																111857	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	111857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111857	0	0	111857	0	0	0	0	0	
24378																																																																																																																																																																9429																																																																																	
24453																																																																																																																																																																9362																																																																																	
24659																																																																																																																																																																0																																																																																	
