"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1856		0	2589																																	1271	0	1936								
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6194	0	3097								
2732		154	50054																																	35557	0	2770								
2750		3	932																																	1445	0	8956								
3252		113	9																																	2193	0	10250								
3458		172	208																																	484	0	279								
3720		1659	728																																	2874	0	5287								
3971		8472	39168																																	55396	0	9907								
4156		1153	1996																																	12816	0	5504								
4231		609	505																																	302	0	3658								
5069		26449	12514																																	793	0	0								
5135		2289	9015																																	7891	0	26311								
5210		15206	50341																																	103134	0	57465								
5461		3479	2506																																	16289	0	20222								
5751		511	1451																																	10712	0	8291								
6039	0	6646	5770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1054	0	5467								
6329	0	28511	19448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13811	0	14952								
7009		0	0																																	0	0	0								
7045	0	1805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1617	0	3542								
7072		1169	657																																	3309	0	6530								
7456		829	788																																	6934	0	20637								
7634		1056	323																																	325	0	686								
8033		17795	3252																																	6223	0	19712								
8462		0	0																																	2747	0	4450								
8631		510	973																																	518	0	70								
9357		623	3542																																	146048	260734	3974								
9553		1213	0																																	3034	0	18383								
9807	0	149980	283861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6932	0	5725	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955		0	2751																																	2041	0	10478								
10250		2794	8920																																	33230	0	9090								
10849		1720	5383																																	1889	0	756								
11145	0	1955	15441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4192	0	2874								
11640		4425	5947																																	5091	0	25583								
11837		199	302																																	80	0	213								
12030		2511	9208																																	13151	0	6626								
12142		1474	4882																																	11306	0	1906								
12311																																														
12647		758	494																																	4804	0	8190								
12656		111	0																																	278	0	456								
12946		7864	53374																																	71901	0	8656								
13103	0	30048	54843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																87599	0	118701								
13251		1037	0																																	501	0	929								
13457		0	0																																	439	0	3258								
14155		12713	2122																																	1794	0	6181								
14650		0	54																																	372	0	1641								
14753		0	0																																	446	0	3418								
14865		4650	6715																																	41759	0	71826								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																53	0	7903								
16551		3532	4936																																	4868	0	763								
16748		1	0																																	1812	0	666								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10300	0	127960								
17147	0	45628	376738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				2183652	0	293566								
17259		889	25																																	0	0	891								
17950		2956	4282																																	11445	0	14474								
17978		9766	0																																	0	0	261								
18050		1132	21598																																	4744	0	7447								
18827		9076	95028																																	130354	0	13346								
18836		190	3037																																	667	0	4444								
18854	884	35119	66502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																68318	0	17563								
19356		237	3894																																	3332	0	93								
19936		713	1647																																	13554	0	5282								
19972		1406	0																																	0	0	0								
20053		1922	1384																																	2645	0	4578								
20633		1582	2714																																	9865	0	1882								
20857		0	465																																	2343	0	23064								
21256		0	0																																	25	0	5								
21359		63	0																																	710	0	3027								
21658	0	1117	6169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3616	0	4798								
22048		2998	8982																																	7910	0	5032								
22543		7149	886																																	21374	0	1960								
22552		1	318																																	7756	0	7490								
22730		264	3235																																	2769	0	3161								
23456		3640	1238																																	3401	0	1975								
23504	570500	2893	186431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																541038	0	60921								
23643		31	4021																																	7076	0	4198								
23755		5134	2154																																	7290	0	758								
24006		13338	62125																																	97021	0	0								
24378		341	0																																	471	0	413								
24453		13845	7607																																	8296	0	1022								
24659		0	403																																	1535	0	3137								
24668		24976	17639																																	348216	0	47085								
24949		695	14256																																	22848	0	7041								
25357		4637	13258																																	4642	0	20080								
25647	0	1723	2572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1341	0	1502								
26176		0	6439																																	247	0	0								
26457		0	180																																	146	0	2548								
26765		41596	267295																																	148613	0	23506								
27070		3176	14045																																	14346	0	27826								
27548	0	6000	30963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																103116	0	13338								
27614		702	4699																																	5931	0	26758								
27847		6230	17633																																	6477	0	710								
28013	0	8788	62759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																54540	0	7136								
28152	0	1435	1836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																12570	0	5715								
28675	0	1413	3910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4297	0	2563								
28732		6633	1617																																	3037	0	2202								
29476		541	1996																																	2383	0	467								
29636		7363	77002																																	19920	0	5654								
29878	0	1200	47058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	28762								
30052		2302	266																																	126	0	0								
30502		1946	15194																																	27760	0	57452								
30650		10427	3668																																	8519	0	1172								
30810																																														
31134	0	1031	3300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3130	0	5089								
31255	0	10442	26399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																22435	4713	717								
31657		1811	0																																	1640	0	3310								
31826	0	200	9222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																885	0	10043								
31835		37	0																																	2274	0	11820								
32234		501	54																																	8810	0	1365								
32766		4863	5805																																	284	0	895								
32971		6552	10875																																	12634	0	3413								
33147		1005	7423																																	10575	0	15825								
33259		11861	39091																																	25862	0	12913								
33268		1982	1572																																	2839	0	4827								
33370		340	350																																	350	0	340								
33839		0	0																																	154	0	1665								
33857	0	34706	15549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																42770	0	68516								
34425		18393	48893																																	59668	0	11993								
34434		5206	6947																																	8898	0	18675								
34537	0	102033	98783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																410091	0	591733								
34555	0	3375	10463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2864	0	4720								
34742	25750	35507	16867																																	11671	0	6368								
35057	3200	954	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2789	0	8289								
35301																																														
35570	3831500	302143	388950	0	0	21553	0	0	0	0	0	0	0	21553	0	0	0	0	0	0	0	36373	0	0	0	0	0	0	0	0	0	0				690833	0	418915								
35646		317	0																																	2462	0	0								
35879		557	302																																	0	0	10925								
36456		0	0																																	1180	0	9784								
36933		6248	6430																																	794	0	1809								
37051		16	941																																	536	0	6777								
37341		0	0																																	332	0	1256								
37435		46561	59144																																	12777	0	16199								
37640	0	22462	109804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																272777	0	175073								
37659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																605	0	162								
37949		0	0																																	0	0	16134								
38740		3415	4410																																	4662	0	2361								
39327		9838	35750																																	17441	0	12627								
39756	8875	17251	14740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																68392	0	27265								
40033		0	0																																	724	0	58								
40499	0	29864	252724	0	0	81250	51434	0	0	17830	63420	0	0	0	0	14430	37004	0	0	0																124753	0	613087								
40855		296	0																																	1305	0	3332								
41553		0	80																																	334	0	1147								
41629		222	5986																																	4000	1732	2408								
41825		6989	40929																																	78755	0	30176								
41955	0	0	0																																	0	0	9484								
42037		0	0																																	1065	0	0								
42354		485	5402																																	699	0	2477								
42372		10651	100																																	642	0	7198								
42420	100000	91172	277361	0	0	228853	0	78656	0	0	7500	4195	142167	74991	0	0	0	0	25290	53366																650762	0	152174								
42448	59425	45644	74599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																64297	0	159771								
42457		6	989																																	1233	0	6622								
43052		1071	0																																	14727	0	1881								
43351		8957	1051																																	3399	0	8144			0					
43856		1011	0																																	3017	0	60								
43959		6622	1200																																	4066	0	2006								
44040		1909	74																																	5189	0	18056								
44433	0	4946	9715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7935	0	0								
44741		2436	10705																																	6133	0	4698								
44750		1793	2905																																	5436	0	3								
44929	0	0	1930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2178	0	2455								
45038	0	0	4034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																11398	0	4008								
45047		2112	0																																	1719	0	8390		0						
45056		238	304																																	3256	0	9783								
45430		762	363																																	11	0	389								
45458		1102	861																																	3241	0	16523								
45551		0	7122																																	0	0	190799								
45560	0	34833	109942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																90800	0	32014								
45775		0	0																																	3075	0	8319								
46053		908	200																																	3472	0	13684								
46941		1004	3241																																	1417	0	6480								
47247	0	17166	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13961	0	2960								
47256		259	25																																	386	0	22								
47452		453	1107																																	1440	0	10								
47500		1058	4345																																	7771	0	23680								
48057		0	89																																	588	0	5707								
48150		664	0																																	0	0	489								
48374		880	62010																																	29477	0	31287								
48440		0	0																																	6914	0	0				FHLB Pool	FHLB New			
49054		1957	920																																	3463	0	2896								
49148		62	0																																	2158	0	552								
49241		15951	61556																																	69349	0	21362								
49652		0	2798																																	6878	0	11289								
49858		20786	328																																	2379	0	45								
49951		231	4315																																	3661	0	4320	Federal Home Loan Bank							
50144		289	0																																	2041	0	628								
50461	0	6584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																10799	0	187								
50872		2931	2136																																	630	0	0								
51253	0	5475	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1204	0	48868								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	1089								
51459		422	641																																	6110	0	28467								
51842	0	935	21969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																22046	0	21763								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
52951		1009	224																																	2263	0	4337								
53051		0	2262																																	3981	0	540								
54058	0	3202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	26253								
54656	0	436	9747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																35278	0	7522								
54973	0	89948	62189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																357769	0	119135								
55336		2634	4989																																	8063	0	4028								
55635		0	498																																	1497	0	156								
55653		195	5196																																	6512	0	53								
55970		11917	24822																																	8340	0	21441								
56258		868	6328																																	20279	0	6893								
56351	0	38833	101905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																66759	3000	66097								
56548		208	14477																																	2130	0	10637								
56717		1315	40069																																	31024	0	12853								
57040	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	7687								
57451		1883	9476																																	48441	0	2753								
58225		1710	6611																																	9275	0	804								
58243	0	118337	242699	0	0	1917	0	0	1917	0	0	0	0	0	0	0	0	0	0	0																662513	37131	301877								
58355		1217	0																																	2451	0	1495								
58551		0	0																																	901	0	3248								
58636		13152	8502																																	5474	0	2007	17 million LOC with FHLB for MS Public Deposits							
58757		6944	4881																																	17383	0	15994								
58971	0	83632	404226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1346031	0	352111								
59316		8795	67234																																	62277	0	15042								
59352	0	5409	11252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7975	0	8716								
59370		2864	2709																																	10124	0	4642								
59754		0	0																																	16	0	327								
60143																																														
60330	0	7204	12013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																52964	0	17930								
60545		46	118																																	9127	0	14216								
60554		0	0																																	2966	0	10711								
60648		2017	6725																																	2972	0	7665								
61122	0	11992	42652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																76542	0	4266								
61355		11998	32006																																	98849	0	13899								
61476		9558	7785																																	9627	0	45668								
61757	0	2782	9453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																25065	0	9258								
61832		6782	3709																																	8170	0	2029								
61953		948	380																																	2272	0	644								
62044		0	134																																	174	0	168								
62110		0	0																																	0	0	0								
62147		3151	5100																																	0	0	2003								
63050		3809	736																																	1076	0	1639								
63069																																														
63201		1321	7716																																	4191	0	107								
63573		3127	10187																																	0	0	0								
63733	0	14439	8792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																13636	0	48850								
63742		6802	8532																																	59791	0	1148								
63751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	19								
64150		3634	2616																																	5707	0	11009								
64552	5400	1132	4373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2082	0	2421								
64730		2399	10436																																	1799	0	1944								
65205		1878	7013																																	3305	0	4828								
65513																																														
65559	0	8725	3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																38763	0	29401								
65746	10755	21519	28134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																43355	0	13352								
65858		96008	114870																																	108832	0	98929								
66154		6013	10866																																	10100	0	55								
66275		1645	9974																																	26450	0	24572								
66677	0	1282	3730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	46324								
67142		1557	7397																																	1911	0	1805								
67151		73535	51298																																	54510	0	17874								
67209		16688	175577																																	35126	0	29815								
67254		0	0																																	0	0	0								
67656	0	5522	17460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7646	0	16848								
67870		7706	7691																																	5452	0	0								
68671		0	0																																	0	0	0								
68756	0	17250	12561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																28986	0	32240								
68831		2767	3052																																	1228	0	6220								
69333	0	9111	7390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																179711	5535	5396								
69678		2714	2230																																	54697	0	23977								
70218	0	3195	1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																636	0	1949								
70414		1708	18507																																	13950	0	32641								
70638		2807	370																																	5462	0	14445								
70955		0	0																																	0	0	606								
71073		217	1864																																	581	0	2016								
71457		0	15178																																	11405	0	58164								
71859		0	11																																	151	0	0								
72258		2353	1932																																	8038	0	12985								
72351		152	0																																	478	0	652								
72454		266	15																																	5164	0	4069								
72678		722	0																																	5197	0	1220								
73116		14559	27167																																	18126	0	85								
73152		0	243																																	318	0	3796								
73554		927	0																																	7746	0	23745								
73956		0	63																																	1853	0	577								
74056		1063	28982																																	1469	0	20813								
74140	0	6226	17672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																127960	0	43733								
74403	41700	16712	37441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																68730	0	21412								
74449		0	0																																	0	0	244								
75259		14389	19278																																	72217	6000	55303								
75446		1454	317																																	10229	200	13804								
75455		0	0																																	26	0	436								
75558		5479	9207																																	18130	0	17520								
75633																																														
75651		0	0																																	1237	0	3558								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																243	0	5811								
76443		4927	1468																																	575	0	3007								
76854		2436	9316																																	20498	0	2506								
77150	0	244	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2082	0	5155								
77253		1291	3573																																	11610	0	12270								
77422		454	11193																																	6049	8800	999								
77851	0	10566	78718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																148533	28386	115554								
78157		254	10																																	113	0	15								
78241		1473	876																																	2159	0	1419								
78559		480	0																																	934	0	4017								
79042	0	19685	11242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																171	0	45								
79127	0	436	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																539	0	69								
79145		3181	5838																																	603	0	4991								
79257		29	42																																	303	0	209								
79855		2497	3147																																	5303	0	8970								
80150		0	0																																	0	0	1438								
80374		878	0																																	649	0	3517								
80431		556	0																																	1456	0	398								
81175		3654	6591																																	18137	0	30276								
82033		3502	3181																																	3914	0	3279								
82257		0	0																																	3796	0	3944								
82350		0	267																																	1020	0	414								
82659	0	3378	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2925	0	5281								
83151		3812	5537																																	16767	0	3066								
83236		0	2389																																	0	0	300								
83375		8790	66688																																	134630	0	22725								
83638																																														
83834		1292	5018																																	6847	0	4024								
83852		0	0																																	1708	0	28415								
83955		688	241																																	5501	0	3011								
84046		0	0																																	1168	0	3335								
84541		7063	1807																																	47484	0	53076								
84804		147	0																																	256	0	2321								
85052		782	916																																	2020	0	230								
85472	1656636	115693	218620	0	0	15680	0	0	0	0	0	0	15680	0	0	0	0	0	0	0																479517	0	119316								
85931		4589	2702																																	2670	0	1500								
86349		1155	51																																	4479	0	2828								
86675		17685	21622																																	0	0	0								
87047		1316	456																																	36	0	579								
87159		12	2098																																	2810	0	2039								
87234		28855	35911																																	20918	0	9								
87476		75	379																																	0	0	0								
87579	0	20326	1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																79	0	11114								
88231		62316	28397																																	9874	0	461								
88259		101	4																																	889	0	5648								
88352	0	596	4626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																9010	0	3481								
88455		1782	1667																																	17251	0	95304								
88950		0	2094																																	3727	0	1567								
89032		6088	2580																																	3931	0	1269								
89135		1053	2769																																	3997	0	35								
89854		4081	2616																																	6137	0	12733								
89957		2518	1514																																	771	0	9654								
90047		305	0																																	1036	0	1658								
90177		0	0																																	0	0	7718								
90328		3582	27309																																	15229	0	23334								
90337	28058	12133	30986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																55374	0	5384								
90579		7141	4394																																	2007	0	0								
91615		0	0																																	0	0	11354	FHLB LOCs							
91754	0	5989	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																19581	0	10918								
91950		0	0																																	0	0	3766								
92144		0	0																																	0	0	4892								
92676	0	2307	24888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																50205	0	13788								
92706		2584	7902																																	3918	0	12359								
92902		0	0																																	0	0	0								
93244		1039	10430																																	7184	0	5305								
93543		4473	15517																																	14860	0	13626								
93619																																														
94139		10506	4878																																	17179	0	9781								
94522		23318	12909																																	23221	0	11747								
94755		625	645																																	1950	0	6057								
94858		1039	1048																																	1832	0	5352								
95051	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5601	0	3366								
95677		0	0																																	2030	0	248								
96553		29	79																																	989	0	5701								
97055		0	62																																	6095	0	39085								
97279		682	0																																	832	0	2039	0							
97457		900	605																																	3315	0	5525								
97804		374	33769																																	65631	0	19767								
97943		3724	2840																																	17775	0	17105								
98351		5266	6347																																	325	0	767								
98463		500	9932																																	45647	0	36035								
98717	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	0								
99143		1063	4527																																	8921	0	11997								
99376	5022	0	859647	0	0	24417	0	0	0	0	0	0	0	24417	0	0	0	0	0	0																211278	149146	63				Commitments to purchase loans	Recourse on loans			
99442		1786	3844																																	7995	0	16346								
99536		17873	45788																																	18923	0	1302								
99853		0	318																																	58	0	191								
100236		13655	12257																																	4993	0	4825								
100357		17385	12556																																	35914	0	55984								
100562	0	18346	351480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																289835	0	183541								
100777		7960	0																																	5625	0	3143								
100843		3177	6505																																	4061	0	40944								
101019																																														
101037		30315	13341																																	25786	0	51015								
101439	0	1037	3064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2199	0	4210								
101671	0	0	14221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																41676	0	22281								
101738		1618	224																																	12911	0	4388								
101952	8500	34	0																																	9545	0	3532								
102333		252	744																																	34	0	0								
102342		3649	0																																	15503	0	38574								
102539		0	0																																	390	0	311								
102557		1661	0																																	7429	0	60								
102874	0	6802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	7955								
103134	5000	2840	2207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2625	0	4819								
104234		184	1525																																	24	0	472								
104542		0	0																																	0	0	0								
104971		0	0																																	0	0	0								
105026		6202	2722																																	20344	0	3435								
105473		44022	44146																																	77912	2500	92471								
105530		1443	0																																	382	0	3058								
106359	0	23586	104116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																95019	0	12218								
106452		32574	36971																																	39495	0	11674								
106676		1237	294																																	0	0	0								
107244	1847652	2111107	7675095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	57	0	0	0	0	0	0	0	0	0	0				100734	169713	191893								
107459		0	0																																	0	0	751								
107570		240	5130																																	30749	0	1820								
107758		90	0																																	1333	0	2693								
108072		528	1093																																	7239	0	3473								
108269		2076	0																																	120	0	60								
108652		60	9																																	353	0	4								
108746		0	0																																	0	0	3000								
108951		4633	1722																																	24372	0	22559								
109136		13956	4881																																	3700	0	1702								
109154		4052	0																																	1929	0	0								
109453		3712	753																																	4616	0	9654								
109574		17083	5735																																	18507	0	9481								
109659		2238	8559																																	5488	0	4105								
110413	0	755	18064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																40109	0	17979								
110936		4469	10119																																	3393	0	4760								
110945		1452	6993																																	7949	0	13726								
110972		1662	1427																																	1353	0	1205								
111157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2575	0	16288								
111205		4985	15262																																	33497	0	32145								
111942		5061	11138																																	24908	0	5352								
111979		5906	3705																																	19305	0	16218								
112163	0	49159	66590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																149890	0	43988								
112332		3744	44																																	826	0	1536								
112444		15	954																																	291	0	3079								
112510		527	2																																	861	0	2343								
112556		0	127																																	150	202	2492								
112837																																														
113003	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	3065								
113030		2105	1179																																	336	0	1282								
113441		2433	0																																	43971	0	23651								
113601		63337	129022																																	954	0	60								
113740	0	2531	14649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																62825	0	3821								
113937		5741	4285																																	10408	0	6320								
114149		0	6210																																	10295	0	2252								
114251		0	1324																																	5474	0	30396								
114260	0	70138	271185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														16002	54801	207916	0	21587								
114457		919	0																																	10133	0	11218								
114774		10146	0																																	0	0	25983								
114840		4349	10380																																	22091	0	4975								
114859		465	1663																																	631	0	6166								
115146		825	0																																	2884	0	7916								
115575		29663	17785																																	26001	0	14547								
116358		222	822																																	1842	0	326								
116554		0	0																																	183	0	0								
116741		0	0																																	1539	0	6954								
117038	7500	2804	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																4208	0	6987								
117074		0	1429																																	0	0	1295								
117458		41	18671																																	22330	0	39928								
117775	0	15	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																23617	0	1142								
118156		2484	13183																																	25881	0	4710								
118660		0	0																																	2512	0	0								
118736		516	1081																																	4834	0	4876								
119153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																27676	0	5519								
119528		0	35519																																	49125	0	28078								
119779	0	15300	24997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																35817	0	14939								
119872		10809	15195																																	9732	0	12248								
120476		0	0																																	0	0	0								
120542		2088	9958																																	14354	0	257								
120609		15361	46831																																	60623	0	47778								
120953		0	0																																	7106	0	9790								
121642	55000	74734	229188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																133161	0	250971								
