"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
1557																																																																																																																																																																																																	5174	0	0	17915	3749	68371	0	383	0	6070	0	0	0	0	6418	0	0	161	1005	0	0	383	383	4516	26321	5164	1226	32701	0	0	0.0880	0.1560	0.1467	0.0000	0.0000	0.0000	6035	383	35	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	32889	0	0	52653	70418	246152	0	2865	0	46079	161	0	0	0	45387	0	0	0	0	0	0	1371	1371	36601	98037	42939	10833	68600	0	0	0.180834	0.419415	0.406746	0.000000	0.000000	0.000000	44016	1371	1506	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	55485	0	0	0	82289	406310	0	4267	0	45104	0	0	0	0	37310	0	0	200	562	0	0	2999	2999	44793	86452	94642	6975	172685	0	0	0.0856	0.1564	0.1438	0.0000	0.0000	0.0000	34311	2999	2354	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	38603	0	0	0	8272	111032	0	944	0	14835	0	0	0	0	15518	0	0	0	0	0	0	900	900	2839	45570	977	1004	62373	0	0	0.1319	0.2157	0.2032	0.0000	0.0000	0.0000	14618	900	119	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	8154	0	0	0	50209	193464	0	3971	0	21298	0	0	0	0	21354	0	0	0	5110	0	0	1630	1630	10912	55782	25901	9137	102790	102	222	0.0987	0.1677	0.1549	0.0000	0.0000	0.0000	19724	1630	1352	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	16524	0	0	1	42015	137521	0	605	0	15289	0	0	0	0	14862	0	0	0	226	0	0	605	605	2939	57241	37536	6991	39379	0	0	0.1038	0.2135	0.2049	0.0000	0.0000	0.0000	14257	605	1032	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	9507	0	0	35242	439543	2731998	0	32504	0	427007	0	0	0	0	451532	0	0	342	0	-1784	0	28348	28348	11308	505793	146310	123545	2093350	0	0	0.1550	0.1995	0.1869	0.0000	0.0000	0.0000	423184	28348	5607	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	4065	0	0	0	3053	12748	0	120	0	1211	0	0	0	0	979	0	0	0	0	0	0	100	100	0	4065	2534	264	5938	0	0	0.0718	0.1224	0.1099	0.0000	0.0000	0.0000	879	100	43	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	111660	0	0	0	88181	531141	0	6908	0	78238	0	0	0	0	80001	0	0	0	0	0	0	4104	4104	98519	100031	60260	9794	276092	0	0	0.142850	0.245738	0.233132	0.000000	0.000000	0.000000	75897	4104	1229	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	2354	0	0	0	14633	58535	0	821	0	5394	0	0	0	0	5829	0	0	0	326	0	0	566	566	4196	9871	3924	2302	41234	0	0	0.0900	0.1294	0.1168	0	0	0	5263	566	131	0	0	0	0	0	0	0	0	0	
3177																																																																																																																																																																																																	214774	0	0	6040	83433	1053580	5	3313	0	104352	0	0	0	0	102011	0	0	1197	0	-154	0	3313	3318	261841	41158	542050	41786	205693	0	0	0.094149	0.209921	0.203093	0	0	0	98693	3318	500	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	10276	0	0	615	72841	171596	0	1785	0	21436	0	0	0	0	21211	0	0	599	1723	0	0	1142	1142	27892	63866	5786	3806	74470	0	0	0.1209	0.2337	0.2211	0.0000	0.0000	0.0000	20069	1142	1367	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	8000	0	0	2672	7033	33408	0	349	0	3443	0	0	0	0	3680	0	0	0	0	0	0	333	333	0	6749	3217	954	23646	0	0	0.101729	0.138403	0.125879	0.000000	0.000000	0.000000	3347	333	96	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	16832	0	0	1146	36953	194873	0	1565	0	29881	0	0	0	0	30330	0	0	0	2525	0	0	1537	1537	20617	47076	30025	0	97206	463	293	0.144150	0.247249	0.234719	0	0	0	28793	1537	795	0	0	0	0	0	0	0	0	0	
3971																																																																																																																																																																																																	77459	0	0	0	92392	677910	13	13465	0	103694	0	0	0	0	94769	0	0	0	16358	0	0	6174	6187	72177	90449	107769	46854	405412	12732	0	0.133649	0.195809	0.183025	0	0	0	88582	6187	722	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	6306	0	0	0	46049	194848	0	1731	0	21297	0	0	0	0	20243	0	0	0	7919	0	0	1631	1631	7929	44648	48792	12238	92483	89	0	0.095008	0.155216	0.142710	0	0	0	18612	1631	902	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	6567	0	0	0	37724	115073	0	751	0	15123	0	0	0	0	15556	0	0	0	0	0	0	751	751	0	35040	21037	3638	59266	0	0	0.1316	0.2018	0.1921	0.0000	0.0000	0.0000	14805	751	318	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	13309	0	0	0	97574	255817	0	3000	0	27611	0	0	0	0	27736	0	0	0	2432	22	0	1873	1873	12269	87017	56956	11165	99697	0	0	0.0999	0.1865	0.1739	0	0	0	25863	1873	1726	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	6021	0	0	0	77083	335532	0	5291	0	34267	39	0	0	0	36359	0	0	747	4964	0	0	3252	3252	5879	77111	31647	13779	225026	0	0	0.0978	0.1408	0.1282	0.0000	0.0000	0.0000	33107	3252	1160	0	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	8883	0	0	0	106980	325852	83	210	0	34739	210	0	0	0	26338	0	0	0	0	0	0	210	293	8723	104284	103776	22237	104436	0	4213	0.0811	0.1486	0.1470	0.0000	0.0000	0.0000	26045	293	675	0	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	49068	0	0	0	40933	428009	139	16750	0	135117	365	0	0	0	137016	0	0	446	4449	0	0	4792	4931	47447	2771	22538	33540	369000	0	0	0.298591	0.369130	0.355846	0.000000	0.000000	0.000000	132085	4931	3032	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																																																																																	35448	0	0	0	27609	353804	0	3661	0	41954	0	0	0	0	44252	0	0	0	5517	0	0	3425	3425	34672	30013	55707	16753	235894	0	0	0.1133	0.1616	0.1491	0.0000	0.0000	0.0000	40827	3425	85	0	0	0	0	0	0	0	0	0	
5210																																																																																																																																																																																																	64503	0	0	48016	175096	1047792	26	15993	0	86573	0	0	0	0	93806	0	0	5381	0	-5013	0	8459	8485	58654	217316	295528	63460	482821	3618	0	0.0821	0.1402	0.1275	0.0000	0.0000	0.0000	85321	8485	6265	0	0	0	0	0	0	0	0	0	
