"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL58	RCONLL59	RCONLL60	RCONLL61	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	5	0	0	0	0		0	0	5	0	0	4743	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					134	9660	0	0	0	0	0	0	true	false	false	false	false																					www.lnbparis.com	
1856																																		98	0	3000	98	0	35300		0	0	0	0	0	146	0	0			0	3000	32300	0	0	0	0	0	0	0	0	0						0																					13	486	0	0	0	0	0	0	false	false	false	false	false																					www.washitastatebank.com	
2161																																		0	182	0	0	0	41378		0	0	182	0	0	1359	1	0	false	0	0	0	0	0	0	0	0	41378	0	0	0	41378	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					325	45533	41378	29676	0	0	41378	0	true	false	false	false	false																					http://www.lamarnationalbank.com	
2732																																		1112	0	0	0	0	0		0	0	0	0	0	31202	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1112																					174	26515	0	0	0	0	0	0	false	true	false	true	true	2	325	1223	0		Albank															www.albanybank.com	
2750																																		0	0	0	0	0	572		0	0	0	0	0	669	1	0			572	0	0	0	0	0	572	0	0	0	0	572						0																					23	1354	0	0	0	0	0	0	true	false	false	false	false																					www.genoacb.com	
3252																																		0	538	500	0	0	5700		0	225	0	0	313	2273	1	0			0	500	4200	1000	0	0	0	0	0	0	0	0						0																					106	6266	0	0	0	0	0	0	false	false	false	false	false																					http://www.fnbgordon.com	
3458																																		0	0	1132	0	0	5414		0	0	0	0	0	0	0	0			0	1132	4282	0	0	0	0	0	0	0	0	0						0																					39	1232	0	0	0	0	0	0	true	false	false	false	false																					www.farmbank.com	
3720																																		0	611	0	0	0	0		541	0	0	0	70	2271	2	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					217	12074	0	0	0	0	0	0	true	false	false	false	false																					www.bankofclarendon.bank	
3971																																		8267	1058	30189	489	0	114908		0	360	698	0	0	0	0	0			0	30189	48546	34230	0	0	0	1712	0	231	0	1943					960	7778																			1	true	377	61974	1667	1016	0	0	1712	0	true	false	false	false	false																					www.midcountrybank.com	
4156																																		1783	33	9000	1783	0	12750		0	0	33	0	0	0	0	0			0	9000	2250	1000	500	0	0	0	0	0	0	0						0																					114	10000	0	0	0	0	0	0	true	false	false	false	false																					www.kanzabank.com	
4231																																		0	878	0	0	0	0		878	0	0	0	0	65	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					58	2316	0	0	0	0	0	0	false	false	false	false	false																					http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					0	0	0	0	0	0	0	0	false	false	false	false	false																						
5135																																		1042	1905	25000	1042	0	31384		1038	0	697	0	170	10007	5	0			0	25000	5000	0	1384	0	0	0	0	0	0	0						0																					249	9281	0	0	0	0	0	0	true	true	false	false	false																					http://www.fsbanks.com	
5210																																		40267	789	21716	35800	0	56169	true	0	0	108	0	681	5343	4	0			95	21716	31000	0	0	0	95	164	237	2957	0	3453					1044	4467																					1382	158990	0	0	0	0	0	0	true	false	false	false	false					http://www.nwsbbank.com	NWSB Bank, A Division of ACNB Bank	http://www.fcbmd.com	FCB Bank, A Division of ACNB Bank													http://www.acnb.com	
5461																																		88	0	30000	0	0	30000		0	0	0	0	0	0	0	0			0	30000	0	0	0	0	0	0	0	0	0	0					0	88																					410	73597	0	0	0	0	0	0	true	false	false	false	false																					www.bankbac.com	
5751																																		1162	43	0	1089	0	0		0	0	43	0	0	742	1	0			0	0	0	0	0	0	0	0	0	0	0	0						73																					253	13508	0	0	0	0	0	0	true	false	false	false	false						Garden City State Bank															www.kcbks.bank	
6039																																		0	367	0	0	0	0		354	0	13	0	0	688	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					277	21952	0	0	0	0	0	0	false	false	false	false	false																					http://www.pineland.bank	
6329																																		0	867	5000	0	0	5000		23	333	272	0	239	247	0	0	true	0	0	5000	0	0	0	5000	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					1681	90013	0	0	0	0	0	0	true	false	false	false	false																					www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	4790	2	0			0	0	0	0	0	0	0	0	0	0	0	0					18833	0																					0	0	0	0	0	0	0	0	false	false	false	false	false																					http://www.bessemertrust.com	
7045																																		0	0	0	0	0	0		0	0	0	0	0	2191	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					58	2437	0	0	0	0	0	0	true	false	false	false	false																					http://www.banktpb.com	
7072																																		5440	0	5000	3707	936	16832		0	0	0	0	0	950	0	1145			0	5000	11832	0	0	0	0	0	0	0	0	0					0	797																			2	true	0	0	0	0	0	0	0	0	true	false	false	false	false																					www.wallkill.com	
7456																																		0	0	0	0	0	0		0	0	0	0	0	415	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					110	3882	0	0	0	0	0	0	true	false	false	false	false					www.bankofhartington.net																www.bankofhartington.com	
7634																																		0	248	0	0	0	0		0	0	0	0	248	1364	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0	false	false	false	false	false																					THEFOURCOUNTYBANK.COM	
8033																																		0	720	2000	0	0	12136		207	0	441	0	72	1322	0	0			0	2000	10136	0	0	0	0	0	0	0	0	0					0	0																					273	18497	0	0	0	0	0	0	true	false	false	false	false																					www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	731	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					85	4688	0	0	0	0	0	0	false	false	false	false	false																					http://www.perrytonbank.com	
8631																																		0	307	0	0	0	0		0	0	307	0	0	9	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					20	1337	0	0	0	0	0	0	false	false	false	false	false																					www.pcbsm.com	
9357																																		33531	0	0	28667	0	4		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	4	0	0	4					970	4864																					389	122100	0	752	0	0	0	0	true	false	false	false	false																					www.fidelitybankmn.com	
9553																																		0	0	1389	0	0	52199		0	0	0	0	0	488	0	0			358	1389	2593	1747	45045	16216	358	4	213	850	0	1425					0	0																					149	2999	358	34	0	358	0	0	true	false	false	false	false																					http://www.adamscountybank.net	
9807																																		0	17279	0	0	0	0		11390	0	5889	0	0	6145	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					842	100218	0	0	0	0	0	0	true	false	false	false	false																					www.amboybank.com	
9955																																		0	0	7850	0	0	25766		0	0	0	0	0	1619	1	0			0	7850	15443	2473	0	0	0	0	0	0	0	0					63	0																					86	4309	0	0	0	0	0	0	false	false	false	false	false																					www.fusion.bank	
10250																																		0	63	0	0	0	0		0	0	0	0	63	118	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					665	69909	0	2192	0	0	0	0	true	false	false	false	false																					www.thebankofelkriver.com	
10849																																		694	1178	0	694	0	0		1178	0	0	0	0	2731	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					152	7640	0	0	0	0	0	0	false	false	false	false	false																					https://www.firststatebk.com	
11145																																		450	758	2669	450	0	26401		0	0	318	0	440	4119	2	0	false	0	0	2669	5237	13021	5474	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					204	19978	0	0	0	0	0	0	false	false	false	false	false																					www.losb.com	
11640																																		0	0	0	0	0	0		0	0	0	0	0	14559	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					243	12689	0	0	0	0	0	0	true	false	false	false	false																					http://www.fnbclarksdale.com	
11837																																		0	620	0	0	0	0		620	0	0	0	0	513	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0	false	false	false	false	false																					www.farmbk.com	
12030																																		0	2160	0	0	0	0		20	1648	225	0	267	1717	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					414	29613	0	0	0	0	0	0	false	false	false	false	false																					http://www.fnbsouth.net	
12142																																		0	499	0	0	0	0		202	0	0	0	297	336	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					259	12856	0	0	0	0	0	0	true	false	false	false	false																					www.clevelandstatebank.com	
12311	2349803	7414	1016	1938840	172714	4722277		170666	4	172884	true	0	1120145	1016	2266	8	944	0	1120145	2672982	909042	15874	347952	0	0	0	238249	0	0												211	233	5092	0	1878																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						35125	6222405	0	0	0	0	0	0	true	false	false	false	true	1	3642	89124	0	apply.huntington.com																www.Huntington.com	
12647																																		732	0	4000	0	102	4000		0	0	0	0	0	5270	2	102			0	4000	0	0	0	0	0	0	0	0	0	0						630																					82	7890	0	0	0	0	0	0	false	false	false	false	false						Saratoga Community Bank															http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	18	0	0	0	0		0	0	18	0	0	482	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					11	184	0	0	0	0	0	0	false	false	false	false	false																					http://www.mybankathome.com	
12946																																		19393	600	32022	17530	0	93725		531	69	0	0	0	4007	3	0			15000	32023	16591	4999	25112	0	15000	0	0	0	0	0					2926	1863																					422	74456	0	0	0	0	0	0	true	false	false	false	true	1	46	297	0																	www.myfarmers.bank	
13103																																		22071	464	75011	10259	0	80294		0	0	0	0	464	5028	4	0	false	0	0	75011	182	4593	508	0	0	0	0	0	0	0	false	false	0	0	150648	11812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					904	175061	0	0	0	0	0	0	true	false	false	false	true	1	93	883	0																	www.bristolcountysavings.com	
13251																																		0	50	0	0	0	0		0	0	50	0	0	95	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					43	980	0	0	0	0	0	0	true	false	false	false	false																					www.elysianbank.net	
13457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0	false	false	false	false	false																					www.bankoflewellen.com	
14155																																		0	130	2000	0	0	5000		0	0	114	0	16	528	1	0			0	2000	3000	0	0	0	0	0	0	0	0	0						0																					179	7443	0	0	0	0	0	0	true	false	false	false	false																					https://www.fandcbank.com	
14650																																		90	0	0	90	0	0		0	0	0	0	0	20	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					10	325	0	0	0	0	0	0	false	false	false	false	false																					www.banklg.com	
14753																																		0	0	0	0	0	0		0	0	0	0	0	1342	1	0			0	0	0	0	0	0	0	0	0	0	0	0					35	0																					34	1063	0	0	0	0	0	0	false	false	false	false	false																					www.fsbbucklin.com	
14865																																		1498	773	0	0	0	70422		0	773	0	0	0	1034	0	0			0	0	0	0	0	0	0	70422	0	0	0	70422					0	1498																					799	84307	70422	41864	0	0	70422	0	true	false	false	false	false						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	0	0	0	0		0	0	0	0	0	1909	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					41	1313	0	0	0	0	0	0	false	false	false	false	false																					http://firstfedlfd.com	
16551																																		4590	323	0	2433	2072	3000		0	0	123	0	200	321	0	2072			0	0	3000	0	0	0	0	0	0	0	0	0					0	85																					201	12978	0	0	0	0	0	0	true	false	false	false	false					www.vacationpropertyloans.com																http://www.northviewbank.com	
16748																																		235	924	0	0	235	0		0	0	244	0	680	20	0	235			0	0	0	0	0	0	0	0	0	0	0	0						0																					75	7157	0	0	0	0	0	0	false	false	false	false	false																					http://www.esbanc.com	
17110																																		0	0	0	0	0	0		0	0	0	0	0	3142	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	75939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					0	0	0	0	0	0	0	0	false	false	false	false	false																					http://www.haverfordquality.com	
17147																																		577087	7367	76200	543471	1679	567753	true	6214	0	632	0	521	12088	3	1679	true	0	0	76200	180000	10000	134617	0	0	166936	0	0	0	166936	true	false	0	0		31937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					5078	882892	163315	138431	0	0	163315	0	false	false	false	false	true	0	294	2248	0		First Merchants Private Wealth Advisors, A Division of First Merchants															http://www.firstmerchants.com	
17259																																		0	46	0	0	0	0		0	0	46	0	0	571	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					66	1533	0	0	0	0	0	0	true	false	false	false	false						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		5871	1246	0	3676	0	0		0	1058	153	0	35	9	0	0			0	0	0	0	0	0	0	0	0	0	0	0						2195																					476	29893	0	0	0	0	0	0	true	false	false	false	false					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE, BANK OF PLENTYWOOD	www.bankoflovell.com	BANK OF MALTA, BANK OF GLASGOW	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com	www.bankofmaltamt.com	www.bankofbridger.com	
17978																																		0	1309	485	0	0	718		751	0	183	0	375	0	0	0			0	485	233	0	0	0	0	0	0	0	0	0					0	0																			2	true	0	0	0	0	0	0	0	0	false	false	false	false	false																					www.elizfed.com	
18050																																		0	6	0	0	0	0		6	0	0	0	0	3679	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					253	18380	0	0	0	0	0	0	true	false	false	false	false																					www.fnbbastrop.com	
18827																																		10750	0	0	9122	0	70000		0	0	0	0	0	15704	4	0			0	0	45000	25000	0	0	0	0	0	0	0	0						1628																					1059	121514	0	0	0	0	0	0	true	false	false	false	true	1	132	2555	0																	http://www.nextierbank.com	
18836																																		0	1840	0	0	0	3646		155	0	285	0	1400	1209	1	0			0	0	0	1426	2220	0	0	0	0	0	0	0					0	0																					46	4007	0	0	0	0	0	0	true	true	false	false	false																					www.caponvalleybank.com	
18854																																		675	0	0	0	0	0		0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	675	0	0	996	0	0	0	0	2105	52	528	0	0	0	0	0	0					328	63971	0	0	0	0	0	0	true	true	false	false	true	1	167	18973	0																	www.bank7.com	
19356																																		801	0	0	762	0	0		0	0	0	0	0	10	0	0			0	0	0	0	0	0	0	0	0	0	0	0						39																					57	4617	0	0	0	0	0	0	true	false	false	false	false																					https://www.sbtmiami.com	
19936																																		0	540	1000	0	0	7612		32	0	0	0	508	2908	2	0			0	1099	1198	5199	116	0	0	0	0	0	0	0					0	0																					201	18296	0	0	0	0	0	0	true	false	false	false	false																					www.cbkamericus.com	
19972																																		0	0	0	0	0	0		0	0	0	0	0	728	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					0	0	0	0	0	0	0	0	false	false	false	false	false																						
20053																																		0	0	4000	0	0	4000		0	0	0	0	0	0	0	0			0	4000	0	0	0	0	0	0	0	0	0	0						0																					145	5234	0	0	0	0	0	0	true	false	false	false	false																					www.securityonlinebank.com	
20633																																		0	9293	0	0	0	9055		65	0	1838	7390	0	1271	1	0			0	0	5000	2250	1805	0	0	0	0	0	0	0					0	0																					77	7185	0	0	0	0	0	0	true	true	false	false	false																					www.mcnbbanks.com	
20857																																		142	0	5424	142	0	10376		0	0	0	0	0	9	0	0			57	5424	396	417	3924	2627	57	0	0	158	0	0						0																					167	10725	0	0	0	0	0	0	true	false	false	false	false																					granitefallsbank.com	
21256																																		0	0	0	0	0	0		0	0	0	0	0	202	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					11	254	0	0	0	0	0	0	false	false	false	false	false																					www.statebankofburrtononline.com	
21359																																		134	0	0	0	0	15		0	0	0	0	0	26	0	0			11	0	0	0	0	0	11	4	0	0	0	0						134																					50	1362	0	0	0	0	0	0	true	false	false	false	false																					http://www.asbgrygla.com	
21658																																		0	118	0	0	0	5528		0	28	0	0	90	912	0	0	true	0	0	0	0	0	5528	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					104	2007	0	0	0	0	0	0	false	false	false	false	false																					www.alliancebank.us	
22048																																		0	0	0	0	0	9654		0	0	0	0	0	7679	4	0			0	0	4103	3376	2175	0	0	0	0	0	0	0					0	0																					292	19329	0	0	0	0	0	0	true	true	false	false	false																					www.unionbnk.com	
