"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAKW00	RCFAKW03	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAKW00	RCOAKW03	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
1669																																																																	49781	2151	2151	16.9369%	29.0555%	27.8000%	47630	171331	281221	-271	0			21.0555%				46030	281221	1600	27.8000%	1	0	47359	0	0	0	-271	0	0	0	0		0	0	47630	0	0	0	0	0	0	47630	0	0	0	0	0	0	0	0	0	2151	0	0	0	0										
1856																																																																	14928	575	575	13.3315%	27.0582%	26.0160%	14353	55170	107662	-522	0			19.0582%				219	107760	14232	26.0160%	1	0	13929	98	0	0	-522	0	0	0	0		0	0	14353	0	0	0	0	0	0	14353	0	0	0	0	0	0	0	0	0	575	0	98	0	0										
2040																																																																	26085	1795	1795	12.5669%	18.2928%	17.0340%	24290	142597	193286	-29	0			10.2928%				19540	193286	4750	17.0340%	1	0	24261	0	0	0	-29		0	0	0		0	0	24290	0	0	0	0	0	0	24290	0	0	0	0	0	0	0	0	0	1795	0	0		0										
2161																																																																	18089	1333	1333	10.4093%	16.5499%	15.3303%	16756	109300	160971	157	0			8.5499%				14400	160971	2356	15.3303%	1	0	16913	0	0	0	157	0	0	0	0		0	0	16756	0	0	0	0	0	0	16756	0	0	0	0	0	0	0	0	0	1333	0	0	0	0										
2376																																																																	500791	28590	28590	11.5874%	13.7540%	12.9688%	472201	3641059	4075116	4012	0			5.7540%				424583	4075116	47618	12.9688%	1	0	476213	0	0	0	-423		4732	-297	0		0	0	472201	0	0	0	0	0	0	472201	0	0	0	0	0	0	0	0	0	28590	0	0		0										
2554																																																																	1615	164	164	10.1419%	12.1538%	10.9196%	1451	13288	14307	-59	0			4.1538%				340	14596	1400	10.9196%	1	0	1681	289	0	0	-59	0	0	0	0		0	0	1451	0	0	0	0	0	0	1451	0	0	0	0	0	0	0	0	0	164	0	289	0	0										
2732																																																																	100101	5015	5015	15.8366%	21.4550%	20.3801%	95086	466562	600420	72	0			13.4550%				90409	601532	5789	20.3801%	1	0	96270	0	1112	0	72	0	0	0	0		0	0	95086	0	0	0	0	0	0	95086	0	0	0	0	0	0	0	0	0	5015	0	1112	0	0										
2750																																																																	7961	558	558	11.8794%	15.9664%	14.8473%	7403	49861	62318	-222	0			7.9664%				583	62318	7016	14.8473%	1	0	7377	0	0	0	-222	196	0	0	0		0	0	7403	0	0	0	0	0	0	7403	0	0	0	0	0	0	0	0	0	558	0	0	0	0										
3252																																																																	28263	1540	1540	13.9537%	23.5505%	22.2673%	26723	120010	191512	-90	0			15.5505%				26223	191512	500	22.2673%	1	0	26633	0	0	0	-90	0	0	0	0		0	0	26723	0	0	0	0	0	0	26723	0	0	0	0	0	0	0	0	0	1540	0	0	0	0										
3458																																																																	5391	381	381	9.2972%	12.7634%	11.8614%	5010	42238	53887	5	0			4.7634%				3809	53887	1201	11.8614%	1	0	5015	0	0	0	5		0	0	0		0	0	5010	0	0	0	0	0	0	5010	0	0	0	0	0	0	0	0	0	381	0	0		0										
3720																																																																	41161	1710	1710	14.2809%	23.5444%	22.5663%	39451	174823	276250	-577	0			15.5444%				18451	276250	21000	22.5663%	1	0	38874	0	0	0	-577	0	0	0	0		0	0	39451	0	0	0	0	0	0	39451	0	0	0	0	0	0	0	0	0	1710	0	0	0	0										
3971																																																																	96163	1621	1632	12.0408%	13.5216%	13.2921%	94531	711183	785088	881	0			5.5216%				1300	792825	100968	13.2921%	1	0	103149	247	7487	3	881	0	0	0	0		0	0	94531	0	0	0	0	0	0	94531	0	0	0	0	0	0	0	0	0	1632	0	7737	11	0										
4156																																																																	23435	1639	1639	9.7528%	14.9964%	13.9476%	21796	156271	223484	-314	0			6.9964%				15722	225267	7857	13.9476%	1	0	23265	1783	0	0	-314	0	0	0	0		0	0	21796	0	0	0	0	0	0	21796	0	0	0	0	0	0	0	0	0	1639	0	1783	0	0										
4231																																																																	18212	594	594	16.2454%	38.4252%	37.1719%	17618	47396	108449	-556	0			30.4252%				5065	108496	12600	37.1719%	1	0	17109	0	0	47	-556	0	0	0	0		0	0	17618	0	0	0	0	0	0	17618	0	0	0	0	0	0	0	0	0	594	0	47	0	0										
5069																																																																	203415	5374	5374	43.2552%	47.9393%	46.6728%	198041	424318	457843	2313	0			39.9393%				189427	457843	8629	46.6728%	1	0	200369	0	0	0	2313	15	0	0	0		0	0	198041	0	0	0	0	0	0	198041	0	0	0	0	0	0	0	0	0	5374	0	0	0	0										
5135																																																																	77356	4515	4515	15.0451%	21.4506%	20.1986%	72841	360624	484151	-622	0			13.4506%				48841	485193	25042	20.1986%	1	0	73261	1042	0	0	-622		0	0	0		0	0	72841	0	0	0	0	0	0	72841	0	0	0	0	0	0	0	0	0	4515	0	1042		0										
5210																																																																	172625	14101	14101	9.7731%	14.4164%	13.2388%	158524	1197418	1622043	-7943	-7402			6.4164%				121949	1626217	48151	13.2388%	1	0	162157	10275	1301	0	-541		0	-7402	0		0	0	158524	0	0	0	0	0	0	158524	0	0	0	0	0	0	0	0	0	14101	0	11576		0										
5461																																																																	70666	5994	5994	10.0156%	14.7447%	13.4940%	64672	479265	645711	-66	0			6.7447%				58474	645813	6300	13.4940%	1	0	64708	0	102	0	-66	0	0	0	0		0	0	64672	0	0	0	0	0	0	64672	0	0	0	0	0	0	0	0	0	5994	0	102	0	0										
5751																																																																	35752	1916	1916	16.6881%	23.3400%	22.0892%	33836	153179	202755	471	0			15.3400%				25691	203962	9352	22.0892%	1	0	35514	1089	118	0	471	0	0	0	0		0	0	33836	0	0	0	0	0	0	33836	0	0	0	0	0	0	0	0	0	1916	0	1207	0	0										
6039																																																																	33539	2685	2685	11.1975%	15.6341%	14.3825%	30854	214525	275543	-60	0			7.6341%				-183	275543	31037	14.3825%	1	0	30794	0	0	0	-60	0	0	0	0		0	0	30854	0	0	0	0	0	0	30854	0	0	0	0	0	0	0	0	0	2685	0	0	0	0										
6329																																																																	83848	8402	8402	9.4349%	12.5453%	11.2882%	75446	668362	799646	81	0			4.5453%				36463	800663	40000	11.2882%	1	0	76544	0	0	1017	81	0	0	0	0		0	0	75446	0	0	0	0	0	0	75446	0	0	0	0	0	0	0	0	0	8402	0	1017	0	0										
7009																																																																	80181	0	0	9.6736%	24.3701%	24.3701%	80181	329014	828867	-114	0			16.3701%				79129	828867	1052	24.3701%	1	0	80067	0	0	0	-114		0	0	0		0	0	80181	0	0	0	0	0	0	80181	0	0	0	0	0	0	0	0	0	0	0	0		0										
7045																																																																	23025	1296	1296	10.6558%	21.9700%	20.7334%	21729	104802	203917	-1166	0			13.9700%				19304	203917	2425	20.7334%	1	0	20563	0	0	0	-1166	0	0	0	0		0	0	21729	0	0	0	0	0	0	21729	0	0	0	0	0	0	0	0	0	1296	0	0	0	0										
7072																																																																	31911	2164	2164	9.5221%	14.5575%	13.5703%	29747	219207	312401	-253	0			6.5575%				32823	319537	4060	13.5703%	1	0	36630	3707	938	2491	-242		0	-11	0		0	0	29747	0	0	0	0	0	0	29747	0	0	0	0	0	0	0	0	0	2164	0	7136		0										
7456																																																																	9754	826	826	9.5739%	12.2336%	11.1977%	8928	79731	93254	60	0			4.2336%				1928	93254	7000	11.1977%	1	0	8988	0	0	0	60	0	0	0	0		0	0	8928	0	0	0	0	0	0	8928	0	0	0	0	0	0	0	0	0	826	0	0	0	0										
7634																																																																	10294	609	609	13.6784%	21.3781%	20.1134%	9685	48152	70805	-78	0			13.3781%				1425	70805	8260	20.1134%	1	0	9607	0	0	0	-78	0	0	0	0		0	0	9685	0	0	0	0	0	0	9685	0	0	0	0	0	0	0	0	0	609	0	0	0	0										
8033																																																																	40586	1429	1429	14.1652%	20.8754%	20.1404%	39157	194420	276431	-10	0			12.8754%				31157	276431	8000	20.1404%	1	0	39147	0	0	0	-10		0	0	0		0	0	39157	0	0	0	0	0	0	39157	0	0	0	0	0	0	0	0	0	1429	0	0		0										
8462																																																																	24602	952	952	13.1082%	32.3523%	31.1004%	23650	76044	180421	-612	0			24.3523%				22950	180421	700	31.1004%	1	0	23038	0	0	0	-612	0	0	0	0		0	0	23650	0	0	0	0	0	0	23650	0	0	0	0	0	0	0	0	0	952	0	0	0	0										
8631																																																																	7463	424	424	10.6251%	18.9811%	17.9027%	7039	39318	66249	-60	0			10.9811%				5739	66249	1300	17.9027%	1	0	6979	0	0	0	-60	0	0	0	0		0	0	7039	0	0	0	0	0	0	7039	0	0	0	0	0	0	0	0	0	424	0	0	0	0										
9357																																																																	59511	4151	4151	12.4981%	16.3095%	15.1719%	55360	364885	442947	-745	0			8.3095%				34558	477308	55161	15.1719%	1	0	88974	28667	5694	0	-745	-2	0	0	0		0	0	55360	0	0	0	0	0	0	55360	0	0	0	0	0	0	0	0	0	4151	0	34361	0	0										
9553																																																																	17479	1210	1210	10.0550%	14.4246%	13.4260%	16269	121175	161800	-563	0			6.4246%				14169	161800	2100	13.4260%	1	0	15706	0	0	0	-402	0	0	0	-161		0	0	16269	0	0	0	0	0	0	16269	0	0	0	0	0	0	0	0	0	1210	0	0	0	0										
9807																																																																	390485	25520	25520	15.8994%	19.1967%	17.9421%	364965	2034122	2295465	607	0			11.1967%				232693	2295465	132272	17.9421%	1	0	365572	0	0	0	607		0	0	0		0	0	364965	0	0	0	0	0	0	364965	0	0	0	0	0	0	0	0	0	25520	0	0		0										
9955																																																																	21336	1255	1255	13.2704%	21.3561%	20.0999%	20081	99906	151322	-40	0			13.3561%				16948	151322	3133	20.0999%	1	0	20041	0	0	0	-40	0	0	0	0		0	0	20081	0	0	0	0	0	0	20081	0	0	0	0	0	0	0	0	0	1255	0	0	0	0										
10250																																																																	43610	3122	3122	9.4176%	14.5804%	13.5366%	40488	299100	429919	-487	0			6.5804%				7988	429919	32500	13.5366%	1	0	40001	0	0	0	-487	0	0	0	0		0	0	40488	0	0	0	0	0	0	40488	0	0	0	0	0	0	0	0	0	3122	0	0	0	0										
10849																																																																	26169	1413	1413	9.5813%	18.0432%	17.0690%	24756	145035	258377	-928	0			10.0432%				10982	259995	15391	17.0690%	1	0	25445	694	0	923	-928		0	0	0		0	0	24756	0	0	0	0	0	0	24756	0	0	0	0	0	0	0	0	0	1413	0	1618		0										
11145																																																																	26953	2505	2505	9.1610%	13.2887%	12.0536%	24448	202827	266869	44	0			5.2887%				10898	267319	14000	12.0536%	1	0	24942	450	0	0	44	0	0	0	0		0	0	24448	0	0	0	0	0	0	24448	0	0	0	0	0	0	0	0	0	2505	0	450	0	0										
11640																																																																	50784	3422	3422	12.6738%	18.5596%	17.3090%	47362	273626	373700	-95	0			10.5596%				4867	373700	42495	17.3090%	1	0	47267	0	0	0	-95	0	0	0	0		0	0	47362	0	0	0	0	0	0	47362	0	0	0	0	0	0	0	0	0	3422	0	0	0	0										
11837																																																																	15433	757	757	13.7534%	25.5019%	24.2510%	14676	60517	106708	-556	0			17.5019%				2676	106708	12000	24.2510%	1	0	14120	0	0	0	-556	0	0	0	0		0	0	14676	0	0	0	0	0	0	14676	0	0	0	0	0	0	0	0	0	757	0	0	0	0										
12030																																																																	64044	3375	3375	16.1340%	24.1884%	22.9138%	60669	264771	376031	-33	0			16.1884%				60069	376031	600	22.9138%	1	0	60636	0	0	0	-33	0	0	0	0		0	0	60669	0	0	0	0	0	0	60669	0	0	0	0	0	0	0	0	0	3375	0	0	0	0										
12142																																																																	27402	1707	1707	11.1710%	18.9172%	17.7388%	25695	144852	230016	-2933	0			10.9172%				8795	230016	16900	17.7388%	1	0	22762	0	0	0	-577		0	-2356	0		0	0	25695	0	0	0	0	0	0	25695	0	0	0	0	0	0	0	0	0	1707	0	0		0										
12179																																																																	7945	116	116	18.2613%	28.2318%	27.8196%	7829	28142	42872	-3	0			20.2318%				7829	42872	0	27.8196%	1	0	7826	0	0	0	-3	0	0	0	0		0	0	7829	0	0	0	0	0	0	7829	0	0	0	0	0	0	0	0	0	116	0	0	0	0										
12311	11477148	863445	1449130	9.5087%	13.3542%	11.6680%	10028018	85944280	105461376	-440449	0			5.3542%			2232496	107638758	9095049	10.6466%	0	10887096	1893295	244785	30497	-112053		6516	-230633	-104278		8805	0	9150162	0	0	0	0	0	0	9150162	780000	0	97856	877856	0	877856	585685	0	0	1449130	0	2177382		0																															1																																													
12647																																																																	18648	1071	1071	10.6743%	17.5322%	16.5253%	17577	106364	164666	0	0			9.5322%				1047	165442	17306	16.5253%	1	0	18353	0	776	0	0	0	0	0	0		0	0	17577	0	0	0	0	0	0	17577	0	0	0	0	0	0	0	0	0	1071	0	776	0	0										
12656																																																																	2035	121	121	11.1695%	21.2777%	20.0125%	1914	9564	17136	0	0			13.2777%				1465	17147	460	20.0125%	1	0	1925	0	0	11	0	0	0	0	0		0	0	1914	0	0	0	0	0	0	1914	0	0	0	0	0	0	0	0	0	121	0	11	0	0										
12937																																																																	37727	1993	1993	18.5633%	23.6787%	22.4278%	35734	159329	192498	0	0			15.6787%				29734	192498	6000	22.4278%	1	0	35734	0	0	0	0		0	0	0		0	0	35734	0	0	0	0	0	0	35734	0	0	0	0	0	0	0	0	0	1993	0	0		0										
12946																																																																	160215	15935	15935	9.4920%	12.5980%	11.3450%	144280	1271749	1520013	-109	0			4.5980%				99643	1535133	59757	11.3450%	1	0	159291	14164	956	0	-109		0	0	0		0	0	144280	0	0	0	0	0	0	144280	0	0	0	0	0	0	0	0	0	15935	0	15120		0										
13103																																																																	280989	15992	31665	11.7265%	13.5807%	12.0503%	249324	2069032	2126161	18752	6595			5.5807%				236372	2154323	34519	12.0503%	1	0	289643	8106	13461	0	25347	0	0	-6595	0		0	0	249324	0	0	0	0	0	0	249324	0	0	0	0	0	0	0	0	0	31665	0	21567	15673	0										
13251																																																																	5755	376	376	11.1001%	19.1801%	17.9270%	5379	30005	48459	0	0			11.1801%				3379	48459	2000	17.9270%	1	0	5379	0	0	0	0	0	0	0	0		0	0	5379	0	0	0	0	0	0	5379	0	0	0	0	0	0	0	0	0	376	0	0	0	0										
13457																																																																	6341	93	93	26.0377%	58.2331%	57.3790%	6248	10889	23996	-7	0			50.2331%				346	23996	5902	57.3790%	1	0	6241	0	0	0	-7	0	0	0	0		0	0	6248	0	0	0	0	0	0	6248	0	0	0	0	0	0	0	0	0	93	0	0	0	0										
14155																																																																	26107	2406	2406	10.6733%	13.6009%	12.3474%	23701	191951	222058	75	0			5.6009%				23365	222058	336	12.3474%	1	0	23776	0	0	0	75	0	0	0	0		0	0	23701	0	0	0	0	0	0	23701	0	0	0	0	0	0	0	0	0	2406	0	0	0	0										
14650																																																																	4999	372	372	13.5411%	16.8885%	15.6318%	4627	29600	34170	0	0			8.8885%				4217	34260	500	15.6318%	1	0	4717	90	0	0	0	0	0	0	0		0	0	4627	0	0	0	0	0	0	4627	0	0	0	0	0	0	0	0	0	372	0	90	0	0										
14753																																																																	5359	338	1315	8.9967%	19.8894%	15.0089%	4044	26944	44950	1	0			9.0089%				2467	44950	1577	15.0089%	1	0	4045	0	0	0	1	0	0	0	0		0	0	4044	0	0	0	0	0	0	4044	0	0	0	0	0	0	977	0	0	1315	0	0	0	0										
14865																																																																	45759	3961	3961	9.3989%	11.9022%	10.8719%	41798	384458	444710	38	0			3.9022%				30725	446748	13111	10.8719%	1	0	43874	0	1735	303	38	0	0	0	0		0	0	41798	0	0	0	0	0	0	41798	0	0	0	0	0	0	0	0	0	3961	0	2038	0	0										
