"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOAS540	RCOWH312	
1669																																																																																						310617	0				16.5066%			48658		294779	1090	0										47058	294779	0	0.0000%	8495	0	165	8660	2.7880%	0	0	0	0	1	1600		1	0	49748	0	0	0	1090	0	0	0	0		0	48658	0	0	48658	0	0	0	0	0	0						0		0	0		
1856																																																																																						88374	0				12.2202%			10822		88558	767	0										-312	88656	0	0.0000%	7556	0	0	7556	8.5500%	0	0	0	0	1	11232		1	0	11687	98	0	0	767	0	0	0	0		0	10822	0	0	10822	0	0	0	0	0	0						98		0	0		
2161																																																																																								22803	1558	1558	11.1220%	18.2876%	17.0381%	21245	124691	191017	-145	0			10.2876%							14291	191017								0	0	0		0	6954	17.0381%	1	0	21100	0	0	0	-145	0	0	0	0		0	21245	0	0	21245	0	0	0	0	0	0	0	0	0	1558	0	0	0	0			
2732																																																																																						625489	0				15.7144%			99468		632973	638	0										94791	634085	0	0.0000%	77661	0	544	78205	12.5030%	0	0	0	0	1	5789		1	0	101218	0	1112	0	638	0	0	0	0		0	99468	0	0	99468	0	0	0	0	0	0						1112		0	0		
2750																																																																																								7852	381	381	12.0171%	16.8708%	16.0522%	7471	46542	62170	-139	0			8.8708%							456	62170								0	0	0		0	7015	16.0522%	1	0	7332	0	0	0	-139		0	0	0		0	7471	0	0	7471	0	0	0	0	0	0	0	0	0	381	0	0		0			
3252																																																																																								29807	1615	1615	13.9961%	23.5058%	22.2322%	28192	126807	201427	872	0			15.5058%							27692	201427								0	0	0		0	500	22.2322%	1	0	29064	0	0	0	872	0	0	0	0		0	28192	0	0	28192	0	0	0	0	0	0	0	0	0	1615	0	0	0	0			
3458																																																																																								5723	552	552	9.2381%	12.9544%	11.7049%	5171	44178	55975	53	0			4.9544%							3970	55975								0	0	0		0	1201	11.7049%	1	0	5224	0	0	0	53		0	0	0		0	5171	0	0	5171	0	0	0	0	0	0	0	0	0	552	0	0		0			
3720																																																																																								40361	1725	1725	13.6313%	23.1816%	22.1908%	38636	174108	283436	1784	0			15.1816%							20836	283436								0	0	0		0	17800	22.1908%	1	0	40420	0	0	0	1784	0	0	0	0		0	38636	0	0	38636	0	0	0	0	0	0	0	0	0	1725	0	0	0	0			
3971																																																																																								101945	3565	3565	13.3474%	15.4606%	14.9199%	98380	659386	737071	919	0			7.4606%							4096	743711								0	0	0		0	100925	14.9199%	1	0	105940	363	6083	195	919		0	0	0		0	98380	0	0	98380	0	0	0	0	0	0	0	0	0	3565	0	6640		0			
4156																																																																																						233245	0				9.6303%			22298		231541	490	0										16224	233324	0	0.0000%	18514	0	305	18819	8.0683%	0	0	0	0	1	7857		1	0	24571	1783	0	0	490		0	0	0		0	22298	0	0	22298	0	0	0	0	0	0						1783		0	0		
4231																																																																																						121266	0				15.2432%			18229		119588	-690	0										5634	119593	0	0.0000%	4283	0	0	4283	3.5319%	0	0	0	0	1	12600		1	0	17544	0	0	5	-690	0	0	0	0		0	18229	0	0	18229	0	0	0	0	0	0						5		0	1644		
5069																																																																																								194527	4648	4648	43.1207%	52.7780%	51.5169%	189879	368576	440343	564	0			44.7780%							181250	440343								0	0	0		0	8629	51.5169%	1	0	190443	0	0	0	564		0	0	0		0	189879	0	0	189879	0	0	0	0	0	0	0	0	0	4648	0	0		0			
5135																																																																																						494858	0				15.7973%			78772		498641	20	0										54772	499683	0	0.0000%	78361	0	1296	79657	16.0969%	0	0	0	0	1	25042		1	0	79834	1042	0	0	20	0	0	0	0		0	78772	0	0	78772	0	0	0	0	0	0						1042		0	0		
5210																																																																																						2166601	0				10.2147%			213753		2092595	-2520	-6983										131823	2116813	0	0.0000%	0	0	12213	12213	0.5637%	0	0	0	0	1	113131		1	0	242434	27524	3677	0	4463		0	-6983	0		0	213753	0	0	213753	0	0	0	0	0	0						31201		0	277830		
5461																																																																																						637348	0				10.9438%			69276		633017	3807	0										63067	633108	0	0.0000%	43474	0	4593	48067	7.5417%	0	0	0	0	1	6300		1	0	73174	0	91	0	3807		0	0	0		0	69276	0	0	69276	0	0	0	0	0	0						91		0	7975		
5751																																																																																						214748	0				16.5727%			35768		215825	59	0										27590	216999	0	0.0000%	24447	0	442	24889	11.5899%	0	0	0	0	1	9352		1	0	37001	1089	85	0	59	0	0	0	0		0	35768	0	0	35768	0	0	0	0	0	0						1174		0	95		
6039																																																																																						289911	0				11.2386%			31963		284404	-30	0										926	284404	0	0.0000%	22888	0	598	23486	8.1011%	0	0	0	0	1	31037		1	0	31933	0	0	0	-30	0	0	0	0		0	31963	0	0	31963	0	0	0	0	0	0						0		0	0		
6329																																																																																								94039	9351	9351	9.6900%	12.6400%	11.3831%	84688	743978	873972	849	0			4.6400%							45679	874963								0	0	0		0	40000	11.3831%	1	0	86528	0	0	991	849	0	0	0	0		0	84688	0	0	84688	0	0	0	0	0	0	0	0	0	9351	0	991	0	0			
7009																																																																																								84619	0	0	9.2338%	22.2623%	22.2623%	84619	380100	916409	1469	0			14.2623%							83567	916409								0	0	0		0	1052	22.2623%	1	0	86088	0	0	0	1469		0	0	0		0	84619	0	0	84619	0	0	0	0	0	0	0	0	0	0	0	0		0			
7045																																																																																						215447	0				10.5040%			22874		217764	-1490	0										20449	217764	0	0.0000%	10071	0	207	10278	4.7705%	0	0	0	0	1	2425		1	0	21384	0	0	0	-1490	0	0	0	0		0	22874	0	0	22874	0	0	0	0	0	0						0		0	0		
7072																																																																																								34751	2515	2515	9.8823%	15.4436%	14.3259%	32236	225019	326198	-177	0			7.4436%							34658	332680								0	0	0		0	4060	14.3259%	1	0	38541	3706	825	1951	-133		0	-44	0		0	32236	0	0	32236	0	0	0	0	0	0	0	0	0	2515	0	6482		0			
7456																																																																																								10349	883	883	9.3755%	12.3523%	11.2984%	9466	83782	100965	-358	0			4.3523%							2466	100965								0	0	0		0	7000	11.2984%	1	0	9108	0	0	0	-358	0	0	0	0		0	9466	0	0	9466	0	0	0	0	0	0	0	0	0	883	0	0	0	0			
7634																																																																																						73042	0				14.0859%			10202		72427	293	0										1942	72427	0	0.0000%	2210	0	0	2210	3.0257%	0	0	0	0	1	8260		1	0	10495	0	0	0	293	0	0	0	0		0	10202	0	0	10202	0	0	0	0	0	0						0		0	0		
8033																																																																																						316184	0				13.4020%			43878		327398	4	0										35874	327398	0	0.0000%	37827	0	1127	38954	12.3200%	0	0	0	0	1	8000		1	0	43878	0	0	0	0	0	0	0	0		0	43878	0	0	43878	0	0	0	0	0	0						0		0	0		
8462																																																																																						184232	0				13.5608%			25192		185771	653	0										24492	185771	0	0.0000%	0	0	269	269	0.1460%	0	0	0	0	1	700		1	0	25845	0	0	0	653	0	0	0	0		0	25192	0	0	25192	0	0	0	0	0	0						0		0	6205		
8631																																																																																						63828	0				11.1659%			7085		63452	56	0										5785	63452	0	0.0000%	2618	0	205	2823	4.4228%	0	0	0	0	1	1300		1	0	7141	0	0	0	56		0	0	0		0	7085	0	0	7085	0	0	0	0	0	0						0		0	0		
9357																																																																																								62614	4583	4583	12.3872%	12.1335%	11.2454%	58031	516044	468475	971	0			4.1335%							36567	502172								0	0	0		0	55161	11.2454%	1	0	92699	28667	5030	0	971		0	0	0		0	58031	0	0	58031	0	0	0	0	0	0	0	0	0	4583	0	33697		0			
9553																																																																																						187708	0				9.5388%			17488		183335	-440	0										15388	183335	0	0.0000%	0	0	75	75	0.0400%	0	0	0	0	1	2100		1	0	17048	0	0	0	-384	0	0	0	-56		0	17488	0	0	17488	0	0	0	0	0	0						0		0	28645		
9807																																																																																								373602	24751	24751	14.8341%	18.9403%	17.6855%	348851	1972529	2351685	-178	0			10.9403%							216579	2351685								0	0	0		0	132272	17.6855%	1	0	348673	0	0	0	-178		0	0	0		0	348851	0	0	348851	0	0	0	0	0	0	0	0	0	24751	0	0		0			
9955																																																																																						166958	0				13.6169%			22375		164318	-462	0										19242	164318	0	0.0000%	15969	0	1134	17103	10.2439%	0	0	0	0	1	3133		1	0	21913	0	0	0	-462		0	0	0		0	22375	0	0	22375	0	0	0	0	0	0						0		0	0		
10250																																																																																								45968	3473	3473	9.2633%	14.5501%	13.4508%	42495	315930	458748	3726	0			6.5501%							8995	458748								0	0	0		0	33500	13.4508%	1	0	46221	0	0	0	3726	0	0	0	0		0	42495	0	0	42495	0	0	0	0	0	0	0	0	0	3473	0	0	0	0			
10849																																																																																						245910	0				10.1185%			25275		249789	1161	0										11458	251363	0	0.0000%	16794	0	186	16980	6.9050%	0	0	0	0	1	15391		1	0	28010	694	0	880	1161		0	0	0		0	25275	0	0	25275	0	0	0	0	0	0						1574		0	0		
11145																																																																																								29118	2452	2452	9.1447%	13.9846%	12.8070%	26666	208215	291602	-642	0			5.9846%							13116	292052								0	0	0		0	14000	12.8070%	1	0	26474	450	0	0	-642	0	0	0	0		0	26666	0	0	26666	0	0	0	0	0	0	0	0	0	2452	0	450	0	0			
11640																																																																																						369590	0				12.6325%			45880		363191	1819	0										3385	363191	0	0.0000%	68379	0	202	68581	18.5560%	0	0	0	0	1	42495		1	0	47699	0	0	0	1819	0	0	0	0		0	45880	0	0	45880	0	0	0	0	0	0						0		0	0		
11837																																																																																								15724	714	714	13.4717%	27.5623%	26.3107%	15010	57049	111419	-240	0			19.5623%							3010	111419								0	0	0		0	12000	26.3107%	1	0	14770	0	0	0	-240	0	0	0	0		0	15010	0	0	15010	0	0	0	0	0	0	0	0	0	714	0	0	0	0			
12030																																																																																								69922	3613	3613	16.6268%	24.6908%	23.4150%	66309	283190	398809	106	0			16.6908%							65709	398809								0	0	0		0	600	23.4150%	1	0	66415	0	0	0	106	0	0	0	0		0	66309	0	0	66309	0	0	0	0	0	0	0	0	0	3613	0	0	0	0			
12142																																																																																						239172	0				11.2887%			26651		236085	-1054	0										8751	236085	0	0.0000%	0	0	226	226	0.0945%	0	0	0	0	1	17900		1	0	25597	0	0	0	1392		0	-2446	0		0	26651	0	0	26651	0	0	0	0	0	0						0		0	3097		
12311			12241451	1125242	1481159	9.9772%	13.5993%	11.9538%	10760292	90015538	107848733	248638	0			5.5993%						2866203	109993512												9165122	10.9832%	0	12279963	1885495	208109	42370	212935		331412	-227954	-67755		8805					780000	0	93746	873746	0	873746	355917	0	0	1481159	0	2144779		0										0	9886546	0	0	0	0	0	0	9886546																				1																	0			1																																	
12647																																																																																								19092	1078	1078	10.7394%	17.5686%	16.5766%	18014	108671	167738	0	0			9.5686%							1367	168397								0	0	0		0	17306	16.5766%	1	0	18673	0	659	0	0	0	0	0	0		0	18014	0	0	18014	0	0	0	0	0	0	0	0	0	1078	0	659	0	0			
12656																																																																																								2009	124	124	10.3237%	20.3856%	19.1273%	1885	9855	18259	0	0			12.3856%							1465	18299								0	0	0		0	460	19.1273%	1	0	1925	0	0	40	0	0	0	0	0		0	1885	0	0	1885	0	0	0	0	0	0	0	0	0	124	0	40	0	0			
12946																																																																																								173573	17316	17316	9.4585%	12.5458%	11.2942%	156257	1383515	1652019	-5758	0			4.5458%							104619	1668485								0	0	0		0	68104	11.2942%	1	0	166965	14516	1950	0	-5758		0	0	0		0	156257	0	0	156257	0	0	0	0	0	0	0	0	0	17316	0	16466		0			
13103																																																																																								272838	17273	17273	11.2804%	12.7765%	11.9677%	255565	2135461	2265575	-9252	7129			4.7765%							243432	2295091								0	0	0		0	34520	11.9677%	1	0	268700	10259	12128	0	-2123		0	-7129	0		0	255565	0	0	255565	0	0	0	0	0	0	0	0	0	17273	0	22387		0			
13251																																																																																								6106	393	393	11.2874%	19.4626%	18.2099%	5713	31373	50614	17	0			11.4626%							3213	50614								0	0	0		0	2500	18.2099%	1	0	5730	0	0	0	17	0	0	0	0		0	5713	0	0	5713	0	0	0	0	0	0	0	0	0	393	0	0	0	0			
13457																																																																																						24840	0				25.7376%			6290		24439	4	0										388	24439	0	0.0000%	5486	0	0	5486	22.0853%	0	0	0	0	1	5902		1	0	6294	0	0	0	4	0	0	0	0		0	6290	0	0	6290	0	0	0	0	0	0						0		0	0		
14155																																																																																								28002	2524	2524	10.7992%	13.9104%	12.6565%	25478	201303	235924	293	0			5.9104%							25142	235924								0	0	0		0	336	12.6565%	1	0	25771	0	0	0	293	0	0	0	0		0	25478	0	0	25478	0	0	0	0	0	0	0	0	0	2524	0	0	0	0			
14650																																																																																						42849	0				12.7079%			5309		41777	0	0										4899	41867	0	0.0000%	1218	0	0	1218	2.8425%	0	0	0	0	1	500		1	0	5399	90	0	0	0	0	0	0	0		0	5309	0	0	5309	0	0	0	0	0	0						90		0	0		
14753																																																																																								5786	344	1321	9.3828%	21.1600%	16.3290%	4465	27344	47587	26	0			10.3290%							2888	47587								0	0	0		0	1577	16.3290%	1	0	4491	0	0	0	26		0	0	0		0	4465	0	0	4465	0	0	0	0	0	0	977	0	0	1321	0	0		0			
14865																																																																																								52351	4487	4487	9.8854%	10.7811%	9.8570%	47864	485582	484188	73	0			2.7811%		0					34243	486016								0	0	0		0	15449	9.8570%	1	0	49765	0	1545	283	73	0	0	0	0		0	47864	0	0	47864	0	0	0	0	0	0	0	0	0	4487	0	1828	0	0			
14977																																																																																						49776	0				19.5683%			9926		50725	0	0										9926	50725	0	0.0000%	10348	0	0	10348	20.7891%	0	0	0	0	1	0		1	0	9926	0	0	0	0	0	0	0	0		0	9926	0	0	9926	0	0	0	0	0	0						0		0	0		
16551																																																																																						331032	0				12.0844%			39261		324890	952	0										21806	327435	0	0.0000%	19630	0	456	20086	6.0677%	0	0	0	0	1	20000		1	0	42758	2433	112	0	952		0	0	0		0	39261	0	0	39261	0	0	0	0	0	0						2545		0	0		
16748																																																																																						82057	0				12.0330%			9850		81858	47	0										6850	81858	0	0.0000%	25	0	47	72	0.0877%	0	0	0	0	1	3000		1	0	9897	0	0	0	47	0	0	0	0		0	9850	0	0	9850	0	0	0	0	0	0						0		0	8507		
