"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	0	0	0	0		0	0	0	0	0	4246	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														www.lnbparis.com	
1856																																		98	0	0	98	0	30000		0	0	0	0	0	159	0	0			0	0	10000	20000	0	0	0	0	0	0	0	0					0	0																																														www.washitastatebank.com	
2040																																		0	0	5500	0	0	18030	true	0	0	0	0	0	357	0	0			0	5500	12000	530	0	0	0	0	0	0	0	0	true	false			114	0																																														http://www.fmnetbank.com	
2161																																		0	43	0	0	0	0		19	0	24	0	0	1319	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.lamarnational.com	
2376																																		0	636	188965	0	0	567051		0	0	0	0	636	20910	3	0	false	0	0	188965	213187	117453	5000	0	18276	0	0	24170	0	42446	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true																										http://www.oritani.com	
2554																																		289	0	605	289	0	605		0	0	0	0	0	11	0	0			0	605	0	0	0	0	0	0	0	0	0	0					250	0																																														www.sbmarietta.com	
2732																																		1112	145	0	0	0	0		0	0	0	0	145	29753	4	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1112																															Albank															www.albaybank.com	
2750																																		0	0	0	0	0	540		0	0	0	0	0	635	1	0			540	0	0	0	0	0	540	0	0	0	0	540						0																																														www.genoacb.com	
3252																																		0	81	1500	0	0	7300		0	0	0	0	81	1752	1	0			0	1500	2800	3000	0	0	0	0	0	0	0	0						0																																														http://www.fnbgordon.com	
3458																																		0	0	0	0	0	985		0	0	0	0	0	0	0	0			0	0	985	0	0	0	0	0	0	0	0	0					0	0																																														www.fbgconline.com	
3720																																		0	972	0	0	0	0		720	0	0	0	252	2496	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.bankofclarendon.bank	
3971																																		10396	541	14925	332	0	90369		0	0	541	0	0	0	0	0			0	14925	46371	27721	1114	0	0	0	0	238	0	238					0	10064																			1	true																										www.midcountrybank.com	
4156																																		1783	0	500	1783	0	1250		0	0	0	0	0	24	0	0			0	500	750	0	0	0	0	0	0	0	0	0					0	0																																														www.kanzabank.com	
4231																																		0	938	0	0	0	0		0	0	0	0	938	138	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																															
5135																																		1042	269	15000	1042	0	26446		0	0	269	0	0	10388	5	0			0	15000	10000	0	1446	0	0	0	0	0	0	0						0																																														http://www.fsbanks.com	
5210																																		14953	48	18500	13272	0	78020	true	0	0	48	0	0	5424	3	0	false	0	10	18500	45716	10000	0	0	10	63	331	3400	0	3804	false	false	0	0	1044	1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														http://www.nwsbbank.com	NWSB Bank, A Division of ACNB Bank															http://www.acnb.com	
5461																																		102	0	0	0	0	0		0	0	0	0	0	300	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	102																																														www.bankbac.com	
5751																																		1207	110	0	1089	0	0		0	0	43	0	67	578	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	118																															Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																		0	1567	0	0	0	0		1015	0	127	0	425	829	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.pineland.bank	
6329																																		0	904	0	0	0	0		127	3	535	0	239	330	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	3472	1	0			0	0	0	0	0	0	0	0	0	0	0	0					14011	0																																														http://www.bessemertrust.com	
7045																																		0	165	0	0	0	0		0	0	40	0	125	1814	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.banktpb.com	
7072																																		5578	100	10000	3707	933	23359		0	0	100	0	0	915	0	1407			0	10000	6000	7359	0	0	0	0	0	0	0	0					0	938																			2	true																										www.wallkill.com	
7456																																		0	0	0	0	0	0		0	0	0	0	0	430	0	0			0	0	0	0	0	0	0	0	0	0	428	0						0																														www.bankofhartington.net																www.bankofhartington.com	
7634																																		0	293	0	0	0	0		0	0	0	0	293	1520	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														THEFOURCOUNTYBANK.COM	
8033																																		0	409	6000	0	0	18136		5	0	28	0	376	1327	0	0			0	6000	7000	5136	0	0	0	0	0	0	0	0					0	0																																														www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	945	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.perrytonbank.com	
8631																																		0	93	0	0	0	0		0	0	93	0	0	45	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.pcbsm.com	
9357																																		34361	0	10000	28667	0	10000		0	0	0	0	0	4	0	0			0	10000	0	0	0	0	0	0	0	0	0	0						5694																																														www.fidelitybankmn.com	
9553																																		0	0	7746	0	0	51372		0	0	0	0	0	200	0	0			500	7746	2993	4688	34186	15012	500	0	9	1250	715	1759	true	false				0																																														http://www.adamscountybank.net	
9807																																		0	24540	0	0	0	7775		22129	0	2408	3	0	7072	2	0	true	0	48	0	0	0	0	0	48	69	430	7228	0	7775	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.amboybank.com	
9955																																		0	0	5436	0	0	16914		0	0	0	0	0	1310	1	0			0	5436	9907	1571	0	0	0	0	0	0	0	0					0	0																																														www.fusion.bank	
10250																																		0	676	0	0	0	0		0	0	0	0	676	930	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.thebankofelkriver.com	
10849																																		694	3243	0	694	0	0		3243	0	0	0	0	2383	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														https://www.firststatebk.com	
11145																																		450	760	1930	450	0	21795		0	0	285	0	475	2471	1	0	false	0	0	1930	5017	5604	9244	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.losb.com	
11640																																		0	0	0	0	0	0		0	0	0	0	0	13904	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.fnbclarksdale.com	
11837																																		0	620	0	0	0	0		620	0	0	0	0	605	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.farmbk.com	
12030																																		0	2603	0	0	0	0		127	1769	301	0	406	2270	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.fnbalma.com	
12142																																		0	0	2000	0	0	2000		0	0	0	0	0	130	0	0			0	2000	0	0	0	0	0	0	0	0	0	0					0	0																																														www.clevelandstatebank.com	
12179																																		0	0	0	0	0	0		0	0	0	0	0	341	0	0			0	0	0	0	0	0	0	0	0	0	0	0					100	0																																														www.amsavingsbank.com	
12311	2450527	17477	268	1938840	212484	6186337		161894	5	213065	true	0	922892	268	2110	2410	1008	0	922892	3500948	1600454	156247	646046	0	0	0	299203	0	0												1613	839	12793	0	2232																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0																															www.Huntington.com	
12647																																		898	306	0	0	122	0	true	306	0	0	0	0	5349	2	122	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															Hancock Community Bank		Saratoga Community Bank													http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	0	0	0	0	0		0	0	0	0	0	387	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.mybankathome.com	
12937																																		0	0	0	0	0	0		0	0	0	0	0	15946	4	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.oakbank.com	
12946																																		17576	757	197	16399	0	11038		647	0	10	0	100	5197	3	0	true	0	0	197	413	5293	5135	0	0	0	0	0	0	0	true	false	0	0	0	1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.myfarmers.bank	
13103																																		21567	0	72900	8106	0	99195		0	0	0	0	0	6761	3	0	false	0	0	72900	25176	578	541	0	0	0	0	0	0	0	false	false	0	0	0	13461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.bristolcountysavings.com	
13251																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.elysianbank.net	
13457																																		0	0	0	0	0	0		0	0	0	0	0	52	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.bankoflewellen.com	
14155																																		0	173	0	0	0	5000	true	0	0	0	0	173	518	0	0			0	0	4500	500	0	0	0	0	0	0	0	0						0																														https://www.fandcbank.com																https://www.fandcbank.com	
14650																																		90	100	0	90	0	0		0	0	0	0	100	21	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.banklg.com	
14753																																		0	0	0	0	0	0		0	0	0	0	0	1458	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.fsbbucklin.com	
14865																																		1735	1844	0	0	0	0		0	1844	0	0	0	1091	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1735																															Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	0	0	0	0		0	0	0	0	0	1624	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://firstfedlfd.com	
16551																																		4155	360	0	2433	1469	3000		23	0	94	0	243	303	0	1469			0	0	3000	0	0	0	0	0	0	0	0	0					0	253																														www.vacationpropertyloans.com																http://www.northviewbank.com	
16748																																		274	0	0	0	274	0		0	0	0	0	0	708	1	274			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.esbanc.com	
17110																																		0	0	0	0	0	0		0	0	0	0	0	5822	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.haverfordquality.com	
17147																																		469772	1877	123800	444907	1963	345013	true	1436	0	345	0	96	10379	4	1963	true	0	0	123800	131300	65000	24913	0	0	0	0	0	0	0	true	false	0	0		22902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															First Merchants Private Wealth Advisors, A Division of First Merchants															http://www.firstmerchants.com	
17259																																		0	71	0	0	0	0		0	0	71	0	0	851	1	0			0	0	0	0	0	0	0	0	0	0	2335	0					0	0																															THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		3679	168	0	2532	0	0		0	0	0	0	168	333	0	0			0	0	0	0	0	0	0	0	0	0	0	0						1147																														www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE	www.bankoflovell.com	BANK OF PLENTYWOOD	www.bankofpowell.com	www.bankofbutte.com	www.bankofpelntywood.com		www.bankofbridger.com	
17978																																		0	1918	851	0	0	1659		805	0	590	0	523	542	1	0			0	851	726	82	0	0	0	0	0	0	0	0					0	0																			2	true																										www.elizfed.com	
18050																																		0	0	0	0	0	0		0	0	0	0	0	3876	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.fnbbastrop.com	
18135																																		0	0	3000	0	0	3000		0	0	0	0	0	1430	2	0			0	3000	0	0	0	0	0	0	0	0	0	0						0																																														http://www.banksouthcentral.com	
18827																																		11688	278	14850	9122	0	34850	true	0	0	261	0	17	22745	5	0	true	0	0	14850	20000	0	0	0	0	0	0	0	0	0	true	false	0	0		2566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.nextierbank.com	
18836																																		0	1269	0	0	0	3461		384	0	372	0	513	1599	1	0			0	0	99	0	3362	0	0	0	0	0	0	0					0	0																																														www.caponvalleybank.com	
18854																																		932	110	0	0	0	0		0	0	0	0	110	13722	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	932	0	0	788	0	0	0	0	2145	80	841	0	0	0	0	0	0																														www.bank7.com	
19356																																		807	16	0	762	0	0		0	0	16	0	0	11	0	0			0	0	0	0	0	0	0	0	0	0	0	0						45																																														https://www.sbtmiami.com	
19936																																		0	36	5000	0	0	7736		36	0	0	0	0	1678	1	0			0	5099	1198	1199	240	0	0	0	0	0	0	0					0	0																																														www.cbkamericus.com	
19972																																		0	0	0	0	0	0		0	0	0	0	0	765	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																															
20053																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.securityonlinebank.com	
20633																																		0	10202	0	0	0	9306		15	0	1608	8579	0	2119	2	0			0	0	5000	2250	2056	0	0	0	0	0	0	0					0	0																																														www.mcnbbanks.com	
20857																																		142	0	13500	142	0	18541		0	0	0	0	0	43	0	0			0	13780	781	574	3332	1572	0	0	0	74	0	0					0	0																																														granitefallsbank.com	
21256																																		0	0	0	0	0	0		0	0	0	0	0	255	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.statebankofburrtononline.com	
21359																																		186	95	0	0	0	35		0	0	0	0	95	0	0	0			11	0	0	0	0	0	11	24	0	0	0	0	true	false				186																																														http://www.asbgrygla.com	
21658																																		0	100	0	0	0	5637		0	0	0	0	100	499	0	0	true	0	0	0	0	0	5637	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.alliancebank.us	
22048																																		0	0	1006	0	0	5263		0	0	0	0	0	10729	5	0			0	1006	0	3157	1100	0	0	0	0	0	0	0					0	0																																														www.unionbnk.com	
22543																																		2285	0	0	0	2285	0		0	0	0	0	0	2735	1	2285			0	0	0	0	0	0	0	0	0	0	0	0					1130	0																														www.icentralstatebank.com																www.ssbankmi.com	
22552																																		0	0	0	0	0	4000	true	0	0	0	0	0	1101	1	0	true		0	0	4000	0	0	0	0	0	0	0	10500	0	true	false				0																																														https://www.firstsoutheastbank.com	
22730																																		0	0	2840	0	0	3235		0	0	0	0	0	2493	1	0			0	2840	0	0	395	0	0	0	0	0	20	0					0	0																																														http://www.westunionbank.com	
22936																																		0	1437	0	0	0	0		1180	0	47	0	210	5163	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.fmbnk.com	
23456																																		0	46	0	0	0	370		0	0	24	0	22	86	0	0			0	0	0	0	0	0	0	0	370	0	0	0						0																																														www.fnbhenning.com	
23504																																		110100	175	330217	105950	1220	370671		0	0	0	0	175	26864	6	1417	true	0	4758	330217	0	0	0	0	4758	9516	8355	17825	0	40454	true	false	0	0		2930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.bnbbank.com	
23643																																		0	992	0	0	0	13030	true	140	0	281	0	571	3303	4	0			13030	0	0	0	0	0	13030	0	0	0	0	13030	true	false				0																																														http://www.commercial-bank.net	
23755																																		951	280	4000	0	896	4000		0	0	0	0	280	2421	2	2024			0	4000	0	0	0	0	0	0	0	0	0	0					0	55																														cm.netteller.com		www.airteller.com/fn-cb														www.fn-cb.com	
24006																																		6454	653	10000	6106	0	38842		0	0	496	0	157	0	0	0	false	0	0	10000	7500	5000	3748	0	12594	0	0	0	0	12594	true	false	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.PCSB.com	
24378																																		0	40	0	0	0	0		0	0	40	0	0	585	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														www.gblbank.com	
24453																																		2322	446	0	2150	0	0		331	0	115	0	0	960	1	0			0	0	0	0	0	0	0	0	0	0	0	0						172																																														http://www.rockymountainbank.com	
24659																																		0	10	0	0	0	0		0	0	10	0	0	224	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.producestatebank.com	
24668																																		754	275	150500	328	426	150500		0	0	0	0	275	897	1	426	false	0	0	150500	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.bthbank.com	
24949																																		906	260	0	0	906	0		0	0	0	0	260	103	0	1252			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.baraboobank.com	
25357																																		3771	598	5000	2359	0	5000		0	0	598	0	0	403	0	0			0	5000	0	0	0	0	0	0	0	0	0	0						1412																														http://www.redneck.bank																http://www.allamerica.bank	
25647																																		0	0	5250	0	0	8250		0	0	0	0	0	0	0	0	false	0	0	5250	3000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.firstsecurebank.com	
26176																																		10	820	20000	0	10	75000		0	0	0	0	820	0	0	10			0	20000	45000	10000	0	0	0	0	0	0	0	0					0	0																			1	true																										www.broadwayfederalbank.com	
26242																																		10846	127	3000	10846	0	7000		0	0	127	0	0	5952	2	0			0	3000	4000	0	0	0	0	0	0	0	0	0					0	0																																														www.goifb.com	
26457																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.lamontecommunitybank.com	
