"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	17412	16828	253	0	0	120	0	0	16828	0	0	451	
242	4381	4311	234	0	0	323	0	0	4311	0	0	159	
279	23812	23160	563	0	0	0	0	0	23160	1	0	88	
354	1018	995	-3	0	0	0	0	0	995	0	0	26	
457	3440	3411	424	0	0	395	0	0	3411	0	0	0	
505	30160	29035	1276	0	0	511	0	0	29035	0	0	360	
1155	18841	17630	1033	0	0	0	0	0	17630	0	0	178	
1351	21336	20544	1410	0	0	690	0	0	20544	0	0	72	
1454	52078	46628	4325	0	0	1800	0	0	46628	0	0	2925	
1557	5585	5296	420	0	0	126	0	0	5296	0	0	-5	
1669	44334	42531	1173	0	0	0	0	0	42531	0	0	630	
1829	42272	41280	1377	0	0	975	0	0	41280	0	0	590	
1856	23129	18809	4054	0	0	0	0	0	18809	0	0	266	
2040	20661	19657	529	0	0	0	0	0	19657	0	0	475	
2161	13821	13026	997	0	0	472	0	0	13026	0	0	270	
2376	417887	395916	13320	0	0	0	0	0	395916	0	927	7724	
2554	1140	1119	67	0	0	47	0	0	1119	0	0	1	
2732	75115	73967	1201	0	0	463	0	0	73967	0	0	410	
2750	5426	5154	195	0	0	97	0	0	5154	-166	0	340	
3252	19653	18395	1723	0	0	800	0	0	18395	0	0	335	
3458	3290	3039	105	0	0	60	0	189	3228	0	0	17	
3720	28392	27082	1200	0	0	240	0	0	27082	0	0	350	
3953	8622	8599	23	0	0	0	0	0	8599	0	0	0	
4156	20271	18876	503	0	675	0	0	0	18876	0	0	217	
4231	14620	13825	137	0	0	0	0	0	13825	0	0	658	
4437	26583	25456	805	0	0	238	0	0	25456	0	0	560	
4839	31054	29887	995	0	0	586	0	0	29887	0	0	758	
5005	19885	23774	-1066	0	0	0	0	-3200	20574	0	0	377	
5069	132041	124832	12762	0	0	6198	0	0	124832	0	0	645	
5135	38231	36997	1409	0	0	255	0	0	36997	0	0	80	
5210	83631	80682	4116	0	0	2313	0	0	80682	0	0	1146	
5331	34108	29515	731	0	0	529	0	0	29515	0	0	4391	
5461	47747	45833	2378	0	0	1411	0	0	45833	0	0	947	
5751	26084	25007	1142	0	0	702	0	0	25007	0	0	637	
6039	8888	8700	187	0	0	0	0	0	8700	0	0	1	
6141	4925	4805	120	0	0	0	0	0	4805	0	0	0	
6329	33340	34181	-1196	0	0	0	0	0	34181	0	0	355	
6972	89405	80829	7434	0	1280	0	0	0	80829	0	0	-138	
7009	52086	50138	6016	0	0	3800	0	0	50138	0	0	-268	
7045	15439	14453	517	0	0	0	0	0	14453	0	0	469	
7157	4256	4012	179	0	0	0	0	0	4012	0	0	65	
7456	5061	4801	303	0	0	222	0	0	4801	0	0	179	
7634	5361	3466	-254	0	2110	0	0	0	3466	0	0	39	
8033	15297	14734	825	0	0	400	0	0	14734	0	0	138	
8462	16060	14230	996	0	0	172	0	0	14230	0	0	1006	
8631	6671	6361	212	0	0	80	0	0	6361	0	0	178	
9357	68615	66733	2379	0	0	795	0	0	66733	0	0	298	
9553	8851	8249	536	0	0	0	0	0	8249	0	0	66	
9807	234703	213031	20016	0	0	0	0	0	213031	0	0	1656	
9955	12680	12184	609	0	0	275	0	0	12184	0	0	162	
10250	27716	29697	-2409	0	0	0	0	0	29697	0	0	428	
10849	23601	22428	400	0	0	0	0	0	22428	0	0	773	
10858	39478	37142	1918	0	0	0	0	0	37142	0	0	418	
11145	17046	16726	464	0	0	320	0	0	16726	0	0	176	
11640	32070	29272	1906	0	0	0	0	0	29272	0	0	892	
11837	11325	10230	192	0	0	0	0	0	10230	0	0	903	
12030	36779	34565	2197	0	0	0	0	0	34565	0	0	17	
12142	20171	18983	616	0	0	0	0	0	18983	0	0	572	
12245	13569	13041	363	0	0	72	0	0	13041	0	0	237	
