"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14466	14788	420	0	0	120	0	0	14788	0	0	-622	
242	5283	5496	340	0	0	412	0	0	5496	0	0	-141	
279	29238	28995	476	0	0	0	0	0	28995	1	0	-234	
354	1350	836	5	0	0	0	0	0	836	511	0	-2	
457	4960	4926	604	0	0	569	0	0	4926	0	0	-1	
505	38994	37901	2548	0	0	574	0	0	37901	0	0	-881	
1155	21036	20917	1741	0	0	1338	0	0	20917	0	0	-284	
1351	25252	24783	1116	0	0	564	0	0	24783	0	0	-83	
1454	76785	79379	4641	0	0	2600	0	0	79379	0	0	-4635	
1669	46354	45050	1820	0	0	0	0	0	45050	0	0	-516	
1856	13124	13676	591	0	-300	0	0	0	13676	0	0	-843	
2040	22770	22371	685	0	0	0	0	0	22371	0	0	-286	
2161	16620	16420	871	0	0	517	0	0	16420	0	0	-154	
2376	481412	491430	26858	0	0	43316	0	0	491430	0	1417	5023	
2554	1607	1628	106	0	0	115	0	0	1628	0	0	-12	
2732	92188	89962	2793	0	0	600	0	0	89962	0	0	33	
2750	7083	7155	342	0	0	257	0	0	7155	-66	0	-91	
3252	24786	24754	1290	0	0	550	0	0	24754	0	0	-708	
3458	4670	4555	173	0	0	0	0	-14	4541	0	0	-44	
3720	35982	35445	1744	0	0	288	0	0	35445	0	0	-919	
3971	116412	114847	2388	0	0	0	0	0	114847	0	0	-823	
4156	22177	22462	697	0	0	620	0	0	22462	0	0	-362	
4231	15848	16011	454	0	0	0	0	-17	15994	0	0	-600	
5069	186748	181007	11703	0	0	5146	0	0	181007	0	0	-816	
5135	67838	65433	3527	0	0	688	0	0	65433	0	0	-434	
5210	148960	143288	10205	0	0	3023	0	0	143288	0	0	-1510	
5461	57084	57185	3253	0	0	874	0	0	57185	0	0	-2480	
5751	34134	33916	1924	0	0	900	0	0	33916	0	0	-806	
6039	28900	28513	516	0	0	0	0	0	28513	0	0	-129	
6329	68178	63630	5674	0	0	1100	0	0	63630	0	0	-26	
7009	77151	71225	11920	0	0	5700	0	0	71225	0	0	-294	
7045	18618	19394	845	0	0	0	0	0	19394	0	0	-1621	
7072	35432	34762	929	0	0	0	0	0	34762	0	0	-259	
7456	7891	7643	584	0	0	272	0	0	7643	0	0	-64	
7634	9194	9271	629	0	0	480	0	0	9271	0	0	-226	
8033	35516	33252	2709	0	0	400	0	0	33252	0	0	-45	
8462	20742	20978	1269	0	0	402	0	0	20978	0	0	-1103	
8631	6738	6675	213	0	0	80	0	0	6675	0	0	-70	
9357	83256	81672	4224	0	0	1716	0	0	81672	0	0	-924	
9553	14297	14532	600	0	0	720	0	0	14532	0	0	-115	
9807	361232	349158	22329	0	0	9873	0	1	349159	0	0	-383	
9955	19207	18751	1121	0	0	500	0	0	18751	0	0	-165	
10250	37774	37553	2504	0	0	1000	0	0	37553	0	0	-1283	
10849	25275	25911	651	0	0	285	0	0	25911	0	0	-1002	
11145	22917	21972	1497	0	0	380	0	0	21972	0	0	-172	
11640	44335	43152	2282	0	0	0	0	0	43152	0	0	-1099	
11837	13130	13846	103	0	0	0	0	0	13846	0	0	-819	
12030	58000	52299	6790	0	0	1000	0	0	52299	0	0	-89	
12142	21312	21290	1477	0	0	0	0	0	21290	0	0	-1455	
12179	7822	7807	16	0	0	0	0	0	7807	0	0	-1	
12311	11302765	11313863	724265	0	-2	549000	22349	0	11313863	36076	0	-200088	
12647	18782	17950	1095	0	0	263	0	0	17950	0	0	0	
12656	1859	1812	47	0	0	0	0	0	1812	0	0	0	
12937	34830	34792	788	0	0	750	0	0	34792	0	0	0	
12946	151590	143638	12147	0	0	1500	0	617	144255	0	0	-3312	
13103	265148	261466	8997	0	0	850	0	0	261466	0	0	-4465	
