"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	
1557																																																																																																																																																																12781																																																																																	
1669																																																																																																																																																																80469																																																																																	
1829																																																																																																																																																																96778																																																																																	
1856																																																																																																																																																																21768																																																																																	
2040																																																																																																																																																																50663																																																																																	
2161																																																																																																																																																																16864																																																																																	
2376																																																																																																																																																																165345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5793	0	0	5793	0	0	165345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171138	0	0	171138	0	0	0	0	0	
2554																																																																																																																																																																3505																																																																																	
2732																																																																																																																																																																112490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111940	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112490	0	0	111940	550	0	0	0	0	
2750																																																																																																																																																																9526																						0																																																											
3252																																																																																																																																																																85351																																																																																	
3458																																																																																																																																																																7859																																																																																	
3720																																																																																																																																																																70145																																																																																	
3971																																																																																																																																																																65435																																																																																	
4156																																																																																																																																																																42825																																																																																	
4231																																																																																																																																																																47316																																																																																	
4839																																																																																																																																																																77251																																																																																	
5069																																																																																																																																																																26725																																																																																	
5135																																																																																																																																																																42613																																																																																	
5210																																																																																																																																																																136467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	135432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136467	0	1035	135432	0	0	0	0	0	
5461																																																																																																																																																																171790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8903	162887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171790	0	8903	162887	0	0	0	0	0	
5751																																																																																																																																																																40972																																																																																	
6039																																																																																																																																																																20708																																																																																	
6141																																																																																																																																																																0																																																																																	
6329																																																																																																																																																																30536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30536	0	0	30536	0	0	0	0	0	
7009																																																																																																																																																																253374																																																																																	
7045																																																																																																																																																																110677																																																																																	
7072																																																																																																																																																																11909																																																																																	
7157																																																																																																																																																																16943																																																																																	
7456																																																																																																																																																																14152																																																																																	
7634																																																																																																																																																																12055																																																																																	
8033																																																																																																																																																																5089																																																																																	
8462																																																																																																																																																																89372																																																																																	
8631																																																																																																																																																																15785																																																																																	
9357																																																																																																																																																																73280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	72302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73280	0	978	72302	0	0	0	0	0	
9553																																																																																																																																																																27179																																																																																	
9807																																																																																																																																																																53956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113952	0	0	113952	0	0	53956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167908	0	0	167908	0	0	0	0	0	
9955																																																																																																																																																																49118																																																																																	
10250																																																																																																																																																																108782																																																																																	
10849																																																																																																																																																																67288																																																																																	
11145																																																																																																																																																																19294																																																																																	
11640																																																																																																																																																																101139																																																																																	
11837																																																																																																																																																																51125																																																																																	
12030																																																																																																																																																																18879																																																																																	
12142																																																																																																																																																																79448																																																																																	
12179																																																																																																																																																																926																																																																																	
12311	15603895	162274	71931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531972	527773	0	0	0	0	0	0	29453	173603	0	189749	0	16914	12659789	2927192	0	0	0	0	0	423324	0	0	423324	0	98342	0	0	54123	44219	0	0	152835	9439	0	0	0	0	0	16317288	173603	16914	13479820	2994157	0	0	0	0	0	246192	0	311943	6180	467	0	0	467	0	0	0	0	0	0	0	0	0	0	0	83552	246192	0	322999	6745	13307	0	0	0	13307	16146	173603	0	189749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11154	0	0	10589	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13307	11154	0	0	10589	565	1921	1793	1818	1960	15603895	162274	71931										12702	0	0	516284	2986	0	0	0	0	0	0	11915	0	0	512416	3442	0	0	0	0	0	0																																																
12647																																																																																																																																																																0																																																																																	
12656																																																																																																																																																																0																																																																																	
12937																																																																																																																																																																0																																																																																	
12946																																																																																																																																																																217147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2717	209889	4541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217147	0	2717	209889	4541	0	0	0	0	
12955																																																																																																																																																																2																																																																																	
13103																																																																																																																																																																314253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314253	0	314253	0	0	0	0	0	0	
13251																																																																																																																																																																2005																																																																																	
13457																																																																																																																																																																7379																																																																																	
14052																																																																																																																																																																7099																																																																																	
14155																																																																																																																																																																11859																																																																																	
14650																																																																																																																																																																15																																																																																	
14753																																																																																																																																																																4383																																																																																	
14865																																																																																																																																																																18510																																																																																	
14977																																																																																																																																																																1063																																																																																	
16551																																																																																																																																																																35022																																																																																	
16748																																																																																																																																																																8078																																																																																	
17110																																																																																																																																																																36912																																																																																	
17147																																																																																																																																																																695841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6373	0	0	6373	0	0	692566	3275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702214	0	0	698939	3275	0	0	0	0	
17259																																																																																																																																																																12091																																																																																	
17464																																																																																																																																																																469720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3711	0	0	3053	0	0	469720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473431	0	0	472773	658	0	0	0	0	
17950																																																																																																																																																																206302																																																																																	
17978																																																																																																																																																																0																																																																																	
18050																																																																																																																																																																157006																																																																																	
18135																																																																																																																																																																138202																																																																																	
18377																																																																																																																																																																7587																																																																																	
18827																																																																																																																																																																114319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	114141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114319	0	178	114141	0	0	0	0	0	
18836																																																																																																																																																																14232																																																																																	
18854																																																																																																																																																																0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	94	0	0	0	0	0	0	
19356																																																																																																																																																																28317																																																																																	
19936																																																																																																																																																																34490																																																																																	
19972																																																																																																																																																																0																																																																																	
20053																																																																																																																																																																13569																																																																																	
20633																																																																																																																																																																62038																																																																																	
20857																																																																																																																																																																72044																																																																																	
21256																																																																																																																																																																2037																																																																																	
21359																																																																																																																																																																8017																																																																																	
21630																																																																																																																																																																24162																																																																																	
21658																																																																																																																																																																28019																																																																																	
22048																																																																																																																																																																39527																																																																																	
22543																																																																																																																																																																2408																																																																																	
22552																																																																																																																																																																2492																																																																																	
22730																																																																																																																																																																76462																																																																																	
22936																																																																																																																																																																37748																																																																																	
23456																																																																																																																																																																29109																																																																																	
23504																																																																																																																																																																823515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2752	0	0	2752	0	0	823515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826267	0	0	826267	0	0	0	0	0	
