"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
	CHG-OFFS ON LNS SECURED BY FARMLAND	RECVRS ON LNS SECURED BY FARMLAND	CHG-OFFS ON LNS SECD BY MULTI-FAMILY	RECVRS ON LNS SECD BY MULTI-FMLY RES	CHG-OFF ON LS FINANCING RECEIVABLES	RECOV ON LEASE FINANCING RECEIVABLES	CHG-OFF ON LOANS TO DEPOSITORY INST	RECOV ON LOANS TO DEPOSITORY INST	RECOVERIES CREDITED TO RESERVES	RECOVERIES ON C&I LOANS	RECOV ON C & I LNS-U.S. ADDRESSES	RECOV ON C & I LNS-NON-U.S. ADDRES	RECOV ON LNS TO FGN GOVTS & INST	RECOV ON ALL OTHER LOANS	LOSSES CHARGED TO RESERVE	CHARGE-OFFS ON C&I LOANS	CHG-OFFS ON LNS TO FGN GOVTS & INST	CHG-OFFS ON ALL OTHER LOANS	CHG-OFFS ON C&I LNS-U.S. ADDRESSES	CHG-OFFS ON C&I LNS-NON-U.S. ADDRES	CHRGE-OFFS ON R.E. LNS-NON U.S. ADDR	CHRGE-OFFS ON LNS TO U.S. DEP INST	CHRGE-OFFS ON INS TO FOREIGN BANKS	CHARGE-OFFS ON LOANS TO FARMERS	RECOV ON R.E. LOANS-NON U.S. ADDRESS	RECOV ON LOANS TO U.S. DEPOSITORY IN	RECOVERIES ON LOANS TO FOREIGN BANKS	RECOVERIES ON LOANS TO FARMERS	CHG-OFFS OF LNS TO FINC COMMCL RE,CO	RECOVERS OF LNS TO FINC COMMCL RE,CO	CHG-OFFS OF RVLVG,OPEN-END LNS SECD	RECOVERS OF RVLVG,OPEN-END LNS SECD	CHRG-OFF ON LOANS IN FOREIGN OFFICES	RECVRS ON LOANS IN FOREIGN OFFICES	CHARGE-OFFS ON: CREDIT CARDS LOANS	RECOVERIES ON CREDIT CARDS LOANS	RCVRS ON CLSD-ED LNS:SECD FRST LIENS	RCVRS ON CLSD-ED LNS:SECURD JR LIENS	CHRG-OFFS CLSD-END:SECURED 1ST LIENS	CHRG-OFFS CLSD-END:SECURED JR LIENS	UNCOLLBLE CRED CRD FEE&FIN CHGS	CHARGE-OFFS ALL OTHR LEASE FNC RECVB	1-4 FAM RES CNSTRTN LN CHARGE-OFFS	1-4 FAM RES CNSTRTN LN RECOVERIES	OTHR CNSTRCTN LN & LAND DEV CHARGE-O	OTHR CNSTRCTN LN & LAND DEV RECOVERI	LN SCD BY OWNER-OCCPD NONFARM CHARGE	LN SCD BY OWNER-OCCPD NONFARM RECOVE	LN SCD BY OTHR NONFARM NONRES CHARGE	LN SCD BY OTHR NONFARM NONRES RECOVE	CHG-OFF LEASE TO IND FOR HOME & FAM 	LEASE TO IND FOR HOUSE & OTHR EXP RE	RECOVERIES ALL OTHR LEASE FNC RCVBL	CHRG OFF AUTO LN	RCVRY AUTO LN	CHARGE-OFFS ALL OTHER	RECOVERIES ALL OTHER	
4156	0	0	0	0	0	0	0	0	55	3			0	3	349	0	0	13						0				0	0	0	11	0			0	0	5	1	73	118			0	0	0	27	108	0	0	0				13	5	13	11	
4231	0	0	0	0	0	0	0	0	9	0			0	0	308	54	0	0											0	0	0	0			0	0	0	0	38	29			0	0	0	0	0	0	120	0				31	6	36	3	
4437	0	0	0	0	0	0	0	0	15	0			0	0	536	17	0	0											0	0	14	0			0	0	0	0	332	0			0	0	8	0	122	10	1	2				11	2	31	1	
4839	0	0	0	0	0	0	0	0	41	0		0	0	0	366	26	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	39	0			0	0	16	0	258	37	0	0	0	0		0	0	27	4	
5005	0	0	0	0	0	0	0	0	0	0		0	0	0	96	4	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			92	0	0	0	0	0	0	0	0	0		0	0	0	0	
5069	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
5135	0	0	0	0	0	0	0	0	5	0		0	0	0	287	108	0	0		0	0		0	0	0		0	0	0	0	0	0			3	1	0	0	8	0			0	0	120	0	25	0	0	0	0	0		11	0	12	4	
5210	0	0	0	0	0	0	0	0	20	1		0	0	17	2982	569	0	54		0	0		0	0	0		0	0	0	0	14	0			0	0	2	0	74	33			274	0	804	0	626	0	509	0	0	0		0	0	25	0	
5331	0	0	0	0	0	0	0	0	0	0		0	0	0	24	0	0	4		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			20	0	0	0	0	0	0	0	0	0		0	0	0	0	
5461	0	0	0	0	0	0	0	0	8	3		0	0	0	2033	122	0	503		0	0		0	0	0		0	0	505	0	208	2			0	0	0	0	63	0			0	0	348	0	0	0	788	1	0	0		0	0	1	2	
5751	0	0	0	0	0	0	0	0	4	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
6039	0	0	0	0	0	0	0	0	83	0			0	0	74	0	0	0						0				0	0	0	0	0			0	0	47	0	27	37			0	0	0	0	0	0	0	0				4	31	6	5	
6141	0	0	0	0	0	0	0	0	14	1			0	0	79	25	0	0						0				0	0	0	0	0			0	0	1	0	21	0			0	0	0	0	0	0	0	0				0	0	33	12	
6329	0	0	0	0	0	0	0	0	465	253		0	0	0	9050	464	0	0		0	0		0	0	0		0	0	0	0	308	3			39	5	11	1	763	1			506	0	5372	5	4	0	292	0	0	0		799	143	502	44	
6972	0	0	683	0	0	0	0	0	2215	1986		0	0	0	3051	2218	0	0		0	0		0	0	0		0	0	200	1925	70	0			0	0	0	0	23	0			0	1	39	57	0	0	0	170	0	0		3	1	15	0	
7009	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
7045	0	0	0	0	0	0	0	0	22	0			0	0	130	0	0	0						0				0	0	0	0	0			3	0	0	0	40	0			0	0	0	0	0	0	25	0				44	17	18	5	
7157	0	0	0	0	0	0	0	0	25	25			0	0	27	0	0	0						0				0	0	0	0	0			0	0	0	0	8	0			0	0	0	0	0	0	0	0				15	0	4	0	
7456	0	0	0	0	0	0	0	0	0	0			0	0	18	0	0	0						0				0	0	0	0	0			0	0	0	0	18	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	0	0	7	2			0	0	194	30	0	0											0	0	0	0			0	0	1	0	10	0			0	0	21	0	0	0	91	0				3	3	39	1	
8033	0	0	0	0	0	0	0	0	32	2			0	24	9	0	0	0											0	0	0	0			0	0	5	0	0	0			0	0	4	0	0	0	0	0				0	0	5	1	
8462	0	0	0	0	0	0	0	0	31	0			0	0	27	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				21	25	6	6	
8631	0	0	0	0	0	0	0	0	2	0			0	0	28	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				27	0	1	2	
9357	0	0	0	0	0	0	0	0	139	139		0	0	0	291	0	0	0		0	0		0	0	0		0	0	0	0	280	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9553	0	0	0	0	0	0	0	0	0	0			0	0	7	0	0	0						0				0	0	0	0	0			0	0	0	0	7	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	0	0	0	0	0	922	830		0	0	0	5552	376	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	49	0	663	0			1518	33	2288	10	0	0	703	0	0	0		0	0	4	0	
9955	0	0	0	0	0	0	0	0	11	10			0	0	79	0	0	0						0				0	0	0	0	0			0	0	0	0	75	0			0	0	0	0	0	0	0	0				2	0	2	1	
10250	0	0	0	0	0	0	0	0	572	447		0	0	53	3523	716	0	74		0	0		0	0	0		0	0	0	0	57	2			18	0	6	35	172	275			0	0	1216	1	581	3	230	0	0	0		68	6	116	19	
10849	128	0	0	1	0	0	0	0	22	0		0	0	0	811	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	13	0	1	0			0	0	682	8	0	0	0	0	0	0		0	0	0	0	
10858	0	0	0	0	0	0	0	0	139	32		0	0	51	647	14	0	100		0	0		0	75	0		0	31	0	0	0	0			0	0	0	0	34	50	0		0	30	0	0	0	0	431	0	0	0		7	11	11	15	
11145	0	0	0	0	0	0	0	0	21	1			0	0	715	462	0	0											0	0	0	0			0	0	13	0	234	0			0	0	0	0	0	0	0	0				0	0	19	7	
11640	0	0	0	0	0	0	0	0	75	5		0	0	51	37	0	0	34		0	0		0	0	0		0	0	0	0	0	0			0	0	17	0	0	0			0	0	0	0	0	0	0	0	0	0		3	1	0	1	
11837	50	0	0	0	0	0	0	0	53	23			0	2	450	0	0	0											0	0	0	0			0	0	0	0	4	0			0	0	167	15	0	0	228	0				0	1	1	12	
12030	398	173	0	0	0	0	0	0	975	201		0	0	52	2131	483	0	60		0	0		0	20	0		0	0	0	0	0	0			0	0	226	3	426	0			0	3	68	21	253	108	272	0	0	0		75	100	96	88	
12142	0	0	0	0	0	0	0	0	41	0			0	34	132	24	0	40											0	0	0	0			31	1	0	0	0	0			0	0	0	0	0	0	0	0				0	0	37	6	
12245	0	0	0	0	0	0	0	0	0	0			0	0	102	0	0	0											0	0	0	0			0	0	0	0	102	0			0	0	0	0	0	0	0	0				0	0	0	0	
12311	409	10	4088	1268	3792	3473	0	0	64709	20878	20878	0	0	2264	325851	65272	0	7222	65272	0	0	0	0	10	0	0	0	1	35705	15603	34339	4633	0	0	0	0	6146	1200	61687	15718		3077	7151	556	22481	4004	16694	1932	57816	6500	715	671	2802	21055	10786	8117	1058	
12647	0	0	0	0	0	0	0	0	0	0			0	0	181	0	0	0						0				0	0	0	0	0			0	0	0	0	74	0			0	0	102	0	0	0	0	0				0	0	5	0	
12656	0	0	0	0	0	0	0	0	5	0			0	0	5	5	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	0	2	
12937	0	0	0	0	0	0	0	0	2	0			0	0	55	45	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	10	2	
12946	0	0	0	0	0	0	0	0	137	1		0	0	0	1631	100	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	20	0	439	0			801	0	0	0	0	0	75	47	0	0		53	10	163	59	
12955	0	0	0	0	0	0	0	0	10	3			0	0	1057	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	1056	6	0	0	0	0				0	0	1	1	
13103	0	0	0	0	0	0	0	0	78	6		0	0	0	843	55	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	185	21			0	0	0	0	366	2	0	0	0	0		186	70	30	0	
13251	0	0	0	0	0	0	0	0	5	2			0	2	27	0	0	0						0				0	0	0	0	0			0	0	0	0	27	0			0	0	0	0	0	0	0	0				0	1	0	0	
13457	0	0	0	0	0	0	0	0	19	0			0	19	0	0	0	0						0				19	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14052	0	0	0	0	0	0	0	0	4	0			0	2	65	1	0	15											0	0	0	0			0	0	0	0	30	0	0		0	0	0	0	0	0	19	0				0	2	0	0	
14155	27	1	0	0	0	0	0	0	88	41			0	32	231	27	0	65						39				17	0	0	0	0			0	0	0	0	87	12			0	0	0	0	0	0	8	0				3	0	2	14	
14650	0	0	0	0	0	0	0	0	4	0			0	0	22	0	0	1											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	17	4	
14753	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	0	0	50	9			0	0	819	0	0	0						0				0	0	0	0	0			0	2	0	0	0	0			0	1	0	0	0	38	818	0				1	0	0	0	
14977	0	0	0	0	0	0	0	0	0	0			0	0	24	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	21	0	
16458	0	0	0	0	0	0	0	0	78	3			0	5	284	276	0	4											0	0	0	0			0	0	1	3	0	0			0	0	0	64	0	0	0	0				4	2	0	0	
16551	0	0	0	0	0	0	0	0	28	6			0	0	237	7	0	0											0	0	0	0			0	0	3	0	107	14			0	0	52	18	50	0	0	0				0	0	7	1	
16748	0	0	0	0	0	0	0	0	14	0			0	0	5	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	4	1	10	
16944	0	0	0	0	0	0	0	0	2	2			0	0	1	0	0	1											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
16953	0	0	0	0	0	0	0	0	8	1			0	0	8	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	7	
17110	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	199	159	1480	31	0	3	0	0	9182	6834		0	0	164	26245	1914	0	2		0	0		0	2	0		0	159	0	0	680	35			0	11	463	199	2261	746			953	25	4430	168	6774	280	5893	203	0	0		264	335	649	272	
17259	0	0	0	0	0	0	0	0	10	0			0	10	24	0	0	24											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17464	18	0	0	0	0	0	0	0	1653	1002		0	0	0	15030	3435	0	3484		0	0		0	0	0		0	0	401	4	576	23			42	4	0	79	181	151			44	110	4020	151	695	55	1364	41	0	0		214	65	806	123	
17950	25	0	0	0	0	0	0	0	91	0			0	17	739	37	0	0						0				17	0	0	0	0			0	0	0	0	16	0			0	0	649	66	0	0	0	0				11	6	1	2	
18050	0	0	0	0	0	0	0	0	35	2		0	0	0	379	184	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0			0	0	49	0	78	0	0	0	0	0		11	4	57	29	
18135	0	0	0	0	0	0	0	0	57	0			0	0	208	67	0	0											0	0	44	44			0	0	0	9	0	62			0	0	0	0	0	0	0	0				0	0	35	4	
18377	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18827	0	0	0	0	0	0	0	0	36	0		0	0	0	299	3	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	12	0	109	0			0	0	0	0	0	11	177	0	0	0		9	13	1	0	
18836	15	0	0	0	0	0	0	0	42	0			0	0	852	0	0	0											0	0	0	0			0	0	0	1	111	5			105	0	571	0	0	5	0	0				26	14	19	22	
18854	0	0	0	0	0	0	0	0	2	1			0	0	18	9	0	0						0				0	0	0	0	0			0	0	0	0	3	0			0	0	0	0	0	0	0	0				0	0	6	1	
18957	0	0	0	0	0	0	0	0	2	0			0	0	251	242	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	2	0	0	
19356	0	0	0	0	0	0	0	0	18	14			0	0	448	432	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	14	4	
19730	0	0	975	0	0	0	0	0	1221	4		0	0	71	18149	4910	0	70		0	0		0	0	0		0	0	464	0	274	27			0	0	2	234	1575	338			2668	585	2763	0	4398	198	151	99	0	0		21	0	6	1	
19936	0	0	100	0	0	0	0	0	16	0			0	0	1345	0	0	0											0	0	0	0			0	0	0	0	0	0			674	0	0	12	560	0	0	0				0	0	11	4	
19972	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	0	0	235	5			0	0	254	16	0	0						0				0	0	0	0	0			3	3	0	0	125	0			0	0	51	67	46	158	0	0				8	0	5	2	
20512	0	0	0	0	0	0	0	0	60	1			0	0	55	0	0	0											0	0	0	0			0	0	0	0	14	0			0	0	0	0	36	0	0	0				1	2	4	57	
20633	0	0	0	0	0	0	0	0	9	5		0	0	0	64	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	2	0	62	0			0	0	0	0	0	0	0	0	0	0		0	0	2	2	
20857	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21359	0	0	0	0	0	0	0	0	0	0			0	0	4	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
21630	0	0	0	0	0	0	0	0	1	0			0	0	11	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	11	1	
21658	0	0	0	0	0	0	0	0	8	2			0	0	20	0	0	0						0				0	0	0	0	0			9	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	7	6	
22048	0	0	0	0	1	0	0	0	93	18			0	24	93	40	0	2						0				0	0	0	0	0			0	0	4	0	43	0			0	0	0	0	0	0	0	40				0	4	7	3	
22356	0	0	0	0	0	0	0	0	17	15			0	0	235	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	220	1	0	0	0	0				8	1	7	0	
22543	0	0	0	0	0	0	0	0	2	1			0	0	18	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	14	0	0	0				0	0	4	1	
22552	0	0	0	0	0	0	0	0	3	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				0	2	0	0	
22730	0	0	0	0	0	0	0	0	4	0			0	0	34	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	1	30	3	
22936	87	0	0	0	0	0	0	0	118	11		0	0	7	8244	652	0	14		0	0		0	0	0		0	0	0	0	19	3			0	0	27	6	861	16			115	0	5741	51	153	4	542	0	0	0		21	4	23	5	
22954	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	0	0	1	0	0		0	0	0	0	0	0	0	0				0	0	0	0	
23045	0	0	0	0	0	0	0	0	5	1			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	4	0	0	
23241	75	0	5153	0	0	786	0	0	2027	203		0	0	101	55034	3272	0	268		0	0		0	0	0		0	1	0	0	1366	13			0	1	101	9	7171	538			7696	142	9022	282	3448	22	16416	198	0	0		94	41	515	128	
23456	0	0	0	0	0	0	0	0	6	3			0	0	172	55	0	0						0				0	0	0	0	0			0	0	0	0	0	0			0	0	80	0	11	0	0	0				26	2	0	1	
23504	0	0	0	0	0	0	0	0	32	18		0	0	0	635	226	0	0		0	0		0	0	0		0	0	0	0	159	3			0	0	0	0	0	0			0	0	150	0	0	0	0	0	0	0		0	0	100	11	
23540	0	0	0	0	0	0	0	0	4	3			0	0	1586	262	0	0											0	0	0	0			1	1	0	0	1049	258			0	0	0	0	0	0	0	0				0	0	16	0	
23643	0	0	0	0	0	0	0	0	130	0			0	12	260	12	0	15											0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	111	0				122	116	0	0	
23755	0	0	0	0	0	0	0	0	73	9			0	0	279	24	0	0											0	0	33	0			0	0	0	0	0	136			0	54	0	0	71	0	0	0				8	1	7	9	
