"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													254	0	121	0	0	36	29	31	75	58	0	0	0	FDIC ASSESSMENT EXP	RESERVE OFF BONUS	FED INCOME TAX PAYABLE	
242													21	0	0	0	0	0	0	0	21	0	0	0	0				
279													667	0	373	0	50	13	193	0	55	239	0	110	0	I PAY BILL PAY	ATM SETTLEMENT ACCOUNT		
354													3	0	0	0	0	0	0	0	3	0	0	0	0				
457													57	0	0	0	0	0	0	0	18	39	0	0	0				
505													3182	0	888	0	0	751	0	0	53	2148	93	0	0	Deferred service fee-FCC			
1155													1846	0	1428	0	0	69	0	0	104	314	0	1359	0	Visa Drafts in Process			
1351													484	0	38	0	0	38	0	0	244	202	0	0	0	atm cardholder in process			
1454													1255	0	942	0	0	0	0	0	67	246	0	862	0				
1557													37	0	10	0	0	0	0	0	27	0	0	0	0				
1669													420	0	103	0	0	0	0	0	105	212	0	103	0				
1829													1299	0	180	0	46	0	0	0	840	279	0	0	0				
1856													120	0	0	0	0	0	0	0	73	47	0	0	0				
2040													483	0	164	0	0	44	0	0	138	181	0	0	0	Debit card settlement			
2161													2275	0	1173	0	0	0	0	0	73	1029	0	1173	0				
2376													34382	0	11237	0	0	0	0	0	280	22865	0	10957	0				
2554													21	0	0	0	0	0	0	0	21	0	0	0	0				
2732													2046	265	679	0	65	270	0	0	211	1156	0	52	0	accrued salaries			
2750													150	0	0	0	0	0	0	0	24	116	10	0	0				
3177													10142	0	7408	0	953	0	0	0	6	2728	0	6141	0				
3252													246	0	2	0	0	0	0	0	100	144	0	0	0				
3458													130	0	10	0	0	0	0	0	17	103	0	0	0				
3720													1519	0	0	0	0	0	0	0	29	1490	0	0	0				
3971													22941	0	15099	0	5043	5000	0	0	289	7488	65	2720	0	Contingent reserve			
4156													663	0	351	54	133	0	0	0	98	160	0	0	0				
4231													400	0	0	0	0	0	0	0	248	152	0	0	0				
4437													970	0	562	0	0	443	0	0	46	362	0	0	0	ACCUMULATED POSTRETIREMEN BENEFIT OBLIGATION			
4839													984	0	0	0	0	0	0	0	197	787	0	0	0				
5005													5002	0	3283	0	0	0	0	0	37	1682	0	3283	0				
5069													4880	0	1055	0	725	330	0	0	658	2967	200	0	0	Deferred Income			
5135													1329	0	439	0	0	0	0	0	180	710	0	439	0				
5210													6346	0	4448	0	0	1185	0	0	558	1259	81	1645	0	Deferred Director fees			
5461													3224	0	2628	0	0	0	0	0	8	299	289	1797	0	SUSPENSE LIABILITIES			
5751													1547	0	1281	57	0	481	0	0	35	174	0	682	0	Post Retirement Benefit Costs			
6039													247	0	0	0	0	0	0	0	60	187	0	0	0				
6141													79	0	0	0	0	0	0	0	24	55	0	0	0				
6329													2435	0	1683	0	395	0	0	0	203	549	0	1288	0				
7009													5693	0	3	33	0	0	0	0	5	5652	0	0	0				
7045													418	0	0	0	0	0	0	0	55	363	0	0	0				
7072													4135	0	2726	0	0	0	0	0	5	1404	0	2300	0				
7157													305	0	47	0	0	47	0	0	51	207	0	0	0	ESCROW FUNDS PAYABLE ON RE LOANS			
7456													94	0	0	0	0	0	0	0	22	72	0	0	0				
7634													188	0	102	0	0	102	0	0	45	41	0	0	0	Net EFT Settlement			
8033													1998	0	1611	0	84	180	5	0	314	73	0	1342	0	DEFERED MANAGEMENT PAYABLE	OTHER LIABILITIES		
8462													144	0	0	0	0	0	0	0	88	56	0	0	0				
8631													429	0	366	0	332	0	0	0	26	37	0	0	0				
9357													1967	0	1425	0	0	0	0	0	2	540	0	1150	0				
9553													1089	0	364	64	0	364	0	0	43	618	0	0	0	Nebraska Fund XV Investment			
9807													7595	0	2813	0	0	507	0	0	479	3303	1000	0	2142	REVERSE MORTGAGE INSURANCE			
9955													158	0	0	0	0	0	0	0	22	136	0	0	0				
10250													726	0	486	0	0	0	0	0	237	3	0	159	0				
10849													961	0	586	0	21	0	0	0	48	327	0	0	398				
10858													10785	0	8763	0	8737	0	0	0	53	1929	40	0	0				
11145													1153	0	0	0	0	0	0	0	41	1112	0	0	0				
11275													11380	0	5746	0	1675	0	0	0	463	5171	0	0	0				
11640													2557	0	900	0	0	0	0	0	577	1080	0	841	0				
11837													672	0	4	0	0	0	0	0	18	650	0	0	0				
12030													1750	0	1485	0	610	0	0	0	169	96	0	875	0				
12142													2662	0	2475	0	0	0	0	0	145	42	0	2310	0				
12179													733	0	617	0	0	0	0	0	2	114	0	594	0				
12245													439	0	178	0	0	0	0	0	84	177	0	175	0				
12311	733566	0	402256	0	140646	0	0	0	277423	44223	0	0									9664								
12647													195	0	0	0	0	0	0	0	58	137	0	0	0				
12656													33	0	0	0	0	0	0	0	19	14	0	0	0				
12937													2904	0	81	2510	0	0	0	0	144	169	0	0	0				
12946													6839	0	5237	0	0	0	0	0	375	1227	0	5027	0				
12955													241	0	69	0	0	0	0	0	41	131	0	0	0				
13103													26753	0	22695	0	0	21065	0	0	203	3845	10	0	0	DEFINED BENEFIT RETIREMENT LIABILITY			
13251													114	0	103	0	0	0	0	0	11	0	0	0	0				
13457													60	0	19	30	0	0	0	0	5	6	0	0	0				
14052													118	0	32	0	0	0	0	0	22	64	0	0	0				
14155													597	0	199	0	0	0	0	0	70	328	0	199	0				
14650													281	0	153	0	0	0	0	0	3	125	0	153	0				
14753													377	0	0	337	0	0	0	0	37	3	0	0	0				
14865													2131	0	1735	0	0	698	0	0	80	291	25	880	0	Reserve for Taxes			
14977													86	0	0	0	0	0	0	0	24	62	0	0	0				
16458													449	0	7	0	0	0	0	0	155	287	0	0	0				
16551													524	0	0	0	0	0	0	0	171	353	0	0	0				
16748													449	0	207	0	0	0	0	0	23	204	15	179	0				
16944													16	0	0	0	0	0	0	0	16	0	0	0	0				
16953													93	0	0	0	0	0	0	0	40	53	0	0	0				
17110													3386	0	536	0	250	232	0	0	49	2777	24	0	0	DEFERRED TENANT IMPROVEMENT LIABILITY			
17147													30153	0	3323	0	0	0	0	0	731	26099	0	0	3252				
17259													1711	0	1055	0	0	0	0	0	32	624	0	1055	0				
17464													23713	0	1474	0	173	0	0	0	132	21667	440	0	0				
17950													1723	0	1212	0	257	0	0	0	81	301	129	906	0				
17978													761	0	466	0	107	359	0	0	4	291	0	0	0	Deferred Gains on the Sale of Other Real Estate			
18050													2222	0	1246	0	0	673	374	0	116	860	0	99	0	Loan Escrow Balances	ATM/Debit Cards		
18135													552	0	1	0	0	0	0	0	119	432	0	0	0				
18377													91	0	7	0	0	0	0	0	25	59	0	0	0				
18827													837	0	371	0	0	0	0	0	171	295	0	0	0				
18836													1692	0	1138	0	0	0	0	0	64	490	0	788	0				
18854													3676	0	3264	0	63	1352	650	93	172	240	0	907	0	CASHIERS CHECKS OUTSTANDING	DEFERRED FEE RESERVE	ATM SETTLEMENT	
19356													757	0	667	0	0	0	0	0	30	60	0	665	0				
19730													10745	0	0	0	0	0	0	0	386	10359	0	0	0				
19936													671	0	573	0	0	0	0	0	62	36	0	482	0				
19972													817	0	773	0	0	773	0	0	1	43	0	0	0	accrued life ins exp			
20053													280	0	141	0	0	67	26	0	43	96	0	0	0	Audit Fees	FDIC Assessment		
