"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1557																																						265	75	0	0	4433	true	265	0	0	75	0	0	0	0	0	0	false	0	0	0	2400	0	0	2033	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fstbanc.com	
1669																																						0	20	0	0	0	true	0	0	0	20	0	0	2182	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.lnbparis.com	
1829																																						329	80	69760	329	69760	true	0	60	0	20	0	0	4600	3	329	0	true	0	0	0	69760	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												http://www.avbpgh.com		http://www.ilovethatbank.com		http://avbonline.com												http://www.avbpgh.com	
1856																																						0	0	0	0	40000	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	10000	0	10000	20000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.washitastatebank.com	
2040																																						0	172	17000	0	26000	true	0	0	0	172	0	0	1198	1	0	0	false	0	0	0	17000	5000	4000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fmnetbank.com	
2161																																						0	21	0	0	0	true	0	21	0	0	0	0	1895	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.lamarnational.com	
2376																																						0	449	205200	0	678671	true	0	0	0	0	0	449	32644	3	0	0	false	0	0	0	205200	188735	140934	84263	0	23578	0	0	35961	0	59539	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										http://www.oritani.com	
2554																																						0	0	0	0	0	true	0	0	0	0	0	0	125	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.sbmarietta.com	
2732																																						1112	0	0	0	0	true	1112	0	0	0	0	0	26860	4	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	www.albanybank.com	
2750																																						0	0	3200	0	3530	true	0	0	0	0	0	0	1011	1	0	0	false	0	330	0	3200	0	0	0	0	330	0	0	0	0	330	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.genoacb.com	
3177																																						365	1007	0	0	107597	true	365	0	0	541	0	466	4471	1	0	0	false	0	0	0	25000	20000	0	60000	105000	0	868	0	1729	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										www.ochome.com	
3252																																						0	98	0	0	6500	true	0	0	0	0	0	98	1219	1	0	0	false	0	0	0	2000	3000	1500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fnbgordon.com	
3458																																						0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fbgconline.com	
3720																																						0	1033	0	0	0	true	0	951	0	0	0	82	2133	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												Bank of Clarendon	
3971																																						221	456	0	36	36885	true	185	226	0	230	0	0	0	0	36	0	true	0	53	0	0	0	17265	19314	0	53	0	0	253	0	306	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										www.midcountrybank.com	
4156																																						0	110	0	0	1500	true	0	0	0	71	0	39	8	0	0	0	false	0	0	0	0	500	750	250	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.kanzabank.com	
4231																																						0	988	0	0	0	false	0	0	0	0	0	988	711	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fmbanksylvania.com	
4839																																						0	770	0	0	22376	true	0	0	0	28	255	487	25848	6	0	0	true	0	376	0	3000	7875	11125	0	0	376	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												WWW.ABCBANK.NET	
5069																																						0	638	0	0	26500	false	0	0	0	0	0	638	250	0	0	0	false	0	0	0	0	0	0	0	0	23310	3190	0	0	0	26500	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																													
5135																																						0	236	14000	0	15575	true	0	5	0	0	0	0	12365	5	0	0	false	0	0	231	14000	0	0	1575	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fsbanks.com	
5210																																						0	309	16250	0	76500	true	0	63	246	0	0	0	4658	3	0	0	false	0	0	0	16250	42750	17500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.acnb.com	
5461																																						0	1055	0	0	0	true	0	0	0	0	0	1055	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankbac.com	
5751																																						257	0	4500	0	4500	true	257	0	0	0	0	0	481	0	0	0	false	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																						0	5993	0	0	0	true	0	4200	33	236	0	1524	573	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												http://www.pinelandbank.com	ALMA EXCHANGE BANK & TRUST, A DIVISION OF PINELAND BANK	http://www.psbbaxley.com	PEOPLES STATE BANK & TRUST, A DIVISION OF PINELAND BANK	http://csbbanks.com	PINELAND STATE BANK, A DIVISION OF PINELAND BANK		CITIZENS STATE BANK, A DIVISION OF PINELAND BANK									http://www.aebalma.com	
6141																																						0	0	0	0	0	false	0	0	0	0	0	0	37	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																													
6329																																						0	1592	0	0	0	true	0	880	3	422	0	287	461	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.abbank.com	
7009																																						0	0	0	0	0	false	0	0	0	0	0	0	3522	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bessemertrust.com	
7045																																						0	104	0	0	0	true	0	0	0	74	0	30	1723	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.banktpb.com	
7072																																						791	0	0	194	12000	true	597	0	0	0	0	0	242	0	194	0	false	0	0	0	9000	0	3000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	true										www.wallkill.com																www.wallkill.com	
7157																																						0	0	0	0	0	true	0	0	0	0	0	0	232	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	www.statebankbr.com	
7456																																						0	0	4223	0	4223	true	0	0	0	0	0	0	399	0	0	0	false	0	0	0	4223	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankofhartington.com	
7634																																						0	406	900	0	900	false	0	0	0	0	0	406	407	0	0	0	false	0	0	0	900	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												THEFOURCOUNTYBANK.COM	
8033																																						0	932	0	0	15100	true	0	43	0	37	852	0	1289	0	0	0	true	0	0	0	13100	2000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												WWW.THEFRIENDLYBANK.COM	
8462																																						0	0	0	0	0	true	0	0	0	0	0	0	894	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.perrytonbank.com	
8631																																						0	101	0	0	0	true	0	0	0	101	0	0	1188	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												pcbsm.com	
9357																																						0	0	44029	0	44029	true	0	0	0	0	0	0	4	0	0	0	true	0	0	0	44029	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	www.fidelitybankmn.com	
9553																																						0	0	13578	0	42800	true	0	0	0	0	0	0	578	0	0	0	false	0	300	0	13578	823	5406	22593	9628	300	0	100	0	2380	400	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.adamscountybank.net	
9807																																						0	36376	120000	0	210000	true	0	18515	0	17268	593	0	2694	1	0	0	true	0	0	0	120000	90000	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.amboybank.com	
9955																																						0	82	11518	0	19385	true	0	0	0	82	0	0	2189	1	0	0	false	0	0	0	11518	1867	6000	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankkansas.com	
10250																																						0	1465	0	0	0	true	0	243	433	0	0	789	765	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.thebankofelkriver.com	
10849																																						0	9980	0	0	0	true	0	7393	1515	0	0	1072	1883	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.firststatebk.com	
11145																																						0	249	8934	0	16735	false	0	0	0	114	0	135	1512	1	0	0	false	0	0	0	8934	3939	2037	1825	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																		
11275																																						14640	2064	236700	31	236700	true	14609	1715	0	349	0	0	330	0	31	0	true	0	0	0	236700	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.pulaskibank.com	
11640																																						0	0	0	0	37500	true	0	0	0	0	0	0	9050	2	0	0	false	0	0	0	17500	20000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fnbclarksdale.com	
11837																																						0	620	0	0	7000	true	0	620	0	0	0	0	770	1	0	0	false	0	0	0	0	7000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.farmbk.com	
12030																																						0	3190	0	0	0	true	0	271	1628	645	0	646	1929	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.fnbalma.com	
12142																																						0	0	0	0	0	true	0	0	0	0	0	0	356	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.clevelandstatebank.com	
12179																																						0	0	0	0	1243	true	0	0	0	0	0	0	375	0	0	0	false	0	0	0	0	500	0	743	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										www.amsavingsbank.com	
12311	603220	71336	600100	165316	5920351	true	422280	194497	9	167399	15624	true	0	1084452	600100	1011	2689	3807	0	1333894	2862152	1112579	4119	352593	0	0	0	0	0	0	0	158	0	0	0	0	0					5920351			5722	183	34110	156	31165								0										0		true	true			0	0	0	24888	35078	627	0	0	0						0	0	0	0	0											1	3022	46354	0	www.pawsbanking.com		www.steeltownbanking.com		www.detroitlionsbanking.com		www.coltsbanking.com		www.bluejacketsbanking.com		www.monstersbanking.com		www.clippersbanking.com	www.aueglebanking.com	www.bulldogbanking.com	www.goldenflashesbanking.com	www.Huntington.com	
12647																																						0	451	0	0	0	true	0	451	0	0	0	0	3377	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.PORTAGECOUNTYBANK.COM	
12656																																						0	206	0	0	0	true	0	0	0	206	0	0	429	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.mybankathome.com	
12937																																						0	0	0	0	2500	true	0	0	0	0	0	0	10714	4	0	0	false	0	0	0	2500	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.oakbank.com	
12946																																						1762	1425	20000	0	21495	true	1762	701	0	372	0	352	4689	3	0	0	true	0	0	0	20000	259	1059	177	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	62	1103	0																	www.myfarmers.bank	
12955																																						0	0	0	0	326	true	0	0	0	0	0	0	873	1	0	0	false	0	0	0	0	0	326	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bankofnebraska.com	
13103																																						5747	296	35625	0	86287	true	5747	0	0	296	0	0	2798	1	0	0	false	0	0	0	35625	50000	56	606	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bristolcountysavingsbank.com	
