"IDRSSD"	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH270	RCONH271	RCONH272	RCONH273	RCONH274	RCONH275	RCONH276	
1669																																																																																																																															284179	2894	0	951	155510	10845	10497	348	0	38630	0	38630	0	0	11972	56541	0	0	0	0	0	0	0	0	0	0	0	16941	48	135	131	14192	22517	95654	75314	92787	0	0	0	0	0	0	0	0	0	0	0	0	164	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	4252	2126	0	0	0	2126	22517	95654	75314	96287	0	19131	37657	96287	154559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
1856																																																																																																																															105999	574	0	0	52851	36898	3581	33317	0	0	0	0	0	0	14257	12319	0	5006	873	0	873	0	0	0	0	0	0	3225	28	1465	0	1634	17882	48061	11290	28351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10608	5304	0	0	0	5304	17882	48061	11290	33721	0	9612	5645	33721	52851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2040																																																																																																																															194606	2821	0	1027	143368	4562	2728	1834	0	0	0	0	0	0	7393	32639	921	1516	2513	0	2513	0	0	0	0	0	0	10244	0	0	0	9926	17122	36986	31420	111366	231	231	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14083	7042	0	0	0	7042	17122	36986	31420	118707	0	7397	15710	118707	142341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2161																																																																																																																															157341	1090	0	0	105612	21237	2319	18918	0	0	0	0	0	0	614	16139	731	0	336	0	336	0	0	0	0	0	0	8974	0	0	0	8974	2933	35393	43331	76867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1464	732	732	0	0	0	5144	35393	43331	76867	0	7079	21666	76867	105612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2376																																																																																																																															4110028	28565	0	0	3653618	28519	14166	14353	0	327591	594	311956	0	15041	1639	39300	0	0	0	0	0	0	0	0	0	0	0	212271	5	28083	1107	169280	21408	393692	352066	3354276	0	0	0	0	0	0	66	33	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	181611	181611	181611	0	0	0	16039	8020	0	0	0	8020	203019	414591	352066	3368462	0	82918	176033	3368462	3653618	18024	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2554																																																																																																																															15059	150	0	0	13228	2063	0	2063	0	250	0	0	250	0	0	0	843	915	0	0	0	0	0	0	0	0	0	782	0	0	0	396	0	2063	1422	11334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2063	1422	11662	0	413	711	11662	13228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2732																																																																																																																															585342	4851	0	0	462989	82522	57192	25330	0	0	0	0	0	0	0	73526	0	300	0	0	0	0	0	0	0	0	0	8935	174	546	169	6934	57366	99402	56594	374577	262	262	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57935	28968	0	0	0	28968	57366	99402	56594	412200	0	19880	28297	412200	462989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
2750																																																																																																																															60200	866	0	245	50527	2115	1204	911	0	0	0	0	0	0	314	3699	300	0	255	0	255	0	0	0	0	0	0	3421	3	299	5	3041	1919	5787	3456	44899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	5787	3456	44899	0	1157	1728	44899	50282	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0		3769	754	0	0	0	0	
3252																																																																																																																															202716	4307	0	2731	126115	4609	2071	2538	0	0	0	0	0	0	19032	55539	5311	81	10600	0	10600	0	0	0	0	0	0	6256	90	590	58	5518	22687	78055	5633	97905	370	370	0	0	0	370	266	133	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	83	0	0	0	83	22687	78055	5633	100218	0	15611	2817	100218	123384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
3458																																																																																																																															52815	399	0	0	42200	2354	835	1519	0	4779	100	4190	90	399	357	4060	0	0	117	0	117	0	0	0	0	0	0	1342	325	121	0	749	1617	10007	6187	35135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	306	0	0	0	306	1617	10007	6187	36220	0	2001	3094	36220	42200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	
