"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													296	0	147	0	0	51	0	0	45	104	0	0	0	RESERVE FOR BONUSES			
242													16	0	0	0	0	0	0	0	16	0	0	0	0				
279													806	0	338	0	50	131	0	0	66	402	0	123	0	ATM Settlement Account			
354													3	0	0	0	0	0	0	0	3	0	0	0	0				
457													114	0	0	0	0	0	0	0	14	100	0	0	0				
505													5196	0	1077	1872	0	719	0	0	33	2121	93	0	0	Deferred service fee FCC			
1155													1852	0	1445	0	0	0	0	0	70	337	0	1376	0				
1351													532	0	30	0	0	30	0	0	189	313	0	0	0	atm cardholder in process			
1454													1383	0	980	0	0	0	0	0	61	342	0	868	0				
1557													24	0	3	0	0	0	0	0	21	0	0	0	0				
1669													395	0	111	0	0	0	0	0	72	212	0	111	0				
1829													1239	0	89	0	0	0	0	0	707	443	0	0	0				
1856													95	0	0	0	0	0	0	0	65	30	0	0	0				
2040													480	0	129	0	0	0	0	0	93	258	0	0	0				
2161													2569	0	1421	0	0	0	0	0	24	1124	0	1421	0				
2376													40235	0	15314	0	0	0	0	0	357	24564	0	13600	1439				
2554													23	0	6	0	0	0	0	0	17	0	0	0	0				
2732													2163	265	711	0	70	0	0	0	114	1338	0	51	0				
2750													245	82	82	0	0	0	0	0	18	135	10	0	0				
3177													9109	0	7586	0	397	0	0	0	5	1518	0	6821	0				
3252													254	0	6	0	0	0	0	0	96	152	0	0	0				
3458													110	0	9	2	0	0	0	0	15	84	0	0	0				
3720													1837	0	0	0	0	0	0	0	28	1809	0	0	0				
3971													20858	0	11134	0	0	5000	0	0	271	9176	277	0	0	Voluntary remediation payable			
4156													594	0	231	46	63	0	0	0	107	210	0	60	0				
4231													539	0	0	0	0	0	0	0	198	341	0	0	0				
4437													1038	0	541	0	0	352	0	0	35	315	147	0	0	ACCUMULATED POST RETIREMENT BENEFIT OBLIGATION			
4839													904	0	0	0	0	0	0	0	152	752	0	0	0				
5069													6340	0	1113	0	783	330	0	0	435	4592	200	0	0	Deferred Income			
5135													2049	0	723	0	0	69	0	0	152	1174	0	643	0	ATM Clearing			
5210													8640	0	5007	0	0	1414	0	0	518	3030	85	1925	0	Deferred Director Fees			
5461													3163	0	2308	0	108	326	1	0	4	506	345	1873	0	ACCTS PAYABLE ACCRUAL	SUSPENSE LIABILITIES		
5751													1686	0	1333	43	0	528	0	0	28	282	0	695	0	Post Retirement Benefits Payable			
6039													274	0	17	0	0	0	0	0	70	187	0	0	0				
6141													82	0	0	5	0	0	0	0	18	59	0	0	0				
6329													3006	0	1929	296	461	0	0	0	171	610	0	1450	0				
7009													7226	0	5	86	0	0	0	0	3	7132	0	0	0				
7045													504	0	0	3	0	0	0	0	43	458	0	0	0				
7072													3776	0	2697	0	0	0	0	0	1	1078	0	2244	0				
