"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK167	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCFDK212	RCFDK267	RCFNK289	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK167	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK212	RCONK256	RCONK267	RIADG377	
1557																																																																																0	8684	0		22793			9249	595	0	0	54905	0	0	0	7618	0	98	20932	115	485	168	885	5685	282	11971	10015	3283	7985	8759	5262								0	0			0	0	685	0	901	2340			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		14699		0	15							0	990	0	0	0	0	0			0	0	0	0			0	0	1035			0	0	0		
1669																																																																																0	27	107		3155			8854	0	0	3494	93772	0	0	0	52195	1588	24732	8278	200	299	457	1234	27839	21884	3232	5028	8354	9493	13434	1827								0	0			0	0	177	145	10080	3360			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	82							0	4936	0	0	0	0	0			0	0	0				0	0	5572			0	0	0		
1829																																																																																0	0	8297	0	0	22704	0	22704	9665	0	0	279073	430	12148	0	103749	9814	14348	29501	583	1744	5885	8531	45412	41197	24075	3099	26779	29934	55763	34768		0	0	0		0	0	663	335	0		0	0	1301	3889	24266	82256	0	12148	0			0	494																							0	0	0	0	0	0	0	0	0	0	0	0	0	53053	109	0	109							0	54	0	0	0	0	0	0	0	0	0	0	0			0	0	253			0	0	0	0	
1856																																																																																4704	3043	4753		454			11196	0	0	0	43321	0	1285	0	4017	0	3960	3685	1	76	3078	248	518	96	102	3511	14060	20044	1587	0								0	0			0	0	0	4719	349	8441			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		6113		0	3							0	152	0	0	0	0	0			0	0	0				0	0	205			0	0	0		
2040																																																																																0	2527	11406		6953			24507	1246	0	1125	123549	0	0	0	22084	523	366	17884	1610	1952	5625	5363	4465	1842	20387	5777	26690	28938	13230	4133								0	0			0	0	826	3492	31299	16208			0			1359	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	26378		0	19							0	135	0	356	0	1265	3462			453	0	0				0	0	1199			0	49	453	0	
2161																																																																																0	17	0		11106			16956	0	0	0	75900	0	0	0	37035	71	29369	22464	1874	7448	6277	11822	8046	1568	4431	8711	10033	9245	6316	129								282	6			0	0	276	0	2414	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	34							0	3010	0	0	0	0	0			0	0	0	0			0	0	4693			0	0	0	0	
2376																																																																																0	0	1034046	0	0	18014	0	18014	3923	0	0	2767603	0	0	12671	191477	3975	23436	39120	5758	10853	21786	7100	36914	108142	16585	24978	126150	186836	2038556	173084		0	0	0		0	0	0	0	0		0	0	0	7099	64518	1444395	0	0	0			0	384																							0	0	0	0	0	0	0	0	0	0	0	0	0	2317177	50	0	50							0	0	0	0	0	0	410	0	0	0	0	0	0			0	0	106			0	0	0	0	
2554																																																																																0	1967	0		1425			1789	0	0	344	6282	0	0	0	267	0	136	3132	95	0	2	41	16	0	3423	194	513	1388	496	0								0	0			0	0	0	0	93	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		3209		0	56							0	182	0	0	0	0	0			0	0	0	0			0	0	159			0	0	0		
2732																																																																																0	221	98835	0	0	35589	0	35589	8283	0	0	351876	328	0	0	24319	383	6701	29494	7767	2247	7145	6907	253	0	32169	36213	107132	150505	1837	0		0	0	0		0	0	0	0	0		0	0	16277	8429	59151	98946	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	188							0	1181	0	0	319	0	1586	0	0	0	0	0	0			0	0	402			0	0	0	0	
2750																																																																																0	7285	0		22362			2761	0	0	667	42836	0	0	0	4129	103	765	21954	161	130	1177	2630	31	0	16815	6638	8410	5223	1271	189								0	77			0	0	2396	0	1153	1113			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	13982		0	39							0	406	0	0	0	0	0			0	0	0	0			0	0	345			0	0	0	0	
3177																																																																																0	0	3012	0	0	8609	0	8609	32127	0	0	788665	0	0	0	624349	7948	77859	31953	4667	6671	8985	5982	127385	466988	30072	16606	18006	14973	25234	57327		0	0	0		0	0	0	5	0		0	0	21638	7430	53410	29696	0	0	0			3109	3532																							0	0	0	0	0	0	0	0	0	0	0	0		412268	0	0	0							0	0	0	0	0	250	0	187	0	0	0	0	0			0	0	441			0	187	0		
3252																																																																																0	24043	0		45479			9837	0	0	2020	94444	0	75	0	364	0	322	0	56	216	29	45	17	0	29149	46380	6832	7238	1145	1								0	0			0	0	0	915	0	5059			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	28915		0	437							0	1801	0	0	0	0	0			0	0	0	0			0	0	4414			0	0	0	0	
3458																																																																																0	9289	63		3473			3144	0	0	65	24515	0	0	0	4430	8	0	4011	182	705	735	2625	43	115	1549	1838	6208	8856	1334	282								0	0			0	0	0	140	1005	1354			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	925	0	0	0	0	0			0	0	0	0			0	0	619			0	140	0		
3720																																																																																0	10584	2258		9164			13418	3054	0	1938	139913	0	0	717	29949	868	837	30473	1647	3068	11138	10123	3670	150	9464	17649	31256	43806	7662	28								0	272			0	0	6690	3708	26523	24655			0			114	0																							0	0	0	0	0	0	0	0	0	0	0	0		40576		0	246							0	2319	96	0	0	0	161			0	0	0	0			0	0	4267			0	62	0		
3971																																																																																0	31710	38953	0	42389	60746	0	60746	25551	0	0	562725	0	32531	970	116409	7513	28054	71803	3056	11754	25399	18052	24767	30007	64551	43806	66437	137626	112809	15383		0	0	0		0	0	0	721	0		0	0	218	30761	47461	108916	0	32531	0			11853	1835																							0	0	0	0	0	0	0	0	0	0	0	0		113190	38	0	38							0	692	218	562	0	1303	1385	0	0	1510	0	0	0			0	0	18116			0	0	0		
4156																																																																																0	18071	18733		12005			18714	2682	0	0	160249	0	424	0	41053	1013	13284	41214	775	742	1876	3883	20185	13475	17586	25085	23086	13482	34644	5292								0	0			0	0	2612	8444	2500	32056			0			64	0																							0	0	0	0	0	0	0	0	0	0	0	0		54130		0	0							0	1009	0	0	0	0	0			0	0	0	0			0	0	933			0	0	0		
4231																																																																																0	7805	0		444			2952	0	0	1021	49815	0	0	0	9187	0	31	12588	355	864	1796	4879	1162	0	4317	7264	22826	4311	241	0								0	0			0	0	0	1390	8908	13299			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	29							0	561	0	0	0	0	0			0	0	0				0	0	4219			0	0	0	0	
4437																																																																																0	3938	440		860			19356	7381	0	3333	137139	0	0	0	45340	2792	39323	18457	1075	4168	29031	8217	929	834	27694	7818	20817	19816	7790	3219								0	1213			0	0	1021	13553	24097	12272			0			848	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	131050		0	0							0	160	0	1097	0	1018	0			66	0	0				0	0	1383			0	21	0	0	
4839																																																																																0	0	51935	0	0	4732	0	4732	6861	0	0	240357	0	0	0	31974	1702	478	82976	4377	8339	8141	8690	390	651	14283	55977	58166	68188	3128	0		0	0	0		0	0	0	303	0		0	0	5780	6462	73926	54667	0	0	0			725	586																							0	0	0	0	0	0	0	0	0	0	0	0		65538	829	0	829							0	248	0	0	9637	3975	870	0	0	0	0	0	0			0	0	938			0	0	0		
5069																																																																																0	0	595	0	0	3153	0	3153	736	0	0	312877	3464	0	0	37467	6599	0	222374	22410	9060	5997	0	0	0	46880	144502	57627	10456	0	0		0	0	0		0	0	0	0	10000		0	0	45066	41478	82780	98467	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		161985	0	0	0							0	0	0	0	0	9856	0	0	0	0	0	0	0			0	0	0			0	0	0		
5135																																																																																0	94332	4313	0	95194	27191	0	27191	0	0	8786	344713	0	0	0	47453	748	6101	199980	2016	7783	14358	18563	4526	127	94256	95925	75351	29067	2513	0		0	0	0		0	0	553	0	0		0	0	1893	7306	38415	7413	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	37128	74	0	74							0	3631	0	0	0	0	0	31	0	21	0	0	1			2	18	7411			0	31	1	0	
5210																																																																																0	24481	33765	0	896	43629	0	43629	59639	0	48510	826481	0	0	0	320112	31904	85673	34421	17628	33269	24523	17140	93169	134263	89303	29763	109769	98258	130737	45207		0	0	0		0	0	0	5373	0		0	0	7020	9901	94027	127341	0	0	0			286	429																							0	0	0	0	0	0	0	0	0	0	0	0	0	477868	7860	2350	7860							0	662	0	0	0	2419	4133	0	0	0	0	0	0			0	0	9011			0	0	0	0	
5461																																																																																0	23380	16894	0	9688	33029	0	33029	9498	0	0	307974	284	0	17363	32006	980	585	71123	473	2642	6904	7265	3352	10025	30404	37616	62977	77074	64972	198		0	0	0		0	0	0	132	0		0	0	672	7431	66664	88999	0	0	0			132	0																							0	0	0	0	0	0	0	0	0	0	0	0		178171	9420	0	9420							0	42	0	0	0	4796	0	0	0	0	0	0	0			0	0	9423			0	0	0		
5751																																																																																0	19192	7516		27778			26582	2029	0	176	134977	0	1684	0	22102	19	15644	27352	245	698	523	1772	8267	10577	9333	26177	7722	13032	30846	25657								0	39			0	0	1726	1096	10369	9218			0			0	0	106	1831	254	3781	12	569	5463	1074	0	12	852	107	1840	255	3800	12	572	5688	1157	0	12	876	0	0	0	0	0	0	0	0	0	0	0	0		16264		0	33							0	3460	0	117	0	893	0			0	0	0	0	30	30	0	0	1958	13	13	0	524	0		
6039																																																																																0	14768	1694		3279			4899	0	0	0	52410	36	0	0	6273	524	1624	13009	317	221	881	1914	2891	0	9062	7163	9972	6668	11454	829								513	80			0	0	188	249	5739	11290			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	546							0	985	0	0	0	0	619			0	0	0	0			0	0	1419			0	0	0	0	
