"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONFT17	RCONFT18	RCONFT19	RCONFT20	RCONFT21	RCONFT22	RCONHK18	RCONHK19	RCONK102	RCONK103	RCONK104	RCONK192	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
10250				false			false			false	false		false		false		false			false	false																	
10849				false			false			false	false		false		false		false			false	false																	
11145	0	0																											0	0	0	0						
11640				false			false			false	false		false		false		false			false	false																	
11837				false			false			false	false		false		false		false			false	false																	
12030				false			false			false	false		false		false		false			false	false																	
12142				false			false			false	false		false		false		false			false	false																	
12179				false			false			false	false		false		false		false			false	false																	
12311																																	0	0	4638	-47	0	
12647	0	0																											0	0	0	0						
12656				false			false			false	false		false		false		false			false	false																	
12937				false			false			false	false		false		true	44402	false			false	false																	
12946	0	0																											0	0	0	0						
13103	0	0																											0	0	0	0						
13251				false			false			false	true	6772	true	6006	true	12778	false			false	false																	
13457				false			false			false	false		false		false		false			false	false																	
14052				false			false			false	false		false		true	16319	false			false	false																	
14155	0	122		true	0	0	false			false	false		true	5228	true	5228	false			false	false																	
14650				false			false			false	false		false		false		false			false	false																	
14753				false			false			false	false		false		false		false			false	false																	
14865	1786	0		true	0	0	false			false	false		false		false		false			false	false																	
14977	0	0																											0	0	0	0						
16551	2284	0		true	0	0	false			false	false		true	6219	true	211513	false			false	false																	
16748	3	0		true	0	194	false			false	false		false		true	50096	false			false	false																	
17110	0	0																											0	0	0	0						
17147	908235	0																											0	0	0	0						
17259				false			false			false	false		false		false		false			false	false																	
17950				false			false			false	false		false		false		false			false	false																	
17978				false			false			false	false		false		false		false			false	false																	
18050				false			false			false	false		false		false		false			false	false																	
18135	0	238		true	0	0	false			false	false		false		false		false			false	false																	
18827	71000	0																											0	0	0	0						
18836				false			false			false	false		false		false		false			false	false																	
18854	0	0																											0	0	0	0						
19356				false			false			false	false		false		false		false			false	false																	
19936				false			false			false	false		false		false		false			false	false																	
19972				false			false			false	false		false		false		false			false	false																	
20053				false			false			false	false		true	6290	true	35850	false			false	false																	
20633				false			false			false	false		true	3400	true	58356	false			false	false																	
20857				false			false			false	false		false		false		false			false	false																	
21256				false			false			false	false		false		false		false			false	false																	
21359				false			false			false	false		false		false		false			false	false																	
21658	0	756																											0	0	0	0						
22048	3000	0		true	0	0	false			false	false		false		false		false			false	false																	
22543	1290	0																											0	0	0	0						
22552				false			false			false	false		false		false		false			false	false																	
22730				false			false			false	false		true	4690	false		false			false	false																	
22936				false			false			false	false		false		false		false			false	false																	
23456				false			false			false	false		false		false		false			false	false																	
23504	464641	0																											0	0	0	0						
23643				false			false			false	false		false		false		false			false	false																	
23755	362	1437		true	0	0	false			false	true	181838	true	169	true	181838	false			false	false																	
24006	0	12000																											0	0	0	0						
24378				false			false			false	false		false		false		false			false	false																	
24453				false			false			false	false		false		false		false			false	false																	
24659				false			false			false	false		false		false		false			false	false																	
24668	0	0																											0	0	0	0						
24949				false			false			false	false		false		true	166703	false			false	false																	
25357				false			false			false	false		false		false		false			false	false																	
25647	0	0																											0	0	0	0						
26176				false			false			false	false		false		true	376	false			false	false																	
26242				false			false			false	false		false		false		false			false	false																	
26457				false			false			false	false		false		false		false			false	false																	
26765				false			false			false	false		false		false		false			false	false																	
27070				false			false			false	false		false		false		false			false	false																	
27548	24904	0																											0	0	0	0						
27614				false			false			false	false		true	1677	true	37640	false			false	false																	
27847				false			false			false	false		false		false		false			false	false																	
28013	0	0																											0	0	0	0						
28152	21156	0																											0	0	0	0						
28255				false			false			false	false		false		false		false			false	false																	
28406	62846	1341874																											0	0	0	0						
28675	0	0																											0	0	0	0						
28732				false			false			false	false		false		false		false			false	false																	
29476				false			false			false	false		false		false		false			false	false																	
29636	0	0																											0	0	0	0						
29878	0	0																											0	0	0	0						
30052				false			false			false	false		true	2852	false		false			false	false																	
30502	79456	0																											0	0	0	0						
30650				false			false			false	false		false		false		false			false	false																	
30810																																	441692	0	211334			
31134	0	0																											0	0	0	0						
31255	0	0																											0	0	0	0						
31657				false			false			false	false		false		false		false			false	false																	
31826	0	0																											0	0	0	0						
31835				false			false			false	false		false		false		false			false	false																	
32234	70000	0		true	0	0	false			false	false		false		false		false			false	false																	
32766				false			false			false	false		false		false		false			false	false																	
32971				false			false			false	false		false		true	85337	false			false	false																	
33147	0	0																											0	0	0	0						
33259	0	0		true	0	0	false			false	false		false		false		false			false	false																	
33268	252	0																											0	0	0	0						
33370				false			false			false	false		false		false		false			false	false																	
33839				false			false			false	false		true	3299	false		false			false	false																	
33857	4012	0																											0	0	0	0						
34425	0	0																											0	0	0	0				0	0	
34434	1180	974		true	0	0	false			false	false		false		false		false			false	false																	
34452				false			false			false	false		false		false		false			false	false																	
34537	199243	0																											0	0	0	0				450	0	
34555	0	0																											0	0	0	0						
34742				false			true	9246	1422	false	false		true	10233	false		false			false	false																	
35057	1718	0																											0	0	0	0						
35301																																						
35570	2418575	0																											0	0	0	0						
35646				false			false			false	false		false		false		false			false	false																	
35879				false			false			false	false		false		true	28695	false			false	false																	
36456				false			false			false	false		false		false		false			false	false																	
36933				false			false			false	false		false		false		false			false	false																	
37051				false			false			false	false		false		false		false			false	false																	
37341				false			false			false	false		false		false		false			false	false																	
37435	8346	0																											0	0	0	0						
37640	19106	86180																											0	0	0	0				16	0	
37659	0	0																											0	0	0	0						
37949				false			false			false	false		false		false		false			false	false																	
38740				false			false			false	false		false		false		false			false	false																	
39327				false			false			false	false		false		false		false			false	false																	
39756	821	0																											0	0	0	0						
40033				false			false			false	false		false		false		false			false	false																	
40499	476026	0																											0	0	0	0				19640	0	
40855				false			false			false	false		true	1420	false		false			false	false																	
41245				false			false			false	false		false		false		false			false	false																	
41553				false			false			false	false		false		false		false			false	false																	
41629				false			false			false	false		false		false		false			false	false																	
41825	543	0																											0	0	0	0						
41937				false			false			false	false		true	89	true	28044	false			false	false																	
41955				false			false			false	false		false		false		false			false	false																	
42037				false			false			false	false		false		false		false			false	false																	
42354				false			false			false	false		false		false		false			false	false																	
42372				false			false			false	false		false		false		false			false	false																	
42420	978787	0																											0	0	0	0						
42448	0	0																											0	0	0	0						
42457				false			false			false	false		false		false		false			false	false																	
43052				false			false			false	false		false		true	28954	false			false	false																	
43351				false			false			false	false		false		false		false			false	false																	
43856				false			false			false	false		true	11250	false		false			false	false																	
43959				false			false			false	false		false		false		false			false	false																	
44040				false			false			false	false		false		false		false			false	false																	
44433	0	0																											0	0	0	0						
44741				false			false			false	false		false		true	73406	false			false	false																	
44750				false			false			false	false		false		false		false			false	false																	
44929	0	0																											0	0	0	0						
45038	0	0																											0	0	0	0						
45047				false			false			false	false		false		false		false			false	false																	
45056				false			false			false	false		false		false		false			false	false																	
45430				false			false			false	false		false		false		false			false	false																	
45458				false			false			false	false		true	130	true	130	false			false	false																	
45551	0	0																											0	0	0	0						
45560	0	0																											0	0	0	0						
45775				false			false			false	false		false		false		false			false	false																	
46053				false			false			false	false		true	44779	true	60112	false			false	false																	
46941				false			false			false	false		false		false		false			false	false																	
47247	54704	3200																											0	0	0	0				0	0	
47256				false			false			false	false		true	206	true	19642	false			false	false																	
47452				false			false			false	false		false		false		false			false	false																	
47500				false			false			false	false		true	23827	true	25037	false			false	false																	
48057				false			false			false	false		true	537	true	13417	false			false	false																	
48150				false			false			false	false		false		false		false			false	false																	
48374	0	0																											0	0	0	0						
48440	810	0		true	0	0	false			false	false		true	12495	true	69566	false			false	false																	
49054				false			false			false	false		false		false		false			false	false																	
49148				false			false			false	false		false		false		false			false	false																	
49241				false			false			false	false		false		false		false			false	false																	
49652				false			false			false	false		false		true	5554	false			false	false																	
49858				false			false			false	false		false		false		false			false	false																	
49951				false			false			false	false		false		false		false			false	false																	
50144				false			false			false	false		false		false		false			false	false																	
50461	0	0																											0	0	0	0						
50872				false			false			false	false		false		false		false			false	false																	
51253	0	0																											0	0	0	0						
51356	0	0																											0	0	0	0						
51459				false			false			true	false		false		false		false			false	false						1622	0								102	0	
51842	0	0																											0	0	0	0						
52719	0	0																											0	0	0	0						
52951				false			false			false	false		false		false		false			false	false																	
53051				false			false			false	false		false		false		false			false	false																	
53752				false			false			false	false		false		false		false			false	false																	
54049				false			false			false	false		false		true	57220	false			false	false																	
54058	0	355																											0	0	0	0						
54441				false			false			false	false		false		false		false			false	false																	
54656	0	0																											0	0	0	0						
54973	0	0																											0	0	0	0						
55336				false			false			false	false		false		false		false			false	false																	
55635				false			false			false	false		false		false		false			false	false																	
55653				false			false			false	false		false		false		false			false	false																	
55970				false			false			false	false		false		true	152786	false			false	false																	
56258				false			false			false	false		false		false		false			false	false																	
56351	0	0																											0	0	0	0				-8365	0	
56548	1907	0		true	0	0	false			false	false		false		true	145709	false			false	false																	
56557	100000	523359																											0	0	0	0						
56717				false			false			false	false		true	10299	true	118187	false			false	false																	
57040	0	0																											0	0	0	0						
57451				false			false			false	false		false		true	91624	false			false	false																	
58225				false			false			false	false		false		false		false			false	false																	
58243	475176	0																											0	0	0	0						
58355	2368	0		true	0	0	false			false	false		false		false		false			false	false																	
58551				false			false			false	false		false		false		false			false	false																	
58636				false			false			false	false		false		false		false			false	false																	
58757				false			false			false	false		false		false		false			false	false																	
58971	30931	0																											0	0	0	0						
59316	0	0																											0	0	0	0						
59352	0	0																											0	0	0	0						
59370				false			false			false	false		false		false		false			false	false																	
59754				false			false			false	false		false		false		false			false	false																	
60143																																						
60330	13031	0																											0	0	0	0						
60545	0	0																											0	0	0	0						
60554	0	0																											0	0	0	0						
60648				false			false			false	false		false		true	56324	false			false	false																	
61122	1642	0																											0	0	0	0						
61355	14970	0		true	0	0	true	22002	4863	false	false		false		true	549173	false			false	false																	
61476				false			false			false	false		true	16171	true	22963	false			false	false																	
61757	0	0																											0	0	0	0						
61832				false			false			false	false		false		false		false			false	false																	
61953				false			false			false	false		false		false		false			false	false																	
62044				false			false			false	false		false		true	1383	false			false	false																	
62110				false			false			false	false		false		false		false			false	false																	
62147				false			false			false	false		true	237	true	53297	false			false	false																	
62772	12825	0		true	0	0	false			false	true	2293	true	5472	true	1171	false			false	false																	
63050				false			false			false	false		false		false		false			false	false																	
63069																																						
63201				false			false			false	false		false		false		false			false	false																	
63573				false			false			false	false		false		true	49036	false			false	false																	
63733	0	0																											0	0	0	0						
63742	25369	0		true	0	0	false			false	false		true	1145	true	130985	false			false	false																	
63751	0	0																											0	0	0	0						
64150				false			true	14856	2743	false	false		false		false		false			false	false																	
64552	67701	0																											0	0	0	0						
64730				false			false			false	false		false		false		false			false	false																	
65205				false			false			false	false		true	729	true	729	false			false	false																	
65513																																						
65559	0	0																											0	0	0	0						
65746	0	10157																											0	0	0	0						
65858	22939	0																											0	0	0	0						
66154				false			false			false	false		false		false		false			false	false																	
66275				false			false			false	false		false		true	171	false			false	false																	
66677	8893	0																											0	0	0	0				25	0	
67142				false			false			false	false		false		true	918	false			false	false																	
67151	84884	0		true	0	0	false			false	false		false		false		false			false	false																	
67209	6076	0		true	0	4999	false			false	false		true	38575	true	45722	false			false	false																	
67254				false			false			false	false		false		false		false			false	false																	
67656	0	0																											0	0	0	0						
67870				false			false			false	false		false		true	977	false			false	false																	
68448				false			false			false	false		false		true	22621	false			false	false																	
68671				false			false			false	false		false		false		false			false	false																	
68756	1865	0																											0	0	0	0						
68831	0	0																											0	0	0	0						
68840	4955	1620		true	1620	4955	false			false	false		false		true	2999	false			false	false																	
69333	632	0																											0	0	0	0						
69678				false			false			true	false		false		true	177553	false			false	false						589	0								-74	0	
70058				false			false			false	false		false		false		false			false	false																	
70218	0	0																											0	0	0	0						
70414				false			false			false	false		false		true	126443	false			false	false																	
70638				false			false			false	false		false		false		false			false	false																	
70955				false			false			false	false		false		false		false			false	false																	
71073				false			false			false	false		false		false		false			false	false																	
71318	0	0																											0	0	0	0						
71457	3819	0		true	0	0	false			true	false		true	71322	true	13642	false			false	false						571	0								14	0	
71859				false			false			false	false		false		false		false			false	false																	
72258				false			false			false	false		false		false		false			false	false																	
72351				false			false			false	false		false		false		false			false	false																	
72454				false			false			false	false		false		false		false			false	false																	
72678				false			false			false	false		false		false		false			false	false																	
73116				false			false			false	false		false		true	909	false			false	false																	
73152				false			false			false	false		false		false		false			false	false																	
73554				false			false			false	true	7298	true	704	true	7981	false			false	false																	
73956				false			false			false	false		false		false		false			false	false																	
74056	0	0																											0	0	0	0						
74140	20178	0																											0	0	0	0						
74403	31047	0																											0	0	0	0						
74449				false			false			false	false		false		false		false			false	false																	
75053				false			true	6169	325	false	false		false		true	123142	false			false	false																	
75259	1772	0		true	0	0	true	25991	1772	false	false		false		true	213024	false			false	false																	
75446	1380	0		true	0	0	false			false	false		true	5833	true	12617	false			false	false																	
75455				false			false			false	false		false		false		false			false	false																	
75558				false			false			false	false		false		false		false			false	false																	
75633																																				0	16871	
75651				false			false			false	false		true	7833	false		false			false	false																	
76153	0	0																											0	0	0	0						
76443				false			false			false	false		false		true	34053	false			false	false																	
76854				false			false			false	false		false		false		false			false	false																	
77150	0	0																											0	0	0	0						
77253				false			false			false	false		false		false		false			false	false																	
77422				false			false			false	false		false		false		false			false	false																	
77851	49696	0																											0	0	0	0						
78157				false			false			false	false		false		false		false			false	false																	
78241				false			false			false	false		false		false		false			false	false																	
78559				false			false			false	false		false		false		false			false	false																	
79042	0	0																											0	0	0	0						
79127	0	0																											0	0	0	0						
79145	1032	0		true	0	0	false			false	false		true	14829	true	144956	false			false	false																	
79257				false			false			false	false		false		false		false			false	false																	
79855	3496	0		true	0	0	false			false	false		false		false		false			false	false																	
80150				false			false			false	false		false		false		false			false	false																	
80374				false			false			false	false		false		false		false			false	false																	
80431				false			false			false	false		false		false		false			false	false																	
80552				false			false			false	false		false		false		false			false	false																	
80936	0	0																											0	0	0	0						
81175	1777	0		true	0	0	false			false	false		true	35614	true	116710	false			false	false																	
81429				false			false			false	false		false		false		false			false	false																	
82033				false			false			false	false		false		false		false			false	false																	
82257				false			false			false	false		false		false		false			false	false																	
82350				false			false			false	false		false		false		false			false	false																	
82659	0	0																											0	0	0	0						
83151				false			false			false	false		false		false		false			false	false																	
83236				false			false			false	false		false		false		false			false	false																	
83375				false			false			false	false		false		true	2594	false			false	false																	
83638	981478	0	0																										0	0	0	0	0					
83834	0	0																											0	0	0	0						
83852				false			false			false	false		false		false		false			false	false																	
83955				false			false			false	false		false		false		false			false	false																	
84046				false			false			false	false		false		false		false			false	false																	
84541				false			true	13183	1302	false	false		false		false		false			false	false																	
84804				false			false			false	false		false		false		false			false	false																	
85052				false			false			false	false		false		false		false			false	false																	
85258				false			false			false	false		false		false		false			false	false																	
85454				false			false			false	false		false		false		false			false	false																	
85472	120190	0																											0	0	0	0						
85931				false			false			false	false		false		false		false			false	false																	
86349				false			false			false	false		false		false		false			false	false																	
86358	0	0																											0	0	0	0						
86554				false			false			false	false		false		false		false			false	false																	
86675				false			false			false	false		false		false		false			false	false																	
87047				false			false			false	false		false		false		false			false	false																	
87159				false			false			false	false		false		false		false			false	false																	
87234	0	59000		true	0	0	true	49426	22656	false	false		false		false		false			false	false																	
87476				false			false			false	false		false		true	577	false			false	false																	
87579	0	0																											0	0	0	0						
88231	274853	0																											0	0	0	0				-628	49	
88240				false			false			false	false		false		false		false			false	false																	
88259				false			false			false	false		false		false		false			false	false																	
88352	0	0																											0	0	0	0						
88455				false			false			false	false		true	1637	false		false			false	false																	
88950				false			false			false	false		false		false		false			false	false																	
89032	0	0																											0	0	0	0				0	0	
89135				false			false			false	false		false		false		false			false	false																	
89854				false			false			false	false		false		false		false			false	false																	
89957				false			false			false	false		false		false		false			false	false																	
90047				false			false			false	false		false		false		false			false	false																	
90177				false			false			false	false		false		true	1252	false			false	false																	
90328				false			false			false	false		false		false		false			false	false																	
90337	0	0																											0	0	0	0						
90579				false			false			false	false		false		false		false			false	false																	
91615	0	0																											0	0	0	0						
91754	0	0																											0	0	0	0						
91950				false			false			false	false		false		false		false			false	false																	
92144				false			false			false	false		false		false		false			false	false																	
92676	0	0																											0	0	0	0						
92706				false			false			false	false		true	11089	true	37264	false			false	false																	
92902				false			false			false	false		false		false		false			false	false																	
93244	610	0		true	0	0	false			false	false		true	3744	true	58320	false			false	false																	
93543	3483	0		true	0	0	false			false	false		false		true	82461	false			false	false																	
93619	0	0																											0	0	0	0						
93758	0	0																											0	0	0	0						
94139				false			false			false	false		false		false		false			false	false																	
94522				false			false			false	false		false		false		false			false	false																	
94755				false			false			false	false		false		false		false			false	false																	
94858				false			false			false	false		false		false		false			false	false																	
95051	14435	0																											0	0	0	0						
95677				false			false			false	false		true	9866	true	8247	false			false	false																	
96553	129	0		true	0	0	false			false	false		false		true	26416	false			false	false																	
97055				false			false			false	false		false		false		false			false	false																	
97279				false			false			false	false		false		false		false			false	false																	
97457				false			false			false	false		false		false		false			false	false																	
97804	36075	0		true	0	0	true	9869	1613	true	false		true	6889	true	67143	false			false	false						3734	2184								207	0	
97943	3142	0		true	0	0	false			false	false		true	1105	false		false			false	false																	
98351				false			false			false	false		false		false		false			false	false																	
98463	0	0																											0	0	0	0						
98717	0	0																											0	0	0	0						
99143	5877	0		true	0	0	false			false	false		false		false		false			false	false																	
99255	0	0																											0	0	0	0						
99376	122775	0																											0	0	0	0				-1086	0	
99442				false			false			false	false		false		false		false			false	false																	
99536				false			false			false	false		false		false		false			false	false																	
99853				false			false			false	false		false		false		false			false	false																	
100236				false			false			false	false		false		false		false			false	false																	
100357				false			false			false	false		false		false		false			false	false																	
100562	0	0																											0	0	0	0						
100777				false			false			false	false		false		false		false			false	false																	
100843	71279	0		true	0	0	false			false	false		true	4927	true	20864	false			false	false																	
101019																																				0	0	
101037	0	0																											0	0	0	0						
101439	0	0																											0	0	0	0						
101671	0	0																											0	0	0	0						
101738				false			false			false	false		false		false		false			false	false																	
101952				false			false			false	false		false		false		false			false	false																	
102155				false			false			false	false		false		false		false			false	false																	
102333				false			false			false	false		false		false		false			false	false																	
102342	70	0		true	0	0	false			false	false		true	38988	true	38988	false			false	false																	
102539				false			false			false	false		false		false		false			false	false																	
102557				false			false			false	false		true	127	false		false			false	false																	
102874	0	0																											0	0	0	0						
103134	0	0																											0	0	0	0						
103255	2484	0																											0	0	0	0						
103563				false			false			false	false		false		false		false			false	false																	
104234				false			false			false	false		false		false		false			false	false																	
104542				false			false			false	false		false		false		false			false	false																	
104971				false			false			false	false		false		false		false			false	false																	
105026				false			false			false	false		false		false		false			false	false																	
105222				false			false			false	false		false		false		false			false	false																	
105473	0	0	0																										0	0	0	0	0	0	0			
105530				false			false			false	false		false		false		false			false	false																	
106359	15000	0																											0	0	0	0						
106452				false			false			false	false		false		false		false			false	false																	
106676				false			false			false	false		false		false		false			false	false																	
107244	0	64355																											0	0	0	0						
107459				false			false			false	false		false		false		false			false	false																	
107570				false			false			false	false		false		true	111960	false			false	false																	
107758				false			false			false	false		false		false		false			false	false																	
108072				false			false			false	false		false		false		false			false	false																	
108269				false			false			false	false		false		false		false			false	false																	
108652				false			false			false	false		false		false		false			false	false																	
108746				false			false			false	false		false		false		false			false	false																	
108951	2264	0		true	0	0	true	23929	21923	false	false		true	25210	false		false			false	false																	
109136				false			false			false	false		false		false		false			false	false																	
109154				false			false			false	false		true	132	false		false			false	false																	
109453				false			false			false	false		false		false		false			false	false																	
109574				false			false			false	false		true	8201	true	10706	false			false	false																	
109659				false			false			false	false		false		true	48880	false			false	false																	
110413	512	0																											0	0	0	0						
110936				false			false			false	false		false		false		false			false	false																	
110945				false			false			false	false		false		false		false			false	false																	
110972	0	0																											0	0	0	0						
111157	0	0																											0	0	0	0						
111205	0	0		true	195	0	false			false	false		true	46773	true	95288	false			false	false																	
111661				false			false			false	false		false		false		false			false	false																	
111942	1805	0		true	0	0	false			false	false		true	128245	true	213738	false			false	false																	
111979				false			false			false	false		false		false		false			false	false																	
112163	10826	0																											0	0	0	0						
112332				false			false			false	false		false		false		false			false	false																	
112444				false			false			false	false		true	72650	true	145539	false			false	false																	
112510				false			false			false	false		false		false		false			false	false																	
112556				false			false			false	false		false		false		false			false	false																	
112837																																	135689	54165	0	0	0	
113003	0	0																											0	0	0	0						
113030				false			false			false	false		false		false		false			false	false																	
113441				false			false			true	false		true	21691	true	22393	false			false	false						84874	0								1334	0	
113601				false			false			false	false		false		false		false			false	false																	
113740	19683	0																											0	0	0	0						
113937	0	143		true	143	0	false			false	false		false		false		false			false	false																	
114149				false			false			false	false		false		false		false			false	false																	
114251				false			false			false	false		false		false		false			false	false																	
114260	36121	0																											0	0	0	0						
114457				false			false			false	false		false		false		false			false	false																	
114774	5537	0																											0	0	0	0						
114840	8492	0		true	0	0	false			false	false		false		false		false			false	false																	
114859				false			false			false	false		true	1838	true	1838	false			false	false																	
115100				false			false			false	false		true	60	true	92235	false			false	false																	
115146				false			false			false	false		false		false		false			false	false																	
115575				false			false			false	false		true	18660	true	39738	false			false	false																	
116358				false			false			false	false		false		false		false			false	false																	
116554				false			true	22628	3270	false	false		false		false		false			false	false																	
116741				false			false			false	false		false		false		false			false	false																	
117038	454	0																											0	0	0	0						
117074				false			false			false	false		false		true	992	false			false	false																	
117458	0	4334		true	0	0	false			false	false		false		false		false			false	false																	
117672				false			false			false	false		true	30299	true	47236	false			false	false																	
117775	0	0																											0	0	0	0						
118156				false			false			false	false		false		false		false			false	false																	
118660				false			false			false	false		false		true	12997	false			false	false																	
118736				false			false			false	false		false		false		false			false	false																	
119153	0	0																											0	0	0	0						
119528				false			false			false	false		false		true	30031	false			false	false																	
119779	8487	1740																											0	0	0	0						
119872				false			false			false	false		false		true	49058	false			false	false																	
120476				false			false			false	false		false		false		false			false	false																	
120542	0	0																											0	0	0	0						
120609	0	0																											0	0	0	0						
120953				false			false			false	false		false		false		false			false	false																	
121642	41833	0																											0	0	0	0						
121651				false			false			false	false		false		false		false			false	false																	
121679	42000	0		true	0	0	false			false	false		false		true	107204	false			false	false																	
121914				false			false			false	false		false		false		false			false	false																	
122153				false			false			false	false		false		false		false			false	false																	
122546				false			false			false	false		false		false		false			false	false																	
122854	103075	0																											0	0	0	0						
123075				false			false			false	false		false		true	874	false			false	false																	
123374	0	0																											0	0	0	0						
123646				false			false			true	false		false		true	143242	false			false	false						466	0								15	0	
124344	18023	0																											0	0	0	0						
124830				false			false			false	false		false		false		false			false	false																	
125154	0	0																											0	0	0	0						
125471	0	2078305																											0	0	0	0						
125855	7625	0		true	0	0	true	19530	3616	true	false		false		true	319351	false			false	false						2881	0								0	0	
125873				false			false			false	false		false		true	21069	false			false	false																	
125958				false			false			false	false		false		false		false			false	false																	
126012				false			false			false	false		false		false		false			false	false																	
126049				false			false			false	false		false		false		false			false	false																	
126375				false			false			false	false		false		false		false			false	false																	
126553	0	0																											0	0	0	0						
126740				false			false			false	false		false		true	173042	false			false	false																	
126834	0	0		true	0	0	false			false	false		false		true	103123	false			false	false																	
127055				false			false			false	false		true	73	true	42328	false			false	false																	
127224				false			false			false	false		true	617	false		false			false	false																	
128258				false			false			false	false		false		false		false			false	false																	
