"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													179		118	0					34	27	0						
242													15		0	0					15	0	0						
279													853	0	444	0	50	175	15	0	90	319	0	195	0	ATM Settlement	I Pay Bill Pay		
354													1		0	0					1	0	0						
457													46		0	0					9	37	0						
505													4235		1342	521					21	2259	92						
1155													2035		1634	0					104	297	0						
1351													308		50	0					139	119	0						
1454													1586		1339	0					48	199	0						
1557													30		17	0					13	0	0						
1669													524		89	0					58	377	0						
1829													1631	0	729	0	0	0	0	0	646	256	0	0	0				
1856													170		75	0					58	37	0						
2040													663		337	0					97	229	0						
2161													1890	0	1524	0	0	0	0	0	36	330	0	1524	0				
2376													68918	0	27761	0	0	0	0	0	787	40370	0	20450	6165				
2554													19		2	0					17	0	0						
2732													1958	265	770	0	59	0	0	0	83	1105	0	63	0				
2750													317	198	198	0	0	0	0	0	14	95	10	0	0				
3252													167		1	0					89	77	0						
3458													204		43	64					35	62	0						
3720													2304	0	0	0	0	0	0	0	31	2273	0	0	0				
3971													9709		4460	0					288	4671	290						
4156													605		437	0	127	115			100	68	0			Executive Deferred Incentive			
4231													198		0	0					97	101	0						
4839													1155		41	0					170	944	0						
5069													4959		1479	0					650	2200	630						
5135													2576		914	0					159	1503	0						
5210													8945	0	6606	0	0	2021	0	0	741	1547	51	2608	0	Deferred Director's Fees			
5461													5652	1220	4706	0					3	613	330	2571					
5751													1530		1315	22					45	148	0						
6039													705	0	227	0	0	123	0	0	201	277	0	0	0	ATM SUSPENSE			
6141													67		0	0					20	47	0						
6329													4412	0	2311	0	272	0	0	0	200	1901	0	1933	0				
7009													6150		0	65					186	5899	0						
7045													448	0	0	0	0	0	0	0	45	403	0	0	0				
7072													3575		2734	0					3	838	0						
