"IDRSSD"	RCONF066	RCONF067	RCONF068	RCONF069	RCONF070	RCONF071	RCONF072	RCONF073	RCONF670	RCONF671	RCONF672	RCONF673	RCONF674	RCONF675	RCONF676	RCONF677	RCONF678	RCONF679	RCONF680	RCONF681	RCONL191	RCONL192	RCONM288	RIADF184	RIADF560	
17464	16123	0	0	0	15325	0	3621	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	716	0	
17950																					CONF	CONF				
17978																					CONF	CONF				
18050																					CONF	CONF				
18135																					CONF	CONF				
18377																					CONF	CONF				
18827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
18836																					CONF	CONF				
18854																					CONF	CONF				
19356																					CONF	CONF				
19730	19915	0	14528	0	33126	0	11707	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	937	0	
19936																					CONF	CONF				
19972																					CONF	CONF				
20053																					CONF	CONF				
20633																					CONF	CONF				
20857																					CONF	CONF				
21256																					CONF	CONF				
21359																					CONF	CONF				
21630																					CONF	CONF				
21658																					CONF	CONF				
22048																					CONF	CONF				
22543																					CONF	CONF				
22552																					CONF	CONF				
22730																					CONF	CONF				
22936																					CONF	CONF				
23045																					CONF	CONF				
23456																					CONF	CONF				
23504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
23643																					CONF	CONF				
23755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
24006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
24378																					CONF	CONF				
24453																					CONF	CONF				
24659																					CONF	CONF				
24668																					CONF	CONF				
24855																					CONF	CONF				
24949																					CONF	CONF				
25357																					CONF	CONF				
25647																					CONF	CONF				
26176																					CONF	CONF				
26242																					CONF	CONF				
26457																					CONF	CONF				
26765																					CONF	CONF				
27070																					CONF	CONF				
27548	18109	0	0	0	16392	0	3014	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	481	0	
27614																					CONF	CONF				
27847																					CONF	CONF				
28013	269	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	-5	0	
28152																					CONF	CONF				
28255																					CONF	CONF				
28349																					CONF	CONF				
28406	8155	0	0	0	7401	0	1655	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	46	0	
28675																					CONF	CONF				
28732																					CONF	CONF				
29476																					CONF	CONF				
29636																					CONF	CONF				
29878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
30052																					CONF	CONF				
30502																					CONF	CONF				
30650																					CONF	CONF				
30810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
30874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	18	0	
31134																					CONF	CONF				
31255																					CONF	CONF				
31657																					CONF	CONF				
31826																					CONF	CONF				
31835																					CONF	CONF				
32234																					CONF	CONF				
32766																					CONF	CONF				
32971																					CONF	CONF				
33147																					CONF	CONF				
33259																					CONF	CONF				
33268																					CONF	CONF				
33370																					CONF	CONF				
33839																					CONF	CONF				
33857																					CONF	CONF				
34425																					CONF	CONF				
34434																					CONF	CONF				
34452																					CONF	CONF				
34537	35071	0	0	0	29791	0	21250	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	904	0	
34555																					CONF	CONF				
34742																					CONF	CONF				
34836																					CONF	CONF				
35057																					CONF	CONF				
35301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
35570	51629	0	0	0	52109	0	7431	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	666	1559	0	
35646																					CONF	CONF				
35842																					CONF	CONF				
35879																					CONF	CONF				
36456																					CONF	CONF				
36933																					CONF	CONF				
37051																					CONF	CONF				
37341																					CONF	CONF				
37435	11744	0	0	0	12572	0	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	638	0	
37640	26391	0	0	0	22039	0	10762	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	479	0	
37659																					CONF	CONF				
37743																					CONF	CONF				
37949																					CONF	CONF				
38740																					CONF	CONF				
39327																					CONF	CONF				
39756																					CONF	CONF				
40033																					CONF	CONF				
40350																					CONF	CONF				
40499	214743	248	52483	0	281998	79	63547	250	0	0	0	0	0	0	0	0	150	0	0	0	CONF	CONF	0	9179	0	
40855																					CONF	CONF				
41245																					CONF	CONF				
41553																					CONF	CONF				
41629																					CONF	CONF				
41825																					CONF	CONF				
41937																					CONF	CONF				
41955																					CONF	CONF				
42037																					CONF	CONF				
42354																					CONF	CONF				
42372																					CONF	CONF				
42420	18867	0	0	0	18090	0	5763	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	562	0	
42448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
42457																					CONF	CONF				
43052																					CONF	CONF				
43351																					CONF	CONF				
43856																					CONF	CONF				
43959																					CONF	CONF				
44040																					CONF	CONF				
44433																					CONF	CONF				
44741																					CONF	CONF				
44750																					CONF	CONF				
44929																					CONF	CONF				
45038																					CONF	CONF				
45047																					CONF	CONF				
45056																					CONF	CONF				
45430																					CONF	CONF				
45458																					CONF	CONF				
45551																					CONF	CONF				
45560	13074	0	0	0	11427	0	4313	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	414	0	
45775																					CONF	CONF				
46053																					CONF	CONF				
46941																					CONF	CONF				
47247	76204	0	0	0	69938	0	7641	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	1393	0	
47256																					CONF	CONF				
47452																					CONF	CONF				
47500																					CONF	CONF				
48057																					CONF	CONF				
48150																					CONF	CONF				
48374	24578	6	0	0	26669	6	3600	0	0	0	0	0	0	0	0	0	11	0	0	0	CONF	CONF	0	774	0	
48440																					CONF	CONF				
49054																					CONF	CONF				
49148																					CONF	CONF				
49241																					CONF	CONF				
49344																					CONF	CONF				
49643																					CONF	CONF				
49652																					CONF	CONF				
49821																					CONF	CONF				
49858																					CONF	CONF				
49951																					CONF	CONF				
50144																					CONF	CONF				
50461																					CONF	CONF				
50546																					CONF	CONF				
50854																					CONF	CONF				
50872																					CONF	CONF				
50957																					CONF	CONF				
51253																					CONF	CONF				
51356																					CONF	CONF				
51459																					CONF	CONF				
51842																					CONF	CONF				
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
52951																					CONF	CONF				
53033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	18	4	
53051																					CONF	CONF				
53752																					CONF	CONF				
54049																					CONF	CONF				
54058																					CONF	CONF				
54375	4146	0	0	0	3356	0	1015	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	-214	0	
54441																					CONF	CONF				
54656																					CONF	CONF				
54973	42175	0	0	0	43076	0	4631	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	72	1241	0	
55336																					CONF	CONF				
55635																					CONF	CONF				
55653																					CONF	CONF				
55970																					CONF	CONF				
56258																					CONF	CONF				
56351	9373	0	0	0	9984	0	2257	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	230	0	
56427																					CONF	CONF				
56548																					CONF	CONF				
56557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
56717																					CONF	CONF				
57040																					CONF	CONF				
57228																					CONF	CONF				
57451																					CONF	CONF				
58177																					CONF	CONF				
58207																					CONF	CONF				
58225																					CONF	CONF				
58243	163967	0	0	0	144613	0	40588	0	0	0	0	0	0	0	0	0	92	0	0	0	CONF	CONF	1808	3512	0	
58355																					CONF	CONF				
58551																					CONF	CONF				
58636																					CONF	CONF				
58757																					CONF	CONF				
58971	61917	111	0	0	53942	45	23631	97	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	1180	0	
59316																					CONF	CONF				
59352																					CONF	CONF				
59370																					CONF	CONF				
59754																					CONF	CONF				
60143	26340	0	0	0	25970	0	3867	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	231	0	
60330																					CONF	CONF				
60545																					CONF	CONF				
60554																					CONF	CONF				
60648																					CONF	CONF				
61122	1723	0	0	0	1657	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	80	0	
61177																					CONF	CONF				
61355	22820	0	0	0	23039	0	3309	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	61	775	0	
61476																					CONF	CONF				
61757																					CONF	CONF				
61832																					CONF	CONF				
61953																					CONF	CONF				
62044																					CONF	CONF				
62110																					CONF	CONF				
62147																					CONF	CONF				
62772																					CONF	CONF				
63050																					CONF	CONF				
63069	0	0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	-13	0	
63201																					CONF	CONF				
63573																					CONF	CONF				
63733																					CONF	CONF				
63742																					CONF	CONF				
63751																					CONF	CONF				
64150	11268	19	0	0	9776	27	3378	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
64543																					CONF	CONF				
64552																					CONF	CONF				
64730																					CONF	CONF				
65205																					CONF	CONF				
65241																					CONF	CONF				
65513																					CONF	CONF				
65559																					CONF	CONF				
65746	14362	0	0	0	13795	0	3885	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	408	0	
65858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
66154																					CONF	CONF				
66275																					CONF	CONF				
66677																					CONF	CONF				
67142																					CONF	CONF				
67151																					CONF	CONF				
67209																					CONF	CONF				
67254																					CONF	CONF				
67311	7843	0	0	0	8834	0	6552	0	0	0	0	0	0	0	0	0	142	0	0	0	CONF	CONF	2725	2336	0	
67656																					CONF	CONF				
67870																					CONF	CONF				
68448																					CONF	CONF				
68671																					CONF	CONF				
68756																					CONF	CONF				
68831																					CONF	CONF				
68840																					CONF	CONF				
68859																					CONF	CONF				
68943																					CONF	CONF				
69333	4495	0	0	0	4110	0	1241	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	83	0	
69678																					CONF	CONF				
70058																					CONF	CONF				
70218																					CONF	CONF				
70414																					CONF	CONF				
70638																					CONF	CONF				
70955																					CONF	CONF				
71073																					CONF	CONF				
71318																					CONF	CONF				
71457																					CONF	CONF				
71859																					CONF	CONF				
72258																					CONF	CONF				
72351																					CONF	CONF				
72454																					CONF	CONF				
72678																					CONF	CONF				
73116																					CONF	CONF				
73152																					CONF	CONF				
73554																					CONF	CONF				
73956																					CONF	CONF				
74056																					CONF	CONF				
74140	6748	0	0	0	6392	0	1187	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	322	0	
74159																					CONF	CONF				
74403	5832	0	0	0	6323	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	17	0	
74449																					CONF	CONF				
75053																					CONF	CONF				
75259	13897	0	0	0	16714	0	622	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	349	0	
75446																					CONF	CONF				
75455																					CONF	CONF				
75558																					CONF	CONF				
75633	205613	0	0	0	236517	0	90033	0	0	0	0	0	0	0	0	0	226	0	0	0	CONF	CONF	13030	10303	0	
75651																					CONF	CONF				
76153																					CONF	CONF				
76443																					CONF	CONF				
76854																					CONF	CONF				
77150																					CONF	CONF				
77253																					CONF	CONF				
77422																					CONF	CONF				
77851	12463	0	0	0	13721	0	1283	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	501	0	
78157																					CONF	CONF				
78241																					CONF	CONF				
78559																					CONF	CONF				
79042																					CONF	CONF				
79127																					CONF	CONF				
79145																					CONF	CONF				
79257																					CONF	CONF				
79855																					CONF	CONF				
80020																					CONF	CONF				
80150																					CONF	CONF				
80374																					CONF	CONF				
80431																					CONF	CONF				
80552																					CONF	CONF				
80936																					CONF	CONF				
81175																					CONF	CONF				
81429																					CONF	CONF				
82033																					CONF	CONF				
82257																					CONF	CONF				
82350																					CONF	CONF				
82659																					CONF	CONF				
83151																					CONF	CONF				
83236																					CONF	CONF				
83375	3874	0	0	0	2990	0	1972	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	76	0	
83638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
83834																					CONF	CONF				
83852																					CONF	CONF				
83955																					CONF	CONF				
84046																					CONF	CONF				
84251																					CONF	CONF				
84541																					CONF	CONF				
84804																					CONF	CONF				
85052																					CONF	CONF				
85258																					CONF	CONF				
85454																					CONF	CONF				
85472	10175	0	0	0	9784	0	2697	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	986	266	0	
85931																					CONF	CONF				
86349																					CONF	CONF				
86358																					CONF	CONF				
86554																					CONF	CONF				
86675																					CONF	CONF				
87047																					CONF	CONF				
87159																					CONF	CONF				
87177																					CONF	CONF				
87234																					CONF	CONF				
87476																					CONF	CONF				
87579																					CONF	CONF				
88231	222103	273	0	0	200702	98	89662	119	813	813	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	5899	0	
88240																					CONF	CONF				
88259																					CONF	CONF				
88352																					CONF	CONF				
88455																					CONF	CONF				
88530																					CONF	CONF				
88772																					CONF	CONF				
88950																					CONF	CONF				
89032																					CONF	CONF				
89135																					CONF	CONF				
89751																					CONF	CONF				
89854																					CONF	CONF				
89957																					CONF	CONF				
90047																					CONF	CONF				
90177																					CONF	CONF				
90328																					CONF	CONF				
90337																					CONF	CONF				
90579																					CONF	CONF				
90645																					CONF	CONF				
91101	19261	0	0	0	18455	0	2188	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	247	0	
91156																					CONF	CONF				
91615																					CONF	CONF				
91651																					CONF	CONF				
91754																					CONF	CONF				
91950																					CONF	CONF				
92144																					CONF	CONF				
92676																					CONF	CONF				
92706																					CONF	CONF				
92902																					CONF	CONF				
93244																					CONF	CONF				
93543																					CONF	CONF				
93619																					CONF	CONF				
93758																					CONF	CONF				
94139																					CONF	CONF				
94522																					CONF	CONF				
94755																					CONF	CONF				
94858																					CONF	CONF				
95051																					CONF	CONF				
95659																					CONF	CONF				
95677																					CONF	CONF				
96553																					CONF	CONF				
97055																					CONF	CONF				
97279																					CONF	CONF				
97457																					CONF	CONF				
97804	30316	0	0	0	22751	0	12436	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	231	0	
97943																					CONF	CONF				
98351																					CONF	CONF				
98463																					CONF	CONF				
98717																					CONF	CONF				
99143																					CONF	CONF				
99255																					CONF	CONF				
99376	18963	0	0	0	22809	0	2290	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	500	1497	0	
99442																					CONF	CONF				
99536																					CONF	CONF				
99853																					CONF	CONF				
100236																					CONF	CONF				
100357																					CONF	CONF				
100562	29141	0	0	0	32420	0	1873	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	1263	0	
100777																					CONF	CONF				
100843																					CONF	CONF				
101019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
101037																					CONF	CONF				
101439																					CONF	CONF				
101671																					CONF	CONF				
101738																					CONF	CONF				
101952																					CONF	CONF				
102155																					CONF	CONF				
102173																					CONF	CONF				
102333																					CONF	CONF				
102342																					CONF	CONF				
102539																					CONF	CONF				
102557																					CONF	CONF				
102874																					CONF	CONF				
103134																					CONF	CONF				
103255	36882	0	0	0	36177	0	3633	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	1261	0	
103563																					CONF	CONF				
104234																					CONF	CONF				
104542																					CONF	CONF				
104971																					CONF	CONF				
105026																					CONF	CONF				
105222																					CONF	CONF				
105473	3147	0	0	0	2683	0	1210	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	33	0	
105530																					CONF	CONF				
106359	6009	0	0	0	4727	0	2560	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	117	0	
106377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	1	0	
106452																					CONF	CONF				
106676																					CONF	CONF				
107244	56869	0	0	0	58650	0	10369	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	733	0	
107459																					CONF	CONF				
107570																					CONF	CONF				
107758																					CONF	CONF				
108072																					CONF	CONF				
108269																					CONF	CONF				
108652																					CONF	CONF				
108746																					CONF	CONF				
108951																					CONF	CONF				
109136																					CONF	CONF				
109154																					CONF	CONF				
109453																					CONF	CONF				
109574																					CONF	CONF				
109659																					CONF	CONF				
110413																					CONF	CONF				
110936																					CONF	CONF				
110945																					CONF	CONF				
110972																					CONF	CONF				
111157																					CONF	CONF				
111205	3862	0	0	0	2858	0	6485	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	151	0	
111661																					CONF	CONF				
111942	12190	0	0	0	12190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	320	0	
111979																					CONF	CONF				
112163	10772	0	0	0	9615	0	3867	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	181	0	
112332																					CONF	CONF				
112444																					CONF	CONF				
112510																					CONF	CONF				
112556																					CONF	CONF				
112837	402707	0	16232	0	453430	0	178193	0	0	0	0	0	0	0	0	0	3931	0	0	0	CONF	CONF	590989	-8702	-7192	
113003																					CONF	CONF				
113030																					CONF	CONF				
113441																					CONF	CONF				
113601																					CONF	CONF				
113740	20477	0	0	0	21345	0	2045	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	638	0	
113937																					CONF	CONF				
114149																					CONF	CONF				
114158																					CONF	CONF				
114251																					CONF	CONF				
114260	27595	0	0	0	31085	0	9519	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	699	0	
114457																					CONF	CONF				
114774																					CONF	CONF				
114840																					CONF	CONF				
114859																					CONF	CONF				
115100																					CONF	CONF				
115146																					CONF	CONF				
115575																					CONF	CONF				
116358																					CONF	CONF				
116554																					CONF	CONF				
116639																					CONF	CONF				
116732																					CONF	CONF				
116741																					CONF	CONF				
116871																					CONF	CONF				
117038																					CONF	CONF				
117074																					CONF	CONF				
117458																					CONF	CONF				
117672																					CONF	CONF				
117775																					CONF	CONF				
118156																					CONF	CONF				
118660																					CONF	CONF				
118736																					CONF	CONF				
119153																					CONF	CONF				
119528																					CONF	CONF				
119779	17282	0	0	0	16914	0	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	349	0	
119872																					CONF	CONF				
120476																					CONF	CONF				
120542																					CONF	CONF				
120609																					CONF	CONF				
120953																					CONF	CONF				
121642	39288	0	0	0	44229	0	10703	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	868	0	
121651																					CONF	CONF				
121679																					CONF	CONF				
121914																					CONF	CONF				
122153																					CONF	CONF				
122546																					CONF	CONF				
122573																					CONF	CONF				
122854	0	0	49898	0	43817	0	12299	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
123075																					CONF	CONF				
123374																					CONF	CONF				
123646	4128	0	0	0	5439	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	344	0	
124344																					CONF	CONF				
124830																					CONF	CONF				
125154																					CONF	CONF				
125471	114756	0	0	0	146852	0	34110	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	2251	3359	0	
125855	15757	0	0	0	13020	0	5205	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	503	0	
125873																					CONF	CONF				
125958																					CONF	CONF				
126012																					CONF	CONF				
126049																					CONF	CONF				
126375																					CONF	CONF				
126553	29746	0	0	0	25726	0	13235	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
126740																					CONF	CONF				
126834																					CONF	CONF				
127055																					CONF	CONF				
127224																					CONF	CONF				
127701																					CONF	CONF				
128258																					CONF	CONF				
128511																					CONF	CONF				
128904	58053	0	0	0	51745	0	21940	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	455	0	
129349																					CONF	CONF				
129358																					CONF	CONF				
129479																					CONF	CONF				
129732	566	0	0	0	370	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	17	0	
129853																					CONF	CONF				
129910	15559	0	0	0	14671	0	2860	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	164	0	
130345																					CONF	CONF				
130541	65616	0	0	0	63282	0	7917	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	2508	0	
130813																					CONF	CONF				
131034																					CONF	CONF				
131155																					CONF	CONF				
131173	14635	0	0	0	13055	0	1903	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	306	0	
131418	4407	0	0	0	4511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	107	0	
131436																					CONF	CONF				
131650	56872	0	0	0	55333	0	11407	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	508	1269	0	
131717																					CONF	CONF				
131940																					CONF	CONF				
132107																					CONF	CONF				
132152																					CONF	CONF				
132451																					CONF	CONF				
132554	16271	0	0	0	17416	0	628	0	1973	1391	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	268	0	
132778																					CONF	CONF				
132938																					CONF	CONF				
133579																					CONF	CONF				
133850	10447	0	0	0	10426	0	3311	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	309	0	
133971																					CONF	CONF				
134156																					CONF	CONF				
134437																					CONF	CONF				
134455																					CONF	CONF				
134848																					CONF	CONF				
135836																					CONF	CONF				
135854																					CONF	CONF				
136048																					CONF	CONF				
136338																					CONF	CONF				
136459																					CONF	CONF				
136655																					CONF	CONF				
137205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	
137447																					CONF	CONF				
137456																					CONF	CONF				
137559																					CONF	CONF				
137643																					CONF	CONF				
137652	139974	0	2425	0	140979	0	39109	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	218	6734	0	
137821																					CONF	CONF				
137915	4734	0	0	0	4438	0	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF	0	163	0	
138051																					CONF	CONF				
138257																					CONF	CONF				
138556																					CONF	CONF				
138725																					CONF	CONF				
139133																					CONF	CONF				
139478																					CONF	CONF				
