"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK087	RCFDK088	RCFDK089	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDL183	RCFDL184	RCFDL185	RCFDL186	RCFDL187	RCFDL188	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	RCONK055	RCONK056	RCONK057	RCONK058	RCONK059	RCONK060	RCONK061	RCONK062	RCONK063	RCONK064	RCONK065	RCONK066	RCONK067	RCONK068	RCONK069	RCONK070	RCONK071	RCONK087	RCONK088	RCONK089	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	
1557																																																																																																														0	0	0							693	1368	66	44	756	0	515	7	547	0	0	0	0	0	0	0	0	0				0	0	0	756	0	44	0	0	0	0	0	0	0	0	0		85	0	47	42	0	0			0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
1669																																																																																																														0	0	0							386	766	0				40	0	241	0	0	0	0	0	0	0	0	0				0	0	0	88	0	0	0	0	0	0	0	0	0	0	0		81	0	388	0	76	0			1	4				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
1829																																																																																																														34	0	3	0	0	0	0	0	0	5059	357	303	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	3	6	0	0	0	0	0	650	48	285	0	30	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	296	0	2181	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																														0	0	0							0	5013	0				152	0	0	0	0	0	4712	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	149	0	0	0			0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							4712	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2040																																																																																																														0	0	0							2326	838	152	0	0	0	234	0	215	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1414	0	549	59	0	0			265	0				0	0	0	0	0	46	0	0	0	0	361	290	0	0	835							0	0	1461	55	93	0	54	91	0	0	0	0																																		0	0	0	0	0	46	
2161																																																																																																														0	0	0							1880	1510	23	0	0	0	171	0	136	0	0	0	0	0	0	0	0	0				0	0	0	801	0	1742	0	0	0	0	0	0	0	0	0	0	2	0	468	11	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																														0	0	0	0	0	0	0	0	0	10284	1637	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	1094	41	688	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	20	0	706	0	0	363	8707	0	0	180	0	0	0	0	0	0	0	0	4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	
2554																																																																																																														0	0	0							102	119	80	0	0	0	22	68	0	0	0	0	0	0	0	0	0	0				0	0	0	40	0	0	0	0	0	0	0	0	0	0	0		102	0	0	0	0	0			0	0				0	0	0	0	0	0	34	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
2732																																																																																																														0	0	0	0	0	0	0	0	0	2660	5292	0	0	0	0	34	0	14	0	0	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	100	0	0	0	0	0	630	0	0	0	0	0	0	0	0	0	0	3255	1196	0	0	261	2030	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																														0	0	0							0	9	489	0	0	51	0	0	0	0	438	0	0	0	0	0	0	0				0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																														0	0	0							3117	3495	28	1896	2098	25	505	0	47	535	0	237	0	0	0	0	0	0				0	0	0	2098	25	1896	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0			0	0				0	0	0	0	0	535	0	0	0	0	0	267	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3458																																																																																																														0	0	0							3	585	52	0	0	0	98	2	3	0	0	0	0	0	0	0	0	0				0	0	0	13	50	0	0	0	0	0	0	0	0	0	0		0	0	216	0	0	0			0	0				208	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0																																		0	0	0	0	0	0	
3720																																																																																																														0	0	0							385	1212	23	0	0	0	126	0	0	0	0	52	0	0	0	0	0	0				4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	310	16	17	0	0	0	0	0				0	0	0	0	79	0	63	607	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	
3971																																																																																																														0	0	0							8367	2350	596	992	687	0	0	0	1000	666	596	0	0	0	0	0	0	0				6	0	0	687	0	992	0	0	0	0	0	0	0	0	0		4197	5	377	0	0	0			1427	0				0	0	0	0	0	492	0	0	0	0	0	1373	110	0	1193							110	0	4050	102	596	269	81	536	253	0	0	0																																		0	0	0	0	0	0	
