"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK167	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCFDK212	RCFDK267	RCFNK289	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK167	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK212	RCONK256	RCONK267	RIADG377	
1557																																																																							0	6359	0		19198			3386	0	0	0	34982	0	0	0	2687	0	0	11774	43	87	255	159	2143	0	1658	9986	2655	8120	9219	657								0	0		0	0	0	300	0	1517	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	3	0	0	0	0	0	0	0	525	0	0	0	0	0			0	0	0	0			0	0	1007			0	0	0		
1669																																																																							0	68	0		2228			6225	0	0	3227	81845	0	0	0	44770	1600	22180	6619	53	707	1084	914	23496	18386	2764	6666	7827	6035	12339	1140								0	0			0	0	608	244	8869	2130			0			0	23																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	237	0	0	0	0	0	0	0	6236	0	0	0	0	0			0	0	0				0	0	5403			0	0	0		
1829																																																																							0	0	11539	0	0	14823	0	14823	7360	0	149	252746	392	22081	0	92680	9306	15305	32077	1191	2364	3222	7418	42889	34876	23124	5398	33242	27973	45757	22074		0	0	0		0	0	816	599	0		0	0	407	0	32198	60857	0	22081	0			0	299																							0	0	0	0	0	0	0	0	0	0	0	0		17500	34	0	34	0	0	0	0	0	0	0	107	0	0	0	1542	0	0	0	0	0	0	0			0	0	182			0	0	0		
1856																																																																							0	7056	0		349			35140	0	0	0	66639	5	919	0	1077	0	938	1320	5	4	156	275	573	62	485	829	16233	27828	19802	380								0	0			0	0	0	4866	156	16569			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		14030		0	2	0	0	0	0	0	0	0	267	0	0	0	0	0			0	0	0				0	0	243			0	0	0		
2040																																																																							0	2737	9285		2122			15249	1392	0	13	117342	0	0	0	21422	622	1600	43975	3898	1768	10207	2358	1178	1383	21824	16486	28899	13053	12627	1028								3	0			0	0	946	4295	32840	24402			0			259	0																							0	0	0	0	0	0	0	0	0	0	0	0		28391		0	16	0	0	0	0	0	0	0	264	0	0	0	1647	0			0	0	0				0	0	1734			0	760	0		
2161																																																																							0	38	0		4700			15932	0	0	0	66075	0	0	0	33539	80	22089	21296	1692	8596	4754	6640	9057	2800	4266	6742	7054	7590	6708	173								338	0			0	0	930	0	2032	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	31	0	0	0	0	0	0	0	3895	0	0	0	0	0			0	0	0	0			0	0	4560			0	0	0		
2376																																																																							0	0	830501	0	0	10349	0	10349	5277	0	0	2188293	0	0	8314	147682	8267	21678	58389	4570	6017	12457	6784	42340	70624	28562	47082	93374	151048	1465323	230871		0	0	0		0	0	0	0	0		0	0	23227	19906	59696	1078280	0	0	0			376	4221																							0	0	0	0	0	0	0	0	0	0	0	0		1644169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4660	0	0	0	0	0	0			0	0	5108			0	0	0		
2554																																																																							0	1814	0		1737			760	0	0	0	5481	0	0	0	345	0	172	1403	64	0	115	52	0	114	3816	62	657	439	162	0								0	0			0	0	0	0	144	163			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	111	0	0	0	0	0	0	0	184	0	0	0	0	0			0	0	0	0			0	0	223			0	0	0		
2732																																																																							0	144	69320	0	0	33485	0	33485	6710	0	0	329299	212	5237	0	28613	582	13597	66020	6163	3505	4076	10339	3146	363	56418	34092	142841	22717	20156	1282		0	0	0		0	0	0	0	0		0	0	1826	7386	86831	86937	0	5237	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	365	0	365	0	0	0	0	0	0	0	1489	0	0	0	0	0	0	0	0	0	0	0			0	0	586			0	0	0		
2750																																																																							0	8770	410		23574			2074	77	0	756	41049	0	0	0	1565	132	250	22466	310	158	1005	92	0	0	19508	5018	6102	5324	1546	140								0	89			0	0	358	0	663	1338			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		16060		0	27	0	0	0	0	0	0	0	686	0	0	0	0	0			0	0	0	0			0	0	530			0	0	0		
3177																																																																							0	0	3945	0	0	7564	0	7564	32240	0	0	707430	0	0	0	551220	12868	61987	28941	3154	8757	11989	18098	116997	387768	34549	20150	34837	20561	20902	24135		0	0	0		0	0	0	7	0		0	0	14497	7859	43468	32877	0	0	0			1498	2803																							0	0	0	0	0	0	0	0	0	0	0	0		383556	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0			0	0	879			0	0	0		
3252																																																																							0	18820	0		32543			11633	0	0	3493	80958	0	71	0	539	0	281	0	119	236	53	39	81	0	23887	30350	17100	5171	1466	8								0	0			0	0	0	1178	0	6836			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		21741		0	87	0	0	0	0	0	0	0	1771	0	0	0	0	0			0	0	0	0			0	0	3987			0	0	0		
3458																																																																							0	4271	473		809			2998	0	0	233	14492	0	0	0	3176	13	0	4464	220	819	1197	693	76	171	2456	1929	3683	2152	811	164								0	0			0	0	0	0	686	878			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	523	0	0	351	0	54			0	0	0	0			0	0	432			0	164	0		
3720																																																																							138	10182	223		5708			15563	3206	0	3856	129733	0	0	1739	28374	1014	945	28952	1433	3615	7563	12362	2927	255	11989	14122	25166	42058	7251	50								0	238			0	0	671	7386	21829	24125			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		25829		0	199	0	0	0	0	0	0	0	2857	0	0	0	0	0			0	0	0	0			0	0	4164			0	0	0		
3971																																																																							0	29328	25770	0	35218	33589	0	33589	25577	0	31	467344	0	23149	0	117282	8252	26294	76236	10218	13638	22874	28386	14782	21494	33398	40709	89771	98200	72556	2737		0	0	0		0	0	0	634	0		0	0	339	27415	40606	58806	0	23149	0			15363	3025																							0	0	0	0	0	0	0	0	0	0	0	0		70881	21	10	21	0	0	0	0	0	0	0	324	232	1123	0	751	0	0	0	0	0	0	0			0	0	40993			0	0	0		
4156																																																																							0	15756	9062		9429			15668	1720	0	0	125385	0	729	0	31686	1359	393	21298	306	1692	4294	1943	21863	1320	8721	18505	14718	23331	27731	435								0	0			0	0	1314	1261	6714	28956			0			141	0																							0	0	0	0	0	0	0	0	0	0	0	0		38021		0	0	0	0	0	0	0	0	0	879	0	17	0	0	0			3	0	0	0			0	3	852			0	0	0		
4231																																																																							0	11584	0		547			4414	0	0	207	61237	0	0	0	12378	0	0	23377	1379	3461	6480	492	220	0	5378	13508	22571	2536	1398	0								0	0			0	0	0	1415	9349	16054			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	22	0	0	0	0	0	0	0	921	0	0	0	0	0			0	0	0				0	0	4346			0	0	0		
4437																																																																							0	6690	523		849			9082	7078	0	323	131337	161	0	189	47401	3335	36191	26712	2290	9257	21334	7501	3358	1151	32181	10267	16621	11229	4816	210								0	1231			0	0	0	12465	29806	7887			0			490	440																							0	0	0	0	0	0	0	0	0	0	0	0		125117		0	447	0	0	0	0	0	0	0	646	0	2947	0	700	465			253	0	0				0	0	3735			0	241	0		
4839																																																																							0	0	50460	0	0	9409	0	9409	4448	0	0	230258	0	0	0	25628	1879	3973	91381	6219	5017	7468	5185	1391	0	45430	34899	64400	52617	2996	0		0	0	0		0	0	0	338	0		0	0	4321	8928	82048	40974	0	0	0			829	57																							0	0	0	0	0	0	0	0	0	0	0	0		68601	590	0	590	0	0	0	0	0	0	0	141	0	0	1543	905	717	0	0	0	0	0	0			0	0	1094			0	0	0		
5005																																																																							0	0	10101	0	0	2978	0	2978	4781	0	0	196938	0	0	0	101705	2589	30257	5477	2291	11094	5933	6960	14129	59729	9140	12370	20980	25630	24786	2108		0	0	0		0	0	0	70	0		0	0	263	3713	38092	32587	0	0	0			0	391																							0	0	0	0	0	0	0	0	0	0	0	0		75509	0	0	0	0	0	0	0	0	0	0	0	0	918	0	2104	0	465	0	0	0	0	0			0	0	59			0	465	0		
5069																																																																							0	0	7746	0	0	973	0	973	4075	0	0	321558	2254	0	0	26632	1508	7625	193593	1486	1598	15335	2860	0	0	132664	63352	49617	29951	7251	0		0	0	0		0	0	0	0	15000		0	0	13077	21821	209587	38393	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		116514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9789	1650	0	0	0	0	0	0			0	0	0			0	0	0		
5135																																																																							0	66655	2257	0	37014	28576	0	28576	0	0	0	250996	0	0	0	54766	1487	19643	155574	9363	23190	19758	585	1849	11	71637	51906	57444	7391	5130	2174		0	0	0		0	0	516	0	0		0	0	1571	9365	29737	8870	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		47183	0	0	0	0	0	0	0	0	0	0	3443	0	0	0	0	0	0	0	0	0	0	0			0	0	6739			0	0	0		
5210																																																																							0	18440	32521	0	1195	32806	0	32806	53130	0	9379	714823	0	0	0	304343	29808	102924	31224	21773	30473	31362	31594	89309	99217	100139	64405	72285	90859	45549	31532		0	0	0		0	0	0	4007	0		0	0	3912	16614	94694	97364	0	0	0			321	946																							0	0	0	0	0	0	0	0	0	0	0	0		72500	5624	0	5624	0	0	0	0	0	0	0	700	0	0	0	0	4494	0	0	0	0	0	0			0	0	10286			0	0	0		
5461																																																																							0	11754	4473	0	5730	38814	0	38814	15077	0	0	316198	234	0	27543	26502	1673	1608	79504	1481	2027	10090	8697	840	1224	39514	36483	74495	102594	22799	249		0	0	0		0	0	0	177	0		0	0	0	12755	91155	86691	0	0	0			0	239																							0	0	0	0	0	0	0	0	0	0	0	0		0	14991	0	14991	0	0	0	0	0	0	0	429	0	0	0	316	0	0	0	0	0	0	0			0	0	6211			0	0	0		
5751																																																																							0	14104	3853		23467			21366	619	0	305	112085	0	1131	0	20933	165	9461	20501	817	976	2643	602	7176	8673	12015	11885	14337	14039	24351	14094								0	32			0	0	839	1468	13614	4937			0			0	0	1423	4718	619	10431	125	3532	17535	14477	0	25	4079	1431	4741	623	10488	126	3547	17830	14948	0	25	4116	37231	37635	404	14419	14890	471	820	823	3	4435	4473	38		24054		0	91	0	0	0	0	0	0	0	2853	0	0	0	0	0			0	0	0	0	693	689	0	0	2308	84	85	0	0	0		
