"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
1557	0	0	0	0	0	0	8	4				0	117	4		2				0		0	0	0	0	0			0	0	0	0	0	0			111	0	0	0	0	0	0	0				0	0	0	4	
1669	0	0	0	0	0	0	10	0				1	18	1		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	17	8	
1829	0	0	0	0	0	0	0	0		0		0	6	0		0		0	0	0	0	0	0	0	0	0			6	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
1856	0	0	0	0	0	0	63	63				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2040	0	0	0	0	0	0	64	64				0	18	18		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2161	0	0	0	0	0	0	2	0				2	41	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	0	32	0	
2376	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2554	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2732	0	0	0	0	0	0	12	7		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	3	0	0	0	1	0	0		0	1	0	0	
2750	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	4	
3252	0	1	0	0	0	0	94	24				0	156	33		7				7		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	22	8				24	19	70	41	
3458	0	0	0	0	0	0	11	11				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				14	0	1	0	
3720	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
3971	0	0	0	0	0	118	284	15				0	550	2		33				33		0	0	0	0	3			0	0	35	18	207	40			0	4	8	2	0	0	0	6				0	0	260	83	
4156	0	0	0	0	0	0	4	2				0	21	0		0				0		0	0	0	0	0			0	0	2	0	21	0			0	0	0	0	0	0	0	0				0	0	0	0	
4231	0	2	0	0	0	0	11	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	6	0	3	
4839	0	0	0	0	0	0	1	0				0	414	12		0				0		0	0	0	0	0			0	0	0	0	180	0			0	0	0	0	218	0	0	0				0	0	4	1	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	0	0	0	0	0	0	19	0				1	148	120		7				7		1	0	0	0	0			8	0	15	0	4	0			0	0	0	0	0	0	0	0				9	3	0	0	
5210	0	0	0	0	0	0	80	1		0		5	129	0		40		0	0	0	0	0	0	0	0	0			0	0	2	8	17	0			0	0	0	0	0	0	0	61	0	0		0	0	72	3	
5461	0	0	0	0	0	0	6	0		0		0	2	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	3	0	0		0	0	2	3	
5751	0	0	0	0	0	0	35	13				0	29	0		0				0		0	0	0	0	0			0	0	0	0	29	0			0	0	0	0	0	21	0	0				0	1	0	0	
6039	0	0	0	0	0	0	5	0				0	26	0		0				0		0	0	0	0	0			0	0	0	0	0	0			21	0	0	0	0	0	0	0				0	0	5	5	
6141	0	0	0	0	0	0	11	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	11	
6329	0	0	0	0	0	0	537	71		0		0	2264	0		0		0	0	0	0	0	0	0	0	0			0	4	33	1	42	29			0	0	0	38	6	0	0	9	0	0		1850	278	337	103	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	13	0				0	131	0		0				0		0	0	0	0	0			0	2	1	0	81	0			0	0	0	0	0	0	0	0				50	9	0	1	
7072	0	0	0	0	0	0	0	0				0	55	0		0							0	0	0	0			0	0	0	0	55	0			0	0	0	0	0	0	0	0				0	0	0	0	
7157	0	0	0	0	0	0	1	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	1	0	0	
7456	0	0	0	0	0	0	0	0				0	39	37		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
7634	0	0	0	0	0	0	5	2				1	23	0		23							0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
8033	0	0	0	0	0	0	2	1				0	53	0		3							0	0	0	0			0	0	1	0	0	0			0	0	0	0	50	0	0	0				0	0	0	0	
8462	0	0	0	0	0	0	10	0				0	29	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				27	8	2	2	
8631	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9357	0	0	0	0	0	0	1	1		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
9553	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	0	0	0	246	5		0		1	167	0		0		0	0	0	0	0	0	0	0	0			0	0	10	0	139	27			0	100	1	109	0	0	0	21	0	0		0	0	0	0	
9955	0	0	0	0	0	0	3	2				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
10250	0	0	0	7	0	0	401	336				12	28	4		16				0		0	0	0	0	0			0	0	22	14	0	0			0	0	7	0	0	0	0	10				0	0	1	0	
10849	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	7	0				0	150	0		0							0	0	0	0			0	0	3	0	112	0			0	0	0	0	0	0	0	1				13	0	25	3	
11640	0	0	0	0	0	0	19	2				15	47	0		34				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	2	9	0	
11837	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	2	6	0	0	0	0	2148	107				85	505	80		44				0		0	0	0	0	0			0	0	683	81	153	0			0	0	6	50	71	1004	0	3				30	45	119	84	
12142	0	0	0	0	0	0	38	0				12	20	0		12							0	0	0	0			5	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	26	
12179	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
12311	20	0	478	169			30655		11420	0	0	1214	70790		0	6817	7811	0	0	0	0	11	1201	817	4262	2185	0	0	7546	497	2095	1272	5406	1424	0	5741	0	286	136	166	7665	1156	102	3329	0	0	73	17753	5793	5629	989	
12647	0	0	0	0	0	0	2	0				1	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	2	0	
12656	0	0	0	0	0	0	2	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	1	1	0	0				2	0	0	1	
12937	0	0	0	0	0	0	4	0				0	0	0		0							0	0	0	1			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12946	0	0	0	0	0	0	311	178		0		0	473	157		0		0	0	0	0	0	0	0	0	0			0	0	39	0	112	0			0	12	0	1	0	1	22	19	0	0		0	0	182	61	
12955	0	0	0	0	0	0	1	1				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
13103	0	0	0	0	0	0	33	0		0		0	114	34		0		0	0	0	0	0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0	0	0		61	29	19	2	
13251	0	0	0	0	0	0	111	109				0	1	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	20	2				13	98	0		18				9		9	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	67	2				13	3	0	0	
14650	0	0	0	0	0	0	2	0				0	102	7		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	82	0	0	0				0	0	13	2	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	120	0				0	0	0		0				0		0	0	0	0	0			0	0	8	12	0	0			0	0	0	1	0	99	0	0				0	0	0	0	
14977	0	0	0	0	0	0	7	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	7	0	0	
16551	0	0	0	0	0	0	303	302				0	17	7		0				0		0	0	0	9	0			0	0	0	0	1	0			0	0	0	0	0	0	0	0				0	1	0	0	
16748	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	19	0	0	0	0	1268	308		0		58	1465	632		103		0	0	103	0	58	0	0	66	19			0	0	89	129	117	242			6	0	0	0	116	32	30	513	0	0		83	54	70	47	
17259	0	0	0	0	0	0	0	0				0	4	0		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17464	0	9	0	0	0	0	612	319		0		167	544	118		41		0	0	0	0	0	0	2	0	23			6	8	5	23	48	0			0	0	0	5	30	1	0	1	0	0		0	8	301	43	
17950	0	0	0	0	0	0	7	4				0	112	84		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				14	0	14	0	
17978	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18050	0	0	0	0	0	0	8	2				0	45	0		0				0		0	0	0	0	0			0	0	0	0	30	0			0	0	0	0	0	0	0	0				2	0	13	6	
18135	0	0	0	0	0	0	9	0				0	28	20		0							0	0	0	0			0	0	0	7	0	6			0	0	0	0	0	0	0	0				0	0	2	2	
18377	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
18827	0	0	0	0	0	0	5	1		0		1	42	1		0		0	0	0	0	0	0	0	26	0			0	0	3	0	5	1			0	0	0	0	0	0	3	0	0	0		0	0	6	0	
18836	0	0	0	0	0	0	23	0				0	81	2		0							0	0	0	0			0	0	1	0	23	0			0	0	0	0	0	0	0	0				22	2	34	20	
18854	0	0	0	0	0	0	5	1		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	2	0	0	0	0		0	0	0	0	
19356	0	0	0	0	0	0	4	1				0	5	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	3	
19936	0	0	0	0	0	0	60	1				1	3	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	5	0	52	0	0				0	0	1	1	
19972	0	0	0	0	0	0	0	0				0	6	0		0							0	0	0	0			0	0	0	0	6	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20633	0	0	0	0	0	0	1	0				0	4	0		0							0	0	0	0			0	0	1	0	4	0			0	0	0	0	0	0	0	0				0	0	0	0	
20857	0	0	0	0	0	0	0	0				0	11	0		11				11		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21359	0	0	0	0	0	0	20	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	20	1	0	
21630	0	0	0	0	0	0	5	0				5	64	36		20							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				6	0	2	0	
21658	0	0	0	0	0	0	4	0				4	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22048	0	0	0	0	0	0	6	3				0	24	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				21	1	3	1	
22543	0	0	0	0	0	0	0	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	0	0	
22552	0	0	0	0	0	0	6	6				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22730	0	0	0	0	0	0	29	0				0	73	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	73	28	
22936	0	0	0	0	0	0	23	7				1	13	10		3				0		0	0	0	0	1			0	0	4	2	0	0			0	0	0	0	0	0	0	8				0	0	0	0	
23456	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
23504	0	0	0	0	0	0	9	7		0		0	95	95		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
23643	0	0	0	0	0	0	41	0				0	46	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				40	26	6	15	
23755	0	0	0	0	0	0	2	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	2	
24006	0	0	0	0	0	0	4	0		0		0	37	19		0		0	0	0	0	0	0	0	0	0			0	0	0	0	15	0			0	0	0	0	0	0	0	0	0	0		0	3	3	1	
24378	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	0	3	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24453	0	0	0	0	0	0	2	1				1	26	0		1							0	0	0	0			0	0	0	0	20	0			0	0	0	0	0	0	0	0				0	0	5	0	
24659	0	0	0	0	0	0	1	0				0	44	0		44				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24668	0	0	0	0	0	0	10	0		0		0	458	450		0		0	0	0	0	0	0	0	0	0			0	0	8	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	8	2	
24949	0	1	0	0	0	0	85	6				2	39	0		0				0		0	0	0	0	0			0	0	12	1	25	0			0	0	0	55	10	4	0	2				0	0	4	2	
25357	0	0	0	0	0	0	8	0				7	29	0		20				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	1	
25647	0	0	0	0	0	0	0	0				0	59	0		0							0	0	0	0			0	0	0	0	0	59			0	0	0	0	0	0	0	0				0	0	0	0	
26176	0	0	0	0	0	0	139	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	139	0	0				0	0	0	0	
26242	0	0	0	0	0	0	43	0				0	53	0		0				0		0	0	0	0	0			5	0	0	0	3	0			0	0	0	0	0	0	0	0				1	1	44	42	
26457	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	69	27				0	12	11		0				0		0	0	0	0	0			0	0	2	0	0	0			0	9	0	1	0	13	0	0				0	5	1	12	
27070	0	0	0	0	0	0	0	0				0	15	0		0				0		0	0	0	0	0			6	0	0	0	9	0			0	0	0	0	0	0	0	0				0	0	0	0	
27548	0	0	0	0	0	0	53	9		0		23	199	90		41		0	0	0	0	0	0	0	4	8			0	0	4	8	50	14			0	0	0	0	0	0	0	0	0	0		0	0	0	1	
27614	0	0	0	0	0	0	17	2				0	1	0		0				0		0	0	0	0	0			0	0	12	3	1	0			0	0	0	0	0	0	0	0				0	0	0	0	
27847	15	0	0	0	0	0	27	14				2	185	0		0				0		2	0	0	0	0			0	0	1	0	25	0			0	0	0	0	130	0	0	1				0	5	15	4	
28013	0	0	0	278	0	0	343	46		0		1	27	15		0		0	0	0	0	0	0	0	0	0			0	0	0	1	0	8			0	0	0	0	4	17	0	0	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28255	0	0	0	0	0	0	5	0				2	7	0		5				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	3	
28406	0	0	0	0	0	0	82	8		0		0	15	0		0		0	0	0	0	0	0	0	0	0			0	0	74	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	15	0	
28675	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			1	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
29476	0	0	0	0	0	0	13	1				0	3	0		0				0		0	0	0	0	0			0	0	9	0	3	0			0	0	0	0	0	0	0	0				0	0	0	3	
29636	0	0	0	0	0	0	34	1		0		0	84	68		0		0	0	0	0	0	0	0	0	0			2	8	8	0	4	0			0	2	0	2	0	0	0	0	0	0		0	3	10	10	
29878	0	0	0	0	0	0	10	0		0		0	24	0		0		0	0	0	0	0	0	0	0	0			0	0	10	0	24	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30502	0	0	0	0	0	0	42	15		0		12	215	31		25		0	0	0	0	0	0	0	29	0			0	0	0	8	0	0			0	0	0	0	0	0	101	0	0	0		0	2	29	5	
30650	0	0	0	0	0	0	1	1				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0	0	0	122425	358		0		0	608935	813		0		0	0	0	0	0	0	0	0	9			534344	113255	2	2	0	33	120315		0	0	0	0	0	0	0	0	0	0		0	0	73745	8799	
31134	0	0	0	0	0	0	14	0				0	17	0		0							0	0	0	0			0	0	7	0	0	0			0	0	0	0	0	0	0	0				0	1	17	6	
31255	0	0	0	0	0	0	2	1		0		1	2	0		2		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	3	2				0	23	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	2	0	0	1				0	0	21	0	
31826	0	0	0	0	0	0	325	0				0	96	28		8							0	0	0	0			0	0	3	0	36	0			0	0	0	0	0	13	0	302				3	1	21	6	
31835	0	0	0	0	0	0	26	2				2	7	1		0				0		2	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	6	19	
32234	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32766	0	0	0	0	0	0	0	0				0	16	16		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
32971	0	0	0	0	0	0	28	1				0	81	0		0							0	0	0	1			0	0	17	0	62	3			0	0	0	0	0	0	0	0				0	1	16	8	
33147	0	0	0	0	0	0	8	0		0		1	45	0		0		0	0	0	0	1	0	0	0	1			0	0	0	0	0	35			0	2	0	0	0	0	0	0	0	0		10	2	0	2	
33259	0	0	0	0	0	0	2	2				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
33268	0	0	0	0	0	0	1	0				1	4	0		4				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33370	0	0	0	0	0	0	0	0				0	123	0		0							0	0	0	0			0	0	0	0	123	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	6	3		0		1	648	570		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	3	0	0	0	0	0		41	1	34	1	
34425	0	0	0	0	0	0	80	0		0		0	139	0		0		0	0	0	0	0	0	0	16	0			0	0	2	5	0	0			0	0	71	0	45	71	0	0	0	0		0	0	7	2	
34434	0	0	0	0	0	0	23	0				0	284	275		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	9	23	
34452	0	0	0	0	0	0	0	0				0	19	0		0							0	0	0	0			0	0	0	0	19	0			0	0	0	0	0	0	0	0				0	0	0	0	
34537	0	12	0	5	0	0	409	47		0		0	551	170		0		0	0	0	0	0	0	0	122	12			0	0	78	38	0	0			0	3	0	66	0	5	0	85	0	0		90	12	169	46	
34555	504	44	0	0	0	0	50	0				1	519	0		0				0		1	0	0	0	0			0	0	0	0	13	0			0	0	0	0	0	0	0	1				1	1	1	3	
34742	0	0	0	0	0	0	1	1				0	8	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	8	0	
35057	0	0	0	0	0	0	3	0				0	6	0		0				0		0	0	0	0	0			0	0	0	2	0	0			0	0	0	0	0	0	0	0				0	0	6	1	
35301	0	0	0	0			0		0	0	0	0	301		0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
