"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAKW00	RCFAKW03	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAKW00	RCOAKW03	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
1669																																																																	50797	2164	2164	17.0353%	29.4653%	28.2101%	48633	172396	285483	144	0			21.4653%				47033	285483	1600	28.2101%	1	0	48777	0	0	0	144	0	0	0	0		0	0	48633	0	0	0	0	0	0	48633	0	0	0	0	0	0	0	0	0	2164	0	0	0	0										
1856																																																																	14830	576	576	13.3069%	27.9095%	26.8255%	14254	53136	107117	62	0			19.9095%				120	107215	14232	26.8255%	1	0	14414	98	0	0	62	0	0	0	0		0	0	14254	0	0	0	0	0	0	14254	0	0	0	0	0	0	0	0	0	576	0	98	0	0										
2040																																																																	26299	1847	1847	12.6698%	17.9355%	16.6759%	24452	146631	192994	170	0			9.9355%				19779	192994	4750	16.6759%	1	0	24699	0	0	0	247		0	0	0		0	0	24452	0	0	0	0	0	0	24452	0	0	0	0	0	0	0	0	0	1847	0	0		0										
2161																																																																	18062	1376	1376	10.1820%	16.4173%	15.1666%	16686	110018	163877	251	0			8.4173%				14583	163877	2103	15.1666%	1	0	16937	0	0	0	251	0	0	0	0		0	0	16686	0	0	0	0	0	0	16686	0	0	0	0	0	0	0	0	0	1376	0	0	0	0										
2376																																																																	514278	28596	28596	11.8997%	14.1516%	13.3647%	485682	3634072	4081461	-546	0			6.1516%				437330	4081461	48353	13.3647%	1	0	485137	0	0	0	-159		-95	-291	0		0	0	485682	0	0	0	0	0	0	485682	0	0	0	0	0	0	0	0	0	28596	0	0		0										
2732																																																																	101289	5018	5018	16.0160%	21.9641%	20.8759%	96271	461158	601091	353	0			13.9641%				91594	602203	5789	20.8759%	1	0	97736	0	1112	0	353	0	0	0	0		0	0	96271	0	0	0	0	0	0	96271	0	0	0	0	0	0	0	0	0	5018	0	1112	0	0										
2750																																																																	7841	549	549	11.7484%	17.8525%	16.6025%	7292	43921	62068	-130	0			9.8525%				445	62068	7015	16.6025%	1	0	7330	0	0	0	-130	168	0	0	0		0	0	7292	0	0	0	0	0	0	7292	0	0	0	0	0	0	0	0	0	549	0	0	0	0										
3252																																																																	28982	1605	1605	13.9427%	23.1506%	21.8685%	27377	125189	196353	248	0			15.1506%				26877	196353	500	21.8685%	1	0	27625	0	0	0	248	0	0	0	0		0	0	27377	0	0	0	0	0	0	27377	0	0	0	0	0	0	0	0	0	1605	0	0	0	0										
3458																																																																	5480	356	356	9.2369%	12.7662%	11.9368%	5124	42926	55473	22	0			4.7662%				3923	55473	1201	11.9368%	1	0	5146	0	0	0	22		0	0	0		0	0	5124	0	0	0	0	0	0	5124	0	0	0	0	0	0	0	0	0	356	0	0		0										
3720																																																																	41984	1725	1725	14.4496%	24.1861%	23.1924%	40259	173587	278616	348	0			16.1861%				19259	278616	21000	23.1924%	1	0	40607	0	0	0	348	0	0	0	0		0	0	40259	0	0	0	0	0	0	40259	0	0	0	0	0	0	0	0	0	1725	0	0	0	0										
3971																																																																	96886	1776	1793	12.0939%	13.5315%	13.2811%	95093	716005	786290	1124	0			5.5315%				1654	793776	100925	13.2811%	1	0	103703	360	7123	3	1124	0	0	0	0		0	0	95093	0	0	0	0	0	0	95093	0	0	0	0	0	0	0	0	0	1793	0	7486	17	0										
4156																																																																	23473	1686	1686	9.8178%	14.9373%	13.8644%	21787	157144	221914	26	0			6.9373%				15713	223697	7857	13.8644%	1	0	23596	1783	0	0	26	0	0	0	0		0	0	21787	0	0	0	0	0	0	21787	0	0	0	0	0	0	0	0	0	1686	0	1783	0	0										
4231																																																																	18502	576	576	16.2666%	40.4743%	39.2142%	17926	45713	110201	4	0			32.4743%				5337	110212	12600	39.2142%	1	0	17941	0	0	11	4	0	0	0	0		0	0	17926	0	0	0	0	0	0	17926	0	0	0	0	0	0	0	0	0	576	0	11	0	0										
5069																																																																	204900	5082	5082	43.5148%	50.9780%	49.7136%	199818	401938	459195	2690	0			42.9780%				191191	459195	8629	49.7136%	1	0	202510	0	0	0	2690	2	0	0	0		0	0	199818	0	0	0	0	0	0	199818	0	0	0	0	0	0	0	0	0	5082	0	0	0	0										
5135																																																																	78932	4808	4808	15.0955%	20.5386%	19.2875%	74124	384311	491033	-145	0			12.5386%				50125	492075	25042	19.2875%	1	0	75022	1042	0	0	-144	0	0	0	0		0	0	74124	0	0	0	0	0	0	74124	0	0	0	0	0	0	0	0	0	4808	0	1042	0	0										
5210																																																																	177090	14138	14138	9.8495%	14.9975%	13.8002%	162952	1180793	1654414	-6292	-7238			6.9975%				126301	1658676	48151	13.8002%	1	0	168160	10275	1225	0	946		0	-7238	0		0	0	162952	0	0	0	0	0	0	162952	0	0	0	0	0	0	0	0	0	14138	0	11500		0										
5461																																																																	71085	6176	6176	10.2370%	14.3908%	13.1405%	64909	493961	634060	1725	0			6.3908%				58708	634159	6300	13.1405%	1	0	66733	0	99	0	1725		0	0	0		0	0	64909	0	0	0	0	0	0	64909	0	0	0	0	0	0	0	0	0	6176	0	99		0										
5751																																																																	36469	1968	1968	17.1050%	23.1767%	21.9260%	34501	157352	201701	848	0			15.1767%				26343	202895	9352	21.9260%	1	0	36543	1089	105	0	848	0	0	0	0		0	0	34501	0	0	0	0	0	0	34501	0	0	0	0	0	0	0	0	0	1968	0	1194	0	0										
6039																																																																	34155	2735	2735	11.1661%	15.6290%	14.3775%	31420	218536	281387	95	0			7.6290%				383	281387	31037	14.3775%	1	0	31515	0	0	0	95	0	0	0	0		0	0	31420	0	0	0	0	0	0	31420	0	0	0	0	0	0	0	0	0	2735	0	0	0	0										
6329																																																																	86784	8808	8808	9.5824%	12.3845%	11.1275%	77976	700748	813741	279	0			4.3845%				38959	814724	40000	11.1275%	1	0	79238	0	0	983	279	0	0	0	0		0	0	77976	0	0	0	0	0	0	77976	0	0	0	0	0	0	0	0	0	8808	0	983	0	0										
7009																																																																	82456	0	0	9.2191%	23.3051%	23.3051%	82456	353811	894405	365	0			15.3051%				81404	894405	1052	23.3051%	1	0	82821	0	0	0	365		0	0	0		0	0	82456	0	0	0	0	0	0	82456	0	0	0	0	0	0	0	0	0	0	0	0		0										
7045																																																																	23451	1239	1239	10.3861%	23.6888%	22.4373%	22212	98996	213863	532	0			15.6888%				19787	213863	2425	22.4373%	1	0	22744	0	0	0	532	0	0	0	0		0	0	22212	0	0	0	0	0	0	22212	0	0	0	0	0	0	0	0	0	1239	0	0	0	0										
7072																																																																	32635	2092	2092	9.7001%	14.7843%	13.8366%	30543	220741	314874	-100	0			6.7843%				33322	321713	4060	13.8366%	1	0	37282	3707	910	2222	-89		0	-11	0		0	0	30543	0	0	0	0	0	0	30543	0	0	0	0	0	0	0	0	0	2092	0	6839		0										
7456																																																																	10030	842	842	9.4576%	12.4154%	11.3731%	9188	80787	97149	99	0			4.4154%				2188	97149	7000	11.3731%	1	0	9287	0	0	0	99	0	0	0	0		0	0	9188	0	0	0	0	0	0	9188	0	0	0	0	0	0	0	0	0	842	0	0	0	0										
7634																																																																	10662	621	621	14.3036%	21.6897%	20.4264%	10041	49157	70199	60	0			13.6897%				1781	70199	8260	20.4264%	1	0	10101	0	0	0	60	0	0	0	0		0	0	10041	0	0	0	0	0	0	10041	0	0	0	0	0	0	0	0	0	621	0	0	0	0										
8033																																																																	41875	1395	1395	14.0033%	19.8847%	19.2223%	40480	210589	289075	24	0			11.8847%				32480	289075	8000	19.2223%	1	0	40504	0	0	0	24		0	0	0		0	0	40480	0	0	0	0	0	0	40480	0	0	0	0	0	0	0	0	0	1395	0	0		0										
8462																																																																	25161	952	952	13.3773%	33.1127%	31.8598%	24209	75986	180971	547	0			25.1127%				23509	180971	700	31.8598%	1	0	24756	0	0	0	547	0	0	0	0		0	0	24209	0	0	0	0	0	0	24209	0	0	0	0	0	0	0	0	0	952	0	0	0	0										
8631																																																																	7535	425	425	10.8175%	19.7127%	18.6009%	7110	38224	65727	20	0			11.7127%				5810	65727	1300	18.6009%	1	0	7130	0	0	0	20	0	0	0	0		0	0	7110	0	0	0	0	0	0	7110	0	0	0	0	0	0	0	0	0	425	0	0	0	0										
9357																																																																	62404	4397	4397	12.2790%	13.6800%	12.7161%	58007	456168	472410	165	0			5.6800%				37041	506605	55161	12.7161%	1	0	92367	28667	5528	0	165	0	0	0	0		0	0	58007	0	0	0	0	0	0	58007	0	0	0	0	0	0	0	0	0	4397	0	34195	0	0										
9553																																																																	18012	1210	1210	9.9232%	14.2587%	13.3008%	16802	126323	169321	-205	0			6.2587%				14702	169321	2100	13.3008%	1	0	16597	0	0	0	-92	0	0	0	-113		0	0	16802	0	0	0	0	0	0	16802	0	0	0	0	0	0	0	0	0	1210	0	0	0	0										
9807																																																																	401166	25620	25620	16.4779%	19.6499%	18.3950%	375546	2041571	2279092	2815	0			11.6499%				243274	2279092	132272	18.3950%	1	0	378361	0	0	0	2815		0	0	0		0	0	375546	0	0	0	0	0	0	375546	0	0	0	0	0	0	0	0	0	25620	0	0		0										
9955																																																																	21659	1276	1276	13.3864%	21.3211%	20.0650%	20383	101585	152266	145	0			13.3211%				17250	152266	3133	20.0650%	1	0	20528	0	0	0	145	0	0	0	0		0	0	20383	0	0	0	0	0	0	20383	0	0	0	0	0	0	0	0	0	1276	0	0	0	0										
10250																																																																	44186	3100	3100	9.4400%	14.8168%	13.7773%	41086	298215	435231	1221	0			6.8168%				8586	435231	32500	13.7773%	1	0	42307	0	0	0	1221	0	0	0	0		0	0	41086	0	0	0	0	0	0	41086	0	0	0	0	0	0	0	0	0	3100	0	0	0	0										
10849																																																																	26571	1479	1479	9.6779%	18.9819%	17.9253%	25092	139981	259271	-32	0			10.9819%				11630	261201	15391	17.9253%	1	0	26989	694	0	1235	-32		0	0	0		0	0	25092	0	0	0	0	0	0	25092	0	0	0	0	0	0	0	0	0	1479	0	1930		0										
11145																																																																	27275	2499	2499	9.5082%	12.9488%	11.7624%	24776	210637	260574	181	0			4.9488%				11226	261024	14000	11.7624%	1	0	25407	450	0	0	181	0	0	0	0		0	0	24776	0	0	0	0	0	0	24776	0	0	0	0	0	0	0	0	0	2499	0	450	0	0										
11640																																																																	51870	3449	3449	13.7555%	18.8034%	17.5531%	48421	275854	352011	846	0			10.8034%				5926	352011	42495	17.5531%	1	0	49267	0	0	0	846	0	0	0	0		0	0	48421	0	0	0	0	0	0	48421	0	0	0	0	0	0	0	0	0	3449	0	0	0	0										
11837																																																																	15456	693	693	14.6438%	27.9186%	26.6668%	14763	55361	100814	105	0			19.9186%				2763	100814	12000	26.6668%	1	0	14868	0	0	0	105	0	0	0	0		0	0	14763	0	0	0	0	0	0	14763	0	0	0	0	0	0	0	0	0	693	0	0	0	0										
12030																																																																	66009	3424	3424	16.3054%	24.7212%	23.4388%	62585	267014	383829	3	0			16.7212%				61985	383829	600	23.4388%	1	0	62588	0	0	0	3	0	0	0	0		0	0	62585	0	0	0	0	0	0	62585	0	0	0	0	0	0	0	0	0	3424	0	0	0	0										
12142																																																																	28056	1732	1732	11.3109%	19.3490%	18.1545%	26324	145000	232732	-2018	0			11.3490%				9424	232732	16900	18.1545%	1	0	24306	0	0	0	338		0	-2356	0		0	0	26324	0	0	0	0	0	0	26324	0	0	0	0	0	0	0	0	0	1732	0	0		0										
12179																																																																	7942	118	118	17.9614%	29.1932%	28.7594%	7824	27205	43560	-2	0			21.1932%				7824	43560	0	28.7594%	1	0	7822	0	0	0	-2	0	0	0	0		0	0	7824	0	0	0	0	0	0	7824	0	0	0	0	0	0	0	0	0	118	0	0	0	0										
12311	11755775	874903	1295401	9.9331%	13.6047%	12.1056%	10460374	86409550	105308658	-258542	0			5.6047%			2628696	107473217	9119145	11.0905%	0	11489299	1891260	234358	30136	19368		53108	-229510	-101509		8805	0	9583283	0	0	0	0	0	0	9583283	780000	0	97091	877091	0	877091	420498	0	0	1295401	0	2164559		0																															1																																													
12647																																																																	18923	1072	1072	11.2876%	18.2819%	17.2462%	17851	103507	158147	0	0			10.2819%				1292	158894	17306	17.2462%	1	0	18598	0	747	0	0	0	0	0	0		0	0	17851	0	0	0	0	0	0	17851	0	0	0	0	0	0	0	0	0	1072	0	747	0	0										
12656																																																																	2071	123	123	10.8675%	21.2672%	20.0041%	1948	9738	17925	0	0			13.2672%				1499	17936	460	20.0041%	1	0	1959	0	0	11	0	0	0	0	0		0	0	1948	0	0	0	0	0	0	1948	0	0	0	0	0	0	0	0	0	123	0	11	0	0										
12946																																																																	161325	16313	16313	9.0212%	12.3901%	11.1372%	145012	1302052	1607463	1143	0			4.3901%				100319	1622527	59757	11.1372%	1	0	161219	14164	900	0	1143		0	0	0		0	0	145012	0	0	0	0	0	0	145012	0	0	0	0	0	0	0	0	0	16313	0	15064		0										
13103																																																																	288433	16237	31747	11.9050%	13.5401%	12.0498%	256686	2130218	2156113	19847	6595			5.5401%				242999	2183958	34519	12.0498%	1	0	297365	8106	13144	0	26024	0	0	-6595	0		0	0	256686	0	0	0	0	0	0	256686	0	0	0	0	0	0	0	0	0	31747	0	21250	15510	0										
13251																																																																	5937	410	410	11.4093%	18.1316%	16.8794%	5527	32744	48443	9	0			10.1316%				3527	48443	2000	16.8794%	1	0	5536	0	0	0	9	0	0	0	0		0	0	5527	0	0	0	0	0	0	5527	0	0	0	0	0	0	0	0	0	410	0	0	0	0										
13457																																																																	6248	93	93	26.1226%	53.9971%	53.1933%	6155	11571	23562	14	0			45.9971%				253	23562	5902	53.1933%	1	0	6169	0	0	0	14	0	0	0	0		0	0	6155	0	0	0	0	0	0	6155	0	0	0	0	0	0	0	0	0	93	0	0	0	0										
14155																																																																	25871	2502	2502	10.4401%	12.9571%	11.7040%	23369	199667	223838	213	0			4.9571%				23033	223838	336	11.7040%	1	0	23582	0	0	0	213	0	0	0	0		0	0	23369	0	0	0	0	0	0	23369	0	0	0	0	0	0	0	0	0	2502	0	0	0	0										
14650																																																																	5196	403	403	12.6605%	16.2532%	14.9926%	4793	31969	37858	0	0			8.2532%				4383	37948	500	14.9926%	1	0	4883	90	0	0	0	0	0	0	0		0	0	4793	0	0	0	0	0	0	4793	0	0	0	0	0	0	0	0	0	403	0	90	0	0										
14753																																																																	5487	356	1333	9.3523%	19.3518%	14.6505%	4154	28354	44417	29	0			8.6505%				2577	44417	1577	14.6505%	1	0	4183	0	0	0	29	0	0	0	0		0	0	4154	0	0	0	0	0	0	4154	0	0	0	0	0	0	977	0	0	1333	0	0	0	0										
14865																																																																	46694	4117	4117	9.6261%	10.6277%	9.6906%	42577	439363	442309	219	0			2.6277%				31469	444312	13111	9.6906%	1	0	44799	0	1687	316	219	0	0	0	0		0	0	42577	0	0	0	0	0	0	42577	0	0	0	0	0	0	0	0	0	4117	0	2003	0	0										
14977																																																																	10240	548	548	20.1690%	23.4588%	22.2034%	9692	43651	48054	0	0			15.4588%				9692	48054	0	22.2034%	1	0	9692	0	0	0	0	0	0	0	0		0	0	9692	0	0	0	0	0	0	9692	0	0	0	0	0	0	0	0	0	548	0	0	0	0										
16551																																																																	40195	3043	3043	11.8108%	15.8506%	14.6506%	37152	253587	314560	799	0			7.8506%				19797	317205	20000	14.6506%	1	0	40596	2433	212	0	799		0	0	0		0	0	37152	0	0	0	0	0	0	37152	0	0	0	0	0	0	0	0	0	3043	0	2645		0										
