"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RIADG377	
1669																																																																0	1193		4248			12720	0		2289	139513	0	0	0	69339	2334	43438	17203	824	2590	390	1213	25227	38711	7096	9411	6996	15328	17172	13968				0	0			0	0	3735	72	21850	4400			0			0	571														0	0	0	0	0		0	95							0	8029	0	0	0	0	0			0	0		0	0	9209	0		
1856																																																															2459	389	2642		510			3258	0		264	39099	1	174	0	11666	18	11166	7179	2255	89	1037	6967	835	483	15249	3243	4766	1229	304	0				0	0			0	0	0	7839	14	5736			0			0	0														10656	0	0	0	0		0	1							0	139	0	0	0	0	0			0	0		0	0	3991	0		
2040																																																															0	3729	9812		5419			25384	1299		725	134043	0	0	0	19007	607	3258	19261	605	2386	5295	3583	6095	669	19365	7545	37309	23993	23511	3184				0	5			0	0	415	2832	34348	29423			0			111	265														119266	0	0	0	942		0	27							0	191	0	0	0	384	0			447	0		0	0	820	0		
2161																																																															0	7704	8143		7529			13226	0		0	106169	0	0	0	41332	471	36710	30557	2065	5488	8631	16990	7492	666	12156	10848	13942	16120	7882	758				289	9			0	0	784	0	3947	15366			0			0	40	0	0	0	0	0	0	0	0	0	0	0	0		0				161		0	30							0	2174	0	0	0	0	0			36	0	0	0	36	5165	125		
2376																																																															0	0	1819437	0	0	20676	0	20676	5404		0	3571465	0	0	11859	259599	3137	20164	108174	3009	21887	2103	7760	44406	174243	63455	48348	261739	426114	2357956	152634	0	0	0	0	0	0		0	0	0	10953	61206	1391039	0	0	0			0	1963	0	0	0	0	0	0	0	0	0	0	0	0		2836965				309	0	0	0							0	0	0	0	0	0	309	0	0	0	0	0	0	0	14	0		
2554																																																																5062	0		1594			1818	0		297	10033	0	0	0	190	0	87	2148	23	0	64	10	0	93	3910	576	509	2306	1722	813				0	0			0	0	0	0	610	0			0			0	0														1533	0	0	0	0		0	0							0	177	0	0	0	0	0			0	0	0	0	0	285	0		
2732																																																																0	143240		0			40428	6864		0	425983	401	0	13925	21809	531	4802	66447	1159	2312	8112	9662	322	0	125934	18711	80430	173879	4287	0				0	0			0	0	3057	46757	48433	114615			0			0	0													0	0	0	0	0	36		0	82							0	120	0	0	0	36	0			0	0	0	0	0	448	0	0	
2750																																																																7657	535		22231			2189	0		953	43528	0	0	0	2467	48	297	22183	62	395	1865	146	0	0	17013	5925	10138	5395	622	1218				0	78			0	0	164	1548	1027	1924			0			0	0													0	19251	0	0	0	0		0	2190							0	270	0	0	0	0	0			0	0	0	0	0	247	0	0	
3252																																																															0	28396	0		50598			10479	0		2273	106083	0	169	0	272	0	261	0	91	171	0	10	0	0	26147	60305	7158	7823	929	0				0	0			0	0	0	855	0	6294			0			0	0														39390	0	0	0	0		0	832							0	1587	0	0	0	0	0			0	0	0	0	0	4328	0		
3458																																																																10151	34		7232			8532	0		0	37733	0	0	0	6276	31	0	6115	28	347	2477	3113	206	105	2213	3527	8478	15129	1896	0				0	0			0	0	534	0	1780	428			0			0	0														0	0	0	0	117		0	0							0	1685	0	0	0	0	0			0	0	0	0	0	1050	117		
3720																																																															0	10702	2459		10430			13707	2373		2417	147732	0	0	473	34549	838	671	32198	1597	2302	9066	17474	3570	285	16743	16318	31283	44480	4130	69				0	255			0	0	5048	6992	25194	24925			0			212	0	0	0	0	0	0	0	0	0	0	0	0	0		36191				923		0	219							0	2841	0	0	0	0	706			0	0	0	0	0	4783	5		
3971																																																																27779	76230		14876			71737	22201		0	625638	0	30062	256	103386	5203	31535	96296	2689	7193	19217	18349	30102	23196	162352	27233	92643	118690	112338	2996				0	404			0	0	152	57517	34935	164996			0			7346	2083														255055	0	0	0	9586		0	52							0	256	0	97	0	0	0			2143	2143	0	0	0	15852	0		
4156																																																																20976	13254		11632			20318	2793		0	147842	0	460	0	39934	959	18713	31980	721	257	2872	2657	16688	16739	19203	28715	5378	15928	35636	2600				0	0			0	0	1191	2722	3996	27778			0			16	0														16638	0	0	0	16		0	0							0	767	0	0	0	0	0			0	0	0	0	0	1062	0		
4231																																																															0	4473	0		356			1999	0		812	42422	0	0	0	8423	0	0	9823	367	1331	3118	2293	1201	0	3331	4794	20659	4237	669	0				0	0			0	0	41	0	6860	15348			0			0	0														0	0	0	0	442		0	33							0	1047	0	0	0	0	442			0	0		0	0	3030	0		
5069																																																																4450	1763		0			5911	1491		0	325096	2581	0	0	27989	17603	14736	249681	18212	7412	1488	0	0	0	178046	80952	15815	2479	0	0				0	0			0	0	112428	21302	64082	70656			0			0	0														71979	0	0	0	6412		0	2							0	0	0	0	0	6412	0			0	0	0	0	0	0	0		
5135																																																															0	79145	5540		92510			27727	0		1607	374318	0	0	0	87661	665	14094	202305	18035	17524	40797	9222	1062	63	115298	87656	61875	11654	4005	2808				554	0			0	0	1617	9644	39916	16080			0			138	0														44561	0	0	0	3214		0	72							0	4370	0	0	0	0	0			3017	1614	1382	15	6	7210	59		
5210																																																															0	54108	37826	0	5201	59510	0	59510	106089		86233	1248063	0	0	0	389961	36106	136442	77640	37551	32357	27141	43273	99494	150044	192026	48039	152791	261507	163190	37239	0	0	0	0	6095	0		8796	5750	10515	15250	192100	230581	0	0	0			0	1137	0	0	0	0	0	0	0	0	0	0	0	0		669060				3932	3496	6234	3496							0	636	0	0	0	0	3932	0	0	0	0	0	0	0	8122	0		
5461																																																																27976	54238		16116			30885	7611		0	429569	444	0	17160	34921	1801	213	51813	991	1990	4553	4999	11372	9319	29250	37698	80010	113279	133438	137				0	106			0	0	2072	6062	55271	175078			0			0	0													0	281518	0	0	0	0		0	10014							0	27	0	0	0	0	0			0	0	0	0	0	7835	0	0	
5751																																																																24173	7647		23673			29136	3066		20	149921	0	1279	0	28301	126	22442	34406	1348	4952	555	1483	6765	13079	38175	30151	13880	14752	12502	11319				0	33			0	0	566	2226	16074	9870			0			0	0														27686	0	0	0	0		0	59							0	2271	0	0	0	0	0			0	0	0	0	0	1401	0		
6039																																																															0	34882	1659		3614			17258	717		256	181595	2	0	0	24278	708	4349	40764	1577	2973	4587	6536	6773	1706	11525	24689	27683	23097	44034	25850				502	355			0	0	2291	13919	38734	36276			0			1039	0	0	0	0	0	0	0	0	0	0	0	0	0		0				1052		0	470							0	1237	0	0	0	0	0			0	0	0	0	0	4441	13		
6329																																																																6332	9239	0	2677	47591	0	47591	2447		591	603925	0	0	0	115071	3316	2811	126594	7179	12458	31725	59111	1512	260	26666	85990	124013	192854	55717	347	0	0	0	0	1306	0		0	0	35916	60572	89600	28689	0	0	0			50	304	0	0	0	0	0	0	0	0	0	0	0	0	1196	40216				50	384	69	384							0	158571	0	0	0	0	0	0	0	0	0	0	0	0	41554	0	0	
7009																																																															0	0	0		0			76755	0		0	235846	0	0	0	0	0	0	230125	0	0	0	0	0	0	230125	0	0	5721	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	0							0	0	0	0	0	0	0			0	0	0	0	0	159091	0		
7045																																																															0	5769	0		5295			4805	740		540	75213	0	0	0	33913	156	33117	5330	625	2922	8333	4256	2030	15007	2341	5990	11480	14590	3035	3033				462	12			0	0	954	441	4825	7102			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		29757				0		0	0							0	6377	0	0	0	0	0			0	0	0	0	0	3822	0		
7072																																																																1627	15878		160			11903	5846		0	260316	0	0	1	158384	4954	101177	15978	11044	18837	6951	7814	50215	61455	17238	8226	13700	14645	22481	24239				0	2582			4296	2243	2462	11982	24166	18996			0			865	988														122846	0	0	0	5449		0	0							0	69	0	0	0	2446	2138			0	0		0	0	1307	0		
7456																																																															0	16182	0		29412			12025	0		18	73152	0	0	0	5855	477	0	34330	618	487	1761	2691	298	0	30207	4910	11322	17132	2243	1483				0	7			0	0	1308	230	2310	3746			0			0	0														0	0	0	0	0		0	41							0	795	0	0	0	0	0			0	0	0	0	0	746	0		
7634																																																																2533	0		830			5670	0		0	49141	0	0	0	13689	274	554	16212	1592	1371	2987	2867	4718	0	3458	10075	10168	8663	2333	465				0	0			0	0	1170	2	0	13638			0			0	0														1064	0	0	0	0		0	284							0	16	0	0	0	0	0			0	0		0	0	11035	0		
8033																																																																13613	2882		4817			13375	0		0	237009	0	0	0	102463	3840	1066	126574	19027	19483	22698	38981	1137	0	53164	34900	15609	23742	4692	0				0	0			0	0	30181	26253	24795	9447			0			433	0													0	20136	0	0	0	3203		0	477							0	1247	0	0	0	2770	0			0	0		0	0	3619	0	0	
8462																																																															0	7944	0		10620			14616	0		0	55640	0	0	0	9279	6	2442	10560	1580	310	161	59	2576	4593	16440	8409	10247	7197	2394	272				0	0			0	0	696	0	2341	1230			0			0	0														0	0	0	0	0		0	0							0	6693	0	0	0	0	0			0	0	0	0	0	2215	0		
8631																																																																250	0		883			5180	0		266	36394	0	0	0	15552	151	389	3240	380	96	299	918	7001	6816	1725	1058	2548	3194	7906	4273				0	0			0	0	0	1473	868	7182			0			81	0														0	0	0	0	81		0	135							0	2808	0	0	0	0	0			0	0		0	0	1646	0		
9357																																																																697	15458	0	0	121677	0	121677	1464		0	398543	0	157	0	60	105	0	257881	0	0	0	0	0	60	258424	24720	42620	52922	19779	0	0	0	0	0	67	0		0	0	5217	0	44189	26466	0	157	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250605				0	78	179372	78							0	54	0	0	0	0	0	0	0	0	0	0	0	0	3482	0	0	
9553																																																															0	30973	2135		43061			8134	41		0	96768	0	0	0	6929	405	107	44577	422	1507	1186	2465	1040	239	47782	1921	12153	12119	11796	2839				0	0			0	0	566	0	2012	0			0			0	0														43520	0	0	0	0		0	1074							0	592	0	0	0	0	0			0	0	0	0	0	846	0		
9807																																																																0	415256	0	0	57416	0	57416	53863		0	1761246	2345	0	0	341765	18429	79681	446743	13667	15247	36285	21600	120839	130055	197712	282756	309960	271756	325782	629	0	0	0	0	34	0		0	0	74889	300970	101261	398857	0	0	0			5435	1745	0	0	0	0	0	0	0	0	0	0	0	0	155387	531509				88129	321	0	321							0	0	19937	10679	7443	13018	31083	534	0	0	0	0	0	0	530	534	1898	
9955																																																																18047	44		8599			14435	701		0	82520	0	1390	0	4626	0	728	31108	162	761	1849	871	524	459	12602	17583	31150	11961	4612	0				0	4			0	0	0	0	3399	29404			0			0	0														30304	0	0	0	0		0	81							0	633	0	0	0	0	0			0	0	0	0	0	1157	0		
10250																																																																455	13269		0			81403	12533		0	289056	0	0	0	38449	4088	18940	45055	1042	2238	5922	21182	7973	92	33142	20634	51143	91982	51155	1255				213	550			0	0	2350	24484	62533	39412			0			109	0														141921	0	0	0	956		0	30							0	6358	0	0	0	230	565			0	0	0	0	0	2929	52		
10849																																																															0	16357	16429		5281			5012	135		3027	134705	79	0	0	30206	0	23019	27878	3442	3302	15031	7944	487	0	12265	19428	29658	28467	14755	0				0	0			0	0	3838	2428	29127	21808			0			0	0														0	0	0	0	0		0	3							0	413	0	0	0	0	0			0	0		0	0	720	0		
11145																																																															0	2527	206		27			14774	4785		2274	211579	0	0	0	61307	378	17308	19657	4483	12262	9416	10983	22929	667	19805	4944	34609	42051	47547	472				0	16			0	0	2005	7687	45561	21935			0			858	42	0	0	0	0	0	0	0	0	0	0	0	0	0	20301				1918		0	0							0	2818	0	0	0	963	0			0	0		0	0	45279	97	0	
11640																																																															0	31417	9413		44980			27309	1509		0	226404	0	0	0	27578	1027	18133	95792	3491	4982	1593	2169	5898	9333	48753	47738	19459	22716	28838	31291				0	0			0	0	6890	34459	21385	10040			0			31	0													0	87682	0	0	0	184		0	117							0	3506	0	111	0	0	0			42	0	0	0	0	6774	0	0	
11837																																																																1529	1210		150			11043	418		1998	42561	0	0	0	8697	306	0	8386	101	586	3788	3114	599	510	1206	7069	17462	4559	3476	0				75	0			0	0	198	4983	4092	7112			0			0	0														2520	0	0	0	15		0	75							0	184	0	0	0	0	0			15	0		0	0	491	0		
12030																																																															0	47160	1131		3739			20604	0		69	269670	0	0	22493	63850	394	6754	55559	7966	4423	15225	18083	18022	34	67434	36736	50007	29899	14160	3672				0	191			0	0	2095	6386	79189	22512			0			0	0														0	0	0	0	644		1082	807							0	9645	0	0	0	644	0			0	0	0	0	0	10816	0		
12142																																																																3722	10537		3518			23093	1365		0	125043	0	0	0	34425	2130	1810	39568	2290	5577	8018	16174	2144	222	7091	24610	22217	31311	5331	45				492	0			0	0	1106	10298	7832	17753			0			155	0													0	0	0	0	0	600		0	0							0	3209	0	0	0	0	445			0	0		0	0	5563	0	0	
12179																																																																73	605		0			2773	709		0	32162	5	0	0	18791	39	1	1103	3	4	21	836	4152	13696	1232	627	1887	4218	4933	486				0	0			0	0	93	270	4958	3138			0			0	0														18419	0	0	0	334		0	0							0	258	0	0	334	0	0			0	0		0	0	460	0		
12311																																																															624743	78621	1015483	87765	68845	20537623	89815	20627438	8106734		482042	73054732	0	2237458	476777	11856549	391018	6994307	11150706	322944	572241	523444	958008	7169630	2220240	31909721	3012380	5001168	9517844	10300786	1175350	7909	85005	531829	819568	346630	0	1862	53680	24978	279503	1253832	4121507	3957622	0	2237458	0			410868	54261	0	0	0	0	0	0	0	0	0	0	0	0		34106709				817339	499196	667048	586961							0	12433767	145	5373	5167	66391	49252	234488	0	45655	0	0	0	0	3099363	234488		
12647																																																															0	8823	4554		5251			13654	1586		3651	101581	0	0	0	26684	160	3033	31827	2637	6839	12885	2959	984	101	15804	13955	26088	13580	5179	218				432	63			0	0	1335	3201	8263	22653			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	12							0	475	0	0	0	0	0			0	0	0	0	0	784	0		
