"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	411	0	0	0	0		0	0	411	0	0	3878	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					www.lnbparis.com	
1856																																		98	0	0	98	0	30000		0	0	0	0	0	142	0	0			0	0	0	0	30000	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.washitastatebank.com	
2040																																		0	0	8500	0	0	18030		0	0	0	0	0	0	0	0			0	8500	9000	530	0	0	0	0	0	0	0	0					114	0																					true	false	false	false	false																					http://www.fmnetbank.com	
2161																																		0	24	0	0	0	0		0	24	0	0	0	1934	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	59	241	0																	http://www.lamarnational.com	
2376																																		0	557	118218	0	0	539832	true	0	0	0	0	557	20707	3	0	false	0	30000	118218	232549	111803	5000	0	48276	0	0	23986	0	42262	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true	false	false	false	false	false																					http://www.oritani.com	
2732																																		1112	145	0	0	0	0		0	0	0	0	145	29808	4	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1112																					false	true	false	true	true	2	27	161	0		Albank															www.albanybank.com	
2750																																		0	0	0	0	0	130		0	0	0	0	0	603	1	0			130	0	0	0	0	0	130	0	0	0	0	130						0																					true	false	false	false	false																					www.genoacb.com	
3252																																		0	283	1500	0	0	7300		0	202	0	0	81	2352	1	0			0	1500	2800	3000	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.fnbgordon.com	
3458																																		0	0	0	0	0	963		0	0	0	0	0	0	0	0			0	0	963	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.fbgconline.com	
3720																																		0	971	0	0	0	0		719	0	0	0	252	2461	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					www.bankofclarendon.bank	
3971																																		10063	578	14970	489	0	100565		0	0	578	0	0	0	0	0			0	14970	61425	22817	1115	0	0	0	0	238	0	238					0	9574																			1	true	true	false	false	false	false																					www.midcountrybank.com	
4156																																		1783	0	500	1783	0	3750		0	0	0	0	0	19	0	0			0	500	3250	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.kanzabank.com	
4231																																		0	938	0	0	0	0		878	0	0	0	60	126	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.fmbanksylvania.com	
5069																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																						
5135																																		1042	0	20000	1042	0	31437		0	0	0	0	0	11319	8	0			0	20000	10000	0	1437	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.fsbanks.com	
5210																																		14854	0	17500	13272	0	73927		0	0	0	0	0	5261	3	0	false	0	15	17500	47716	5000	0	0	15	394	157	3145	0	3711	false	false	0	0	1044	1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	38	431	0	http://www.nwsb.com	NWSB Bank, A Division of ACNB Bank															http://www.acnb.com	
5461																																		99	0	750	0	0	750		0	0	0	0	0	332	0	0			0	750	0	0	0	0	0	0	0	0	0	0					0	99																					true	false	false	false	false																					www.bankbac.com	
5751																																		1194	109	0	1089	0	0		0	0	43	0	66	561	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	105																					true	false	false	false	false						Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																		0	1453	0	0	0	0		1014	0	19	0	420	806	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					http://www.pineland.bank	
6329																																		0	865	0	0	0	0		97	3	526	0	239	335	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	4172	2	0			0	0	0	0	0	0	0	0	0	0	0	0					15371	0																					true	false	false	false	true	1	309	15984	0																	http://www.bessemertrust.com	
7045																																		0	165	4000	0	0	4000		0	0	40	0	125	1787	1	0	false	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					http://www.banktpb.com	
7072																																		5529	279	8000	3707	912	18056		0	0	279	0	0	901	0	1407			0	8000	6000	4056	0	0	0	0	0	0	0	0					0	910																			2	true	true	false	false	false	false																					www.wallkill.com	
7456																																		0	0	0	0	0	0		0	0	0	0	0	414	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false					www.bankofhartington.net																www.bankofhartington.com	
7634																																		0	285	0	0	0	0		0	0	0	0	285	1457	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					THEFOURCOUNTYBANK.COM	
8033																																		0	1751	6000	0	0	18136		5	0	1391	0	355	1291	0	0			0	6000	7000	5136	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	905	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.perrytonbank.com	
8631																																		0	91	0	0	0	0		0	0	91	0	0	37	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.pcbsm.com	
9357																																		34195	0	74500	28667	0	74500		0	0	0	0	0	4	0	0			0	74500	0	0	0	0	0	0	0	0	0	0						5528																					true	false	false	false	false																					www.fidelitybankmn.com	
9553																																		0	0	5300	0	0	48408		0	0	0	0	0	211	0	0			1528	5300	1965	4393	33863	14299	1528	6	3	1350	515	2887						0																					true	false	false	false	false																					http://www.adamscountybank.net	
9807																																		0	23666	0	0	0	7504		22073	0	1590	3	0	7059	2	0	true	0	33	0	0	0	0	0	33	213	407	6851	0	7504	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false																					www.amboybank.com	
9955																																		0	0	7851	0	0	20500		0	0	0	0	0	1189	1	0			0	7851	9563	2872	214	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.fusion.bank	
10250																																		0	676	0	0	0	0		0	0	0	0	676	811	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.thebankofelkriver.com	
10849																																		694	3161	0	694	0	0		3161	0	0	0	0	2383	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					https://www.firststatebk.com	
11145																																		450	1271	3599	450	0	30001		0	0	356	0	915	2385	1	0	false	0	0	3599	5410	11748	9244	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					www.losb.com	
11640																																		0	0	0	0	0	0		0	0	0	0	0	13275	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					true	false	false	false	false																					http://www.fnbclarksdale.com	
11837																																		0	620	0	0	0	0		620	0	0	0	0	587	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.farmbk.com	
12030																																		0	2660	0	0	0	0		168	1769	235	0	488	2369	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.fnbalma.com	
12142																																		0	0	500	0	0	500		0	0	0	0	0	130	0	0			0	500	0	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.clevelandstatebank.com	
12179																																		0	0	0	0	0	0		0	0	0	0	0	337	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.amsavingsbank.com	
12311	2418455	13650	1315	1938840	193189	5707847	true	161752	5	193698	true	0	1586205	1315	1417	2013	987	0	1586205	2315321	1632144	168445	611724	0	0	0	286426	0	0	0	9077	0	0								1547	816	9248	0	2039																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0						true	false	false	false	true	1	8434	70694	0	apply.huntington.com																www.Huntington.com	
12647																																		865	306	0	0	118	0		306	0	0	0	0	5349	2	118	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	false						Hancock Community Bank		Saratoga Community Bank													http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	28	0	0	0	0	true	0	0	28	0	0	408	1	0			0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																					false	false	false	false	false																					http://www.mybankathome.com	
12946																																		17521	770	40166	16399	0	50984		663	0	0	0	107	4935	4	0	true	0	0	40166	568	5119	5131	0	0	0	0	0	0	0	true	false	0	0	2921	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	76	1480	0																	www.myfarmers.bank	
13103																																		21250	0	65500	8106	0	92886		0	0	0	0	0	9991	3	0	false	0	0	65500	25206	1295	885	0	0	0	0	0	0	0	false	false	0	0	0	13144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	87	627	0																	www.bristolcountysavings.com	
13251																																		0	0	0	0	0	0		0	0	0	0	0	27	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.elysianbank.net	
13457																																		0	0	0	0	0	0		0	0	0	0	0	51	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.bankoflewellen.com	
14155																																		0	54	0	0	0	5000	true	0	0	0	0	54	601	0	0			0	0	5000	0	0	0	0	0	0	0	8200	0						0																					true	false	false	false	false																					https://www.fandcbank.com	
14650																																		90	82	0	90	0	0		0	0	0	0	82	25	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.banklg.com	
14753																																		0	0	0	0	0	0		0	0	0	0	0	1478	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.fsbbucklin.com	
14865																																		1687	995	0	0	0	0		0	995	0	0	0	1265	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	1687																					true	false	false	false	false						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	1400	0	0	1400		0	0	0	0	0	1758	2	0	false	0	0	1400	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					http://firstfedlfd.com	
16551																																		4151	363	0	2433	1506	3000		0	0	123	0	240	302	0	1506			0	0	3000	0	0	0	0	0	0	0	0	0					0	212																					true	false	false	false	false					www.vacationpropertyloans.com																http://www.northviewbank.com	
16748																																		268	0	0	0	268	0		0	0	0	0	0	654	0	268			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.esbanc.com	
17110																																		0	0	0	0	0	0		0	0	0	0	0	4387	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					http://www.haverfordquality.com	
17147																																		468066	1131	148900	444907	1777	460041	true	860	0	175	0	96	10360	3	1777	true	0	0	148900	171200	115000	24941	0	0	0	0	0	0	0	true	false	0	0		21382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	262	2427	0		First Merchants Private Wealth Advisors, A Division of First Merchants															http://www.firstmerchants.com	
17259																																		0	71	0	0	0	0		0	0	71	0	0	850	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		3641	704	0	2532	0	0		0	0	536	0	168	261	0	0			0	0	0	0	0	0	0	0	0	0	0	0						1109																					true	false	false	false	false					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE	www.bankoflovell.com	BANK OF PLENTYWOOD	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com		www.bankofbridger.com	
17978																																		0	1362	830	0	0	1502		805	0	182	0	375	509	1	0			0	830	440	185	47	0	0	0	0	0	0	0					0	0																			2	true	false	false	false	false	false																					www.elizfed.com	
18050																																		0	0	0	0	0	0		0	0	0	0	0	3801	3	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.fnbbastrop.com	
18135																																		0	0	3000	0	0	3000		0	0	0	0	0	1356	2	0			0	3000	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.banksouthcentral.com	
18827																																		11481	248	18300	9122	0	38300		0	0	231	0	17	22391	4	0	true	0	0	18300	20000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	176	2426	0																	http://www.nextierbank.com	
18836																																		0	2627	80	0	0	4140		384	0	341	0	1902	1498	1	0			0	80	0	1578	2482	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																					www.caponvalleybank.com	
18854																																		881	188	0	0	0	0		0	0	0	0	188	14067	3	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	881	0	0	1037	0	0	0	0	2352	77	653	0	0	0	0	0	0					true	true	false	false	true	1	180	6586	0																	www.bank7.com	
19356																																		806	76	0	762	0	0	true	0	0	61	0	15	8	0	0			0	0	0	0	0	0	0	0	0	0	0	0						44																					true	false	false	false	false																					http://https://www.sbtmiami.com	
19936																																		0	36	99	0	0	7711		36	0	0	0	0	1661	1	0			0	99	2198	5199	215	0	0	0	0	0	0	0					0	0																					true	false	false	false	false																					www.cbkamericus.com	
19972																																		0	0	0	0	0	0		0	0	0	0	0	758	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																						
20053																																		0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																					www.securityonlinebank.com	
20633																																		0	9567	0	0	0	9256		50	0	1639	7878	0	1977	2	0			0	0	5000	2250	2006	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																					www.mcnbbanks.com	
20857																																		142	0	18750	142	0	23949		0	0	0	0	0	35	0	0			0	19036	789	583	3435	2463	0	0	0	106	0	0					0	0																					true	false	false	false	false																					granitefallsbank.com	
21256																																		0	0	0	0	0	0		0	0	0	0	0	250	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					www.statebankofburrtononline.com	
21359																																		176	0	0	0	0	1035		0	0	0	0	0	0	0	0			1020	0	0	0	0	0	1020	15	0	0	0	1000						176																					true	false	false	false	false																					http://www.asbgrygla.com	
21658																																		0	100	0	0	0	10015		0	0	0	0	100	527	0	0	true	0	0	0	0	4400	5615	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					false	false	false	false	false																					www.alliancebank.us	
22048																																		0	6	3825	0	0	11753		0	0	0	0	6	9738	4	0			0	3825	0	3678	4250	0	0	0	0	0	0	0					0	0																					true	true	false	false	false																					www.unionbnk.com	
22543																																		2070	208	0	0	2070	0		0	0	0	0	208	2706	2	2070			0	0	0	0	0	0	0	0	0	0	0	0					1130	0																					true	false	false	false	false					www.icentralstatebank.com																www.ssbankmi.com	
22552																																		0	0	0	0	0	4000		0	0	0	0	0	1754	1	0			0	0	4000	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					http://www.firstsoutheastbank.com	
22730																																		0	0	0	0	0	387		0	0	0	0	0	2465	1	0			0	0	0	0	387	0	0	0	0	0	0	0					0	0																					false	false	false	false	false																					http://www.westunionbank.com	
23456																																		0	46	0	0	0	370		0	0	24	0	22	210	0	0			0	0	0	0	0	0	0	0	370	0	0	0						0																					true	false	false	false	false																					www.fnbhenning.com	
23504																																		109975	0	240000	105950	1304	280263		0	0	0	0	0	18844	5	1524	true	0	4914	240000	0	0	0	0	4914	9679	8311	17359	0	40263	true	false	0	0		2721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	299	4175	0																	http://www.bnbbank.com	
23643																																		0	679	0	0	0	11030	true	140	0	0	0	539	3331	4	0			11030	0	0	0	0	0	11030	0	0	0	0	11030	true	false				0																					false	false	false	false	false																					http://www.commercial-bank.net	
23755																																		959	0	1000	0	908	1000		0	0	0	0	0	2357	2	2067			0	1000	0	0	0	0	0	0	0	0	0	0					0	51																					true	false	false	false	false					cm.netteller.com		www.airteller.com/fn-cb														www.fn-cb.com	
24006																																		6429	1158	65000	6106	0	123811		0	0	496	0	662	0	0	0	false	0	0	65000	37500	5000	3717	0	12594	0	0	0	0	12594	true	false	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true	false	false	false	true	1	102	1496	0																	www.PCSB.com	
24378																																		0	0	0	0	0	0		0	0	0	0	0	699	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																					false	false	false	false	false																					www.gblbank.com	
