"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONFT17	RCONFT18	RCONFT19	RCONFT20	RCONFT21	RCONFT22	RCONHK18	RCONHK19	RCONK102	RCONK103	RCONK104	RCONK192	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
	TOTL INT RATE CONTRCS-MKD TO MARKET	TOTAL INT RATE CONTRACTS TRADING	OTSTDNG CRED CD FEES & FIN CHGS	DOES THE INSTITUTION HAVE ANY DERIVA	TOTAL GROSS NOTIONAL AMOUNT OF ALL O	TOTAL GROSS NOTIONAL AMOUNT OF ALL O	FOR THE TWO CALENDAR QUARTERS PRECED	PRINCIPAL AMOUNT OF 1-4 FAMILY RESID	QUARTER END AMOUNT OF 1-4 FAMILY RES	DOES THE INSTITUTION USE THE FAIR VA	DOES THE INSTITUTION HAVE ANY ASSETS	TOTAL OUTSTANDING PRINCIPAL BALANCE	DOES THE INSTITUTION HAVE ANY ASSETS	TOTAL OUTSTANDING PRINCIPAL BALANCE	DOES THE INSTITUTION SERVICE ANY CLO	TOTAL OUTSTANDING PRINCIPAL BALANCE	DOES THE INSTITUTION HAVE ANY CONSOL	TOTAL ASSETS OF CONSOLIDATED VARIABL	TOTAL LIABILITIES OF CONSOLIDATED VA	DOES THE INSTITUTION, TOGETHER WITH	DOES THE INSTITUTION HAVE ASSETS COV	LOANS AND LEASES COVERED BY LOSS SHA	PAST DUE AND NONACCRUAL LOANS AND LE	PAST DUE AND NONACCRUAL LOANS AND LE	PAST DUE AND NONACCRUAL LOANS AND LE	OTHER REAL ESTATE OWNED COVERED BY F	AGGREGATE AMOUNT OF FAIR VALUE OPTIO	AGGREGATE AMOUNT OF FAIR VALUE OPTIO	LS SHR FDIC CVRD LS SHAR PD 30 - 89	LS SHR FDIC CVRD LS SHAR PD 90	LS SHR FDIC CVRD LS SHAR NACRL	ASSET CVR LS SHR FDIC OREO PRTN PROT	UNCOLLBLE CRED CRD FEE&FIN CHGS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	NET GAINS(LOSS) ERN RPT AT FV	NET GN LS ERN ON LIABILITY RPT AT FV	
9807	40000	0																											0	0	0	0						
9955				false			false			false	false		true	1278	true	1278	false			false	false																	
10250				false			false			false	false		false		false		false			false	false																	
10849				false			false			false	false		false		false		false			false	false																	
11145	0	0																											0	0	0	0						
11640				false			false			false	false		false		false		false			false	false																	
11837				false			false			false	false		false		false		false			false	false																	
12030				false			false			false	false		false		false		false			false	false																	
12142				false			false			false	false		false		false		false			false	false																	
12179				false			false			false	false		false		false		false			false	false																	
12311								847206	700745																								0	0	4737	-2752	0	
12647	0	0						0	0																				0	0	0	0						
12656				false			false			false	false		false		false		false			false	false																	
12937				false			false			false	false		false		true	43372	false			false	false																	
12946	0	0						10303	3866																				0	0	0	0						
13103	0	0						3905	200																				0	0	0	0						
13251				false			false			false	true	7228	true	6835	true	14064	false			false	false																	
13457				false			false			false	false		false		false		false			false	false																	
14155				false			false			false	false		true	5016	true	5016	false			false	false																	
14650				false			false			false	false		false		false		false			false	false																	
14753				false			false			false	false		false		false		false			false	false																	
14865	1764	0		true	0	0	false			false	false		false		false		false			false	false																	
14977	0	0						0	0																				0	0	0	0						
16551	1951	0		true	0	0	false			false	false		true	5954	true	215795	false			false	false																	
16748	1	0		true	0	80	false			false	false		false		true	48611	false			false	false																	
17110	0	0						0	0																				0	0	0	0						
17147	1030830	0						43746	2919																				0	0	0	0						
17259				false			false			false	false		false		false		false			false	false																	
17950				false			false			false	false		false		false		false			false	false																	
17978				false			false			false	false		false		false		false			false	false																	
18050				false			false			false	false		false		false		false			false	false																	
18135	613	0		true	0	0	false			false	false		false		false		false			false	false																	
18827	110017	0						0	0																				0	0	0	0						
18836				false			false			false	false		false		false		false			false	false																	
18854	0	0																											0	0	1458	0						
19356				false			false			false	false		false		false		false			false	false																	
19936				false			false			false	false		false		false		false			false	false																	
19972				false			false			false	false		false		false		false			false	false																	
20053				false			false			false	false		true	6718	true	36347	false			false	false																	
20633				false			false			false	false		true	3241	true	59141	false			false	false																	
20857				false			false			false	false		false		false		false			false	false																	
21256				false			false			false	false		false		false		false			false	false																	
21359				false			false			false	false		false		false		false			false	false																	
21658	0	305																											0	0	0	0						
22048	0	0		true	0	0	false			false	false		false		false		false			false	false																	
22543	2268	0		true	0	0	true	3459	1018	true	false		false		true	199918	false			false	false						2285	0								-59	0	
22552				false			false			false	false		false		false		false			false	false																	
22730				false			false			false	false		true	4526	false		false			false	false																	
22936				false			false			false	false		false		false		false			false	false																	
23456				false			false			false	false		false		false		false			false	false																	
23504	594974	0						0	0																				0	0	0	0						
23643				false			false			false	false		false		false		false			false	false																	
23755	1345	2090		true	0	0	false			false	false		true	166	true	178810	false			false	false																	
24006	0	16526																											0	0	0	0						
24378				false			false			false	false		false		false		false			false	false																	
24453				false			false			false	false		false		false		false			false	false																	
24659				false			false			false	false		false		false		false			false	false																	
24668	0	0						2316	0																				0	0	0	0						
24949				false			false			false	false		true	174	true	162211	false			false	false																	
25357				false			false			false	false		false		false		false			false	false																	
25647	0	0																											0	0	0	0						
26176				false			false			false	false		false		true	349	false			false	false																	
26242				false			false			false	false		false		false		false			false	false																	
26457				false			false			false	false		false		false		false			false	false																	
26765	0	0																											0	0	0	0						
27070				false			false			false	false		false		false		false			false	false																	
27548	29012	0						19634	3347																				0	0	0	0						
27614				false			false			false	false		true	532	true	36666	false			false	false																	
27847				false			false			false	false		false		false		false			false	false																	
28013	0	0																											0	0	0	0						
28152	23160	0																											0	0	0	0						
28255				false			false			false	false		false		false		false			false	false																	
28406	85149	1321965						301204	6279																				0	0	0	0						
28675	0	0																											0	0	0	0						
28732				false			false			false	false		false		false		false			false	false																	
29476				false			false			false	false		false		false		false			false	false																	
29636	0	0						1514	0																				0	0	0	0						
29878	0	0																											0	0	0	0						
30052				false			false			false	false		true	708	false		false			false	false																	
30502	88713	0						0	0																				0	0	0	0						
30650				false			false			false	false		false		false		false			false	false																	
30810																																	169466	0	222170			
31134	0	0																											0	0	0	0						
31255	0	0						0	0																				0	0	0	0						
31657				false			false			false	false		false		false		false			false	false																	
31826	0	0																											0	0	0	0						
31835				false			false			false	false		false		false		false			false	false																	
32234	75000	0		true	0	0	false			false	false		false		false		false			false	false																	
32766				false			false			false	false		false		false		false			false	false																	
32971				false			false			false	false		false		true	83695	false			false	false																	
33147				false			false			false	false		false		false		false			false	false																	
33259	0	668		true	0	0	false			false	false		false		false		false			false	false																	
33268	1493	0																											0	0	0	0						
33370				false			false			false	false		false		false		false			false	false																	
33839				false			false			false	false		true	3090	false		false			false	false																	
33857	8887	0																											0	0	0	0						
34425	0	0						0	0																				0	0	0	0						
34434	1150	939		true	0	0	false			false	false		false		false		false			false	false																	
34452				false			false			false	false		false		false		false			false	false																	
34537	213334	0						28350	10096																				0	0	0	0				253	0	
34555	0	0						0	0																				0	0	0	0						
34742				false			true	9665	2339	false	false		true	9296	false		false			false	false																	
35057	656	0						0	0																				0	0	0	0						
35301								0	0																													
35570	3147273	71871						24803	6827																				0	0	0	0						
35646				false			false			false	false		false		false		false			false	false																	
35879				false			false			false	false		false		true	28562	false			false	false																	
36456				false			false			false	false		false		false		false			false	false																	
36933				false			false			false	false		false		false		false			false	false																	
37051				false			false			false	false		false		false		false			false	false																	
37341				false			false			false	false		false		false		false			false	false																	
37435	8624	0						13336	1028																				0	0	0	0						
37640	24865	84977						28720	8586																				0	0	0	0				134	0	
37659	0	0						0	0																				0	0	0	0						
37949				false			false			false	false		false		false		false			false	false																	
38740				false			false			false	false		false		false		false			false	false																	
39327				false			false			false	false		false		false		false			false	false																	
39756	220	0																											0	0	0	0						
40033				false			false			false	false		false		false		false			false	false																	
40499	174554	409275						142886	32449																				0	0	0	0				2819	0	
40855				false			false			false	false		true	2603	false		false			false	false																	
41245				false			false			false	false		false		false		false			false	false																	
41553				false			false			false	false		false		false		false			false	false																	
41629				false			false			false	false		false		false		false			false	false																	
41825	71	0																											0	0	0	0						
41937				false			false			false	false		true	86	true	28609	false			false	false																	
41955				false			false			false	false		false		false		false			false	false																	
42037				false			false			false	false		false		false		false			false	false																	
42354				false			false			false	false		false		false		false			false	false																	
42372				false			false			false	false		false		false		false			false	false																	
42420	939365	0						33892	8563																				0	0	0	0						
42448	0	0						0	0																				0	0	0	0						
42457				false			false			false	false		false		false		false			false	false																	
43052				false			false			false	false		false		true	28399	false			false	false																	
43351				false			false			false	false		false		false		false			false	false																	
43856				false			false			false	false		true	13059	false		false			false	false																	
43959				false			false			false	false		false		false		false			false	false																	
44040				false			false			false	false		false		false		false			false	false																	
44433	30000	0																											0	0	0	0						
44741				false			false			false	false		false		true	76953	false			false	false																	
44750				false			false			false	false		false		false		false			false	false																	
44929	0	0																											0	0	0	0						
45038	0	0						0	0																				0	0	0	0						
45047				false			false			false	false		false		false		false			false	false																	
45056				false			false			false	false		false		false		false			false	false																	
45430				false			false			false	false		false		false		false			false	false																	
45458				false			false			false	false		true	126	true	126	false			false	false																	
45551				false			false			false	false		true	10026	false		false			false	false																	
45560	0	0						18041	4771																				0	0	0	0						
45775				false			false			false	false		false		false		false			false	false																	
46053				false			false			false	false		true	45693	true	62507	false			false	false																	
46941				false			false			false	false		false		false		false			false	false																	
47247	49822	3145						47193	6918																				0	0	0	0						
47256				false			false			false	false		true	187	true	20953	false			false	false																	
47452				false			false			false	false		false		false		false			false	false																	
47500				false			false			false	false		true	23600	true	24755	false			false	false																	
48057				false			false			false	false		true	556	true	13894	false			false	false																	
48150				false			false			false	false		false		false		false			false	false																	
48374	0	0						19487	4433																				0	0	0	0						
48440	563	0		true	0	0	false			false	false		true	14657	true	68686	false			false	false																	
49054				false			false			false	false		false		false		false			false	false																	
49148				false			false			false	false		false		false		false			false	false																	
49241				false			false			false	false		false		false		false			false	false																	
49652				false			false			false	false		false		true	5724	false			false	false																	
49858				false			false			false	false		false		false		false			false	false																	
49951				false			false			false	false		false		false		false			false	false																	
50144				false			false			false	false		false		false		false			false	false																	
50461	0	0																											0	0	0	0						
50872				false			false			false	false		false		false		false			false	false																	
51253	0	0						0	0																				0	0	0	0						
51356	0	0																											0	0	0	0						
51459				false			false			true	false		false		false		false			false	false						1734	0								112	0	
51842	275	0																											0	0	0	0						
52719	0	0						0	0																				0	0	0	0						
52951				false			false			false	false		false		false		false			false	false																	
53051				false			false			false	false		false		false		false			false	false																	
53752				false			false			false	false		false		false		false			false	false																	
54058	0	159																											0	0	0	0						
54441				false			false			false	false		false		false		false			false	false																	
54656	0	0						0	0																				0	0	0	0						
54973	65571	0						24675	8136																				0	0	0	0						
55336				false			false			false	false		false		false		false			false	false																	
55635				false			false			false	false		false		false		false			false	false																	
55653				false			false			false	false		false		false		false			false	false																	
55970				false			false			false	false		false		true	151485	false			false	false																	
56258				false			false			false	false		false		false		false			false	false																	
56351	0	0																											0	0	0	0				-2074	0	
56548	3291	0		true	0	0	false			false	false		false		true	144482	false			false	false																	
56717	8863	0		true	0	0	false			false	false		true	12943	true	115635	false			false	false																	
57040	0	0						0	0																				0	0	0	0						
57451				false			false			false	false		false		true	90665	false			false	false																	
58225				false			false			false	false		false		false		false			false	false																	
58243	546356	0						98961	19815																				0	0	0	0						
58355	1097	0		true	0	0	false			false	false		false		false		false			false	false																	
58551				false			false			false	false		false		false		false			false	false																	
58636				false			false			false	false		false		false		false			false	false																	
58757				false			false			false	false		false		false		false			false	false																	
58971	115063	0						27256	5449																				0	0	0	0						
59316	0	0						0	0																				0	0	0	0						
59352	0	0																											0	0	0	0						
59370				false			false			false	false		false		false		false			false	false																	
59754				false			false			false	false		false		false		false			false	false																	
60143								14000	2000																													
60330	20506	0						0	0																				0	0	0	0						
60545				false			false			false	false		false		false		false			false	false																	
60554				false			false			false	false		false		false		false			false	false																	
60648				false			false			false	false		false		true	54451	false			false	false																	
61122	2351	0																											0	0	0	0						
61355	7443	0		true	0	0	true	12523	1341	false	false		false		true	538926	false			false	false																	
61476				false			false			false	false		true	15976	true	22678	false			false	false																	
61757	0	0																											0	0	0	0						
61832				false			false			false	false		false		false		false			false	false																	
61953				false			false			false	false		false		false		false			false	false																	
62044				false			false			false	false		false		true	1298	false			false	false																	
62110				false			false			false	false		false		false		false			false	false																	
62147				false			false			false	false		true	231	true	53750	false			false	false																	
62772	3064	0		true	0	0	false			false	true	2095	true	3699	true	1206	false			false	false																	
63050				false			false			false	false		false		false		false			false	false																	
63069								0	0																													
63201				false			false			false	false		false		false		false			false	false																	
63573				false			false			false	false		false		true	48476	false			false	false																	
63733	0	0																											0	0	0	0						
63742	25812	0		true	0	0	false			false	false		true	1111	true	188154	false			false	false																	
63751	0	0																											0	0	0	0						
64150				false			true	10799	2563	false	false		false		false		false			false	false																	
64552	52418	0																											0	0	0	0						
64730				false			false			false	false		false		false		false			false	false																	
65205				false			false			false	false		true	718	true	718	false			false	false																	
65513																																						
65559	0	0																											0	0	0	0						
65746	0	11696						8528	874																				0	0	0	0						
65858	0	0																											0	0	0	0						
66154				false			false			false	false		false		false		false			false	false																	
66275				false			false			false	false		false		true	158	false			false	false																	
66677	22032	0						8746	3918																				0	0	0	0				35	0	
67142				false			false			false	false		false		true	861	false			false	false																	
67151	89516	0		true	0	0	false			false	false		false		false		false			false	false																	
67209	15206	0		true	0	10874	false			false	false		true	40435	true	47891	false			false	false																	
67254				false			false			false	false		false		false		false			false	false																	
67656	0	0																											0	0	0	0						
67870				false			false			false	false		false		true	950	false			false	false																	
68448				false			false			false	false		false		true	22613	false			false	false																	
68671				false			false			false	false		false		false		false			false	false																	
68756	1765	0						0	0																				0	0	0	0						
68831				false			false			false	false		false		false		false			false	false																	
68840	4830	1335		true	1335	4830	false			false	false		false		true	163757	false			false	false																	
69333	1938	0						9116	0																				0	0	0	0						
69678				false			false			true	false		false		true	172102	false			false	false						593	0								-33	0	
70058				false			false			false	false		false		false		false			false	false																	
70218	0	0						0	0																				0	0	0	0						
70414				false			false			false	false		false		true	127786	false			false	false																	
70638				false			true	14766	2886	false	false		true	1225	false		false			false	false																	
70955				false			false			false	false		false		false		false			false	false																	
71073				false			false			false	false		false		false		false			false	false																	
71318	0	0																											0	0	0	0						
71457	2359	0		true	0	0	false			true	false		true	72480	true	15798	false			false	false						580	0								4	0	
71859				false			false			false	false		false		false		false			false	false																	
72258				false			false			false	false		false		false		false			false	false																	
72351				false			false			false	false		false		false		false			false	false																	
72454				false			false			false	false		false		false		false			false	false																	
72678				false			false			false	false		false		false		false			false	false																	
73116				false			false			false	false		false		true	732	false			false	false																	
73152				false			false			false	false		false		false		false			false	false																	
73554				false			false			false	true	7685	true	692	true	8328	false			false	false																	
73956				false			false			false	false		false		false		false			false	false																	
74056	0	0						0	0																				0	0	0	0						
74140	14087	0						6734	145																				0	0	0	0						
74403	26016	0																											0	0	0	0						
74449				false			false			false	false		false		false		false			false	false																	
75053				false			true	4914	235	false	false		false		true	128116	false			false	false																	
75259	1376	0		true	0	0	true	25694	1376	false	false		false		true	199542	false			false	false																	
75446	1132	0		true	0	0	false			false	false		true	6356	true	12614	false			false	false																	
75455				false			false			false	false		false		false		false			false	false																	
75558				false			false			false	false		false		false		false			false	false																	
75633								61056	10705																											0	-43574	
75651				false			false			false	false		true	7569	false		false			false	false																	
76153	0	0						0	0																				0	0	0	0						
76443				false			false			false	false		false		true	35081	false			false	false																	
76854				false			false			false	false		false		false		false			false	false																	
77150	0	0						0	0																				0	0	0	0						
77253				false			false			false	false		false		false		false			false	false																	
77422				false			false			false	false		false		false		false			false	false																	
77851	78148	0						11677	2384																				0	0	0	0						
78157				false			false			false	false		false		false		false			false	false																	
78241				false			false			false	false		false		false		false			false	false																	
78559				false			false			false	false		false		false		false			false	false																	
79042	0	0																											0	0	0	0						
79127	0	0																											0	0	0	0						
79145	1625	0		true	0	0	false			false	false		true	18333	true	142173	false			false	false																	
79257				false			false			false	false		false		false		false			false	false																	
79855	2373	0		true	0	0	false			false	false		false		false		false			false	false																	
80150				false			false			false	false		false		false		false			false	false																	
80374				false			false			false	false		false		false		false			false	false																	
80431				false			false			false	false		false		false		false			false	false																	
80552				false			false			false	false		false		false		false			false	false																	
81175	3239	0		true	0	0	false			false	false		true	40324	true	117185	false			false	false																	
82033				false			false			false	false		false		false		false			false	false																	
82257				false			false			false	false		false		false		false			false	false																	
82350				false			false			false	false		false		false		false			false	false																	
82659	0	0						0	0																				0	0	0	0						
83151				false			false			false	false		false		false		false			false	false																	
83236				false			false			false	false		false		false		false			false	false																	
83375				false			false			false	false		false		true	2552	false			false	false																	
83638	932534	0						961	221																				0	0	0	0						
83834	0	0						0	0																				0	0	0	0						
83852				false			false			false	false		false		false		false			false	false																	
83955				false			false			false	false		false		false		false			false	false																	
84046				false			false			false	false		false		false		false			false	false																	
84541				false			true	10998	966	false	false		false		false		false			false	false																	
84804				false			false			false	false		false		false		false			false	false																	
85052				false			false			false	false		false		false		false			false	false																	
85454				false			false			false	false		false		false		false			false	false																	
85472	162411	0						619	0																				0	0	0	0						
85931				false			false			false	false		false		false		false			false	false																	
86349				false			false			false	false		false		false		false			false	false																	
86554				false			false			false	false		false		false		false			false	false																	
86675				false			false			false	false		false		false		false			false	false																	
87047				false			false			false	false		false		false		false			false	false																	
87159				false			false			false	false		false		false		false			false	false																	
87234	0	46000		true	0	0	true	37953	23294	false	false		false		false		false			false	false																	
87476				false			false			false	false		false		true	514	false			false	false																	
87579	0	0																											0	0	0	0						
88231	272715	0						215019	54775																				0	0	0	0				-230	18	
88240				false			false			false	false		false		false		false			false	false																	
88259				false			false			false	false		false		true	277	false			false	false																	
88352	0	0																											0	0	0	0						
88455				false			false			false	false		true	1549	false		false			false	false																	
88950				false			false			false	false		false		false		false			false	false																	
89032				false			false			false	false		false		true	63	false			false	false																	
89135				false			false			false	false		false		false		false			false	false																	
89854				false			false			false	false		false		false		false			false	false																	
89957				false			false			false	false		false		false		false			false	false																	
90047				false			false			false	false		false		false		false			false	false																	
90177				false			false			false	false		false		true	1200	false			false	false																	
90328				false			false			false	false		false		false		false			false	false																	
90337	0	0						0	0																				0	0	0	0						
90579				false			false			false	false		false		false		false			false	false																	
91615				false			false			false	false		false		false		false			false	false																	
91754	0	0						0	0																				0	0	0	0						
91950				false			false			false	false		false		false		false			false	false																	
92144				false			false			false	false		false		false		false			false	false																	
92676	0	0																											0	0	0	0						
92706				false			false			false	false		true	11055	true	36734	false			false	false																	
92902				false			false			false	false		false		false		false			false	false																	
93244	753	0		true	0	0	false			false	false		true	4538	true	58340	false			false	false																	
93543	777	0		true	0	0	false			false	false		false		true	82620	false			false	false																	
93619	0	0						0	0																				0	0	0	0						
94139				false			false			false	false		false		false		false			false	false																	
94522				false			false			false	false		false		false		false			false	false																	
94755				false			false			false	false		false		false		false			false	false																	
94858				false			false			false	false		false		false		false			false	false																	
95051	13243	0						0	0																				0	0	0	0						
95677				false			false			false	false		true	9842	true	7414	false			false	false																	
96553	72	0		true	0	0	false			false	false		false		true	26497	false			false	false																	
97055				false			false			false	false		false		false		false			false	false																	
97279				false			false			false	false		false		false		false			false	false																	
97457				false			false			false	false		false		false		false			false	false																	
97804	37307	0		true	0	0	true	5013	202	true	false		true	5477	true	62395	false			false	false						1748	1600								0	0	
97943	5098	0		true	0	0	false			false	false		true	264	false		false			false	false																	
98351				false			false			false	false		false		false		false			false	false																	
98463				false			false			false	false		true	4552	false		false			false	false																	
98717	0	0						0	0																				0	0	0	0						
99143	7697	0		true	0	0	false			false	false		false		false		false			false	false																	
99255	0	0						0	0																				0	0	0	0						
99376	136951	0						9331	2155																				0	0	0	0				1311	0	
99442				false			false			false	false		false		false		false			false	false																	
99536				false			false			false	false		false		false		false			false	false																	
99853				false			false			false	false		false		false		false			false	false																	
100236				false			false			false	false		false		false		false			false	false																	
100357				false			false			false	false		false		false		false			false	false																	
100562	0	0						16396	5410																				0	0	0	0						
100777				false			false			false	false		false		false		false			false	false																	
100843	30000	0		true	0	0	false			false	false		true	4449	true	19967	false			false	false																	
101019								0	0																											0	0	
101037	0	0																											0	0	0	0						
101439	0	0																											0	0	0	0						
101671	0	0																											0	0	0	0						
101738				false			false			false	false		false		false		false			false	false																	
101952				false			false			false	false		false		false		false			false	false																	
102155				false			false			false	false		false		false		false			false	false																	
102333				false			false			false	false		false		false		false			false	false																	
102342	963	0		true	0	0	false			false	false		true	40746	true	40746	false			false	false																	
102539				false			false			false	false		false		false		false			false	false																	
102557				false			false			false	false		false		false		false			false	false																	
102874	0	0																											0	0	0	0						
103134	0	0						0	0																				0	0	0	0						
103255	45885	0						34694	2523																				0	0	0	0						
103563				false			false			false	false		false		false		false			false	false																	
104234				false			false			false	false		false		false		false			false	false																	
104542				false			false			false	false		false		false		false			false	false																	
104971				false			false			false	false		false		false		false			false	false																	
105026				false			false			false	false		false		false		false			false	false																	
105222				false			false			false	false		false		false		false			false	false																	
105473	0	0	0																										0	0	0	0	0	0	0			
105530				false			false			false	false		false		false		false			false	false																	
106359	15000	0																											0	0	0	0						
106452				false			false			false	false		false		false		false			false	false																	
106676				false			false			false	false		false		false		false			false	false																	
107244	0	56439						0	0																				0	0	0	0						
107459				false			false			false	false		false		false		false			false	false																	
107570				false			false			false	false		false		true	116376	false			false	false																	
107758				false			false			false	false		false		false		false			false	false																	
108072				false			false			false	false		false		false		false			false	false																	
108269				false			false			false	false		false		false		false			false	false																	
108652				false			false			false	false		false		false		false			false	false																	
108746				false			false			false	false		false		false		false			false	false																	
108951	2198	0		true	0	0	true	10956	11454	false	false		true	24389	false		false			false	false																	
109136				false			false			false	false		false		false		false			false	false																	
109154				false			false			false	false		true	126	false		false			false	false																	
109453				false			false			false	false		false		false		false			false	false																	
109574				false			false			false	false		true	7839	true	10235	false			false	false																	
109659				false			false			false	false		false		true	56925	false			false	false																	
110413	0	0																											0	0	0	0						
110936				false			false			false	false		false		false		false			false	false																	
110945				false			false			false	false		false		false		false			false	false																	
110972				false			false			false	false		false		false		false			false	false																	
111157	0	0						0	0																				0	0	0	0						
111205	0	0		true	2325	15	false			false	false		true	44113	true	96912	false			false	false																	
111942	7084	0		true	0	0	false			false	false		false		true	214796	false			false	false																	
111979				false			false			false	false		false		false		false			false	false																	
112163	11222	0						14133	1222																				0	0	0	0						
112332				false			false			false	false		false		false		false			false	false																	
112444				false			false			false	false		true	13391	true	77057	false			false	false																	
112510				false			false			false	false		false		false		false			false	false																	
112556				false			false			false	false		false		false		false			false	false																	
112837								9401	18477																								44912	53945	0	0	0	
113003	0	0																											0	0	0	0						
113030				false			false			false	false		false		false		false			false	false																	
113441				false			false			true	false		true	21277	true	21277	false			false	false						89682	0								858	0	
113601				false			false			false	false		false		false		false			false	false																	
113740	13522	0						15002	3248																				0	0	0	0						
113937				false			false			false	false		false		false		false			false	false																	
114149				false			false			false	false		false		false		false			false	false																	
114251				false			false			false	false		false		false		false			false	false																	
114260	21811	0						13967	7159																				0	0	0	0						
114457				false			false			false	false		false		false		false			false	false																	
114774	3470	0		true	0	0	false			true	false		false		true	463859	false			false	false						2080	0								-20	0	
114840	14656	0		true	0	0	false			false	false		false		false		false			false	false																	
