"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
98463																																																														0	0	0	0	0	0	0	0	0			5644	0	5644	0	0	0					0	0	0	0		0						0	0						0	
98717																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
99143																																																																																																						
99255																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
99376																																																														4354389	692432	4274417	536	5754	1057	2161	0	0			153	0	153	0	153	692280					0	0	0	0		0						0	0						0	
99442																																																																																																						
99536																																																																																																						
99853																																																																																																						
100236																																																																																																						
100357																																																																																																						
100562																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	797042					0	85	0	0		0						0	0						0	
100777																																																																																																						
100843																																																																																																						
101019	1042325	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101037																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
101439																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
101671																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	125016	0					0	0	0	0		0						0	0						0	
101738																																																																																																						
101952																																																																																																						
102155																																																																																																						
102333																																																																																																						
102342																																																																																																						
102539																																																																																																						
102557																																																																																																						
102874																																																														0	0	0	0	0	0	0	0	0			17738	0	858	0	17738	91110					0	180	0	0		0						0	0						0	
103134																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
103255																																																														0	0	0	0	0	0	0	0	0			568	0	52	0	568	126138					0	0	0	0		0						0	0						0	
103563																																																																																																						
104234																																																																																																						
104542																																																																																																						
104971																																																																																																						
105026																																																																																																						
105222																																																																																																						
105473																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216						0	0	0		0						0	0						0	
105530																																																																																																						
106359																																																														23765	0	0	0	0	0	0	0	0			25	0	0	0	0	30					0	0	0	0		0						0	0						0	
106452																																																																																																						
106676																																																																																																						
107244																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
107459																																																																																																						
107570																																																																																																						
107758																																																																																																						
108072																																																																																																						
108269																																																																																																						
108652																																																																																																						
108746																																																																																																						
108951																																																																																																						
109136																																																																																																						
109154																																																																																																						
109453																																																																																																						
109574																																																																																																						
109659																																																																																																						
110413																																																														83790	0	0	0	0	0	0	0	0			0	0	0	0	0	100754						71	0	0		0						0	0						0	
110936																																																																																																						
110945																																																																																																						
110972																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
111157																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
111205																																																																																																						
111661																																																																																																						
111942																																																																																																						
111979																																																																																																						
112163																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
112332																																																																																																						
112444																																																																																																						
112510																																																																																																						
112556																																																																																																						
112837	45111686	193714	0	0	0	211271	0	0	0	0	0	0	0	0	0	0	0	0	0	19392	0	0	0	0	0	0	26591	0	0	204796	22365	0	0	0	0	0	0	0	0	0	16597610	0	4293627	0	42418	0	0	0	0	0	3075	87021	0	0	0	85166	0	0	0	0	0																											1708	0	0	0	6450	0	0	1	0	0	0	0	0	0	
113003																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
113030																																																																																																						
113441																																																																																																						
113601																																																																																																						
113740																																																														0	0	0	0	0	0	0	0	0			32140	0	32140	0	0	158163					0	0	0	0		0						0	0						0	
113937																																																																																																						
114149																																																																																																						
114251																																																																																																						
114260																																																														319449	0	0	0	0	0	0	0	0			0	0	0	0	0	938582					0	883	0	0		0						0	0						0	
114457																																																																																																						
114774																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	464815					0	0	0	0		0						0	0						0	
114840																																																																																																						
114859																																																																																																						
115100																																																																																																						
115146																																																																																																						
115575																																																																																																						
116358																																																																																																						
116554																																																																																																						
116741																																																																																																						
117038																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
117074																																																																																																						
117458																																																																																																						
117672																																																																																																						
117775																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
118156																																																																																																						
118660																																																																																																						
118736																																																																																																						
119153																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
119528																																																																																																						
119779																																																														0	0	0	0	0	0	0	0	0			4824	0	575	0	3895	368685					0	85	0	0		0						0	0						0	
119872																																																																																																						
120476																																																																																																						
120542																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
120609																																																														0	0	0	0	0	0	0	0	0			26209	0	1608	0	21043	52189					0	0	0	0		0						0	0						0	
120953																																																																																																						
121642																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
121651																																																																																																						
121679																																																																																																						
121914																																																																																																						
122153																																																																																																						
122546																																																																																																						
122854																																																														0	0	0	0	0	0	0	0	0			72562	0	72562	0	0	0						0	0	0		0						0	0						0	
123075																																																																																																						
123374																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
123646																																																																																																						
124344																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	114326					0	0	0	0		0						0	0						0	
124830																																																																																																						
125154																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
125471																																																														385857	0	0	0	0	0	0	0	0	0	0	263083	0	4217	0	262105	1052091	0	0	0	0	0	10755	0	0	0	0						0	0						0	
125855																																																																																																						
125873																																																																																																						
125958																																																																																																						
126012																																																																																																						
126049																																																																																																						
126375																																																																																																						
126553																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
126740																																																																																																						
126834																																																																																																						
127055																																																																																																						
127224																																																																																																						
128258																																																																																																						
128904																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17543	0	0	0	0	0	0	0	0	0	0						0	0						0	
129349																																																																																																						
129358																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	785					0	0	0	0		0						0	0						0	
129479																																																																																																						
129732																																																														1261710	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
129853																																																																																																						
129910																																																																																																						
130345																																																																																																						
130541																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	1302764					0	0	0	0		0						0	0						0	
130813																																																																																																						
131034																																																																																																						
131173																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	962						0	0	0		0						0	0						0	
131418																																																														45259	0	0	0	0	0	0	0	0			3958	0	1158	0	3958	164909					0	362	0	0		0						0	0						0	
131436																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	24151					0	0	0	0		0						0	0						0	
131650																																																														0	0	0	0	0	0	0	0	0	0	0	36477	0	1	0	0	613632	0	0	0	0	0	0	0	0	0	0						0	0						0	
131717																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
131940																																																																																																						
132107																																																																																																						
132451																																																																																																						
132554																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	285724					0	0	0	0		0						0	0						0	
132778																																																																																																						
132938																																																																																																						
133579																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
133850																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
133971																																																																																																						
134156																																																																																																						
134437																																																														22699	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
134455																																																																																																						
134848																																																																																																						
135836																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
135854																																																																																																						
136048																																																																																																						
136338																																																																																																						
136459																																																																																																						
136655																																																																																																						
137205																																																														30550	0	0	0	0	0	0	0	0			0	0	0	0	0	206157					0	1303	0	0		0						0	0						0	
137447																																																																																																						
137456																																																																																																						
137559																																																																																																						
137643																																																																																																						
137652																																																														408045	127579	0	495	0	2019	0	0	0			18838	0	18838	0	0	19685899					0	20174	0	0		0						0	0						0	
137915																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	284823					0	0	0	0		0						0	0						0	
138051																																																																																																						
138257																																																																																																						
138556																																																																																																						
138725																																																																																																						
139133																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
139478																																																																																																						
139553																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
139656																																																														190413	0	0	0	0	0	0	0	0			3964	0	298	0	3964	0					0	0	0	0		0						0	0						0	
139740																																																														44451	0	0	0	0	0	0	0	0			82139	0	256	0	0	0					0	0	0	0		0						0	0						0	
139834																																																																																																						
139843																																																														442540	0	0	0	0	0	0	0	0			0	0	0	0	0	333543						291	0	0		0						0	0						0	
139955																																																																																																						
140018																																																														49907	0	0	0	0	0	0	0	0			20830	343	13133	343	20830	328139					0	1106	0	0		0						0	0						0	
140157																																																																																																						
140362																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
140634																																																																																																						
141211																																																																																																						
141341																																																																																																						
141350																																																																																																						
141556																																																														718269	0	0	0	0	0	0	0	0			0	0	0	0	0	5341						0	0	0		0						0	0						0	
141677																																																																																																						
141958																																																																																																						
142049																																																																																																						
142179																																																																																																						
142656																																																																																																						
142955																																																														0	0	0	0	0	0	0	0	0			26755	0	2563	0	0	0					0	0	0	0		0						0	0						0	
143372																																																																																																						
143662																																																														523954	2378457	0	0	0	0	0	149	0	0	0	0	0	0	0	0	15810455	0	0	0	0	0	2641	0	0	0	0						0	0						0	
143859																																																																																																						
143952																																																																																																						
144034																																																																																																						
144052																																																																																																						
144155																																																														32471	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
144436																																																																																																						
144678																																																																																																						
144856																																																																																																						
144913																																																																																																						
145059																																																																																																						
145545																																																																																																						
145554																																																																																																						
145741																																																																																																						
145750																																																																																																						
145844																																																																																																						
145956																																																																																																						
146056																																																																																																						
146663																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	82587	151513						0	0	0		0						0	0						0	
146672																																																														0	0	0	0	0	0	0	0	0	0	0	29727	0	29727	0	28921	128102307	0	0	0	0	0	347392	0	0	0	0						0	0						0	
147633																																																														0	0	0	0	0	0	0	0	0			6631	0	6631	0	0	0					0	0	0	0		0						0	0						0	
147651																																																																																																						
147679																																																																																																						
147857																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
147923																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
148171																																																																																																						
148238																																																																																																						
148340																																																																																																						
148470																																																																																																						
148715																																																																																																						
148809																																																														9584	0	0	0	0	0	0	0	0			0	0	0	0	0	46252					0	0	0	0		0						0	0						0	
148920																																																																																																						
149150																																																																																																						
150035																																																														19625	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
150044																																																																																																						
150156																																																																																																						
150727																																																																																																						
151546																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
151957																																																																																																						
152057																																																																																																						
152253																																																																																																						
152431																																																																																																						
152440																																																																																																						
153054																																																														0	0	0	0	0	0	0	0	0			478	0	19	0	478	58644					0	0	0	0		0						0	0						0	
153353																																																																																																						
154154																																																																																																						
154770																																																																																																						
155759																																																																																																						
156457																																																																																																						
156635																																																																																																						
156952																																																																																																						
156970																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	1004					0	0	0	0		0						0	0						0	
157155																																																																																																						
157379																																																																																																						
157650																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
157744																																																																																																						
157856																																																																																																						
158376																																																																																																						
158741																																																																																																						
159636																																																														0	0	0	0	0	0	0	0	0			93270	0	93270	0	0	0					0	0	0	0		0						0	0						0	
159645																																																																																																						
159953																																																																																																						
159971																																																																																																						
160360																																																																																																						
160454																																																																																																						
160650																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
160959																																																														131669	0	0	0	0	0	0	0	0			182	0	3	0	182	0					0	0	0	0		0						0	0						0	
161273																																																																																																						
161602																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	549525						0	0	0		0						0	0						0	
162337																																																																																																						
163343																																																																																																						
163370																																																																																																						
163549																																																														44780	0	0	0	0	0	0	290	0			7254	0	290	0	7255	470732					0	0	0	0		0						0	0						0	
163857																																																																																																						
164153																																																																																																						
164331																																																																																																						
164377																																																																																																						
164854																																																														101677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241896						0	0	0		0						0	0						0	
164957																																																																																																						
164975																																																																																																						
165039																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	42735						0	0	0		0						0	0						0	
165628																																																														182093	1221	0	66	0	5	0	0	0			232902	0	6751	0	0	1356910					0	198	0	0		0						0	0						0	
165758																																																																																																						
165806																																																														0	0	0	0	0	0	0	0	0			0	1200	0	1200	0	25681					0	0	0	0		0						0	0						0	
166111																																																																																																						
166531																																																																																																						
166652																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	179998					0	0	0	0		0						0	0						0	
166849																																																																																																						
167453																																																																																																						
167565	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167752																																																																																																						
167864																																																																																																						
168357																																																														23684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40						0	0	0	0	0						0	0						0	
168571																																																																																																						
169327																																																																																																						
169354																																																																																																						
169653																																																														52075	0	0	0	0	0	0	0	0			0	0	0	0	0	1800105						2839	0	0		0						0	0						0	
169756																																																																																																						
170257																																																																																																						
170275																																																																																																						
170332																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
170640																																																																																																						
171133	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171656																																																														0	0	0	0	0	0	0	0	0			2764	0	27	0	2764	0					0	0	0	0		0						0	0						0	
171759																																																																																																						
171768																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
172158																																																																																																						
172251																																																																																																						
172457																																																																																																						
172475																																																																																																						
172859																																																																																																						
173306																																																														0	0	0	0	0	0	0	0	0			5084	0	519	0	4813	122726						0	0	0		0						0	0						0	
173342																																																																																																						
173548																																																																																																						
173557																																																																																																						
173575																																																														0	0	0	0	0	0	0	0	0			1528	0	102	0	0	0					0	0	0	0		0						0	0						0	
173641																																																																																																						
173959																																																																																																						
174321																																																																																																						
174367																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
174572																																																														69744	0	0	0	0	0	0	0	0			0	0	0	0	0	373712					0	0	0	0		0						0	0						0	
175056																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
175140																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	8547	48791					0	0	0	0		0						0	0						0	
175458																																																																																																						
175609																																																																																																						
176101																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
176325																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
176437																																																																																																						
176464																																																														0	0	0	0	0	0	0	0	0			12905	0	277	0	0	45671					0	0	0	0		0						0	0						0	
176642																																																																																																						
177135																																																																																																						
177443																																																																																																						
177500																																																																																																						
177555																																																																																																						
177751																																																																																																						
177920																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
178057																																																																																																						
178150																																																																																																						
178244																																																																																																						
178356																																																																																																						
178851																																																																																																						
179148																																																																																																						
179335																																																																																																						
179700																																																														14094	0	0	0	0	0	0	0	0			0	0	0	0	0	82115						0	0	0		0						0	0						0	
180144																																																																																																						
180443																																																																																																						
180537																																																																																																						
180845																																																																																																						
181963																																																																																																						
182353																																																																																																						
182951																																																																																																						
183668																																																																																																						
183770																																																																																																						
183846																																																																																																						
183958																																																																																																						
184142																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	92126					0	0	0	0		0						0	0						0	
184656																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
184759																																																																																																						
185251																																																																																																						
185448																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
185859																																																																																																						
186221																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
186548																																																																																																						
186717																																																																																																						
186744																																																														18771	0	0	0	0	0	0	0	0			90	0	0	0	0	206344						0	0	0		0						0	0						0	
186856																																																																																																						
187648																																																																																																						
187899																																																																																																						
187947																																																														14154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95932						0	0	0	0	0						0	0						0	
188056																																																																																																						
188177																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
188430																																																																																																						
188449																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
188720																																																																																																						
188739																																																																																																						
188917																																																																																																						
188926																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
189044																																																														0	1188398	0	16363	0	6985	0	0	0			871	0	871	0	0	1318864					0	2303	0	0		0						0	0						0	
189129																																																																																																						
189549																																																														0	0	0	0	0	0	0	0	0			6676	0	191	0	6676	62733					0	0	0	0		0						0	0						0	
