"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK178	RCFDK179	RCFDK180	RCFDK181	RCFDK182	RCFDK183	RCFDK184	RCFDK185	RCFDK186	RCFDK192	RCFDK193	RCFDK194	RCFDK273	RCFN5513	RCFNK260	RCFNK290	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK178	RCONK179	RCONK180	RCONK181	RCONK182	RCONK183	RCONK184	RCONK185	RCONK186	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONK273	TEXT4087	
1557																																											0	0	0	0	2704	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2461	0	0	243	0	0	0	0	243	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fstbanc.com	
1669																																											777	212	0	0	96	true	777	0	0	212	0	0	1208	1	0	0	false	0	96	0	0	0	0	0	0	96	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.lnbparis.com	
1829																																											414	39	10059	0	24000	true	414	0	0	39	0	0	1938	2	0	0	false	0	0	0	10059	8000	5941	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://avbpgh.com	
1856																																											0	32	0	0	54000	false	0	0	0	0	0	32	0	0	0	0	false	0	0	0	0	0	0	54000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2040																																											0	752	0	0	20000	true	0	290	0	462	0	0	993	1	0	0	false	0	0	0	0	14000	1000	5000	5000	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fmnetbank.com	
2161																																											0	109	0	0	0	true	0	22	87	0	0	0	1231	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.lamarnational.com	
2376																																											0	5152	0	0	539689	true	0	1441	0	1926	1185	600	39784	2	0	0	false	0	0	0	0	144934	139381	225000	380000	0	0	30374	0	0	30374	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://oritani.com	
2554																																											0	0	0	0	0	true	0	0	0	0	0	0	127	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.sbmarietta.com	
2732																																											1112	1576	0	0	337	true	1112	844	0	0	0	732	33902	7	0	0	true	0	337	0	0	0	0	0	0	337	0	0	0	0	337	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.albanybank.com	
2750																																											0	176	500	0	5200	true	0	176	0	0	0	0	1469	1	0	0	false	0	0	0	4500	700	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.genoacb.com	
3252																																											0	13	0	0	3500	true	0	0	0	13	0	0	1143	1	0	0	false	0	0	0	0	1000	0	2500	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fnbgordon.com	
3458																																											0	180	0	0	0	true	0	175	0	5	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fbgconline.com	
3720																																											0	159	0	0	5526	true	0	0	0	0	0	159	1568	1	0	0	true	0	526	0	0	0	5000	0	0	526	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bankofclarendon.com	
3953																																											0	2642	0	0	266	true	0	0	0	2642	0	0	4862	3	0	0	false	0	0	0	0	0	0	266	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fcbanker.com	
4156																																											0	228	5000	0	15000	true	0	0	0	228	0	0	149	0	0	0	true	0	0	0	5000	10000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.kanzabank.com	
4231																																											0	3103	0	0	0	false	0	0	0	0	0	3103	1876	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fmbanksylvania.com	
4437																																											0	1772	449	0	3941	true	0	0	0	1772	0	0	8962	4	0	0	false	0	0	0	449	1224	725	1543	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnbwvva.com	
4839																																											0	7924	0	0	19000	true	0	1606	0	381	1008	4929	18081	6	0	0	false	0	0	0	0	5750	13250	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://abcbank.net	
5005																																											623	5707	17632	0	55009	true	623	5007	0	200	0	500	216	0	0	0	true	0	0	0	17632	18723	5154	13500	25500	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.STONESAV.COM	
5069																																											0	6887	0	0	0	false	0	0	0	0	0	6887	250	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																																											0	252	0	0	20799	true	0	90	0	162	0	0	10431	5	0	0	false	0	0	0	8000	11000	0	1799	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fsbanks.com	
5210																																											0	3631	6000	0	74895	true	0	1246	0	501	413	1471	11484	5	0	0	false	0	895	0	16000	31000	17000	10000	10000	895	0	0	0	0	895	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.acnb.com	
5331																																											0	3831	30000	0	50413	true	0	3831	0	0	0	0	1574	1	0	0	false	0	413	0	30000	20000	0	0	0	413	0	0	0	0	413	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.hydeparkbank.net	
5461																																											142	763	0	0	15600	true	142	0	0	763	0	0	36	0	0	0	true	0	600	0	0	0	15000	0	0	600	0	0	0	0	600	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankbac.com	
5751																																											0	0	0	0	0	true	0	0	0	0	0	0	1638	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.kearnycountybank.com	
6039																																											0	3094	0	0	0	true	0	2543	0	0	0	551	650	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	wwwaebalma.com	
6141																																											0	100	0	0	0	false	0	0	0	0	0	100	96	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
6329																																											0	6837	0	0	0	true	0	4145	0	1245	0	1447	563	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.abbank.com	
6972																																											245	758	4000	0	4000	true	245	758	0	0	0	0	829	1	0	0	true	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firstindy.com	
7009																																											0	0	0	0	0	true	0	0	0	0	0	0	3400	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bessemer.com	
7045																																											0	435	0	0	0	true	0	0	0	245	0	190	2278	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.tpbbancorp.com	
7157																																											0	89	0	0	0	true	0	0	0	89	0	0	101	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	statebankbr.com	
7456																																											0	0	0	0	0	true	0	0	0	0	0	0	240	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankofhartington.com	
7634																																											0	2728	0	0	2000	false	0	869	0	686	0	1173	1	0	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	THEFOURCOUNTYBANK.COM	
8033																																											0	0	5274	0	13374	true	0	0	0	0	0	0	2986	1	0	0	true	0	0	0	5274	6100	0	2000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.THEFRIENDLYBANK.COM	
8462																																											0	0	0	0	0	true	0	0	0	0	0	0	1298	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.perrytonbank.com	
8631																																											0	464	0	0	0	true	0	0	0	464	0	0	400	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pcbsm.com	
9357																																											2292	0	0	0	0	true	2292	0	0	0	0	0	18	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fidelitybankmn.com	
9553																																											0	0	11547	0	20192	true	0	0	0	0	0	0	1974	1	0	0	false	0	2371	0	11547	416	695	4697	0	2371	1	4	461	2000	2837	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://adamscountybankonline.com	
9807																																											0	122335	10000	0	295999	true	0	105861	0	2118	9440	4916	7754	2	0	0	true	0	45999	0	10000	0	100000	140000	0	45999	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.amboybank.com	
9955																																											327	0	0	0	2021	true	327	0	0	0	0	0	2325	1	0	0	false	0	0	0	0	21	0	2000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bankkansas.com	
10250																																											0	17595	0	0	0	true	0	4308	0	2191	0	11096	333	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.thebankofelkriver.com	
10849																																											0	15695	8377	0	10377	true	0	4365	1997	7268	0	2065	3434	1	0	0	false	0	0	0	8377	2000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.firststatebk.com	
10858																																											0	1500	0	0	5228	true	0	362	0	594	0	544	4116	3	0	0	true	0	0	0	0	228	0	5000	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.pvsb.com	
11145																																											0	1903	2194	0	8147	false	0	0	0	992	0	911	1290	1	0	0	false	0	0	0	2194	485	3468	2000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
11640																																											0	441	0	0	30000	true	0	158	0	0	0	283	9167	2	0	0	false	0	0	0	10000	0	0	20000	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://fnbclarksdale.com	
11837																																											0	3775	0	0	7000	true	0	1855	700	350	0	870	0	0	0	0	false	0	0	0	0	0	0	7000	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.farmbk.com	
12030																																											0	5072	0	0	0	true	0	1566	2142	324	0	1040	800	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.fnbalma.com	
12142																																											0	347	0	0	0	true	0	0	0	215	0	132	321	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.clevelandstatebank.com	
12245																																											0	473	3000	0	5000	true	0	0	0	64	0	409	3283	3	0	0	false	0	0	0	3000	2000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.banknorthwis.com	
12311	379092	37957	204873	189739	1892628	true	179135	302760	9	200826	10218	true	3551882	1198544	204873	6992	0	8359	0	1198544	348781	90079	35000	1022523	0	0	0	0	0	0	0	0	0	0	0	0	0	11539	0	0	0	0					1892628			10461	888	2774	0	4575								19259										0		true	true			0	0	0	0	0	0	0	0	0										0	0	0	0	0					www.Huntington.com	
12647																																											0	928	0	0	2650	true	0	721	0	207	0	0	5154	2	0	0	false	0	0	0	0	2650	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://PORTAGECOUNTYBANK.COM	
12656																																											0	116	0	0	0	true	0	0	0	116	0	0	193	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.mybankathome.com	
12937																																											0	0	0	0	3962	true	0	0	0	0	0	0	5820	4	0	0	false	0	0	0	0	0	3962	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.oakbank.com	
12946																																											1030	8070	15000	0	26717	true	1030	4091	808	427	0	2744	3002	2	0	0	true	0	199	0	15000	10316	0	1202	0	199	0	0	0	0	199	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fbtarkansas.com	
12955																																											0	1021	0	0	4585	true	0	1021	0	0	0	0	1980	2	0	0	false	0	0	0	450	0	3700	435	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankofnebraska.com	
13103																																											3872	2153	0	0	107743	true	3872	0	0	2153	0	0	1889	1	0	0	false	0	0	0	0	22000	50000	35743	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.bristolcountysavingsbank.com	
13251																																											0	718	0	0	0	false	0	0	0	570	0	148	150	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://elysianbank.com	
13457																																											0	0	0	0	0	true	0	0	0	0	0	0	94	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bankoflewellen.com	
