"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONC407	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONFT17	RCONFT18	RCONFT19	RCONFT20	RCONFT21	RCONFT22	RCONHK18	RCONHK19	RCONK102	RCONK103	RCONK104	RCONK192	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
1557					false			false			false	false		false		false		false			false	false																	
1669					false			false			false	false		false		false		false			false	false																	
1856					false			false			false	false		false		false		false			false	false																	
2040	9985	0			true	0	0	false			false	false		false		false		false			false	false																	
2161	0	0																												0	0	0	0						
2376	425000	0																												0	0	0	0						
2554					false			false			false	false		false		false		false			false	false																	
2732					false			false			false	false		false		false		false			false	false																	
2750					false			false			false	false		false		false		false			false	false																	
3252					false			false			false	false		false		false		false			false	false																	
3458					false			false			false	false		false		false		false			false	false																	
3720	1070	0																												0	0	0	0						
3971					false			true	38664	8078	false	false		true	425	true	303584	false			false	false																	
4156	0	0																												0	0	0	0						
4231					false			false			false	false		false		false		false			false	false																	
4839	8290	0			true	0	0	false			false	false		true	10420	false		false			false	false																	
5069					false			false			false	false		false		false		false			false	false																	
5135					false			false			false	false		false		false		false			false	false																	
5210	0	0																												0	0	0	0						
5461	0	0																												0	0	0	0						
5751					false			false			true	false		false		false		false			false	false						1014	0								31	0	
6039	0	0																												0	0	0	0						
6141					false			false			false	false		false		false		false			false	false																	
6329	0	0																												0	0	0	0						
7009	6000	0			true	0	0	false			true	false		false		false		false			false	false						2491	0								19	0	
7045	0	0																												0	0	0	0						
7072					false			false			false	false		true	1266	true	181654	false			false	false																	
7456					false			false			false	false		false		false		false			false	false																	
7634					false			false			false	false		false		false		false			false	false																	
8033					false			false			false	false		false		false		false			false	false																	
8462					false			false			false	false		false		false		false			false	false																	
8631					false			false			false	false		false		false		false			false	false																	
9357	0	0																												0	0	0	0						
9553					false			false			false	false		true	1722	true	1722	false			false	false																	
9807	80000	0																												0	0	0	0						
9955					false			false			false	false		true	1462	true	1462	false			false	false																	
10250					false			false			false	false		false		false		false			false	false																	
10849					false			false			false	false		false		false		false			false	false																	
11145	0	0																												0	0	0	0						
11640					false			false			false	false		false		false		false			false	false																	
11837					false			false			false	false		false		false		false			false	false																	
12030					false			false			false	false		false		false		false			false	false																	
12142					false			false			false	false		false		false		false			false	false																	
12179					false			false			false	false		false		false		false			false	false																	
12311																																		0	0	3307	12867	0	
12647	0	0																												0	0	0	0						
12656					false			false			false	false		false		false		false			false	false																	
12937					false			false			false	false		false		true	45697	false			false	false																	
12946	0	0																												0	0	0	0						
13103	0	0																												0	0	0	0						
13251					false			false			false	true	5709	true	4889	true	10598	false			false	false																	
13457					false			false			false	false		false		false		false			false	false																	
14052					false			false			false	false		false		true	16604	false			false	false																	
14155					false			false			false	false		true	5934	true	824	false			false	false																	
14650					false			false			false	false		false		false		false			false	false																	
14753					false			false			false	false		false		false		false			false	false																	
14865	1827	0			true	0	0	false			false	false		false		false		false			false	false																	
14977	0	0																												0	0	0	0						
16551					false			false			false	false		true	7227	true	195443	false			false	false																	
16748	4	0			true	0	292	false			false	false		false		true	54078	false			false	false																	
17110	0	0																												0	0	0	0						
17147	911160	0																												0	0	0	0						
17259					false			false			false	false		false		false		false			false	false																	
17950					false			false			false	false		false		false		false			false	false																	
17978					false			false			false	false		false		false		false			false	false																	
18050					false			false			false	false		false		false		false			false	false																	
18135					false			false			false	false		false		false		false			false	false																	
18827	71000	0																												0	0	0	0						
18836					false			false			false	false		false		false		false			false	false																	
18854	0	0																												0	0	0	0						
19356					false			false			false	false		false		false		false			false	false																	
19936					false			false			false	false		false		false		false			false	false																	
19972					false			false			false	false		false		false		false			false	false																	
20053					false			false			false	false		true	4071	true	36154	false			false	false																	
20633					false			false			false	false		false		true	62344	false			false	false																	
20857					false			false			false	false		false		false		false			false	false																	
21256					false			false			false	false		false		false		false			false	false																	
21359					false			false			false	false		false		false		false			false	false																	
21630	0	0																												0	0	0	0						
21658	0	452																												0	0	0	0						
22048	3000	0			true	0	0	false			false	false		false		false		false			false	false																	
22543	4244	0																												0	0	0	0						
22552					false			false			false	false		false		false		false			false	false																	
22730					false			false			false	false		true	4477	false		false			false	false																	
22936					false			false			false	false		false		false		false			false	false																	
23456					false			false			false	false		false		false		false			false	false																	
23504	370939	0																												0	0	0	0						
23643					false			false			false	false		false		false		false			false	false																	
23755	380	1121			true	0	0	false			false	true	184496	true	277	true	184496	false			false	false																	
24006	0	0																												0	0	0	0						
24378					false			false			false	false		false		false		false			false	false																	
24453					false			false			false	false		false		false		false			false	false																	
24659					false			false			false	false		false		false		false			false	false																	
24668	0	0																												0	0	0	0						
24949					false			false			false	false		false		true	179785	false			false	false																	
25357					false			false			false	false		false		false		false			false	false																	
25647	0	0																												0	0	0	0						
26176					false			false			false	false		false		true	431	false			false	false																	
26242					false			false			false	false		false		false		false			false	false																	
26457	0	0																												0	0	0	0						
26765					false			false			false	false		false		false		false			false	false																	
27070					false			false			false	false		false		false		false			false	false																	
27548	30360	0																												0	0	0	0						
27614					false			false			false	false		true	413	true	39873	false			false	false																	
27847					false			false			false	false		false		false		false			false	false																	
28013	0	0																												0	0	0	0						
28152	15109	0																												0	0	0	0						
28255					false			false			false	false		false		false		false			false	false																	
28406	74237	1077825																												0	0	0	0						
28675	0	0																												0	0	0	0						
28732					false			false			false	false		false		false		false			false	false																	
29476					false			false			false	false		false		false		false			false	false																	
29636	0	0																												0	0	0	0						
29878	0	0																												0	0	0	0						
30052					false			false			false	false		true	1593	false		false			false	false																	
30502	0	65752																												0	0	0	0						
30650					false			false			false	false		false		false		false			false	false																	
30810	9159041	0	3737510	0																										0	0	0	0	361530	0	170661			
31134	0	0																												0	0	0	0						
31255	0	0																												0	0	0	0						
31657					false			false			false	false		false		false		false			false	false																	
31826	0	0																												0	0	0	0						
31835					false			false			false	false		false		false		false			false	false																	
32234					false			false			false	false		false		false		false			false	false																	
32766					false			false			false	false		false		false		false			false	false																	
32971					false			false			false	false		false		true	83523	false			false	false																	
33147	0	0																												0	0	0	0						
33259					false			false			false	false		false		false		false			false	false																	
33268	492	0																												0	0	0	0						
33370					false			false			false	false		false		false		false			false	false																	
33839					false			false			false	false		true	3842	false		false			false	false																	
33857	8403	0																												0	0	0	0						
34425	0	0																												0	0	0	0				9	0	
34434	1253	1044			true	0	0	false			false	false		false		false		false			false	false																	
34452					false			false			false	false		false		false		false			false	false																	
34537	77047	0																												0	0	0	0				665	0	
34555	0	0																												0	0	0	0						
34742					false			true	9650	1376	false	false		true	9041	false		false			false	false																	
35057	3116	0																												0	0	0	0						
35301																																							
35570	910610	0																												0	0	0	0						
35646					false			false			false	false		false		false		false			false	false																	
35879					false			false			false	false		false		true	31682	false			false	false																	
36456					false			false			false	false		false		false		false			false	false																	
36933					false			false			false	false		false		false		false			false	false																	
37051					false			false			false	false		false		false		false			false	false																	
37341					false			false			false	false		false		false		false			false	false																	
37435	9336	0																												0	0	0	0						
37640	16894	88303																												0	0	0	0				-97	0	
37659	0	0																												0	0	0	0						
37949					false			false			false	false		false		false		false			false	false																	
38740					false			false			false	false		false		false		false			false	false																	
39327					false			false			false	false		false		false		false			false	false																	
39756	364	0																												0	0	0	0						
40033					false			false			false	false		false		false		false			false	false																	
40499	551447	0																												0	0	0	0				23569	0	
40855					false			false			false	false		true	1524	false		false			false	false																	
41245					false			false			false	false		false		false		false			false	false																	
41553					false			false			false	false		false		false		false			false	false																	
41629	0	0																												0	0	0	0						
41825	752	0																												0	0	0	0						
41937					false			false			false	false		false		true	26424	false			false	false																	
41955					false			false			false	false		false		false		false			false	false																	
42037					false			false			false	false		false		false		false			false	false																	
42354					false			false			false	false		false		false		false			false	false																	
42372					false			false			false	false		false		false		false			false	false																	
42420	874497	0																												0	0	0	0						
42448	0	0																												0	0	0	0						
42457					false			false			false	false		false		false		false			false	false																	
43052					false			false			false	false		false		true	29845	false			false	false																	
43351					false			false			false	false		false		false		false			false	false																	
43856					false			false			false	false		true	7478	false		false			false	false																	
43959					false			false			false	false		false		false		false			false	false																	
44040					false			false			false	false		false		false		false			false	false																	
44433	0	0																												0	0	0	0						
44741					false			false			false	false		false		true	66880	false			false	false																	
44750					false			false			false	false		false		false		false			false	false																	
44929	0	0																												0	0	0	0						
45038	0	0																												0	0	0	0						
45047					false			false			false	false		false		false		false			false	false																	
45056					false			false			false	false		false		false		false			false	false																	
45430					false			false			false	false		false		false		false			false	false																	
45458					false			false			false	false		true	139	true	139	false			false	false																	
45551	0	0																												0	0	0	0						
45560	0	0																												0	0	0	0						
45775					false			false			false	false		false		false		false			false	false																	
46053					false			false			false	false		true	40673	true	40673	false			false	false																	
46941					false			false			false	false		false		false		false			false	false																	
47247	66047	3200																												0	0	0	0						
47256					false			false			false	false		true	331	true	18491	false			false	false																	
47452	0	0																												0	0	0	0						
47500					false			false			false	false		true	26430	true	26430	false			false	false																	
48057					false			false			false	false		true	479	true	11986	false			false	false																	
48150	0	0																												0	0	0	0						
48374	0	0																												0	0	0	0						
48440	872	0																												0	0	0	0						
49054	0	0																												0	0	0	0						
49148					false			false			false	false		false		false		false			false	false																	
49241					false			false			false	false		false		false		false			false	false																	
49652					false			false			false	false		false		true	6423	false			false	false																	
49858					false			false			false	false		false		false		false			false	false																	
49951					false			false			false	false		false		false		false			false	false																	
50144					false			false			false	false		false		false		false			false	false																	
50461	0	0																												0	0	0	0						
50872					false			false			false	false		false		false		false			false	false																	
51253	0	0																												0	0	0	0						
51356	0	0																												0	0	0	0						
51459					false			false			true	false		false		false		false			false	false						1520	0								34	0	
51842	334	0																												0	0	0	0						
52719	0	0																												0	0	0	0						
52951					false			false			false	false		false		false		false			false	false																	
53051					false			false			false	false		false		false		false			false	false																	
53752					false			false			false	false		false		false		false			false	false																	
54049					false			false			false	false		false		true	54824	false			false	false																	
54058	0	455																												0	0	0	0						
54441					false			false			false	false		false		false		false			false	false																	
54656	0	0																												0	0	0	0						
54973	885	0																												0	0	0	0						
55336					false			false			false	false		false		false		false			false	false																	
55635					false			false			false	false		false		false		false			false	false																	
55653					false			false			false	false		false		false		false			false	false																	
55970					false			false			false	false		false		true	158763	false			false	false																	
56258					false			false			false	false		false		false		false			false	false																	
56351	0	0																												0	0	0	0				1628	0	
56548	5116	0			true	0	0	false			false	false		false		true	147610	false			false	false																	
56557	100000	459860																												0	0	0	0						
56717					false			false			false	false		true	3480	true	121266	false			false	false																	
57040	0	0																												0	0	0	0						
57451	0	0																												0	0	0	0						
58177	0	0																												0	0	0	0						
58207					false			false			false	false		false		false		false			false	false																	
58225					false			false			false	false		false		false		false			false	false																	
58243	474562	0																												0	0	0	0						
58355	2270	0			true	0	0	false			false	false		false		false		false			false	false																	
58551					false			false			false	false		false		false		false			false	false																	
58636					false			false			false	false		false		false		false			false	false																	
58757					false			false			false	false		false		false		false			false	false																	
58971	50287	0																												0	0	0	0						
59316	0	0																												0	0	0	0						
59352					false			false			false	false		false		false		false			false	false																	
59370					false			false			false	false		false		false		false			false	false																	
59754					false			false			false	false		false		false		false			false	false																	
60143																																							
60330	10104	0																												0	0	0	0						
60545	0	0																												0	0	0	0						
60554	0	0																												0	0	0	0						
60648	0	0																												0	0	0	0						
61122	3797	0																												0	0	0	0						
61355	15886	0			true	0	0	true	24836	1827	false	false		false		true	562511	false			false	false																	
61476					false			false			false	false		true	16935	true	22884	false			false	false																	
61757	0	0																												0	0	0	0						
61832					false			false			false	false		false		false		false			false	false																	
61953					false			false			false	false		false		false		false			false	false																	
62044					false			false			false	false		false		true	1925	false			false	false																	
62110					false			false			false	false		false		false		false			false	false																	
62147					false			false			false	false		true	396	true	57530	false			false	false																	
62772	14397	0			true	0	0	false			false	true	2843	true	6563	true	1742	false			false	false																	
63050					false			false			false	false		false		false		false			false	false																	
63069																																							
63201					false			false			false	false		false		false		false			false	false																	
63573					false			false			false	false		false		true	49530	false			false	false																	
63733	0	0																												0	0	0	0						
63742	24147	0			true	0	0	false			false	false		true	1394	true	152628	false			false	false																	
63751	0	0																												0	0	0	0						
64150					false			true	18703	2648	false	false		false		false		false			false	false																	
64543	812	0			true	0	0	true	10145	812	false	false		true	50979	true	167655	false			false	false																	
64552	31560	0																												0	0	0	0						
64730					false			false			false	false		false		false		false			false	false																	
65205					false			false			false	false		true	796	true	796	false			false	false																	
65241					false			false			false	false		false		false		false			false	false																	
65513																																							
65559	0	0																												0	0	0	0						
65746	0	8392																												0	0	0	0						
65858	23921	0																												0	0	0	0						
66154					false			false			false	false		false		false		false			false	false																	
66275					false			false			false	false		false		true	195	false			false	false																	
66677	15099	0																												0	0	0	0				-44	0	
67142					false			false			false	false		false		true	1201	false			false	false																	
67151	100082	0			true	0	0	false			false	false		false		false		false			false	false																	
67209	8029	0			true	0	4999	false			false	false		true	34786	true	50044	false			false	false																	
67254					false			false			false	false		false		false		false			false	false																	
67656	0	0																												0	0	0	0						
67870					false			false			false	false		false		true	1181	false			false	false																	
68448					false			false			false	false		false		true	22524	false			false	false																	
68671					false			false			false	false		false		false		false			false	false																	
68756	2058	0																												0	0	0	0						
68831	0	0																												0	0	0	0						
68840	5166	1439			true	0	0	false			false	false		false		true	153085	false			false	false																	
68859	3015	0			true	0	0	false			false	false		true	7777	false		false			false	false																	
69333	782	0																												0	0	0	0						
69678					false			false			true	false		false		true	175418	false			false	false						557	0								77	0	
70058					false			false			false	false		false		false		false			false	false																	
70218	0	0																												0	0	0	0						
70414					false			false			false	false		false		true	126576	false			false	false																	
70638					false			false			false	false		false		false		false			false	false																	
70955					false			false			false	false		false		false		false			false	false																	
71073					false			false			false	false		false		false		false			false	false																	
71318	0	0																												0	0	0	0						
71457	3648	0			true	0	0	false			true	false		true	69009	true	13708	false			false	false						552	0								19	0	
71859					false			false			false	false		false		false		false			false	false																	
72258					false			false			true	false		false		false		false			false	false						231679	0								910	0	
72351					false			false			false	false		false		false		false			false	false																	
72454					false			false			false	false		false		false		false			false	false																	
72678					false			false			false	false		false		false		false			false	false																	
73116					false			false			false	false		false		true	1293	false			false	false																	
73152					false			false			false	false		false		false		false			false	false																	
73554					false			false			false	true	3516	true	728	true	4230	false			false	false																	
73956					false			false			false	false		false		false		false			false	false																	
74056	0	0																												0	0	0	0						
74140	14147	0																												0	0	0	0						
74403	32374	0																												0	0	0	0						
74449					false			false			false	false		false		false		false			false	false																	
75053					false			true	10553	54	false	false		false		true	117721	false			false	false																	
75259	3819	0			true	0	0	true	32449	3819	false	false		false		true	186115	false			false	false																	
75446	2242	0			true	0	0	false			false	false		true	2633	true	10364	false			false	false																	
75455					false			false			false	false		false		false		false			false	false																	
75558					false			false			false	false		false		false		false			false	false																	
75633																																					0	-53324	
75651					false			false			false	false		true	7446	false		false			false	false																	
76153	0	0																												0	0	0	0						
76443					false			false			false	false		false		true	33369	false			false	false																	
76854					false			false			false	false		false		false		false			false	false																	
77150	0	0																												0	0	0	0						
77253					false			false			false	false		false		false		false			false	false																	
77422					false			false			false	false		false		false		false			false	false																	
77851	46594	0																												0	0	0	0						
78157					false			false			false	false		false		false		false			false	false																	
78241					false			false			false	false		false		false		false			false	false																	
78559					false			false			false	false		false		false		false			false	false																	
79042	0	0																												0	0	0	0						
79127	0	0																												0	0	0	0						
79145	700	0			true	0	0	false			false	false		true	5497	true	142740	false			false	false																	
79257					false			false			false	false		false		false		false			false	false																	
79855	4022	0			true	0	0	false			false	false		false		false		false			false	false																	
80150					false			false			false	false		false		false		false			false	false																	
80374					false			false			false	false		false		false		false			false	false																	
80431					false			false			false	false		false		false		false			false	false																	
80552					false			false			false	false		false		false		false			false	false																	
80936	0	0																												0	0	0	0						
81175	2833	0			true	0	0	false			false	false		true	27495	true	113132	false			false	false																	
81429					false			false			false	false		false		false		false			false	false																	
82033					false			false			false	false		false		false		false			false	false																	
82257					false			false			false	false		false		false		false			false	false																	
82350					false			false			false	false		false		false		false			false	false																	
82659	0	0																												0	0	0	0						
83151					false			false			false	false		false		false		false			false	false																	
83236					false			false			false	false		false		false		false			false	false																	
83375					false			false			false	false		false		true	2849	false			false	false																	
83638																																							
83834	0	0																												0	0	0	0						
83852					false			false			false	false		false		false		false			false	false																	
83955					false			false			false	false		false		false		false			false	false																	
84046					false			false			false	false		false		false		false			false	false																	
84541					false			true	13269	2024	false	false		false		false		false			false	false																	
84804	0	0																												0	0	0	0						
85052					false			false			false	false		false		false		false			false	false																	
85258					false			false			false	false		false		false		false			false	false																	
85454					false			false			false	false		false		false		false			false	false																	
85472	834	0																												0	0	0	0						
85931					false			false			false	false		false		false		false			false	false																	
86349					false			false			false	false		false		false		false			false	false																	
86358	0	0																												0	0	0	0						
86554					false			false			false	false		false		false		false			false	false																	
86675					false			false			true	false		false		false		false			false	false						167111	0								706	0	
87047					false			false			false	false		false		false		false			false	false																	
87159					false			false			false	false		false		false		false			false	false																	
87177	0	0																												0	0	0	0						
87234					false			true	51015	14176	false	false		false		false		false			false	false																	
87476					false			false			false	false		false		true	792	false			false	false																	
87579	0	0																												0	0	0	0						
88231	281794	0																												0	0	0	0				-156	31	
88240					false			false			false	false		false		false		false			false	false																	
88259					false			false			false	false		false		false		false			false	false																	
88352	0	0																												0	0	0	0						
88455					false			false			false	false		true	1866	false		false			false	false																	
88772	1621	0			true	0	0	false			true	false		false		true	81811	false			false	false						140330	0								-43	0	
88950					false			false			false	false		false		false		false			false	false																	
89032	0	0																												0	0	0	0				0	0	
89135					false			false			false	false		false		false		false			false	false																	
89854					false			false			false	false		false		false		false			false	false																	
89957					false			false			false	false		false		false		false			false	false																	
90047					false			false			false	false		false		false		false			false	false																	
90177					false			false			false	false		false		true	1372	false			false	false																	
90328					false			false			false	false		false		false		false			false	false																	
90337	0	0																												0	0	0	0						
90579					false			false			false	false		false		false		false			false	false																	
91615	0	0																												0	0	0	0						
91651					false			false			false	false		false		false		false			false	false																	
91754	0	0																												0	0	0	0						
91950	0	0																												0	0	0	0						
92144					false			false			false	false		false		false		false			false	false																	
92676	0	0																												0	0	0	0						
92706					false			false			false	false		true	12494	true	41426	false			false	false																	
92902					false			false			false	false		false		false		false			false	false																	
93244					false			false			false	false		true	1754	true	54249	false			false	false																	
93543	2622	0			true	0	0	false			false	false		false		true	77645	false			false	false																	
93619	0	0																												0	0	0	0						
93758	0	0																												0	0	0	0						
94139					false			false			false	false		false		false		false			false	false																	
94522					false			false			false	false		false		false		false			false	false																	
94755					false			false			false	false		false		false		false			false	false																	
94858					false			false			false	false		false		false		false			false	false																	
95051	17226	0																												0	0	0	0						
95659	0	0																												0	0	0	0						
95677					false			false			false	false		true	11231	true	11231	false			false	false																	
96553	64	0			true	0	0	false			false	false		false		true	24009	false			false	false																	
97055					false			false			false	false		false		false		false			false	false																	
97279					false			false			false	false		false		false		false			false	false																	
97457					false			false			false	false		false		false		false			false	false																	
97804	45955	0			true	0	0	true	30554	2921	true	false		true	6245	true	74793	false			false	false						4200	1342								70	0	
97943	2615	0			true	0	0	false			false	false		true	264	false		false			false	false																	
98351					false			false			false	false		false		false		false			false	false																	
98463	0	0																												0	0	0	0						
98717	0	0																												0	0	0	0						
99143	6229	0			true	0	0	false			false	false		false		false		false			false	false																	
99255	0	0																												0	0	0	0						
99376	109196	0																												0	0	0	0				2	0	
99442					false			false			false	false		false		false		false			false	false																	
99536					false			false			false	false		false		false		false			false	false																	
99853	0	0																												0	0	0	0						
100236					false			false			false	false		false		false		false			false	false																	
100357					false			false			false	false		false		false		false			false	false																	
100562	0	0																												0	0	0	0						
100777					false			false			false	false		false		false		false			false	false																	
100843	71351	0			true	0	0	false			false	false		true	5871	true	23393	false			false	false																	
101019																																					0	0	
101037	0	0																												0	0	0	0						
101439	0	0																												0	0	0	0						
101671	0	0																												0	0	0	0						
101738					false			false			false	false		false		false		false			false	false																	
101952					false			false			false	false		false		false		false			false	false																	
102155					false			false			false	false		false		false		false			false	false																	
102333					false			false			false	false		false		false		false			false	false																	
102342	236	0			true	0	0	false			false	false		true	37285	true	37285	false			false	false																	
102539					false			false			false	false		false		false		false			false	false																	
102557					false			true	1637	0	false	false		true	122	false		false			false	false																	
102874	0	0																												0	0	0	0						
103134	0	0																												0	0	0	0						
103255	6043	0																												0	0	0	0						
103563					false			false			false	false		false		false		false			false	false																	
104234					false			false			false	false		false		false		false			false	false																	
104542					false			false			false	false		false		false		false			false	false																	
104971					false			false			false	false		false		false		false			false	false																	
105026					false			false			false	false		false		false		false			false	false																	
105222					false			false			false	false		false		false		false			false	false																	
105473	0	0	0	0																										0	0	0	0	0	0	0			
105530					false			false			false	false		false		false		false			false	false																	
106359	0	0																												0	0	0	0						
106452					false			false			false	false		false		false		false			false	false																	
106676					false			false			false	false		false		false		false			false	false																	
107244	17540	0																												0	0	0	0						
107459					false			false			false	false		false		false		false			false	false																	
107570					false			false			false	false		false		true	107472	false			false	false																	
107758					false			false			false	false		false		false		false			false	false																	
108072					false			false			false	false		false		false		false			false	false																	
108269					false			false			false	false		false		false		false			false	false																	
108652					false			false			false	false		false		false		false			false	false																	
108746					false			false			false	false		false		false		false			false	false																	
108951	4307	0			true	0	0	true	23604	4094	false	false		true	27180	false		false			false	false																	
109136					false			false			false	false		false		false		false			false	false																	
109154					false			false			false	false		true	158	false		false			false	false																	
109453					false			false			false	false		false		false		false			false	false																	
109574	0	0																												0	0	0	0						
109659					false			false			false	false		false		false		false			false	false																	
110413	1224	0																												0	0	0	0						
110936					false			false			false	false		false		false		false			false	false																	
110945					false			false			false	false		false		false		false			false	false																	
110972	0	0																												0	0	0	0						
111157	0	0																												0	0	0	0						
111205	0	0			true	0	175	false			false	false		true	54262	true	97276	false			false	false																	
111661					false			false			false	false		false		false		false			false	false																	
111942	4178	0																												0	0	0	0						
111979					false			false			false	false		false		false		false			false	false																	
112163	13400	0																												0	0	0	0						
112332	0	0																												0	0	0	0						
112444	0	0																												0	0	0	0						
112510					false			false			false	false		false		false		false			false	false																	
112556					false			false			false	false		false		false		false			false	false																	
112837																																		144924	66059	0	-3469	0	
113003	0	0																												0	0	0	0						
113030					false			false			false	false		false		false		false			false	false																	
113441					false			false			true	false		true	21228	true	22284	false			false	false						93083	0								806	0	
113601					false			false			false	false		false		false		false			false	false																	
113740	13477	0																												0	0	0	0						
113937	0	665			true	665	0	false			false	false		false		false		false			false	false																	
114149	0	0																												0	0	0	0						
114158					false			false			false	false		false		false		false			false	false																	
114251					false			false			false	false		false		false		false			false	false																	
114260	43308	0																												0	0	0	0						
114457					false			false			false	false		false		false		false			false	false																	
114774	5289	0																												0	0	0	0						
114840	10305	0			true	0	0	false			false	false		false		false		false			false	false																	
114859					false			false			false	false		true	1204	true	1204	false			false	false																	
115100	0	0																												0	0	0	0						
115146					false			false			false	false		false		false		false			false	false																	
115575	0	0																												0	0	0	0						
116358					false			false			false	false		false		false		false			false	false																	
116554					false			false			false	false		false		false		false			false	false																	
116639	0	0																												0	0	0	0						
116741					false			false			false	false		false		false		false			false	false																	
117038	270	0																												0	0	0	0						
117074					false			false			false	false		false		true	1018	false			false	false																	
117458	0	4334			true	0	0	false			false	false		false		false		false			false	false																	
117672					false			false			false	false		true	24770	true	35891	false			false	false																	
117775	0	0																												0	0	0	0						
118156					false			false			false	false		false		false		false			false	false																	
118660					false			false			false	false		false		true	15605	false			false	false																	
118736					false			false			false	false		false		false		false			false	false																	
119153	0	0																												0	0	0	0						
119528					false			false			false	false		false		true	27309	false			false	false																	
119779	15747	0																												0	0	0	0						
119872					false			false			false	false		false		true	52832	false			false	false																	
120476					false			false			false	false		false		false		false			false	false																	
120542	0	0																												0	0	0	0						
120609	0	0																												0	0	0	0						
120953					false			false			false	false		false		false		false			false	false																	
121642	20761	0																												0	0	0	0						
121651					false			false			false	false		false		false		false			false	false																	
121679	33000	0																												0	0	0	0						
121914	0	0																												0	0	0	0						
122153					false			false			false	false		false		false		false			false	false																	
122546					false			false			false	false		false		false		false			false	false																	
122573	0	0																												0	0	0	0						
122854	50772	0																												0	0	0	0						
123075					false			false			false	false		false		true	893	false			false	false																	
123374	0	0																												0	0	0	0						
123646					false			false			true	false		false		true	136855	false			false	false						484	0								3	0	
124344	3580	0																												0	0	0	0						
124830					false			false			false	false		false		false		false			false	false																	
125154	0	0																												0	0	0	0						
125471	0	1019022																												0	0	0	0						
125855	8861	0			true	0	0	true	13267	4311	true	false		false		true	311656	false			false	false						2880	0								54	0	
125873					false			false			false	false		false		true	20908	false			false	false																	
