"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1557																																	235	77	0	0	2903		235	0	0	77	0	0	0	0	0	0			0	0	1000	0	0	1903	0	0	0	0	0	0	0																									false	false	false	false	false																					www.fstbanc.com	
1669																																	0	0	0	0	0		0	0	0	0	0	0	2503	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					www.lnbparis.com	
1856																																	0	0	10000	0	40000		0	0	0	0	0	0	24	0	0	0			0	0	10000	0	10000	20000	0	0	0	0	0	0	0																									false	false	false	false	false																					www.washitastatebank.com	
2040																																	0	114	3000	0	23500	true	0	0	0	0	0	114	427	0	0	0			0	0	10000	5500	8000	0	0	0	0	0	0	0	0																									true	true	false	false	false																					http://www.fmnetbank.com	
2161																																	0	21	0	0	0	true	0	21	0	0	0	0	1332	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.lamarnational.com	
2376																																	0	140	211200	0	651008	true	0	0	0	0	0	140	22100	3	0	0	false	0	0	0	211200	212153	146778	24263	0	21449	0	0	35165	0	56614	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true	false	false	false	false	false																					http://www.oritani.com	
2554																																	0	0	550	0	550		0	0	0	0	0	0	2	0	0	0			0	0	550	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.sbmarietta.com	
2732																																	1112	0	0	0	0		1112	0	0	0	0	0	35289	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	true	false	true	true	2	186	811	0		Albank															www.albanybank.com	
2750																																	0	0	1500	0	2380		0	0	0	0	0	0	996	1	0	0			800	0	1500	0	0	0	0	880	0	0	0	0	880																									true	false	false	false	false																					www.genoacb.com	
3252																																	0	769	0	0	10500	true	0	0	688	0	0	81	1610	1	0	0			0	0	7000	2000	1500	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.fnbgordon.com	
3458																																	0	0	0	0	750		0	0	0	0	0	0	0	0	0	0			0	0	750	0	0	0	0	0	0	0	0	0	0																									true	true	false	false	false																					www.fbgconline.com	
3720																																	0	1434	0	0	0	true	0	848	0	28	0	558	1985	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.bankofclarendon.bank	
3971																																	175	699	0	28	36828		147	67	0	632	0	0	0	0	28	0			0	0	0	0	22265	14314	0	0	0	0	249	0	249																							1	true	true	false	false	false	false																					www.midcountrybank.com	
4156																																	0	95	0	0	1500	true	0	0	0	95	0	0	0	0	0	0	false	0	0	0	0	750	750	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					www.kanzabank.com	
4231																																	0	969	0	0	0		0	0	0	30	0	939	539	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.fmbanksylvania.com	
4839																																	0	460	0	0	26751		0	0	0	28	0	432	29333	6	0	0			344	0	0	0	19000	7407	0	344	0	0	0	0	0																									true	false	false	false	false																					WWW.ABCBANK.NET	
5069																																	0	625	0	0	0		0	0	0	0	0	625	250	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	true	false	false	false																						
5135																																	0	399	0	0	33538		0	5	0	204	0	190	10305	5	0	0			0	0	32000	0	0	1538	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.fsbanks.com	
5210																																	0	63	24750	0	91250	true	0	63	0	0	0	0	4426	3	0	0	false	0	0	0	24750	41500	25000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	51	484	0																	http://www.acnb.com	
5461																																	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					www.bankbac.com	
5751																																	204	25	0	0	0		204	0	0	25	0	0	456	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false						Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																	0	4213	0	0	0	true	0	3674	0	134	0	405	113	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.pineland.bank	
6141																																	0	0	0	0	0		0	0	0	0	0	0	64	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																						
6329																																	0	674	0	0	0	true	0	282	27	158	0	207	386	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.abbank.com	
7009																																	0	0	0	0	0		0	0	0	0	0	0	1035	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	true	1	248	16408	0																	http://www.bessemertrust.com	
7045																																	0	49	0	0	0	true	0	0	0	49	0	0	1440	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					http://www.banktpb.com	
7072																																	738	292	0	183	9000		555	0	0	0	0	292	225	0	183	0			0	0	0	6000	3000	0	0	0	0	0	0	0	0																							2	true	false	false	false	false	false					www.wallkill.com																www.wallkill.com	
7157																																	0	55	0	0	0	true	0	0	0	55	0	0	224	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	true	false																					www.statebankbr.com	
7456																																	0	0	2847	0	2847		0	0	0	0	0	0	368	0	0	0			0	0	2847	0	0	0	0	0	0	0	0	580	0																									false	false	false	false	false																					www.bankofhartington.com	
7634																																	0	358	0	0	0		0	0	0	0	0	358	1092	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					THEFOURCOUNTYBANK.COM	
8033																																	0	875	0	0	10000		0	42	0	36	0	797	1360	0	0	0			0	0	8000	2000	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					WWW.THEFRIENDLYBANK.COM	
8462																																	0	0	0	0	0		0	0	0	0	0	0	818	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.perrytonbank.com	
8631																																	0	98	0	0	0		0	0	0	98	0	0	170	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.pcbsm.com	
9357																																	0	0	0	0	0	true	0	0	0	0	0	0	4	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	false																					www.fidelitybankmn.com	
9553																																	0	28	10846	0	48495		0	0	0	28	0	0	41	0	0	0			350	0	10846	2694	3549	31046	13172	350	0	10	0	1165	360																									true	false	false	false	false																					http://www.adamscountybank.net	
9807																																	0	37337	190000	0	190000	true	0	25041	0	9334	2962	0	2629	1	0	0	true	0	0	0	190000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.amboybank.com	
9955																																	0	0	5063	0	14153		0	0	0	0	0	0	1663	1	0	0			0	0	5063	2690	2400	4000	0	0	0	0	0	0	0																									false	false	false	false	false																					fusion.bank	
10250																																	0	1499	0	0	0		0	227	0	0	0	1272	1219	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					www.thebankofelkriver.com	
10849																																	0	8606	0	0	0	true	0	7091	1515	0	0	0	1635	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					https://www.firststatebk.com	
11145																																	0	407	4222	0	14235	false	0	0	0	327	0	80	2285	1	0	0	false	0	0	0	4222	5533	2655	1825	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.losb.com	
11640																																	0	0	0	0	46500		0	0	0	0	0	0	12807	3	0	0			0	0	46500	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.fnbclarksdale.com	
11837																																	0	620	0	0	7018		0	620	0	0	0	0	723	1	0	0			0	0	0	7000	0	0	0	18	0	0	0	0	18																									true	false	false	false	false																					http://www.farmbk.com	
12030																																	0	2025	0	0	0	true	0	314	353	396	0	962	2075	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.fnbalma.com	
12142																																	0	0	0	0	0		0	0	0	0	0	0	652	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					www.clevelandstatebank.com	
12179																																	0	0	0	0	2330		0	0	0	0	0	0	388	0	0	0			0	0	0	500	0	1830	0	0	0	0	0	0	0																							1	true	false	false	false	false	false																					www.amsavingsbank.com	
12311	593769	43816	2951091	197929	8001707	true	369112	185161	7	200136	26728	true	0	1397454	2951091	1356	1584	3275	0	1696195	2723424	624782	0	320553	0	0	0	0	0	10344	0	0					8001707			4727	378	26515	214	11982								0										0		true	true			0	0	0	0	0	0	0	0	0		0	0	0	0	0						true	false	false	false	true	1	2096	33802	0	www.pawsbanking.com		www.steeltownbanking.com		www.detroitlionsbanking.com		www.coltsbanking.com		www.bluejacketsbanking.com		www.monstersbanking.com		www.clippersbanking.com	www.aueglebanking.com	www.bulldogbanking.com	www.goldenflashesbanking.com	www.Huntington.com	
12647																																	1147	413	0	166	0	true	981	413	0	0	0	0	4606	2	166	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	false						Saratoga Community Bank		Hancock Community Bank													http://www.PORTAGECOUNTYBANK.COM	
12656																																	0	74	0	0	0	true	0	0	0	74	0	0	473	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																							false	false	false	false	false																					http://www.mybankathome.com	
12937																																	0	0	0	0	0		0	0	0	0	0	0	11712	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.oakbank.com	
12946																																	1577	2355	27500	0	29036	true	1577	1313	0	208	0	834	4793	4	0	0	true	0	0	0	27500	428	943	165	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	75	1121	0																	www.myfarmers.bank	
13103																																	5225	2029	116725	0	117542	true	5225	0	0	275	0	1754	2226	1	0	0	false	0	0	0	116725	0	230	587	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	1	115	419	0																	www.bristolcountysavingsbank.com	
13251																																	0	75	0	0	0		0	0	0	0	0	75	6	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.elysianbank.net	
13457																																	0	0	0	0	0		0	0	0	0	0	0	53	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.bankoflewellen.com	
14052																																	0	158	0	0	0		0	0	0	0	0	158	780	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					www.lcbwi.com	
14155																																	0	130	0	0	2250	true	0	0	0	0	0	130	515	0	0	0			0	0	2250	0	0	0	2000	0	0	0	0	8425	0																									true	false	false	false	false																					http://www.fandcbank.com	
14650																																	0	100	0	0	0		0	0	0	0	0	100	14	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.banklg.com	
14753																																	0	0	0	0	0		0	0	0	0	0	0	1614	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					www.fsbbucklin.com	
14865																																	242	1023	0	0	0		242	0	1023	0	0	0	1465	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false						Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																	0	0	3648	0	3648	true	0	0	0	0	0	0	1668	2	0	0	false	0	0	0	3648	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://firstfedlfd.com	
16551																																	2113	861	0	1477	5000		636	215	191	235	0	220	0	0	1477	0			0	0	2000	3000	0	0	5000	0	0	0	0	0	0																									false	false	false	false	false					www.vacationpropertyloans.com																http://www.northviewbank.com	
16748																																	316	104	0	316	0	true	0	0	0	104	0	0	1001	1	316	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.esbanc.com	
17110																																	0	0	0	0	0	false	0	0	0	0	0	0	11998	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					http://www.haverfordquality.com	
17147																																	20681	11893	156061	3182	313911	true	17499	3903	0	828	0	7162	12681	10	3182	0	true	0	1196	0	156061	65373	56200	35081	0	1196	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	false	false	false	true	0	328	2526	0		Lafayette Bank & Trust, A Division of First Merchants Bank		First Merchants Private Wealth Advisors, A Division of First Merchants Bank		Arlington Bank, A Division of First Merchants Bank											http://www.firstmerchants.com	
17259																																	0	215	0	0	2000		0	0	0	215	0	0	981	1	0	0			0	0	2000	0	0	0	0	0	0	0	0	5074	0																									true	false	false	false	false						THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17464																																	49715	1131	0	3689	0	true	46026	0	0	0	0	1131	648	0	3689	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	912	1166	2640	1186	475	1063	6214	2184	28	0	0	0	0	1131	865	0	0			false	false	false	false	false																					http://www.botc.com	
17950																																	1413	468	0	0	0		1413	0	0	0	0	468	1222	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	false	false	false	false					www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE	www.bankoflovell.com	BANK OF PLENTYWOOD	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com		www.bankofbridger.com	
17978																																	0	2019	1394	0	3861		0	1110	0	376	0	533	2034	2	0	0			0	0	1394	1795	625	47	0	0	0	0	0	0	0																							2	true	false	false	false	false	false																					www.elizfed.com	
18050																																	8	437	0	0	38		8	244	0	193	0	0	3806	2	0	0			0	0	0	38	0	0	0	0	0	0	0	0	0																									true	false	false	false	false																					http://www.fnbbastrop.com	
18135																																	0	263	0	0	11900		0	0	0	263	0	0	1704	2	0	0			0	0	11900	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																					http://www.banksouthcentral.com	
18827																																	4268	1212	24100	0	24100	true	4268	0	0	638	0	574	13064	3	0	0	true	0	0	0	24100	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			true	true	false	false	true	1	196	2755	0																	http://www.nextierbank.com	
18836																																	0	1799	0	0	2811		0	484	0	892	0	423	455	0	0	0			0	0	0	738	229	1844	0	0	0	0	0	0	0																									true	true	false	false	false																					http://www.caponvalleybank.com	
18854																																	1293	100	0	0	0	true	1293	0	0	0	0	100	6883	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			false	false	false	false	false																					www.bank7.com	
19356																																	0	0	0	0	1678	true	0	0	0	0	0	0	0	0	0	0			0	0	0	1161	0	517	0	0	0	0	0	0	0																									true	false	false	false	false																					https://www.sbtmiami.com	
19936																																	0	200	99	0	7909		0	36	0	26	0	138	1481	0	0	0			0	0	99	5199	2198	413	0	0	0	0	0	0	0																									true	false	false	false	false																					www.cbkamericus.com	
19972																																	0	0	0	0	0		0	0	0	0	0	0	783	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									false	false	false	false	false																						
20053																																	0	11	0	0	0		0	0	0	11	0	0	227	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																									true	true	false	false	false																					www.securityonlinebank.com	
20633																																	0	13047	0	0	12083		0	0	0	251	10321	2475	3376	2	0	0			0	0	2083	0	5000	0	0	5000	0	0	0	0	5000																									true	true	false	false	false																					www.mcnbbanks.com	
20857																																	0	0	1866	0	4742		0	0	0	0	0	0	97	0	0	0			0	0	2072	399	611	1660	2303	0	0	0	0	0	0																									false	false	false	false	false																					www.granitefallsbank.com	
