"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDK195	RCFDK196	RCFDK208	RCFDK209	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	
1557																																																																																																																																																																11533																																																																																	
1669																																																																																																																																																																78712																																																																																	
1856																																																																																																																																																																29981																																																																																	
2040																																																																																																																																																																45569																																																																																	
2161																																																																																																																																																																15505									0	0	0																									0			0																																										
2376																																																																																																																																																																51364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9486	0	0	9486	0	0	51364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60850	0	0	60850	0	0	0	0	0	
2554																																																																																																																																																																2354																																																																																	
2732																																																																																																																																																																86790																																																																																	
2750																																																																																																																																																																8767																																																																																	
3252																																																																																																																																																																81577																																																																																	
3458																																																																																																																																																																4978																																																																																	
3720																																																																																																																																																																73102																																																																																	
3971																																																																																																																																																																64606																																																																																	
4156																																																																																																																																																																39889																																																																																	
4231																																																																																																																																																																43456																																																																																	
4839																																																																																																																																																																76737																																																																																	
5069																																																																																																																																																																26703																																																																																	
5135																																																																																																																																																																45403																																																																																	
5210																																																																																																																																																																158301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	157266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158301	0	1035	157266	0	0	0	0	0	
5461																																																																																																																																																																174151	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	7885	166266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174151	0	7885	166266	0	0	0	0	0	
5751																																																																																																																																																																37931																																																																																	
6039																																																																																																																																																																22771									0	0	0																									0			0																																										
6141																																																																																																																																																																0																																																																																	
6329																																																																																																																																																																30223	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	30223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30223	0	0	30223	0	0	0	0	0	
7009																																																																																																																																																																300515																																																																																	
7045																																																																																																																																																																116999									0	0	0																									0			0																																										
7072																																																																																																																																																																23670																																																																																	
7456																																																																																																																																																																14218																																																																																	
7634																																																																																																																																																																12168																																																																																	
8033																																																																																																																																																																4949																																																																																	
8462																																																																																																																																																																84710																																																																																	
8631																																																																																																																																																																14254																																																																																	
9357																																																																																																																																																																87291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	86313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87291	0	978	86313	0	0	0	0	0	
9553																																																																																																																																																																24812																																																																																	
9807																																																																																																																																																																261805	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		119896	0	0	119896	0	0	261805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381701	0	0	381701	0	0	0	0	0	
9955																																																																																																																																																																49267																																																																																	
10250																																																																																																																																																																100183																																																																																	
10849																																																																																																																																																																75183																																																																																	
11145																																																																																																																																																																21503																																																																																	
11640																																																																																																																																																																94835																																																																																	
11837																																																																																																																																																																52978																																																																																	
12030																																																																																																																																																																17798																																																																																	
12142																																																																																																																																																																76492																																																																																	
12179																																																																																																																																																																846																																																																																	
12311	14871197	125765	83156	0	0	0	0	0	0				0	0	0	0	0	0	0	0	503645	498747	0	0		0	0		18212	21710	0	28169	0	16059	11664215	3190923	0	0	0	0	0	412733	0	0	412733	0	93105	0	0	54906	38199	168019	0	288059	5725	0	0	0	0	0	15521012	189729	16059	12448082	3246600	0	0	0	0	0	125914	0	204061	5009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85200	245271	0	325459	5012	11753				11753	6459	21710		28169																						2044	119357		121398	3																					11753	2044	119357	0	121398	3	1151	1002	1189	1485	14871197	125765	83156										15848	12705	71	473603	1418	0	0	0	0	0	0	14885	12506	71	469473	1812	0	0	0	0	0	0																																																
12647																																																																																																																																																																0									0	0	0																									0			0																																										
12656																																																																																																																																																																0																																																																																	
12937																																																																																																																																																																0																																																																																	
12946																																																																																																																																																																224680	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	3190	218991	2499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224680	0	3190	218991	2499	0	0	0	0	
13103																																																																																																																																																																332120	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	332120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332120	0	332120	0	0	0	0	0	0	
13251																																																																																																																																																																2350																																																																																	
13457																																																																																																																																																																7088																																																																																	
14052																																																																																																																																																																7189																																																																																	
14155																																																																																																																																																																13100																																																																																	
14650																																																																																																																																																																14																																																																																	
14753																																																																																																																																																																4664																																																																																	
14865																																																																																																																																																																23085																																																																																	
14977																																																																																																																																																																1712									0	0	0																									0			0																																										
16551																																																																																																																																																																33233																																																																																	
16748																																																																																																																																																																8261																																																																																	
17110																																																																																																																																																																25040									0	0	0																									0			0																																										
17147																																																																																																																																																																997045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7322	0	0	7322	0	0	993071	3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004367	0	0	1000393	3974	0	0	0	0	
17259																																																																																																																																																																11475																																																																																	
17950																																																																																																																																																																215067																																																																																	
17978																																																																																																																																																																0																																																																																	
18050																																																																																																																																																																169580																																																																																	
18135																																																																																																																																																																118048																																																																																	
18827																																																																																																																																																																126939									0	0	0																									0			0																																										
18836																																																																																																																																																																10934																																																																																	
18854																																																																																																																																																																0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	388	0	0	0	0	0	0	
19356																																																																																																																																																																19562																																																																																	
19936																																																																																																																																																																34080																																																																																	
19972																																																																																																																																																																0																																																																																	
20053																																																																																																																																																																12025																																																																																	
20633																																																																																																																																																																60861																																																																																	
20857																																																																																																																																																																68859																																																																																	
21256																																																																																																																																																																2221																																																																																	
21359																																																																																																																																																																8018																																																																																	
21630																																																																																																																																																																21212									0	0	0																									0			0																																										
21658																																																																																																																																																																27207																																																																																	
22048																																																																																																																																																																40570																																																																																	
22543																																																																																																																																																																4922																																																																																	
22552																																																																																																																																																																1822																																																																																	
22730																																																																																																																																																																80696																																																																																	
22936																																																																																																																																																																35867																																																																																	
23456																																																																																																																																																																24997																																																																																	
23504																																																																																																																																																																759916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4546	0	0	4546	0	0	759916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764462	0	0	764462	0	0	0	0	0	
23643																																																																																																																																																																74998																																																																																	
23755																																																																																																																																																																55529																																																																																	
24006																																																																																																																																																																102682	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	102682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102682	0	0	102682	0	0	0	0	0	
24378																																																																																																																																																																11325																																																																																	
24453																																																																																																																																																																9615																																																																																	
24659																																																																																																																																																																0																																																																																	
24668																																																																																																																																																																523783	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0		0	0	0	0	0	0	523783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523783	0	0	523783	0	0	0	0	0	
24949																																																																																																																																																																57811																																																																																	
25357																																																																																																																																																																19526																																																																																	
25647																																																																																																																																																																3007																																																																																	
26176																																																																																																																																																																17494																																																																																	
26242																																																																																																																																																																70870																																																																																	
26457																																																																																																																																																																4229																																																																																	
26765																																																																																																																																																																56763																																																																																	
27070																																																																																																																																																																182971																																																																																	
