"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADJ447	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
	ADVERTISING & MARKETING EXPENSES	RENT & OTHER INCOME FR OTHR REAL EST	DIRECTORS FEES	LEGAL FEES & EXPENSES	FDIC DEPOSIT INSURANCE ASSESSMENTS	1ST ITEMIZED AMT OV25% OF ITEM 4078	2ND ITEMIZED AMT OV25% OF ITEM 4078	3RD ITEMIZED AMT OV25% OF ITEM 4078	1ST ITEMIZED AMT OV25% OF ITEM 4092	2ND ITEMIZED AMT OV25% OF ITEM 4092	3RD ITEMIZED AMT OV25% OF ITEM 4092	1ST ITEMIZED AMT FOR ITEM 4310	1ST ITEMIZED AMT FOR ITEM 4315	2ND ITEMIZED AMT FOR ITEM 4310	2ND ITEMIZED AMT FOR ITEM 4315	3RD ITEMIZED AMT FOR ITEM 4310	3RD ITEMIZED AMT FOR ITEM 4315	1ST ITMZD TRANSACTIONS OF ITEM 4415	2ND ITMZD TRANSACTIONS OF ITEM 4415	1ST ITEMIZED ADJUSTMTS TO ITEM 4815	2ND ITEMIZED ADJUSTMTS TO ITEM 4815	OTHER EXPLANATIONS	POSTAGE EXPENSE	RESTATEMNTS DUE TO CORRECTIONS (1ST)	RESTATMENTS DUE TO CORRECTIONS (2ND)	INCM&FEES FROM PRNTNG&SALE OF CHECKS	EARNINGS ON CSV OF LIFE INSURANCE	SAFE DEPOSIT BOX RENT	INCM&FEES FRM AUTMTD TELL MACH(ATMS)	DATA PROCESSING EXPENSES	PRINTING, STATIONERY, AND SUPPLIES	NET CHANGE FAIR VAL UNDR FAIR VAL OP	BK CARD CR CARD INTERCHANGE FEE	ACCOUNTING AND AUDITING EXPENSES	CONSULTING AND ADVISORY EXPENSE	ATM AND INTERCHANGE EXP	TELECOMMUNICATIONS EXP	GAINS ON BARGAIN PURCHASE	1ST ITEMIZED AMT OV25% OF ITEM 4078	2ND ITEMIZED AMT OV25% OF ITEM 4078	3RD ITEMIZED AMT OV25% OF ITEM 4078	1ST ITEMIZED AMT OV25% OF ITEM 4092	2ND ITEMIZED AMT OV25% OF ITEM 4092	3RD ITEMIZED AMT OV25% OF ITEM 4092	1ST ITEMIZED AMT FOR ITEM 4310	2ND ITEMIZED AMT FOR ITEM 4310	3RD ITEMIZED AMT FOR ITEM 4310	1ST ITMZD TRANSACTIONS OF ITEM 4415	2ND ITMZD TRANSACTIONS OF ITEM 4415	1ST ITEMIZED ADJUSTMTS TO ITEM 4815	2ND ITEMIZED ADJUSTMTS TO ITEM 4815	OTHER EXPLANATIONS	RESTATEMNTS DUE TO CORRECTIONS (1ST)	RESTATMENTS DUE TO CORRECTIONS (2ND)	
37	7	0	31	20	CONF	3	11	0	12	31	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	8	0	8	55	115	42	0	0	61	0	35	29	0	INT PENALTY ON EARLY WITHDRAWAL CDS	MISC INCOME		CLEARING HOUSE FEES	BANK SECURITY AND IT												
242	0	0	52	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0																	
279	44	2	113	1	CONF	0	0	0	42	53	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	26	0	8	217	278	41	0	0	36	0	196	13	0				Seminars and Training Expense	Officers Expense												
354	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0																	
457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
505	206	0	147	98	CONF	51	0	0	77	83	76	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	102	0	51	489	0	0	331	107	0	187	0	0	NYSERDA rebate			online banking expense	OCC assessment	NYS mortgage tax											
1155	276	33	82	158	CONF	43	0	0	66	132	0	0	0	0	0	0	0	0	0	0	0	false	64	0	0	12	127	13	70	291	91	0	212	66	6	59	58	0	Exchange			Macha & Bank Service Charges	OREO Expenses												
1351	19	0	23	6	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	38	0	0	0	0	9	98	0	26	0	0	10	0	0	35	0																	
1454	379	0	206	0	CONF	679	139	105	152	150	0	0	0	0	0	0	0	0	0	0	0	false	225	0	0	0	126	0	0	299	258	0	1210	0	0	520	0	0	LETTER OF CREDIT FEE INCOME	MERCHANT DISCOUNT INCOME	HUMAN RESOURCES FEE INCOME	OCC FEES	LOAN EXPENSE												
1557	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	36	36	0	0	0	0	0	0	0	0																	
1669	41	0	26	17	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	71	0	0	23	206	34	176	422	72	0	188	58	0	54	50	0																	
1829	167	0	154	0	CONF	463	114	0	167	298	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	53	0	0	0	445	0	0	319	0	0	315	153	0	Lease Fee Income	Investor Income		Other Professional Fees	PA Shares Tax												
1856	14	0	33	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	2	14	23	16	0	0	24	7	0	9	0																	
2040	90	0	57	76	CONF	0	0	0	167	78	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	69	11	0	423	0	0	149	0	63	118	0	0				brokered cd expense	investment broker expense												
2161	0	0	44	0	CONF	0	0	0	57	128	41	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	81	0	40	221	49	0	170	0	0	95	0	0				Cardholder Expense	Deferred Compensation Plan	Stock Plan											
2376	317	538	500	46	CONF	877	24	0	283	268	759	0	0	0	0	0	0	0	0	0	0	false	123	0	0	0	1195	35	124	953	312	0	172	725	196	235	123	0	JOINT VENTURES	MISCELLANEOUS FEES		OREO EXPENSE	PROBLEM LOAN EXPENSE	MISCELLANEOUSE FEES											
2554	1	0	6	0	CONF	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	2	0	4	6	0	-1	2	2	0	4	0				software maintenance													
2732	169	0	122	225	CONF	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	false	74	0	0	0	0	61	0	997	58	0	0	95	0	0	82	0				write down of OREO property													
2750	30	0	25	40	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	30	101	0	0	0	0	37	0	0	0																	
3177	340	0	215	278	CONF	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	false	156	0	0	62	458	46	980	1270	214	0	0	265	241	573	100	0				OCC Semi-Annual Assessment													
3252	0	0	0	0	CONF	0	0	0	159	30	35	0	0	0	0	0	0	0	0	0	0	false	36	0	0	0	0	0	0	0	47	0	0	94	0	0	0	0				COMPUTER EXP-IN HOUSE	DONATIONS	CORRESP. ANALYSIS FEES											
3458	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
3720	223	0	57	0	CONF	161	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	130	27	0	420	0	0	0	60	84	145	76	0	Check Card Income				OD CHARGE OFF												
3971	2366	808	0	0	CONF	3455	3304	500	3877	1453	1434	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	681	0	1276	0	1623	653	1588	0	Military Ally card revenue	Debt protection product revenues	Revenue from operations of a property as mortgagee in possession	Management fees from holding company	Real estate owned and at risk loan costs	Employee reimbursed expenses								Other noninterest expense Items that exceed the reporting threshold include:  Credit report fees of $882 thousand and insurance expenses of $606 thousand.                                                                                                                                                  RI 9 - Applicable Income Taxes is significantly lower than would be expected due to the successful recovery of state income taxes paid in prior periods of $1,061 thousand due to the inclusion of affiliates income in certain state income tax filings.  This was a non-recurring transaction.			
4156	56	0	0	0	CONF	311	0	0	79	67	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	87	25	28	227	0	0	227	79	55	164	83	0	MORTGAGE BANKING			INTERNET BANKING	TUITION & TRAINING												
