"IDRSSD"	RCFD0071	RCFD0081	RCFD1773	RCFD2130	RCFD2143	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFDJA22	RCFDJJ34	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON1773	RCON2130	RCON2143	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	RCONJA22	RCONJJ34	
1669																																							24864	10728	53321	0	0	4196	5	13772	310617	260409	460	260869	0	3052	0	0	49748	800	310617	0	0	47058	0	0	800	0	59848	200561	4	1231	0	177097	174045	1090	0	0	0	0	49748		29686	
1856																																							14437	483	34364	0	98	444	0	2598	88374	46559	128	76687	0	250	30000	0	11687	500	88374	0	0	-312	0	0	13732	0	3025	43534	4	1231	-3000	36092	35842	767	108	0	0	0	11687		0	
2161																																							2200	6267	22108	0	0	6124	182	5422	195156	171505	2551	174056	0	1604	0	0	21100	1000	195156	0	0	14291	0	0	6208	0	41106	130399	8	1231	-254	130823	129219	-145	23634	0	0	0	21100		0	
2732																																							158454	6550	42281	0	1112	3224	0	3707	625489	522247	2024	524271	0	5033	0	0	101218	0	625489	0	0	94791	0	0	5789	0	114169	408078	2b	1231	0	415194	410161	638	0	0	0	0	101218		0	
2750																																							1748	957	5666	0	0	247	0	3046	59214	49033	573	51882	0	371	1979	0	7332	115	59214	0	0	456	0	0	6900	0	4637	44396	4	1231	0	43020	42649	-139	0	0	297	0	7332	4901	0	
3252																																							2000	7793	83729	0	0	475	201	4817	213649	178603	282	184585	0	4006	5700	0	29064	200	213649	0	0	27692	0	0	300	0	31795	146808	4	1231	0	103640	99634	872	15000	0	0	0	29064		0	
3458																																							3444	1241	3644	0	0	910	0	1581	57983	50142	221	52759	0	606	1896	0	5224	100	57983	0	0	3970	0	0	1101	0	5479	44663	5	1231	0	43228	42622	53	141	0	0	500	5224	0	4400	
3720																																							31228	6835	78820	0	0	3575	825	10778	284298	239327	2234	243878	0	1725	0	0	40420	2400	284298	0	0	20836	0	0	18600	0	52087	187240	1b	1231	-3200	152162	150437	1784	0	0	0	2317	40420		1800	
3971																																							68050	5251	37532	1225	8686	7168	884	25607	770061	540274	10802	664121	0	3525	113045	0	105940	2	770061	0	0	4096	0	0	100923	2478	115912	424362	1b	1231	0	614786	611261	919	902	0	0	0	105940	1017	0	
4156																																							7574	2319	36349	0	1783	6205	0	8047	233245	202836	765	208674	0	2402	3250	0	24571	1200	233245	0	0	16224	0	0	6657	182	46553	156283	4	1231	0	167690	165288	490	5395	0	0	1823	24571	103	0	
4231																																							29774	1000	43499	0	0	987	956	877	121266	103417	306	103723	0	752	0	0	17543	500	121266	0	0	5633	0	0	12100	0	27894	75522	2a	1231	0	44925	44173	-690	0	0	0	0	17543		0	
5069																																							84407	751	19296	0	0	37614	0	5680	420823	223574	6806	230380	0	7158	0	0	190443	4500	420823	0	0	181250	0	0	4129	0	29507	194067	1b	1231	0	279216	272058	564	0	0	0	0	190443	1017	0	
5135																																							50603	11160	60664	0	1042	6621	582	15187	494858	381030	2596	415024	0	4814	31398	0	79834	651	494858	0	0	54772	0	0	24391	0	75911	305119	4	1231	0	353813	348999	20	0	0	0	0	79834		0	
5210																																							106001	23169	253048	1974	40120	39165	798	88202	2166601	1818918	17382	1924167	0	15852	61763	0	242434	4798	2166601	0	0	131823	0	0	108333	4786	78974	1739944	2a	1231	0	1606039	1590187	-2520	0	0	0	26104	242434	1061	18090	
5461																																							9078	18071	131459	0	91	12495	0	16004	637348	558013	6161	564174	0	6094	0	0	73174	2059	637348	0	0	63067	0	0	4241	0	221882	336131	2b	1231	0	456244	450150	3807	0	0	0	0	73174	0	0	
5751																																							850	4816	48927	0	1174	2313	43	6843	214748	176039	1707	177746	0	2325	0	0	37001	600	214747	0	0	27590	0	0	8752	333	54334	121705	9	1231	0	147115	144790	59	4659	0	0	0	37001		0	
6039																																							31069	6389	17109	738	0	6624	379	3751	289911	255901	2077	257978	0	3174	0	0	31933	469	289911	0	0	926	0	0	30568	0	75400	180501	2a	1231	0	215676	212502	-30	11350	0	0	0	31933		0	
6329																																							42924	44386	43159	0	0	28992	1134	22164	910837	813704	5605	824309	0	13514	5000	0	86528	2600	910837	0	0	45679	0	0	37400	2591	256544	557160	2b	1231	0	731607	718093	849	7394	0	0	0	86528		0	
7009																																							314993	838	320112	0	0	2574	0	9048	995447	902396	6963	909359	0	0	0	0	86088	500	995447	0	0	83567	0	0	552	0	154361	748035	2a	1231	0	336202	336202	1469	0	0	0	0	86088	11680	0	
7045																																							2731	4130	118403	0	0	1864	155	3002	215447	193358	705	194063	0	1521	0	0	21384	100	215447	0	0	20449	0	0	2325	0	34043	159315	1a	1231	0	86683	85162	-1490	0	0	0	0	21384		0	
7072																																							5219	4910	14964	0	5441	10176	0	14259	334269	266366	4222	295728	0	2515	25140	0	38541	0	334269	0	0	34658	0	0	4060	7912	43458	222908	1a	1231	0	262605	260090	-177	6571	0	0	0	38541	0	4727	
7456																																							3474	1926	15944	0	0	882	0	3877	104880	95578	194	95772	0	883	0	0	9108	400	104880	0	0	2466	0	0	6600	0	21895	73683	4	1231	0	74124	73241	-358	5536	0	0	0	9108		0	
7634																																							6418	708	11003	0	0	486	263	830	73042	62380	167	62547	0	1193	0	0	10495	200	73042	0	0	1942	0	0	8060	0	12545	49835	2b	1231	0	54526	53333	293	0	0	0	0	10495		1	
8033																																							12911	2832	8900	0	0	4690	1044	6662	316184	255677	4493	272306	0	1462	12136	0	43878	774	316184	0	0	35874	0	0	7226	0	60398	195279	2a	1231	0	260682	259220	4	19925	0	0	0	43878		0	
8462																																							12803	8784	98934	0	0	339	0	891	184232	158137	250	158387	0	1530	0	0	25845	350	184232	0	0	24492	0	0	350	0	63512	94625	4	1231	0	56931	55401	653	7080	0	0	0	25845		0	
8631																																							10515	0	6742	0	0	3277	308	3187	63828	55900	788	56688	0	410	0	0	7141	500	63829	0	0	5785	0	0	800	0	18913	36987	1a	1231	0	35598	35188	56	4611	0	0	0	7141	0	0	
9357																																							448	5297	40116	800	33697	1503	0	7585	605475	398464	5706	512777	0	4583	7	0	92698	500	605475	0	0	36567	0	0	54660	0	125711	272753	1a	1231	0	519611	515028	971	0	0	108600	0	92698	1001	0	
9553																																							3125	1525	30750	0	0	891	0	8731	187708	117829	1172	170660	0	1211	51659	0	17048	400	187708	0	0	15388	0	0	1700	0	20288	97541	4	1231	0	106695	105484	-440	4510	0	0	0	17048		32692	
9807																																							170782	29341	383695	29	0	21737	17812	132274	2317965	1923692	19785	1969291	0	31528	0	0	348674	20000	2317965	0	0	216579	0	0	112272	0	109111	1814581	2a	1231	0	1592541	1561013	-177	0	0	0	25814	348674	1282	0	
9955																																							22925	1621	43854	0	0	3439	0	3306	166958	124400	358	145045	0	1731	20287	0	21913	110	166958	0	0	19242	0	0	3023	0	30392	94008	4	1231	0	93544	91813	-462	0	0	0	0	21913	0	0	
10250																																							2473	5943	133431	0	0	9191	74	3578	470783	423669	893	424562	0	3473	0	0	46221	1500	470783	0	0	8995	0	0	32000	0	112775	310894	4	1231	0	306866	303393	3726	12700	0	0	0	46221		0	
10849																																							14097	1897	84186	0	694	6366	1178	3167	245910	217302	599	217901	0	1561	0	0	28009	16	245910	0	0	11457	0	0	15375	0	30248	187055	1b	1231	0	135886	134325	1161	0	0	0	0	28009	0	0	
11145																																							18274	19705	19917	135	450	5633	548	9894	289188	231677	2672	262714	0	2452	28365	0	26474	1000	289188	0	0	13116	0	0	13000	0	42214	189463	1a	1231	0	217084	214632	-642	0	0	0	0	26474		0	
11640																																							34094	8299	113364	0	0	4061	175	21051	369590	319775	2116	321891	0	3006	0	0	47699	650	369590	0	0	3385	0	0	41845	0	80008	239767	1a	1231	0	191552	188546	1819	0	0	0	0	47699		0	
11837																																							5433	1113	51362	0	0	1270	620	1217	109931	94967	194	95161	0	823	0	0	14770	314	109931	0	0	3010	0	0	11686	0	9962	85005	2b	1231	0	49739	48916	-240	0	0	0	0	14770		0	
12030																																							18945	27810	29392	0	0	3783	2252	14346	399094	329284	3395	332679	0	9491	0	0	66415	300	399094	0	0	65709	0	0	300	0	106572	222712	1a	1231	0	302372	292881	106	8485	0	0	0	66415		1200	
12142																																							11529	7918	74302	0	0	4809	499	8295	239172	209347	4228	213575	0	1572	0	0	25597	1250	239172	0	0	8751	0	0	16650	0	72526	136821	4	1231	0	130000	128428	-1054	3275	0	0	0	25597	0	117	
12311	632138	1347133	14618937	0	2355407	943309	10225	4293403	113764077	1804289	100708019	383568	1503757	6530088	405826	12672490	39999	113764077	1062850	463266	2478730	844637	780000	9125123	996927	2a	0	77968159	76464402	248638	0	117061	13056058	2144	10192565	0					0							90687489										0	0						24894033	65793456		1231					0		700000			0		
12647																																							25456	3477	0	0	765	4081	0	1300	161445	142528	244	142772	0	1078	0	0	18673	250	161445	0	0	1367	0	0	17056	258	40745	101783	1a	1231	0	106698	105620	0	0	0	0	0	18673		20488	
12656																																							2480	752	0	0	0	147	25	220	18350	16402	23	16425	0	187	0	0	1925	72	18350	0	0	1465	0	0	388	0	4998	11404	5	1231	0	10902	10715	0	2453	0	0	0	1925		1558	
12946																																							25671	28819	234378	31	19479	30466	511	41646	1709059	1421439	14906	1542093	0	19077	105748	0	166965	1	1709058	0	0	104619	12782	0	68103	11544	200613	1220826	2a	1231	0	1319630	1300553	-5758	0	0	0	0	166965	3179	0	
13103																																							63839	16954	200128	1424	22387	20819	464	40139	2310656	1953169	42350	2025823	16133	17251	30304	0	268700	500	2310656	0	0	243432	0	0	34020	2886	279708	1673461	2a	1031	0	1826487	1809236	-9252	0	0	0	0	284833	132380	0	
13251																																							13144	2807	1502	0	0	210	50	1359	50822	44919	174	45093	0	536	0	0	5730	25	50823	0	0	3213	0	0	2475	0	9649	35270	4	1231	0	31829	31293	17	457	0	0	0	5730		0	
13457																																							7478	634	5820	0	0	6	0	1135	24840	18334	212	18546	0	93	0	0	6294	50	24840	0	0	388	0	0	5852	0	5433	12901	5	1231	0	9860	9767	4	0	0	0	0	6294		0	
14155																																							9056	4524	12712	0	0	7233	86	7969	238203	206197	1235	212432	0	3171	5000	0	25771	176	238203	0	0	25142	0	0	160	0	27450	178747	6	1231	0	199794	196623	293	0	0	0	0	25771		0	
14650																																							2031	1900	0	0	90	304	0	2062	42849	37071	379	37450	0	747	0	0	5399	200	42849	0	0	4899	0	0	300	0	10015	27056	4	1231	0	31096	30349	0	2382	0	0	0	5399		3731	
14753																																							6125	2536	6764	0	0	97	0	743	44588	38938	182	39120	0	530	0	0	5468	300	44588	0	0	2888	0	977	1277	0	13110	25828	1a	1231	0	20662	20132	26	3770	0	0	0	5468	35	4386	
14865																																							7110	11236	13706	0	1545	9849	908	15976	485712	433225	2722	435947	0	4462	0	0	49765	730	485712	0	0	34243	0	0	14719	0	117465	315760	2a	1231	0	428022	423560	73	0	0	0	0	49765		1822	
14977																																							8941	686	0	0	0	1617	0	845	49776	39719	131	39850	0	405	0	0	9926	0	49776	0	0	9926	0	0	0	0	7221	32498	1b	1231	0	37634	37229	0	458	0	0	0	9926		0	
16551																																							15989	6887	29499	683	4230	8280	363	7914	331032	284736	538	288274	0	3053	3000	0	42758	175	331032	0	0	21806	0	0	19825	0	69686	215050	2b	1231	0	242167	239114	952	0	0	0	0	42758	0	18073	
16748																																							12788	1606	11657	0	240	2439	924	2681	82057	71327	833	72160	0	653	0	0	9897	400	82057	0	0	6850	0	0	2600	0	21412	49915	2b	1231	0	42150	41497	47	0	0	0	0	9897		8225	
17110																																							20925	3678	74494	0	0	2021	0	3685	170140	133038	8263	141301	0	279	0	0	28839	300	170140	0	0	21553	0	0	6986	0	0	133038	1a	1231	0	65516	65237	0	0	0	0	0	28839		100	
17147																																							128460	127731	1811999	0	578563	130365	7972	489463	12670437	9916646	191963	10819924	0	99454	480998	0	1850513	10871	12670437	0	0	485334	1271	125	1297376	5039	1734367	8182279	2a	1231	0	8606849	8507395	56807	0	0	47000	183317	1850513	0	882179	
17259																																							6213	1117	8991	0	0	1523	192	2662	58429	50815	1786	52601	0	156	0	0	5828	769	58429	0	0	4154	0	0	769	0	9976	40839	4	1231	0	35458	35302	136	1689	0	0	0	5828		740	
17950																																							8270	8193	273242	0	5943	9084	237	7468	606879	541935	2438	544373	0	4851	0	0	62506	725	606879	0	0	27645	0	0	32837	1227	96556	445379	8	731	0	298066	293215	1299	0	0	0	0	62506		0	
17978																																							47787	2756	0	0	0	5960	1191	4865	294974	172275	444	173573	0	1444	854	0	121401	0	294974	0	0	121401	0	0	0	0	5085	167190	1a	1231	0	131654	130210	0	0	0	0	0	121401		102205	
18050																																							21758	11678	186148	0	0	9964	6	10191	634863	564920	3644	568564	0	5427	0	0	66299	1214	634863	0	0	58574	0	0	7671	127	198035	366885	2b	1231	0	375631	370204	-1160	8300	0	0	0	66299		16487	
18827																																							12837	17249	105654	1876	10923	30807	67	53988	1445459	1188890	16534	1298774	0	9707	93350	0	146685	564	1445459	0	0	40947	0	0	104755	0	261382	927508	2a	1231	0	1220918	1211211	419	0	0	0	0	146685	847	0	
18836																																							11699	2725	7356	0	0	4670	1927	6341	163745	139546	2530	145847	0	1194	3771	0	17898	180	163745	0	0	15967	0	0	1676	0	33693	105853	2a	1231	0	130221	129027	75	0	0	0	0	17898		0	
18854																																							167846	10882	0	0	726	9707	0	7021	973402	871322	5518	876840	0	8513	0	0	96562	40	973402	0	0	82324	0	0	14198	0	257191	614131	2a	1231	0	785733	777220	0	0	0	0	0	96562	0	0	
19356																																							292	2584	17778	0	802	1374	0	3745	92498	82161	400	83461	0	801	0	0	9037	2025	92498	0	0	3570	0	0	3950	0	19324	62837	5	1231	0	66623	65822	-508	101	0	900	0	9037		0	
19936																																							66173	5066	69435	0	0	4464	454	8566	338741	296695	1445	305775	0	3444	7635	0	32966	420	338741	0	0	18292	0	0	13580	0	58950	237745	2a	1231	0	179740	176296	674	0	0	0	0	32966		8287	
19972																																							25005	3847	0	0	0	470	0	3848	103920	81797	1157	82954	0	400	0	0	20966	0	103920	0	0	20966	0	0	0	0	148	81649	1a	1231	0	44900	44500	0	0	0	0	0	20966		26250	
20053																																							2098	2650	10998	0	0	341	0	2570	115649	100234	514	100748	0	1327	0	0	14901	150	115649	0	0	8630	0	0	6053	0	21051	79183	4	930	0	95910	94583	68	2409	0	0	0	14901		0	
20633																																							27554	4499	34868	0	0	5976	9114	11691	306897	259502	3269	271877	0	3288	9106	0	35020	1106	306897	0	0	31472	0	0	2816	0	26903	232599	2b	1231	0	215409	212121	-374	288	0	0	0	35020	786	0	
20857																																							424	3071	55120	0	142	1103	0	1716	138320	109817	171	121799	0	933	11811	0	16521	200	138320	0	0	698	0	0	13800	0	14520	95297	4	1231	0	77677	76744	1823	0	0	0	0	16521		0	
21256																																							1992	183	2586	0	0	127	0	417	10686	9427	8	9435	0	64	0	0	1251	105	10686	0	0	641	0	0	495	0	2643	6784	5	1231	0	4686	4622	10	759	0	0	0	1251		0	
21359																																							10422	1576	8319	0	144	301	0	1133	57271	50856	143	51014	0	449	15	0	6257	550	57271	0	0	2152	0	0	3350	0	11054	39802	5	1231	0	35586	35137	205	0	0	0	0	6257	0	239	
21658																																							13483	2246	25368	0	0	1981	315	5419	181919	155696	1653	162899	0	1993	5550	0	19020	100	181919	0	0	13758	0	0	4157	0	21896	133800	4	1231	0	130496	128503	1005	4604	0	0	0	19020		0	
22048																																							11808	4804	33617	0	0	3736	0	8427	221451	189609	1548	198906	0	1895	7749	0	22545	1000	221451	0	0	15749	0	0	6525	0	36929	152680	2b	1231	0	160954	159059	-729	0	0	0	0	22545	0	0	
22543																																							14587	3709	5079	0	1881	4370	208	1975	239906	203920	1968	215888	0	1290	10000	0	24018	602	239906	0	0	11542	0	0	11698	3170	60521	143399	2a	1231	0	183117	181827	176	22317	0	0	0	24018	783	0	
22552																																							6393	2478	929	0	0	2558	0	1889	101819	79405	564	92459	0	1196	4800	0	9360	100	101819	0	0	2354	0	0	6900	0	16312	63093	4	1231	0	88524	87328	6	0	0	7690	0	9360		244	
22730																																							792	4073	104684	0	0	3226	0	5593	206836	175784	555	190084	0	1194	5571	0	16752	250	206836	0	0	17602	0	0	300	0	74449	101335	2b	1231	0	89632	88438	-1400	30	0	0	8174	16752	0	0	
23456																																							1160	2551	58158	0	0	2898	0	2208	219683	190875	542	191754	0	1972	337	0	27929	126	219683	0	0	25340	0	0	1012	2567	23844	167031	4	1231	0	149027	147055	1451	2847	0	0	0	27929		239	
23504																																							172830	61352	553278	0	109422	76460	0	227358	5060489	4062096	141452	4494743	119	39215	290000	0	565627	600	5060489	0	0	265859	0	0	310094	12643	1487913	2574183	2a	1231	0	3762130	3722915	-10926	0	0	0	1195	565746	0	124231	
23643																																							2937	1728	62391	0	0	1485	755	6955	211637	189302	315	189617	0	1025	0	0	22020	200	211637	0	0	19183	0	0	2300	834	38317	150985	5	1231	0	123002	121977	337	12575	0	0	0	22020		0	
23755																																							5521	1731	49264	0	1016	5805	0	4084	213559	192739	1192	193931	0	1527	0	0	19628	110	213559	0	0	15659	0	0	4615	0	51322	141417	4	1231	0	147450	145923	-756	0	0	0	0	19628	215	0	
24006																																							75145	8520	45992	0	6356	22902	0	44372	1695336	1330058	21673	1476122	20	8346	117747	0	219194	0	1695336	6644	6644	129987	0	0	104821	0	146825	1183233	1a	630	-11384	1219358	1211012	-4230	1247	0	0	0	219214	0	273146	
24378																																							5292	898	6905	0	0	1633	0	1020	63095	55617	121	55738	0	211	0	0	7357	0	63095	0	0	7412	0	0	0	0	7761	47856	1a	1231	0	45334	45123	-55	1526	0	0	0	7357		698	
24453																																							36615	2186	13747	0	2150	13965	306	3582	319633	278517	1132	279649	0	3335	0	0	39984	929	319633	0	0	8734	0	0	29952	1731	32267	246250	2b	1231	0	245745	242410	369	353	0	0	0	39984	0	2588	
24659																																							20661	2018	0	0	2177	819	1	743	97196	86766	712	87478	0	595	0	0	9718	50	97196	0	0	1718	0	0	7950	0	21836	64930	9	1231	0	54145	53550	0	6366	0	0	0	9718		10861	
24668																																							55324	20188	359266	0	792	19054	200	15714	1827932	1576171	5465	1586376	0	16423	0	0	241556	625	1827932	0	0	87194	0	0	156588	1134	264185	1311986	2a	1231	0	1372683	1356260	-2851	0	0	0	4740	241556		0	
24949																																							25079	5996	49901	0	970	4674	125	15518	382429	323322	3188	336510	0	6526	10000	0	45919	1800	382429	0	0	9987	0	0	33223	1717	81943	241379	2a	1231	0	284367	277841	909	608	0	0	0	45919		0	
25357																																							1655	6347	39354	0	3008	5204	207	9448	453203	407710	494	408204	0	4276	0	0	44999	1608	453203	0	0	6646	558	0	36907	0	58484	349226	4	1231	0	369333	365057	-162	9777	0	0	0	44999		12588	
25647																																							27258	2678	18356	0	0	6210	0	3017	201051	175820	1347	182167	0	1673	5000	0	18884	12	201051	0	0	-5483	0	0	25079	0	31361	144459	2b	1231	0	145205	143532	-724	0	0	0	0	18884		0	
26176																																							50533	1192	10706	0	8	2731	0	11490	503594	335927	2073	453000	0	3211	115000	0	50594	1	503594	0	0	21540	119	0	29896	45481	43975	291952	1a	1231	-943	384545	381334	100	0	0	0	0	50594		0	
26457																																							1150	458	7565	0	0	135	0	234	31999	28473	57	28530	0	219	0	0	3469	100	31999	0	0	3081	0	0	250	0	5478	22995	8	1231	0	22676	22457	38	0	0	0	0	3469	0	0	
26765																																							252587	27216	125727	0	12190	42669	2296	96435	2265222	1742722	5584	1983306	0	18339	235000	0	281916	2360	2265222	0	0	6587	0	0	273632	1017	692725	1049997	2a	1231	0	1721757	1703418	-663	0	0	0	0	281916	496	1171	
27070																																							36082	5602	143585	271	29995	10715	0	16922	785816	633793	3906	646699	0	2498	9000	0	139117	0	785816	0	0	137876	0	0	0	0	51297	582496	1b	930	0	542600	540102	1241	2542	0	0	0	139117	0	0	
27548																																							4540	14704	262846	0	15459	20808	123	27179	974774	847225	6149	863374	0	8160	10000	0	111399	250	974773	0	0	51085	0	0	55854	6255	36899	810326	1a	1231	0	628701	620541	4210	0	0	0	0	111399	2319	0	
27614																																							3261	7165	185375	0	2952	8340	0	13022	446481	372938	3722	401060	0	1317	24400	0	45421	1516	446481	0	0	34058	0	0	6139	0	85617	287321	1a	1231	0	227683	226366	3708	0	0	0	0	45421		0	
27847																																							983	8929	133196	0	0	10347	579	20860	647106	565771	2476	581387	0	4973	13140	0	65719	430	647106	0	0	56756	0	0	7982	0	109583	456188	2a	1231	0	477007	472034	551	0	0	0	0	65719		178	
28013																																							94339	20080	1061443	0	39228	67143	0	229633	5002703	3535749	27729	4348739	109	36800	709186	0	653854	0	5002702	9420	1075	259235	0	0	403418	0	421149	3114600	2a	1231	-19492	3509137	3472337	10693	0	0	0	75000	653963	374	8706	
28152																																							7387	5304	27026	0	0	1524	307	5709	158930	139022	2066	144591	0	1383	153	0	14339	105	158930	0	0	2715	0	0	11000	630	32778	106244	4	1231	0	112426	111043	519	0	0	0	3350	14339	0	0	
28675																																							1050	2102	81629	0	344	1878	0	3628	168692	126114	347	154649	0	704	28188	0	14043	0	168692	0	0	18179	0	0	0	0	6147	119967	6	1231	0	78750	78046	-4136	0	0	0	0	14043	15	0	
