"IDRSSD"	RCONFT04	RCONFT05	RCONHT81	RCONHT82	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
60143	25000	4000	28000	0	0	CONF	CONF	0	1000	
60330	0	0	0	0	0	CONF	CONF	0	0	
60545						CONF	CONF			
60554						CONF	CONF			
60648						CONF	CONF			
61122						CONF	CONF			
61355	20401	2983				CONF	CONF			
61476						CONF	CONF			
61757						CONF	CONF			
61832						CONF	CONF			
61953						CONF	CONF			
62044						CONF	CONF			
62110						CONF	CONF			
62147						CONF	CONF			
62772						CONF	CONF			
63050						CONF	CONF			
63069	0	0	0	0	0	CONF	CONF	0	0	
63201						CONF	CONF			
63573						CONF	CONF			
63733						CONF	CONF			
63742						CONF	CONF			
63751						CONF	CONF			
64150	12097	3322				CONF	CONF			
64552						CONF	CONF			
64730						CONF	CONF			
65205						CONF	CONF			
65513						CONF	CONF			
65559						CONF	CONF			
65746	13199	3496	15821	0	0	CONF	CONF	0	407	
65858						CONF	CONF			
66154						CONF	CONF			
66275						CONF	CONF			
66677	23977	4128	24187	0	0	CONF	CONF	0	686	
67142						CONF	CONF			
67151						CONF	CONF			
67209						CONF	CONF			
67254						CONF	CONF			
67656						CONF	CONF			
67870						CONF	CONF			
68448						CONF	CONF			
68671						CONF	CONF			
68756	0	0	0	0	0	CONF	CONF	0	0	
68831						CONF	CONF			
69333	10350	0	10863	0	0	CONF	CONF	0	147	
69678						CONF	CONF			
70058						CONF	CONF			
70218	0	0	0	0	0	CONF	CONF	0	0	
70414						CONF	CONF			
70638	25312	4022				CONF	CONF			
70955						CONF	CONF			
71073						CONF	CONF			
71318						CONF	CONF			
71457						CONF	CONF			
71859						CONF	CONF			
72258						CONF	CONF			
72351						CONF	CONF			
72454						CONF	CONF			
72678						CONF	CONF			
73116						CONF	CONF			
73152						CONF	CONF			
73554						CONF	CONF			
73956						CONF	CONF			
74056	0	0	0	0	0	CONF	CONF	0	0	
74140	6362	1372	7590	0	0	CONF	CONF	0	227	
74403						CONF	CONF			
74449						CONF	CONF			
75053	10543	1129				CONF	CONF			
75259	24084	2938				CONF	CONF			
75446						CONF	CONF			
75455						CONF	CONF			
75558						CONF	CONF			
75633	75659	65125	94234	0	260	CONF	CONF	9516	5726	
75651						CONF	CONF			
76153	0	0	0	0	0	CONF	CONF	0	0	
76443						CONF	CONF			
76854						CONF	CONF			
77150	0	0	0	0	0	CONF	CONF	0	0	
77253						CONF	CONF			
77422						CONF	CONF			
77851	19036	4188	20707	0	0	CONF	CONF	0	707	
78157						CONF	CONF			
78241						CONF	CONF			
78559						CONF	CONF			
79042						CONF	CONF			
79127						CONF	CONF			
79145						CONF	CONF			
79257						CONF	CONF			
79855						CONF	CONF			
80150						CONF	CONF			
80374						CONF	CONF			
80431						CONF	CONF			
80552						CONF	CONF			
81175						CONF	CONF			
82033						CONF	CONF			
82257						CONF	CONF			
82350						CONF	CONF			
82659	0	0	0	0	0	CONF	CONF	0	0	
83151						CONF	CONF			
83236						CONF	CONF			
83375						CONF	CONF			
83638	2924	0	2755	0	0	CONF	CONF	0	32	
83834	0	0	0	0	0	CONF	CONF	0	0	
83852						CONF	CONF			
83955						CONF	CONF			
84046						CONF	CONF			
84541	16798	1940				CONF	CONF			
84804						CONF	CONF			
85052						CONF	CONF			
85454						CONF	CONF			
85472	3315	0	403	0	0	CONF	CONF	1216	76	
85931						CONF	CONF			
86349						CONF	CONF			
86554						CONF	CONF			
86675						CONF	CONF			
87047						CONF	CONF			
87159						CONF	CONF			
87234	62183	24589				CONF	CONF			
87476						CONF	CONF			
87579						CONF	CONF			
88231	281625	70500	297350	0	72	CONF	CONF	0	8104	
88240						CONF	CONF			
88259						CONF	CONF			
88352						CONF	CONF			
88455						CONF	CONF			
88950						CONF	CONF			
89032						CONF	CONF			
89135						CONF	CONF			
89854						CONF	CONF			
89957						CONF	CONF			
90047						CONF	CONF			
90177						CONF	CONF			
90328						CONF	CONF			
90337	0	0	0	0	0	CONF	CONF	0	0	
90579						CONF	CONF			
91615						CONF	CONF			
91754	0	0	0	0	0	CONF	CONF	0	0	
91950						CONF	CONF			
92144						CONF	CONF			
92676						CONF	CONF			
92706						CONF	CONF			
92902						CONF	CONF			
93244						CONF	CONF			
93543						CONF	CONF			
93619	0	0	0	0	0	CONF	CONF	0	0	
94139						CONF	CONF			
94522						CONF	CONF			
94755						CONF	CONF			
94858						CONF	CONF			
95051	146142	30846	35833	141155	0	CONF	CONF	0	1060	
95677						CONF	CONF			
96553						CONF	CONF			
97055						CONF	CONF			
97279						CONF	CONF			
97457						CONF	CONF			
97804	8331	1197				CONF	CONF			
97943						CONF	CONF			
98351						CONF	CONF			
98463						CONF	CONF			
98717	0	0	0	0	0	CONF	CONF	0	0	
99143						CONF	CONF			
99255	0	0	0	0	0	CONF	CONF	0	0	
99376	15797	4613	18153	0	0	CONF	CONF	300	721	
99442						CONF	CONF			
99536						CONF	CONF			
99853						CONF	CONF			
100236						CONF	CONF			
100357						CONF	CONF			
100562	28352	5875	28817	0	0	CONF	CONF	0	491	
100777						CONF	CONF			
100843						CONF	CONF			
101019	0	0	0	0	0	CONF	CONF	0	0	
101037						CONF	CONF			
101439						CONF	CONF			
101671						CONF	CONF			
101738						CONF	CONF			
101952						CONF	CONF			
102333						CONF	CONF			
102342						CONF	CONF			
102539						CONF	CONF			
102557						CONF	CONF			
102874						CONF	CONF			
103134	0	0	0	0	0	CONF	CONF	0	0	
103255	61001	7010	65488	0	0	CONF	CONF	0	1841	
103563						CONF	CONF			
104234						CONF	CONF			
104542						CONF	CONF			
104971						CONF	CONF			
105026						CONF	CONF			
105222						CONF	CONF			
105473						CONF	CONF			
105530						CONF	CONF			
106359						CONF	CONF			
106452						CONF	CONF			
106676						CONF	CONF			
107244	0	0	0	0	0	CONF	CONF	0	0	
107459						CONF	CONF			
107570						CONF	CONF			
107758						CONF	CONF			
108072						CONF	CONF			
108269						CONF	CONF			
108652						CONF	CONF			
108746						CONF	CONF			
108951	32029	6658				CONF	CONF			
109136						CONF	CONF			
109154						CONF	CONF			
109453						CONF	CONF			
109574						CONF	CONF			
109659						CONF	CONF			
110413						CONF	CONF			
110936						CONF	CONF			
110945						CONF	CONF			
110972						CONF	CONF			
111157	0	0	0	0	0	CONF	CONF	0	0	
111205						CONF	CONF			
111942						CONF	CONF			
111979						CONF	CONF			
112163	19134	4052	21964	0	0	CONF	CONF	0	697	
112332						CONF	CONF			
112444						CONF	CONF			
112510						CONF	CONF			
112556						CONF	CONF			
112837	9770	0	0	0	9770	CONF	CONF	4020	-6206	
113003						CONF	CONF			
113030						CONF	CONF			
113441						CONF	CONF			
113601						CONF	CONF			
113740	13699	13167	26121	0	0	CONF	CONF	0	538	
113937						CONF	CONF			
114149						CONF	CONF			
114251						CONF	CONF			
114260	20215	10017	23072	0	0	CONF	CONF	0	738	
114457						CONF	CONF			
114774	10196	1107				CONF	CONF			
114840						CONF	CONF			
114859						CONF	CONF			
115146						CONF	CONF			
115575						CONF	CONF			
116358						CONF	CONF			
116554	25296	3737				CONF	CONF			
116741						CONF	CONF			
117038	0	0	0	0	0	CONF	CONF	0	0	
117074						CONF	CONF			
117458						CONF	CONF			
117775	0	0	0	0	0	CONF	CONF	0	0	
118156						CONF	CONF			
118660						CONF	CONF			
118736						CONF	CONF			
119153						CONF	CONF			
119528						CONF	CONF			
119779	8573	745	8473	0	0	CONF	CONF	0	194	
119872						CONF	CONF			
120476						CONF	CONF			
120542						CONF	CONF			
120609						CONF	CONF			
120953						CONF	CONF			
121642	50187	14246	57027	0	0	CONF	CONF	0	1115	
121651						CONF	CONF			
121914						CONF	CONF			
122153						CONF	CONF			
122546						CONF	CONF			
122854	100241	74064	100717	0	0	CONF	CONF	0	3686	
123075						CONF	CONF			
123374						CONF	CONF			
124344						CONF	CONF			
124830						CONF	CONF			
125154						CONF	CONF			
125471	94613	0	0	0	0	CONF	CONF	533	1220	
125855	12819	4744				CONF	CONF			
125873						CONF	CONF			
125958						CONF	CONF			
126012						CONF	CONF			
126049						CONF	CONF			
126375						CONF	CONF			
126553	32192	1222	30996	0	0	CONF	CONF	0	0	
126740						CONF	CONF			
126834						CONF	CONF			
127055						CONF	CONF			
127224						CONF	CONF			
128258						CONF	CONF			
128904	30533	1984	32340	0	0	CONF	CONF	0	166	
129349						CONF	CONF			
129358	28489	4322	0	31011	0	CONF	CONF	0	598	
129479	22500	6944				CONF	CONF			
129732	0	0	0	0	0	CONF	CONF	0	0	
129853						CONF	CONF			
129910	13137	1439				CONF	CONF			
130345						CONF	CONF			
130541	60641	3185	61847	0	0	CONF	CONF	0	2649	
130813						CONF	CONF			
131034						CONF	CONF			
131173	21506	1914	20574	0	0	CONF	CONF	0	502	
131436	0	0	0	0	0	CONF	CONF	0	0	
131650	69765	6241	72359	0	6	CONF	CONF	0	1055	
131717	0	0	0	0	0	CONF	CONF	0	0	
131940						CONF	CONF			
132107						CONF	CONF			
132451						CONF	CONF			
132554	14295	1322	22853	0	0	CONF	CONF	0	289	
132778						CONF	CONF			
132938						CONF	CONF			
133579	0	0	0	0	0	CONF	CONF	0	0	
133850	27439	2844	25801	0	0	CONF	CONF	0	680	
133971						CONF	CONF			
134156						CONF	CONF			
134437	0	0	0	0	0	CONF	CONF	0	0	
134455						CONF	CONF			
134848						CONF	CONF			
135836						CONF	CONF			
135854						CONF	CONF			
136048						CONF	CONF			
136338						CONF	CONF			
136459						CONF	CONF			
136655						CONF	CONF			
137205						CONF	CONF			
137447						CONF	CONF			
137456						CONF	CONF			
137559						CONF	CONF			
137643						CONF	CONF			
137652	285009	98806	322203	12510	287	CONF	CONF	166	14210	
137915	3032	932	3885	0	0	CONF	CONF	0	124	
138051						CONF	CONF			
138257						CONF	CONF			
138556						CONF	CONF			
139133						CONF	CONF			
139478						CONF	CONF			
139553	0	0	0	0	0	CONF	CONF	0	0	
139656	21255	6761	25876	0	0	CONF	CONF	0	569	
139740						CONF	CONF			
139834						CONF	CONF			
139843	17159	2538	16283	0	0	CONF	CONF	0	463	
139955						CONF	CONF			
140018	7087	860	7345	0	0	CONF	CONF	34	283	
140157						CONF	CONF			
140362	0	0	0	0	0	CONF	CONF	0	0	
140634						CONF	CONF			
141211						CONF	CONF			
141341						CONF	CONF			
141350						CONF	CONF			
141556						CONF	CONF			
141677						CONF	CONF			
141958						CONF	CONF			
142049						CONF	CONF			
142179						CONF	CONF			
142656						CONF	CONF			
142955						CONF	CONF			
143372						CONF	CONF			
143662	595304	356645	700841	0	2928	CONF	CONF	1670	9529	
143859						CONF	CONF			
143952						CONF	CONF			
144034	12340	2235				CONF	CONF			
144052						CONF	CONF			
144155						CONF	CONF			
144436						CONF	CONF			
144678						CONF	CONF			
144856						CONF	CONF			
144913						CONF	CONF			
145059						CONF	CONF			
145545						CONF	CONF			
145554						CONF	CONF			
145741						CONF	CONF			
145750						CONF	CONF			
145844						CONF	CONF			
145956						CONF	CONF			
146056						CONF	CONF			
146663						CONF	CONF			
146672	8838665	3345288	1414225	6911057	2743	CONF	CONF	5000	-91594	
147651						CONF	CONF			
147679						CONF	CONF			
147857	0	0	0	0	0	CONF	CONF	0	0	
147923						CONF	CONF			
148171						CONF	CONF			
148238						CONF	CONF			
148340						CONF	CONF			
148470						CONF	CONF			
148715						CONF	CONF			
148809						CONF	CONF			
148920						CONF	CONF			
149150						CONF	CONF			
150035	8885	1447	0	8896	0	CONF	CONF	0	256	
150044						CONF	CONF			
150156						CONF	CONF			
150727						CONF	CONF			
151546						CONF	CONF			
151957						CONF	CONF			
152057						CONF	CONF			
152253						CONF	CONF			
152431						CONF	CONF			
152440						CONF	CONF			
153054						CONF	CONF			
153353						CONF	CONF			
154154						CONF	CONF			
154770						CONF	CONF			
155759						CONF	CONF			
156457						CONF	CONF			
156635						CONF	CONF			
156970						CONF	CONF			
157155						CONF	CONF			
157379						CONF	CONF			
157650	0	0	0	0	0	CONF	CONF	0	0	
157744						CONF	CONF			
157856						CONF	CONF			
158376						CONF	CONF			
158741						CONF	CONF			
159636	35622	10227	34376	0	0	CONF	CONF	0	393	
159645						CONF	CONF			
159953						CONF	CONF			
159971						CONF	CONF			
160360						CONF	CONF			
160454						CONF	CONF			
160650	0	0	0	0	0	CONF	CONF	0	0	
160959	210417	51988	237760	0	74	CONF	CONF	0	5632	
161273						CONF	CONF			
161602	36067	11797	45501	0	0	CONF	CONF	0	497	
162337						CONF	CONF			
163343						CONF	CONF			
163370						CONF	CONF			
163549	27993	5344	30880	0	0	CONF	CONF	0	824	
163857	23120	5643				CONF	CONF			
164153						CONF	CONF			
164331						CONF	CONF			
164377						CONF	CONF			
164957						CONF	CONF			
164975						CONF	CONF			
165039	0	0	0	0	0	CONF	CONF	0	33	
165628	86267	20244	97356	0	0	CONF	CONF	0	3719	
165758						CONF	CONF			
165806	566	0	480	0	0	CONF	CONF	0	20	
166111						CONF	CONF			
166531						CONF	CONF			
166652	0	0	0	0	0	CONF	CONF	0	0	
166849						CONF	CONF			
167453						CONF	CONF			
167565						CONF	CONF			
167752						CONF	CONF			
167864						CONF	CONF			
168357						CONF	CONF			
168571						CONF	CONF			
169327						CONF	CONF			
169354						CONF	CONF			
169653	94331	50285	111520	0	0	CONF	CONF	2875	2895	
169756						CONF	CONF			
170257						CONF	CONF			
170275						CONF	CONF			
170332	0	0	0	0	0	CONF	CONF	0	0	
170640						CONF	CONF			
171133						CONF	CONF			
171656						CONF	CONF			
171759						CONF	CONF			
171768						CONF	CONF			
172158						CONF	CONF			
172251						CONF	CONF			
172457						CONF	CONF			
172475						CONF	CONF			
172859						CONF	CONF			
173306						CONF	CONF			
173342						CONF	CONF			
173548						CONF	CONF			
173557						CONF	CONF			
173575	0	0	0	0	0	CONF	CONF	0	0	
173641						CONF	CONF			
173959						CONF	CONF			
174321						CONF	CONF			
174367	0	0	0	0	0	CONF	CONF	0	0	
174572	30092	2044	26924	0	0	CONF	CONF	0	452	
175056	0	0	0	0	0	CONF	CONF	0	0	
175140	0	0	0	0	0	CONF	CONF	0	0	
175458						CONF	CONF			
175609						CONF	CONF			
176101	0	0	0	0	0	CONF	CONF	0	0	
176325	0	0	0	0	0	CONF	CONF	0	0	
176437						CONF	CONF			
176464						CONF	CONF			
176642						CONF	CONF			
177135						CONF	CONF			
177443						CONF	CONF			
177500						CONF	CONF			
177555						CONF	CONF			
177751						CONF	CONF			
177920	4862	0	4225	0	0	CONF	CONF	0	91	
178150						CONF	CONF			
178244						CONF	CONF			
178356						CONF	CONF			
178851						CONF	CONF			
179148						CONF	CONF			
179335						CONF	CONF			
179700						CONF	CONF			
180144						CONF	CONF			
180443						CONF	CONF			
180537						CONF	CONF			
180845						CONF	CONF			
181963						CONF	CONF			
182353						CONF	CONF			
182951						CONF	CONF			
183668						CONF	CONF			
183770						CONF	CONF			
183846						CONF	CONF			
183958						CONF	CONF			
184142						CONF	CONF			
184656	0	0	0	0	0	CONF	CONF	0	0	
184759						CONF	CONF			
185251						CONF	CONF			
185448	0	0	0	0	0	CONF	CONF	0	0	
185859						CONF	CONF			
186221	0	0	0	0	0	CONF	CONF	0	0	
186548						CONF	CONF			
186717						CONF	CONF			
186744						CONF	CONF			
186856						CONF	CONF			
187648						CONF	CONF			
187947	18827	3938	5260	16876	0	CONF	CONF	0	212	
188056						CONF	CONF			
188177						CONF	CONF			
188430	210403	62510				CONF	CONF			
188449						CONF	CONF			
188720						CONF	CONF			
188739						CONF	CONF			
188917						CONF	CONF			
189044	75194	43780	98039	4368	0	CONF	CONF	400	3966	
189129						CONF	CONF			
189549						CONF	CONF			
189745	111514	19936	0	116259	0	CONF	CONF	50	4338	
189950						CONF	CONF			
190563						CONF	CONF			
190648						CONF	CONF			
190947						CONF	CONF			
190956						CONF	CONF			
191355	0	0	0	0	0	CONF	CONF	0	0	
191935						CONF	CONF			
192147	0	0	0	0	0	CONF	CONF	0	0	
192558						CONF	CONF			
192651						CONF	CONF			
192857						CONF	CONF			
193162						CONF	CONF			
193247	52498	16977				CONF	CONF			
193537						CONF	CONF			
193649	0	0	0	0	0	CONF	CONF	0	0	
193809	19403	1476	9829	0	0	CONF	CONF	0	251	
194440						CONF	CONF			
194570						CONF	CONF			
194936						CONF	CONF			
195111						CONF	CONF			
195157						CONF	CONF			
195456						CONF	CONF			
196752	0	0	0	0	0	CONF	CONF	0	0	
196800	37402	14744	0	0	0	CONF	CONF	0	675	
197142						CONF	CONF			
197254	0	0	0	0	0	CONF	CONF	0	0	
197302						CONF	CONF			
197478	0	0	0	0	0	CONF	CONF	0	0	
197759						CONF	CONF			
198046						CONF	CONF			
198073						CONF	CONF			
198149						CONF	CONF			
198251						CONF	CONF			
198961						CONF	CONF			
199137						CONF	CONF			
199351						CONF	CONF			
199436						CONF	CONF			
199463						CONF	CONF			
200042						CONF	CONF			
200378	130219	23794	0	0	699	CONF	CONF	2478	2948	
200435						CONF	CONF			
200640						CONF	CONF			
201254						CONF	CONF			
201834	14281	1583	15586	0	0	CONF	CONF	0	264	
202514						CONF	CONF			
202541						CONF	CONF			
202907	1083	0	872	0	0	CONF	CONF	0	213	
203043	9667	2220	10067	400	0	CONF	CONF	0	140	
203052	0	0	0	0	0	CONF	CONF	0	0	
203070						CONF	CONF			
203575						CONF	CONF			
204004	0	0	0	0	0	CONF	CONF	0	0	
204077						CONF	CONF			
204237						CONF	CONF			
204826						CONF	CONF			
205243						CONF	CONF			
205346						CONF	CONF			
205458						CONF	CONF			
205542						CONF	CONF			
206156						CONF	CONF			
206174						CONF	CONF			
206473						CONF	CONF			
206772						CONF	CONF			
206950						CONF	CONF			
207041						CONF	CONF			
207050	105125	70283				CONF	CONF			
207452						CONF	CONF			
207470						CONF	CONF			
207555						CONF	CONF			
207845	8800	1279	10079	0	0	CONF	CONF	0	343	
207872	221	0				CONF	CONF			
207957						CONF	CONF			
208057						CONF	CONF			
208244	163680	37904	187502	0	0	CONF	CONF	0	3115	
208347	0	0	0	0	0	CONF	CONF	0	0	
208440						CONF	CONF			
208459						CONF	CONF			
208570						CONF	CONF			
208655						CONF	CONF			
208972						CONF	CONF			
209148						CONF	CONF			
209362	4916	0				CONF	CONF			
209447						CONF	CONF			
209559						CONF	CONF			
209830						CONF	CONF			
209858						CONF	CONF			
210238						CONF	CONF			
210256						CONF	CONF			
210434						CONF	CONF			
210452						CONF	CONF			
210779						CONF	CONF			
211114	0	0	0	0	0	CONF	CONF	0	0	
211271	473666	289818	575137	0	1632	CONF	CONF	468	11011	
211338						CONF	CONF			
211851						CONF	CONF			
212018						CONF	CONF			
212335						CONF	CONF			
212344						CONF	CONF			
212465	257004	114047	248805	48882	1434	CONF	CONF	892	-19184	
212522	0	0	12809	0	0	CONF	CONF	0	388	
212577	39366	13976	40659	0	0	CONF	CONF	455	792	
213471						CONF	CONF			
213538						CONF	CONF			
213912						CONF	CONF			
213958	0	0	0	0	0	CONF	CONF	0	0	
214106						CONF	CONF			
214414	12827	698	12794	0	39	CONF	CONF	0	346	
214722						CONF	CONF			
214807	0	0	0	0	0	CONF	CONF	0	0	
214843						CONF	CONF			
215345						CONF	CONF			
215354						CONF	CONF			
215653						CONF	CONF			
215662						CONF	CONF			
215710						CONF	CONF			
216164						CONF	CONF			
216230						CONF	CONF			
216632						CONF	CONF			
216922	28651	6222	31555	0	0	CONF	CONF	0	857	
217059	0	0	0	0	0	CONF	CONF	0	0	
218131						CONF	CONF			
218261						CONF	CONF			
218850						CONF	CONF			
218878						CONF	CONF			
219044						CONF	CONF			
219343	33566	4327	33431	0	0	CONF	CONF	0	-683	
219651						CONF	CONF			
219679						CONF	CONF			
220059						CONF	CONF			
220527	18572	2309	17933	2268	0	CONF	CONF	0	0	
220844						CONF	CONF			
220974						CONF	CONF			
221775						CONF	CONF			
222156						CONF	CONF			
222446	0	0	0	0	0	CONF	CONF	0	0	
222558						CONF	CONF			
222754						CONF	CONF			
223005						CONF	CONF			
223322	15429	7859	17739	0	0	CONF	CONF	0	621	
223331	0	0	0	0	0	CONF	CONF	0	0	
223452						CONF	CONF			
223751						CONF	CONF			
223845						CONF	CONF			
224552						CONF	CONF			
224954						CONF	CONF			
225054						CONF	CONF			
225157						CONF	CONF			
225241						CONF	CONF			
225335	24532	5727				CONF	CONF			
225559	28251	7049				CONF	CONF			
225942						CONF	CONF			
