"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1557																																	245	67	0	0	2966		245	0	0	67	0	0	0	0	0	0			0	0	1000	0	0	1966	0	0	0	0	0	0	0																																																		www.fstbanc.com	
1669																																	0	0	0	0	0		0	0	0	0	0	0	2316	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.lnbparis.com	
1829																																	329	42	62540	329	62540	true	0	0	0	42	0	0	4941	3	329	0	true	0	0	0	62540	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												http://www.avbpgh.com		http://www.ilovethatbank.com		http://avbonline.com												http://www.avbpgh.com	
1856																																	0	0	10000	0	40000		0	0	0	0	0	0	0	0	0	0			0	0	10000	0	0	30000	0	0	0	0	0	0	0																																																		www.washitastatebank.com	
2040																																	0	114	7500	0	25000	true	0	0	0	0	0	114	434	0	0	0			0	0	14500	3500	7000	0	0	0	0	0	0	0	0	true	false																																																http://www.fmnetbank.com	
2161																																	0	21	0	0	0	true	0	21	0	0	0	0	1500	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.lamarnational.com	
2376																																	0	140	242200	0	800107	true	0	0	0	0	0	140	22850	3	0	0	false	0	0	0	242200	238891	187908	74263	0	21449	0	0	35396	0	56845	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										http://www.oritani.com	
2554																																	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.sbmarietta.com	
2732																																	1112	0	0	0	0	true	1112	0	0	0	0	0	31644	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0		Albank															www.albanybank.com	
2750																																	0	0	0	0	1229	true	0	0	0	0	0	0	1007	1	0	0	false	0	1229	0	0	0	0	0	0	1229	0	0	0	0	1229	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.genoacb.com	
3252																																	0	769	0	0	5500	true	0	0	688	0	0	81	1352	1	0	0			0	0	2000	3000	500	0	0	0	0	0	0	0	0																																																		http://www.fnbgordon.com	
3458																																	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.fbgconline.com	
3720																																	0	958	0	0	0	true	0	848	0	28	0	82	2038	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankofclarendon.bank	
3971																																	189	23	0	31	36841		158	10	0	13	0	0	0	0	31	0			13	0	0	0	17265	19314	0	13	0	0	249	0	262																							1	true																										www.midcountrybank.com	
4156																																	0	90	0	0	1500	true	0	0	0	90	0	0	3	0	0	0	false	0	0	0	0	750	750	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.kanzabank.com	
4231																																	0	1119	0	0	0		0	0	0	0	0	1119	714	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																http://www.fmbanksylvania.com	
4839																																	0	460	0	0	26832		0	0	0	28	0	432	30112	6	0	0			355	0	0	0	19000	7477	0	355	0	0	0	0	0																																																		WWW.ABCBANK.NET	
5069																																	0	630	0	0	0		0	0	0	0	0	630	250	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			
5135																																	0	195	12000	0	13551		0	5	0	0	0	0	9915	5	0	0			0	190	12000	0	0	1551	0	0	0	0	0	0	0																																																		http://www.fsbanks.com	
5210																																	0	85	23950	0	91950	true	0	63	0	22	0	0	4675	3	0	0	false	0	0	0	23950	44000	24000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.acnb.com	
5461																																	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankbac.com	
5751																																	227	25	0	0	0		227	0	0	25	0	0	463	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																			Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																	0	5380	0	0	0	true	0	4138	75	129	0	1038	497	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.pineland.bank	
6141																																	0	0	0	0	0		0	0	0	0	0	0	29	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			
6329																																	0	975	0	0	0	true	0	282	4	365	0	324	436	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.abbank.com	
7009																																	0	0	0	0	0		0	0	0	0	0	0	970	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.bessemertrust.com	
7045																																	0	153	0	0	0	true	0	0	0	49	0	104	1440	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.banktpb.com	
7072																																	751	0	0	182	9000		569	0	0	0	0	0	221	0	182	0			0	0	4000	3000	2000	0	0	0	0	0	0	0	0																							2	true										www.wallkill.com																www.wallkill.com	
7157																																	0	16	0	0	0	true	0	0	0	16	0	0	223	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								3	0	0	0																	www.statebankbr.com	
7456																																	0	0	450	0	450		0	0	0	0	0	0	357	0	0	0			0	0	450	0	0	0	0	0	0	0	0	0	0																																																		www.bankofhartington.com	
7634																																	0	430	900	0	900		0	0	0	72	0	358	1036	1	0	0			0	0	900	0	0	0	0	0	0	0	0	0	0																																																		THEFOURCOUNTYBANK.COM	
8033																																	0	896	0	0	11000		0	42	0	36	0	818	1382	0	0	0			0	0	9000	2000	0	0	0	0	0	0	0	0	0																																																		WWW.THEFRIENDLYBANK.COM	
8462																																	0	0	0	0	0		0	0	0	0	0	0	844	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.perrytonbank.com	
8631																																	0	99	0	0	0		0	0	0	99	0	0	197	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		pcbsm.com	
9357																																	0	0	0	0	0	true	0	0	0	0	0	0	4	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	www.fidelitybankmn.com	
9553																																	0	28	0	0	35529	true	0	0	0	28	0	0	41	0	0	0			500	0	0	1505	4888	28236	9995	500	400	0	0	0	900	true	false																																																http://www.adamscountybank.net	
9807																																	0	38740	260000	0	260000	true	0	26350	0	11942	448	0	2651	1	0	0	true	0	0	0	260000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.amboybank.com	
9955																																	0	0	4683	0	11383		0	0	0	0	0	0	2036	1	0	0			0	0	4683	2700	4000	0	0	0	0	0	0	0	0																																																		fusion.bank	
10250																																	0	1055	0	0	0		0	266	0	0	0	789	709	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.thebankofelkriver.com	
10849																																	0	8664	0	0	0	true	0	7149	1515	0	0	0	1341	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		https://www.firststatebk.com	
11145																																	0	507	8934	0	16735	false	0	0	0	381	0	126	2286	1	0	0	false	0	0	0	8934	3939	2037	1825	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	http://www.losb.com	
11640																																	0	0	0	0	20000		0	0	0	0	0	0	11204	3	0	0			0	0	20000	0	0	0	0	0	0	0	0	0	0																																																		http://www.fnbclarksdale.com	
11837																																	0	620	0	0	7000		0	620	0	0	0	0	738	1	0	0			0	0	0	7000	0	0	0	0	0	0	0	0	0																																																		http://www.farmbk.com	
12030																																	0	3407	0	0	0	true	0	314	1628	481	0	984	2090	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.fnbalma.com	
12142																																	0	0	0	0	0		0	0	0	0	0	0	699	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.clevelandstatebank.com	
12179																																	0	0	0	0	2376		0	0	0	0	0	0	369	0	0	0			0	0	0	500	0	1876	0	0	0	0	0	0	0																							1	true																										www.amsavingsbank.com	
12311	610472	49888	400100	199613	6237599	true	382793	206585	8	202232	28066	true	0	1176549	400100	1972	1672	3730	0	1426469	3277025	1126631	0	333775	0	0	0	0	0	10285	0	0					6237599			4781	214	31602	266	13025								0										0		true	true			0	0	0	0	0	0	0	0	0		0	0	0	0	0											1	3022	46354	0	www.pawsbanking.com		www.steeltownbanking.com		www.detroitlionsbanking.com		www.coltsbanking.com		www.bluejacketsbanking.com		www.monstersbanking.com		www.clippersbanking.com	www.aueglebanking.com	www.bulldogbanking.com	www.goldenflashesbanking.com	www.Huntington.com	
12647																																	166	430	0	166	0	true	0	430	0	0	0	0	4848	2	166	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													Saratoga Community Bank		Hancock Community Bank													http://www.PORTAGECOUNTYBANK.COM	
12656																																	0	132	0	0	0	true	0	0	0	132	0	0	424	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																http://www.mybankathome.com	
12937																																	0	0	0	0	0		0	0	0	0	0	0	11113	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.oakbank.com	
12946																																	1639	2002	0	0	1437	true	1639	603	0	559	0	840	5072	3	0	0	true	0	0	0	0	706	507	224	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	73	1083	0																	www.myfarmers.bank	
12955																																	0	0	0	0	326	true	0	0	0	0	0	0	211	0	0	0	false	0	0	0	0	0	326	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bankofnebraska.com	
13103																																	5398	432	58775	0	59568	true	5398	0	0	432	0	0	2382	1	0	0	false	0	0	0	58775	0	200	593	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bristolcountysavingsbank.com	
13251																																	0	75	0	0	0		0	0	0	0	0	75	7	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.elysianbank.net	
13457																																	0	0	0	0	0		0	0	0	0	0	0	54	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.bankoflewellen.com	
14052																																	0	158	0	0	0		0	0	0	0	0	158	815	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.lcbwi.com	
14155																																	0	139	0	0	3250	true	0	0	0	0	0	139	466	0	0	0			0	0	3250	0	0	0	3000	0	0	0	0	0	0																																																		http://www.fandcbank.com	
14650																																	0	100	0	0	0		0	0	0	0	0	100	14	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.banklg.com	
14753																																	0	0	0	0	0		0	0	0	0	0	0	1077	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.fsbbucklin.com	
14865																																	250	1023	0	0	0		250	0	1023	0	0	0	1394	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																			Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																	0	0	0	0	0	true	0	0	0	0	0	0	1060	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://firstfedlfd.com	
16551																																	2185	729	0	1480	5000		705	215	198	238	0	78	0	0	1480	0			0	0	0	5000	0	0	5000	0	0	0	0	0	0																																		www.vacationpropertyloans.com																http://www.northviewbank.com	
16748																																	328	0	0	328	0	true	0	0	0	0	0	0	1011	1	328	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.esbanc.com	
17110																																	0	0	0	0	0	false	0	0	0	0	0	0	11648	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.haverfordquality.com	
17147																																	16375	8293	207061	2412	340295	true	13963	4665	0	647	0	2981	11259	11	2412	0	true	0	1377	0	207061	40473	56300	35084	0	1377	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													Lafayette Bank & Trust, A Division of First Merchants Bank		First Merchants Private Wealth Advisors, A Division of First Merchants Bank													http://www.firstmerchants.com	
17259																																	0	173	0	0	2000		0	0	0	173	0	0	969	1	0	0			0	0	2000	0	0	0	0	0	0	0	0	4204	0																																			THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17464																																	15517	1726	0	2423	0	true	13094	503	0	92	0	1131	1134	0	2423	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	1186	1173	3096	1285	468	1091	6454	3653	61	0	0	92	0	1131	939	0	0																												http://www.botc.com	
17950																																	1451	870	0	0	0		1451	0	0	0	0	870	1074	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																		www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE	www.bankoflovell.com	BANK OF PLENTYWOOD	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com		www.bankofbridger.com	
17978																																	0	2380	1423	0	4071		0	1283	0	564	0	533	2094	2	0	0			0	0	1423	1840	727	81	0	0	0	0	0	0	0																							2	true																										www.elizfed.com	
18050																																	32	0	0	0	46		32	0	0	0	0	0	2899	2	0	0			0	0	0	46	0	0	0	0	0	0	0	0	0																														0	0	0	0																	http://www.fnbbastrop.com	
18135																																	0	308	0	0	9400		0	0	0	0	308	0	0	0	0	0			0	0	9400	0	0	0	0	0	0	0	0	0	0																																																		http://www.banksouthcentral.com	
18377																																	0	0	1100	0	1100	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.ballysavingsbank.com	
18827																																	4477	1071	34775	0	34775	true	4477	0	0	496	0	575	13659	3	0	0	true	0	0	0	34775	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.nextierbank.com	
18836																																	0	2038	0	0	2654		0	484	0	892	0	662	479	0	0	0			0	0	0	764	246	1644	0	0	0	0	0	0	0																																																		http://www.caponvalleybank.com	
18854																																	1344	216	0	0	0	true	1344	0	117	0	0	99	6680	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bank7.com	
19356																																	0	0	0	0	1698	true	0	0	0	0	0	0	0	0	0	0			0	0	0	1178	0	520	0	0	0	0	0	0	0																																																		https://www.sbtmiami.com	
19936																																	0	174	99	0	6934		0	36	0	0	0	138	1333	0	0	0			0	0	99	5298	1298	239	0	0	0	0	0	0	0																																																		www.cbkamericus.com	
19972																																	0	0	0	0	0		0	0	0	0	0	0	788	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			
20053																																	0	13	0	0	0		0	0	0	13	0	0	156	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.securityonlinebank.com	
20633																																	0	12841	0	0	12083		0	0	0	45	10321	2475	2672	2	0	0			0	0	2083	0	5000	0	0	5000	0	0	0	0	5000																																																		www.mcnbbanks.com	
20857																																	0	0	5466	0	8661		0	0	0	0	0	0	104	0	0	0			0	0	5684	449	669	1859	2634	0	0	0	0	0	0																																																		www.granitefallsbank.com	
21256																																	0	223	0	0	0		0	0	0	0	0	223	165	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.statebankofburrtononline.com	
21359																																	271	0	0	0	105	true	271	0	0	0	0	0	308	0	0	0			34	0	0	0	0	0	0	34	47	24	0	0	0	true	false																																																http://www.asbgrygla.com	
21630																																	0	50	47	0	183	true	0	0	0	0	0	50	621	0	0	0	false	0	0	0	47	0	0	136	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.thetechebank.com	
