"IDRSSD"	RCONFT04	RCONFT05	RCONHT81	RCONHT82	RCONHT86	RCONL191	RCONL192	RCONM288	RIADHT85	
63069					0	CONF	CONF			
63201						CONF	CONF			
63573						CONF	CONF			
63733						CONF	CONF			
63742	19734	1756				CONF	CONF			
63751						CONF	CONF			
64150	16954	2932				CONF	CONF			
64552						CONF	CONF			
64730						CONF	CONF			
65205						CONF	CONF			
65513						CONF	CONF			
65559	12364	2431	12239	0	0	CONF	CONF	0	260	
65746	14398	6410	17029	0	83	CONF	CONF	0	396	
65858						CONF	CONF			
66154						CONF	CONF			
66275						CONF	CONF			
66677	22935	9523	29344	0	0	CONF	CONF	0	402	
67142						CONF	CONF			
67151						CONF	CONF			
67209						CONF	CONF			
67254						CONF	CONF			
67656						CONF	CONF			
67870						CONF	CONF			
68671						CONF	CONF			
68756	0	0	0	0	0	CONF	CONF	0	0	
68831						CONF	CONF			
69333	13344	0	13942	0	0	CONF	CONF	0	236	
69678						CONF	CONF			
70058						CONF	CONF			
70218	0	0	0	0	0	CONF	CONF	0	0	
70414						CONF	CONF			
70638	21793	3931				CONF	CONF			
70955						CONF	CONF			
71073						CONF	CONF			
71457						CONF	CONF			
71859						CONF	CONF			
72258						CONF	CONF			
72351						CONF	CONF			
72454						CONF	CONF			
72678						CONF	CONF			
73116						CONF	CONF			
73152						CONF	CONF			
73554						CONF	CONF			
73956						CONF	CONF			
74056						CONF	CONF			
74140	8566	1228	8890	0	0	CONF	CONF	0	48	
74403						CONF	CONF			
74449						CONF	CONF			
75259	32818	7756				CONF	CONF			
75446						CONF	CONF			
75455						CONF	CONF			
75558						CONF	CONF			
75633	81699	32774	93958	0	615	CONF	CONF	4336	6106	
75651						CONF	CONF			
76153	0	0	0	0	0	CONF	CONF	0	0	
76443						CONF	CONF			
76854						CONF	CONF			
77150	0	0	0	0	0	CONF	CONF	0	0	
77253						CONF	CONF			
77422						CONF	CONF			
77851	29357	5970	31678	0	0	CONF	CONF	0	838	
78157						CONF	CONF			
78241						CONF	CONF			
78559						CONF	CONF			
79042						CONF	CONF			
79127						CONF	CONF			
79145	12490	747				CONF	CONF			
79257						CONF	CONF			
79855						CONF	CONF			
80150						CONF	CONF			
80374						CONF	CONF			
80431						CONF	CONF			
81175	9070	1828				CONF	CONF			
82033						CONF	CONF			
82257						CONF	CONF			
82350						CONF	CONF			
82659	0	0	0	0	0	CONF	CONF	0	0	
83151						CONF	CONF			
83236						CONF	CONF			
83375						CONF	CONF			
83638	12	0	1209	0	0	CONF	CONF	0	-12	
83834						CONF	CONF			
83852						CONF	CONF			
83955						CONF	CONF			
84046						CONF	CONF			
84541	20239	1761				CONF	CONF			
84804						CONF	CONF			
85052						CONF	CONF			
85454						CONF	CONF			
85472	11473	17782	17782	0	0	CONF	CONF	404	-50	
85931						CONF	CONF			
86349						CONF	CONF			
86675						CONF	CONF			
87047						CONF	CONF			
87159						CONF	CONF			
87234	57624	37118				CONF	CONF			
87476						CONF	CONF			
87579						CONF	CONF			
88231	274196	82573				CONF	CONF			
88259						CONF	CONF			
88352						CONF	CONF			
88455						CONF	CONF			
88950						CONF	CONF			
89032						CONF	CONF			
89135						CONF	CONF			
89854						CONF	CONF			
89957						CONF	CONF			
90047						CONF	CONF			
90177						CONF	CONF			
90328						CONF	CONF			
90337	0	0	0	0	0	CONF	CONF	0	0	
90579						CONF	CONF			
91615						CONF	CONF			
91754	0	0	0	0	0	CONF	CONF	0	0	
91950						CONF	CONF			
92144						CONF	CONF			
92676						CONF	CONF			
92706						CONF	CONF			
92902						CONF	CONF			
93244						CONF	CONF			
93543						CONF	CONF			
93619						CONF	CONF			
94139						CONF	CONF			
94522	7409	1249				CONF	CONF			
94755						CONF	CONF			
94858						CONF	CONF			
95051	509740	35654	99122	458456	0	CONF	CONF	0	6073	
95677						CONF	CONF			
96553						CONF	CONF			
97055						CONF	CONF			
97279						CONF	CONF			
97457						CONF	CONF			
97804	5404	1638				CONF	CONF			
97943						CONF	CONF			
98351						CONF	CONF			
98463						CONF	CONF			
98717	0	0	0	0	0	CONF	CONF	0	0	
99143						CONF	CONF			
99255	0	0	0	0	0	CONF	CONF	0	0	
99376	25921	4967	21712	0	0	CONF	CONF	300	960	
99442						CONF	CONF			
99536						CONF	CONF			
99853						CONF	CONF			
100236						CONF	CONF			
100357						CONF	CONF			
100562	30965	2695	28394	0	0	CONF	CONF	0	101	
100777						CONF	CONF			
100843						CONF	CONF			
101019	0	0	0	0	0	CONF	CONF	0	0	
101037						CONF	CONF			
101439						CONF	CONF			
101671						CONF	CONF			
101738						CONF	CONF			
101952						CONF	CONF			
102333						CONF	CONF			
102342						CONF	CONF			
102539						CONF	CONF			
102557						CONF	CONF			
102874						CONF	CONF			
103134	0	0	0	0	0	CONF	CONF	0	0	
104234						CONF	CONF			
104542						CONF	CONF			
104971						CONF	CONF			
105026						CONF	CONF			
105473	12538	2518				CONF	CONF			
105530						CONF	CONF			
106359						CONF	CONF			
106452						CONF	CONF			
106676						CONF	CONF			
107244	0	0	0	0	0	CONF	CONF	0	0	
107459						CONF	CONF			
107570						CONF	CONF			
107758						CONF	CONF			
108072						CONF	CONF			
108269						CONF	CONF			
108652						CONF	CONF			
108746						CONF	CONF			
108951	13702	4496				CONF	CONF			
109136						CONF	CONF			
109154						CONF	CONF			
109453						CONF	CONF			
109574						CONF	CONF			
109659						CONF	CONF			
110413						CONF	CONF			
110936						CONF	CONF			
110945						CONF	CONF			
110972						CONF	CONF			
111157	0	0	0	0	0	CONF	CONF	0	0	
111205						CONF	CONF			
111942	20868	0				CONF	CONF			
111979						CONF	CONF			
112163	24550	4024	26207	0	0	CONF	CONF	0	818	
112332						CONF	CONF			
112444						CONF	CONF			
112510						CONF	CONF			
112556						CONF	CONF			
112837	0	0	0	0	0	CONF	CONF	0	0	
113003						CONF	CONF			
113030						CONF	CONF			
113441						CONF	CONF			
113601						CONF	CONF			
113740	40903	9246	31180	0	0	CONF	CONF	0	1587	
113937						CONF	CONF			
114149						CONF	CONF			
114251						CONF	CONF			
114260	29972	12826	31327	0	0	CONF	CONF	0	876	
114457						CONF	CONF			
114774	15186	2520				CONF	CONF			
114840						CONF	CONF			
114859						CONF	CONF			
115146						CONF	CONF			
115575						CONF	CONF			
116358						CONF	CONF			
116554	25570	5639				CONF	CONF			
116741						CONF	CONF			
117038	0	0	0	0	0	CONF	CONF	0	0	
117074						CONF	CONF			
117458						CONF	CONF			
117775	0	0	0	0	0	CONF	CONF	0	0	
118156						CONF	CONF			
118660						CONF	CONF			
118736						CONF	CONF			
119153						CONF	CONF			
119528						CONF	CONF			
119779						CONF	CONF			
119872						CONF	CONF			
120476						CONF	CONF			
120542						CONF	CONF			
120609						CONF	CONF			
120953						CONF	CONF			
121642	59134	16312	59354	0	0	CONF	CONF	0	1259	
121651						CONF	CONF			
121914						CONF	CONF			
122153						CONF	CONF			
122546						CONF	CONF			
122854	103809	39427	107580	0	0	CONF	CONF	0	3905	
123075						CONF	CONF			
123374						CONF	CONF			
124344	15069	807				CONF	CONF			
124830						CONF	CONF			
125154						CONF	CONF			
125471						CONF	CONF			
125855	11601	5318				CONF	CONF			
125873						CONF	CONF			
125958						CONF	CONF			
126012						CONF	CONF			
126049						CONF	CONF			
126375						CONF	CONF			
126553	18092	5456	20390	0	0	CONF	CONF	0	0	
126834						CONF	CONF			
127055						CONF	CONF			
127224						CONF	CONF			
128258						CONF	CONF			
128904	49749	2843	53011	0	0	CONF	CONF	0	100	
129349						CONF	CONF			
129358	29471	5063				CONF	CONF			
129479	30870	6332				CONF	CONF			
129732	0	0	0	0	0	CONF	CONF	0	0	
129853						CONF	CONF			
129910	18038	5918				CONF	CONF			
130345						CONF	CONF			
130541	67576	6245	69734	0	0	CONF	CONF	0	3497	
130813						CONF	CONF			
131034						CONF	CONF			
131173	26518	1981				CONF	CONF			
131436	0	0	0	0	0	CONF	CONF	0	0	
131650	68377	4342	67185	0	3	CONF	CONF	0	1145	
131717	0	0	0	0	0	CONF	CONF	0	0	
131940						CONF	CONF			
132107						CONF	CONF			
132451						CONF	CONF			
132554	24038	2544	28559	0	0	CONF	CONF	0	447	
132778						CONF	CONF			
132938						CONF	CONF			
133579	0	0	0	0	0	CONF	CONF	0	0	
133850	29724	7274				CONF	CONF			
133971						CONF	CONF			
134156						CONF	CONF			
134437	23938	2175	0	0	0	CONF	CONF	0	245	
134455						CONF	CONF			
134848						CONF	CONF			
135836						CONF	CONF			
135854						CONF	CONF			
136048						CONF	CONF			
136338						CONF	CONF			
136459						CONF	CONF			
136655						CONF	CONF			
137205						CONF	CONF			
137447						CONF	CONF			
137456						CONF	CONF			
137559						CONF	CONF			
137643						CONF	CONF			
137652	393368	173742	328136	127997	0	CONF	CONF	206	14625	
137915	4466	2242	5623	0	0	CONF	CONF	0	306	
138051						CONF	CONF			
138257						CONF	CONF			
138556						CONF	CONF			
139133						CONF	CONF			
139478						CONF	CONF			
139553						CONF	CONF			
139656	22943	6494	23504	0	0	CONF	CONF	0	588	
139740						CONF	CONF			
139834						CONF	CONF			
139843	20342	6546	22306	0	0	CONF	CONF	0	551	
139955						CONF	CONF			
140157						CONF	CONF			
140362	0	0	0	0	0	CONF	CONF	0	0	
140634						CONF	CONF			
141211						CONF	CONF			
141341						CONF	CONF			
141350						CONF	CONF			
141556						CONF	CONF			
141677						CONF	CONF			
141958						CONF	CONF			
142049						CONF	CONF			
142179						CONF	CONF			
142955						CONF	CONF			
143372						CONF	CONF			
143662	1232144	471307	1166995	0	4297	CONF	CONF	1760	17540	
143859						CONF	CONF			
143952						CONF	CONF			
144034	11045	1776				CONF	CONF			
144052						CONF	CONF			
144155						CONF	CONF			
144678						CONF	CONF			
144856						CONF	CONF			
144913						CONF	CONF			
145059						CONF	CONF			
145545	12718	5199				CONF	CONF			
145554						CONF	CONF			
145741						CONF	CONF			
145750						CONF	CONF			
145844						CONF	CONF			
146056						CONF	CONF			
146663	17216	631				CONF	CONF			
146672	7507274	6446462	1971764	6559977	3031	CONF	CONF	5000	-48975	
147651						CONF	CONF			
147679						CONF	CONF			
147857	0	0	0	0	0	CONF	CONF	0	0	
147923						CONF	CONF			
148171	14138	1291				CONF	CONF			
148238						CONF	CONF			
148340						CONF	CONF			
148470						CONF	CONF			
148715						CONF	CONF			
148809						CONF	CONF			
148920						CONF	CONF			
149150						CONF	CONF			
150035	10387	2171	0	10017	0	CONF	CONF	0	282	
150044	21188	4661				CONF	CONF			
150156						CONF	CONF			
150727						CONF	CONF			
151546						CONF	CONF			
151957						CONF	CONF			
152057						CONF	CONF			
152253						CONF	CONF			
152431						CONF	CONF			
152440						CONF	CONF			
153054						CONF	CONF			
153353						CONF	CONF			
154154						CONF	CONF			
154770						CONF	CONF			
155759						CONF	CONF			
156457						CONF	CONF			
156635						CONF	CONF			
156970						CONF	CONF			
157155						CONF	CONF			
157379						CONF	CONF			
157650	0	0	0	0	0	CONF	CONF	0	0	
157744						CONF	CONF			
157856						CONF	CONF			
158376						CONF	CONF			
158741						CONF	CONF			
159636	25628	22183	30447	0	0	CONF	CONF	0	911	
159645						CONF	CONF			
159953						CONF	CONF			
159971						CONF	CONF			
160360						CONF	CONF			
160454						CONF	CONF			
160650	0	0	0	0	0	CONF	CONF	0	0	
160959	254733	77267	281599	0	0	CONF	CONF	0	7166	
161273						CONF	CONF			
161602	50693	6333				CONF	CONF			
162337						CONF	CONF			
163343						CONF	CONF			
163370						CONF	CONF			
163549	30494	8699	33737	0	0	CONF	CONF	0	776	
163857	30241	5491				CONF	CONF			
164153						CONF	CONF			
164331						CONF	CONF			
164377						CONF	CONF			
164957						CONF	CONF			
164975						CONF	CONF			
165039	0	0	0	0	0	CONF	CONF	0	27	
165628	95890	27334	111112	0	0	CONF	CONF	0	2834	
165758	13217	2759				CONF	CONF			
165806	756	810	1406	0	0	CONF	CONF	0	50	
166111						CONF	CONF			
166531						CONF	CONF			
166652	0	0	0	0	0	CONF	CONF	0	0	
166849						CONF	CONF			
167453						CONF	CONF			
167565	0	0	0	0	0	CONF	CONF	0	0	
167752						CONF	CONF			
168357						CONF	CONF			
168571						CONF	CONF			
169327						CONF	CONF			
169354						CONF	CONF			
169653	123445	75532	148010	0	0	CONF	CONF	2900	2530	
169756						CONF	CONF			
170257						CONF	CONF			
170275						CONF	CONF			
170332	0	0	0	0	0	CONF	CONF	0	0	
170640						CONF	CONF			
171133						CONF	CONF			
171656						CONF	CONF			
171759						CONF	CONF			
171768	10049	2512				CONF	CONF			
172251						CONF	CONF			
172457						CONF	CONF			
172475						CONF	CONF			
172859						CONF	CONF			
173306						CONF	CONF			
173342						CONF	CONF			
173557						CONF	CONF			
173575	0	0	0	0	0	CONF	CONF	0	0	
173641						CONF	CONF			
173959						CONF	CONF			
174321						CONF	CONF			
174367	0	0	0	0	0	CONF	CONF	0	0	
174572	59711	0	17714	0	0	CONF	CONF	0	1044	
175056	0	0	0	0	0	CONF	CONF	0	0	
175140	0	0	0	0	0	CONF	CONF	0	0	
175458						CONF	CONF			
175609						CONF	CONF			
176101	0	0	0	0	0	CONF	CONF	0	0	
176325	0	0	0	0	0	CONF	CONF	0	0	
176437						CONF	CONF			
176464						CONF	CONF			
176642						CONF	CONF			
177135						CONF	CONF			
177443						CONF	CONF			
177500						CONF	CONF			
177555						CONF	CONF			
177751						CONF	CONF			
177920	4839	0	3878	0	0	CONF	CONF	0	81	
178150						CONF	CONF			
178244						CONF	CONF			
178356						CONF	CONF			
178851						CONF	CONF			
179148						CONF	CONF			
179335						CONF	CONF			
179700						CONF	CONF			
180144						CONF	CONF			
180443						CONF	CONF			
180537						CONF	CONF			
180845						CONF	CONF			
181963						CONF	CONF			
182353						CONF	CONF			
182951						CONF	CONF			
183668						CONF	CONF			
183770						CONF	CONF			
183958						CONF	CONF			
184142	0	0	0	0	0	CONF	CONF	0	0	
184656	0	0	0	0	0	CONF	CONF	0	0	
184759						CONF	CONF			
185251						CONF	CONF			
185448	0	0	0	0	0	CONF	CONF	0	0	
185859						CONF	CONF			
186221	0	0	0	0	0	CONF	CONF	0	0	
186548						CONF	CONF			
186717						CONF	CONF			
186744						CONF	CONF			
187648						CONF	CONF			
187947	19508	3773	6205	15101	0	CONF	CONF	0	278	
188056						CONF	CONF			
188177						CONF	CONF			
188430	263129	85291				CONF	CONF			
188449						CONF	CONF			
188720						CONF	CONF			
188739						CONF	CONF			
188917						CONF	CONF			
189044	97798	48839	115570	8656	209	CONF	CONF	465	7305	
189129						CONF	CONF			
189549						CONF	CONF			
189745	116749	40193	135300	0	0	CONF	CONF	65	4651	
189950						CONF	CONF			
190563						CONF	CONF			
190648						CONF	CONF			
190947						CONF	CONF			
190956						CONF	CONF			
191355	0	0	0	0	0	CONF	CONF	0	0	
191935						CONF	CONF			
192147	0	0	0	0	0	CONF	CONF	0	0	
192558						CONF	CONF			
192651						CONF	CONF			
192857						CONF	CONF			
193162						CONF	CONF			
193247	58353	13439				CONF	CONF			
193537						CONF	CONF			
193649	0	0	0	0	0	CONF	CONF	0	0	
193809	14377	4170	15627	0	0	CONF	CONF	0	158	
194440						CONF	CONF			
194570						CONF	CONF			
194936						CONF	CONF			
195111	16064	1169				CONF	CONF			
195157						CONF	CONF			
195456						CONF	CONF			
196752	0	0	0	0	0	CONF	CONF	0	0	
196800	16487	9320	0	0	238	CONF	CONF	0	247	
197142						CONF	CONF			
197254	0	0	0	0	0	CONF	CONF	0	0	
197302						CONF	CONF			
197478	0	0	0	0	0	CONF	CONF	0	0	
197759						CONF	CONF			
198046						CONF	CONF			
198073						CONF	CONF			
198149						CONF	CONF			
198251						CONF	CONF			
198961						CONF	CONF			
199137						CONF	CONF			
199351						CONF	CONF			
199436						CONF	CONF			
199463						CONF	CONF			
200042						CONF	CONF			
200378	0	20234	0	0	0	CONF	CONF	5601	-1496	
200435						CONF	CONF			
200640						CONF	CONF			
201254						CONF	CONF			
201834	23691	5479	25097	0	0	CONF	CONF	0	427	
202514						CONF	CONF			
202541						CONF	CONF			
202907	0	3272	3272	0	0	CONF	CONF	0	916	
203043	16973	1216	17245	272	0	CONF	CONF	0	399	
203052	0	0	0	0	0	CONF	CONF	0	0	
203575						CONF	CONF			
204004	0	0	0	0	0	CONF	CONF	0	0	
204077						CONF	CONF			
204237						CONF	CONF			
204826						CONF	CONF			
205243						CONF	CONF			
205346						CONF	CONF			
205458						CONF	CONF			
205542						CONF	CONF			
206156						CONF	CONF			
206174						CONF	CONF			
206473						CONF	CONF			
206772						CONF	CONF			
206950						CONF	CONF			
207041						CONF	CONF			
207050	256123	124936				CONF	CONF			
207452						CONF	CONF			
207470						CONF	CONF			
207555						CONF	CONF			
207845	30132	2127				CONF	CONF			
207872						CONF	CONF			
207957						CONF	CONF			
208057	0	0	8600	0	0	CONF	CONF	0	203	
208244	216650	54209	223961	0	0	CONF	CONF	0	7764	
208347	0	0	0	0	0	CONF	CONF	0	0	
208440						CONF	CONF			
208459						CONF	CONF			
208570						CONF	CONF			
208655						CONF	CONF			
208972						CONF	CONF			
209148						CONF	CONF			
209362	9801	0				CONF	CONF			
209447						CONF	CONF			
209559						CONF	CONF			
209858						CONF	CONF			
210238						CONF	CONF			
210256						CONF	CONF			
210434						CONF	CONF			
210779						CONF	CONF			
211114	0	0	0	0	0	CONF	CONF	0	0	
211271	735495	390635	764781	0	1808	CONF	CONF	1126	13892	
211338						CONF	CONF			
211851						CONF	CONF			
212018						CONF	CONF			
212335						CONF	CONF			
212344						CONF	CONF			
212465	522689	309753	467620	68293	5653	CONF	CONF	1223	-76450	
212522	0	0	13027	0	0	CONF	CONF	0	271	
212577	50274	35735	43717	13985	0	CONF	CONF	455	1034	
213471						CONF	CONF			
213538						CONF	CONF			
213912	0	0	0	0	0	CONF	CONF	0	0	
213958	0	0	0	0	0	CONF	CONF	0	0	
214106						CONF	CONF			
214414	11894	1664	12820	0	0	CONF	CONF	0	93	
214722						CONF	CONF			
214807	0	0	0	0	0	CONF	CONF	0	0	
214843						CONF	CONF			
215345						CONF	CONF			
215354						CONF	CONF			
215653						CONF	CONF			
215662	65366	25932	63393	0	68	CONF	CONF	25	492	
215710						CONF	CONF			
216164						CONF	CONF			
216230						CONF	CONF			
216632						CONF	CONF			
216922	52923	14931	48143	0	0	CONF	CONF	0	1841	
217059	0	0	0	0	0	CONF	CONF	0	0	
218131						CONF	CONF			
218261						CONF	CONF			
218850						CONF	CONF			
218878						CONF	CONF			
219044						CONF	CONF			
219651						CONF	CONF			
219679						CONF	CONF			
220059	10887	0				CONF	CONF			
220527	14876	6149	15512	1096	0	CONF	CONF	0	1	
220844						CONF	CONF			
220974						CONF	CONF			
221775						CONF	CONF			
222156						CONF	CONF			
222446	0	0	0	0	0	CONF	CONF	0	0	
222558						CONF	CONF			
222754						CONF	CONF			
223005						CONF	CONF			
223322	25596	10660	26533	0	0	CONF	CONF	0	-2631	
223452						CONF	CONF			
223751						CONF	CONF			
223845						CONF	CONF			
224552						CONF	CONF			
224954						CONF	CONF			
225054						CONF	CONF			
225157						CONF	CONF			
225241						CONF	CONF			
225559	32581	11989				CONF	CONF			
225942						CONF	CONF			
226949						CONF	CONF			
227151						CONF	CONF			
227357						CONF	CONF			
227656						CONF	CONF			
227777	7066	5189				CONF	CONF			
228000						CONF	CONF			
228055						CONF	CONF			
228158						CONF	CONF			
228279						CONF	CONF			
228345						CONF	CONF			
229070						CONF	CONF			
229173						CONF	CONF			
229342	0	0	0	0	0	CONF	CONF	0	0	
229454						CONF	CONF			
229801	196113	58868	178001	0	0	CONF	CONF	0	4313	
229913	0	0	0	0	0	CONF	CONF	0	0	
230423						CONF	CONF			
230610						CONF	CONF			
230759						CONF	CONF			
231279						CONF	CONF			
231671						CONF	CONF			
232847						CONF	CONF			
232856						CONF	CONF			
233031	594000	478000	628000	0	1000	CONF	CONF	3000	68000	
233246						CONF	CONF			
233358						CONF	CONF			
233442						CONF	CONF			
233527	137950	90019				CONF	CONF			
233554	16072	4010				CONF	CONF			
234355	30871	7436	29898	3523	0	CONF	CONF	258	-484	
234506						CONF	CONF			
234739	9431	351				CONF	CONF			
234841						CONF	CONF			
235174	25805	14308				CONF	CONF			
235231						CONF	CONF			
235316						CONF	CONF			
235446						CONF	CONF			
235530						CONF	CONF			
235558						CONF	CONF			
