"IDRSSD"	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP845	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP851	RCFAP852	RCFAP853	RCFAP854	RCFAP855	RCFAP856	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ257	RCFAQ258	RCFD3368	RCFD3632	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP870	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP845	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP851	RCOAP852	RCOAP853	RCOAP854	RCOAP855	RCOAP856	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ257	RCOAQ258	RCON3368	RCON3632	RCOW3792	RCOW5310	RCOW5311	RCOW7205	RCOW7206	RCOWA223	RCOWH312	RCOWP793	RCOWP870	
	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	NT UNRLZD LOSS ON AFS PRFRRD STK	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	COMSTK 10PCT EQTY TIER1 CAP THRSHLD	MSA DTL 10PCT EQTY TIER1 CAP THRS	DTAS CAP CMSTK 15PCT TIER1 CAP THRSH	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	UNREALIZED GAINS ON A-F-S EQUITY SEC	CUMULATIVE CHANGE IN FAIR VALUE	QTLY AVG OF TOTAL ASSETS	UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	RISK-WEIGHTED ASSETS	TOTAL APPLICABLE CAPITAL BUFFER	CAP RATIO COM EQTY TIER1 CAP RATIO	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TIER 1 LEVERAGE CAPITAL RATIO	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	TIER 1 CPTL ALLWBL UNDR RISK-BASED	RISK-WEIGHTED ASSETS	AVG TOT ASSET NET DEDUCTIONS	ACCUMULATED OTH COMPREHENSIVE INCOME	OTHR DEDUCT FR ASSETS FOR LEVRGE CAP	TOTAL LEVERAGE EXPOSURE	ADVANCED APPROACHES ONLY: SUPPLEMENT	CAPTIAL CONSERVATION BUFFER	ELIGIBLE RETAINED INCOME	DIST AND DISCRE BONUS PAYMENTS QTR	COMMON EQUITY TIER 1 CAPITAL	CAP RATIO COM EQTY TIER1 CAP RATIO	AOCI OPT-OUT ELECTION	COM EQTY TIER 1 MINORTY INTERST	COM EQTY TIER 1 CAP BEFORE REG ADJ	COM EQTY TIER 1 CAP ADJS AND DEDUDS	LESS INTANG ASSTS NET OF ASSCTD DTLS	DFRD TX ASSTS OPRTING LOSS TX CRDT	NT UNRLZD GNS (LSSES) AFS SECURITIES	NT UNRLZD LOSS ON AFS PRFRRD STK	ACC NT GN LS CSHFLW HDGS	AOCI ATTRBTD DEFND BENFT POSTETRMNT	NT UNRLZD GNS (LSSES) HTM SEC AOCI	NET GNS (LSSES) HTM SEC AOCI	OTH THRSHLD DEDS COMEQTY TIER1 CAP	NNSG INVCP UNCNS COMSTK 10 PCT THRSH	SUBTOT COMEQTY TIER1 CAP ADJ AN DEDS	COMSTK 10PCT EQTY TIER1 CAP THRSHLD	MSA DTL 10PCT EQTY TIER1 CAP THRS	DTAS CAP CMSTK 15PCT TIER1 CAP THRSH	MSA DTA 15PCT COMEQTY TIER1 CAPTHRES	INSF TIER1 TIER2 CAP CVR DED	ADJSTMNT DEDT  COM EQTY TIER1 CAP	COM EQTY TIER 1 CAPITAL	ADDITIONAL TIER 1 CAPITAL	NNQFY CAP INSTR PHSOUT ADD TIER1 CAP	TIER1 MNRTY INTR NOT EQTY TIER1 CAP	ADD TIER 1 CAPITAL BEFORE DEDUCTIONS	TOT ADDTNL TIER 1 CAP DEDUCTIONS	ADDTNL TIER 1 CAPITAL	TIER 2 CAP INSTRMNTS PLUS RLTD SRPLS	NNQLIFY CAP INSTR PHSOUT TIER2 CAP	CAP MNRTY INTRST NOT INCL TIER 1 CAP	TIER 2 CAPITAL BEFORE DEDUCTIONS	TOTAL TIER 2 CAPITAL DEDUCTIONS	DEDS COMEQTY TIER1 CAP ADD TIER1 CAP	UNREALIZED GAINS ON A-F-S EQUITY SEC	CUMULATIVE CHANGE IN FAIR VALUE	QTLY AVG OF TOTAL ASSETS	UNDIVIDED PROFITS & CAPITAL RESERVES	TOTAL RISK-BASED CAPITAL	ALLL INCLUDIBLE IN TIER2 CAPITAL	TIER 2 (SUPPLEMENTARY) CAPITAL	TOTAL RISK-BASED CAPITAL RATIO	TIER 1 RISK-BASED CAPITAL RATIO	RISK-WEIGHTED ASSETS	TOTAL APPLICABLE CAPITAL BUFFER	CAP RATIO COM EQTY TIER1 CAP RATIO	TIER 2 CAPITAL BEFORE DEDUCTIONS	
37																																																																	15120	495	495	17.8984%	38.7117%	37.4443%	14625	39058	81711	-14	0			30.7117%			4700	37.4443%	1	0	14788	0	0	142	-14	0	0	0	0		0	0	14660	0	0	0	0	35	35	14625	0	0	0	0	35	0	0	0	0	495	0	177	0	0	81888	10102										
242																																																																	5690	184	184	13.2080%	21.7691%	21.0651%	5506	26138	41687	-10	0			13.7691%			240	21.0651%	1	0	5496	0	0	0	-10	0	0	0	0		0	0	5506	0	0	0	0	0	0	5506	0	0	0	0	0	0	0	0	0	184	0	0	0	0	41687	5266										
279																																																																	30053	971	971	13.7752%	25.4825%	24.6591%	29082	117936	211118	-88	0			17.4825%			1	24.6591%	1	0	28994	0	0	0	-88	0	0	0	0		0	0	29082	0	0	0	0	0	0	29082	0	0	0	0	0	0	0	0	0	971	0	0	0	0	211118	29081										
354																																																																	849	53	53	10.1544%	20.2432%	18.9795%	796	4194	7839	-4	0			12.2432%			525	18.9795%	1	0	836	0	0	35	-4	0	0	0	0		0	0	805	0	0	0	0	9	9	796	0	0	0	0	9	0	0	0	0	53	0	44	0	0	7883	315										
457																																																																	5441	516	516	9.8614%	12.8066%	11.5921%	4925	42486	49942	0	0			4.8066%			4000	11.5921%	1	0	4925	0	0	0	0	0	0	0	0		0	0	4925	0	0	0	0	0	0	4925	0	0	0	0	0	0	0	0	0	516	0	0	0	0	49942	925										
505																																																																	44131	4640	4640	8.0415%	11.8954%	10.6447%	39491	370991	491090	-2756	0			3.8954%			17133	10.6385%	1	0	37901	1189	0	0	-154	0	0	-2602	0		0	0	39468	0	0	0	0	0	0	39468	0	0	23	23	0	23	0	0	0	4640	0	1189	0	0	492279	23524										
1155																																																																	23471	2451	2451	9.2571%	12.0121%	10.7577%	21020	195395	227070	-103	0			4.0121%			6500	10.7577%	1	0	20917	0	0	0	-103	0	0	0	0		0	0	21020	0	0	0	0	0	0	21020	0	0	0	0	0	0	0	0	0	2451	0	0	0	0	227070	14520										
1351																																																																	26082	1200	1200	16.4688%	23.8573%	22.7597%	24882	109325	151086	-99	0			15.8573%			770	22.7597%	1	0	24783	0	0	0	-99	0	0	0	0		0	0	24882	0	0	0	0	0	0	24882	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	151086	24112										
1454																																																																	88396	3364	3389	11.5058%	29.1730%	28.0546%	85007	303006	738817	-5628	0			21.1730%			2214	28.0546%	1	0	79379	0	0	0	-5628	0	0	0	0		0	0	85007	0	0	0	0	0	0	85007	0	0	0	0	0	0	0	0	0	3389	0	0	25	0	738817	82793										
1557																																																																	10599	614	614	15.0469%	21.7046%	20.4472%	9985	48833	66359	-141	0			13.7046%			9824	20.4472%	1	0	10017	0	173	0	-141	0	0	0	0		0	0	9985	0	0	0	0	0	0	9985	0	0	0	0	0	0	0	0	0	614	0	173	0	0	66532	334										
1669																																																																	46268	1687	1687	15.6810%	34.5908%	33.3296%	44581	133758	284300	-469	0			26.5908%			1600	33.3296%	1	0	45050	0	0	0	469	0	0	0	0		0	0	44581	0	0	0	0	0	0	44581	0	0	0	0	0	0	0	0	0	1687	0	0	0	0	284300	43919										
1856																																																																	14664	580	580	11.8229%	25.9834%	24.9557%	14084	56436	119125	-506	0			17.9834%			14782	24.9557%	1	0	13676	98	0	0	-506	0	0	0	0		0	0	14084	0	0	0	0	0	0	14084	0	0	0	0	0	0	0	0	0	580	0	98	0	0	119223	-600										
2040																																																																	23772	1825	1825	10.9151%	16.3908%	15.1324%	21947	145033	201070	71	0			8.3908%			4750	15.1324%	1	0	22371	0	0	282	71	0	0	0	0		0	0	22018	0	0	0	0	71	71	21947	0	0	0	0	71	0	0	0	0	1825	0	282	0	0	201352	17550										
2161																																																																	17218	949	949	10.5086%	18.1703%	17.1688%	16269	94759	154816	151	0			10.1703%			2356	17.1688%	1	0	16420	0	0	0	151	0	0	0	0		0	0	16269	0	0	0	0	0	0	16269	0	0	0	0	0	0	0	0	0	949	0	0	0	0	154816	13913										
2376																																																																	516301	30402	30402	11.7183%	13.9227%	13.1029%	485899	3708344	4146504	5532	0			5.9227%			43784	13.1029%	1	0	491430	0	0	0	-358	0	6564	-675	0		0	0	485899	0	0	0	0	0	0	485899	0	0	0	0	0	0	0	0	0	30402	0	0	0	0	4146504	442114										
2554																																																																	1492	144	144	9.2672%	12.8976%	11.6528%	1348	11568	14546	-9	0			4.8976%			1300	11.6528%	1	0	1628	289	0	0	-9	0	0	0	0		0	0	1348	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	144	0	289	0	0	14835	337										
2732																																																																	93961	4539	4539	14.8165%	19.6240%	18.6760%	89422	478806	603530	-350	0			11.6240%			5789	18.6760%	1	0	89962	0	890	0	-350	0	0	0	0		0	0	89422	0	0	0	0	0	0	89422	0	0	0	0	0	0	0	0	0	4539	0	890	0	0	604420	84523										
2750																																																																	7786	609	609	12.6065%	16.0563%	14.8004%	7177	48492	56931	-186	0			8.0563%			6417	14.8004%	1	0	7155	0	0	0	-186	164	0	0	0		0	0	7177	0	0	0	0	0	0	7177	0	0	0	0	0	0	0	0	0	609	0	0	0	0	56931	924										
3252																																																																	26604	1490	1490	13.0949%	22.7319%	21.4587%	25114	117034	191785	-360	0			14.7319%			500	21.4587%	1	0	24754	0	0	0	-360	0	0	0	0		0	0	25114	0	0	0	0	0	0	25114	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	191785	24614										
3458																																																																	4999	443	443	9.9422%	14.1055%	12.8555%	4556	35440	45825	-1	0			6.1055%			1201	12.8555%	1	0	4555	0	0	0	-1	0	0	0	0		0	0	4556	0	0	0	0	0	0	4556	0	0	0	0	0	0	0	0	0	443	0	0	0	0	45825	3355										
3720																																																																	37055	844	844	13.6405%	22.7882%	22.2692%	36211	162606	265467	-766	0			14.7882%			21000	22.2692%	1	0	35445	0	0	0	-766	0	0	0	0		0	0	36211	0	0	0	0	0	0	36211	0	0	0	0	0	0	0	0	0	844	0	0	0	0	265467	15211										
3971																																																																	114076	9035	9032	13.0845%	15.8123%	14.5603%	105044	721439	802815	-150	0			7.8123%			171278	14.5603%	1	0	114847	9937	0	13	-154	4	0	0	0		0	0	105047	0	0	0	0	3	3	105044	0	0	0	0	3	0	0	0	0	9032	0	9953	-3	0	812768	-56281										
4156																																																																	23152	1914	1914	10.2430%	15.1266%	13.8761%	21238	153055	207342	-559	0			7.1266%			7857	13.8761%	1	0	22462	1783	0	0	-559	0	0	0	0		0	0	21238	0	0	0	0	0	0	21238	0	0	0	0	0	0	0	0	0	1914	0	1783	0	0	209125	15164										
4231																																																																	17044	614	614	14.2724%	31.8973%	30.7482%	16430	53434	115117	-606	0			23.8973%			12600	30.7482%	1	0	16011	0	0	149	-605	0	0	0	0		0	0	16467	0	0	0	0	37	37	16430	0	0	0	0	37	0	0	0	0	614	0	186	0	0	115303	4017										
