"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RIADG377	
1669																																																																0	1652		5677			15135	0		1832	172939	0	0	0	81365	2456	55551	19735	615	3179	395	2552	26650	47424	4803	13698	9465	22126	18675	22575				0	0			0	0	6195	44	32838	4775			0			0	573														0	0	0	0	0		0	86	0	0	0	0	0	0	0	9238	0	0	0	0	0			0	0		0	0	11646	0		
1856																																																															267	1112	1100		1220			5435	0		175	34780	1	0	0	10530	0	10062	7476	124	970	4366	3089	288	1693	10689	7462	2656	693	1177	474				0	0			0	0	271	9316	162	1084			0			0	0														11488	0	0	0	0		0	2	0	0	0	0	0	0	0	241	0	0	0	0	0			0	0		0	0	3866	0		
2161																																																															0	7944	1899		3814			9987	0		1369	129661	0	0	0	58741	521	42806	34868	877	9306	16013	25479	6732	334	6456	18229	13760	21144	7281	579				312	46			0	0	3973	14215	12612	9744			0			0	186	0	0	0	0	0	0	0	0	0	0	0	0		0				172		0	148	0	0	0	0	0	0	0	1616	0	0	0	109	0			0	0	0	0	0	2720	63		
2732																																																																0	169963		0			37343	4317		0	424829	196	0	5899	20562	270	4210	51781	852	2325	9089	8079	0	0	69480	30974	132226	155678	14675	0				0	0			0	0	11208	20920	46390	112921			0			0	0													0	0	0	0	0	17		0	767	0	0	0	0	0	0	0	17	0	0	0	17	0			0	0	0	0	0	347	0	0	
2750																																																															292	6578	492		20911			2169	0		589	42393	0	0	0	2471	46	0	23258	149	117	171	2034	0	0	17026	6144	9172	6268	605	10				0	43			0	0	100	2220	4122	0			0			0	0													0	18543	0	0	0	0		0	1721	0	0	0	0	0	0	0	414	0	0	0	0	0			0	0	0	0	0	225	0	0	
3252																																																															0	29183	0		50915			10626	0		4499	109164	0	575	0	210	0	6	0	33	147	6	24	0	0	50091	40132	5923	9607	1317	0				0	0			0	0	0	874	0	5787			0			0	0														43276	0	0	0	0		0	628	0	0	0	0	0	0	0	1257	0	0	0	0	0			0	0	0	0	0	4610	0		
3458																																																																9086	0		8489			10867	0		0	42096	0	0	0	7729	28	0	8556	341	1466	1974	3754	152	40	1325	5424	10451	15184	1405	0				0	0			0	0	156	657	1892	409			0			0	0													0	0	0	0	0	102		0	0	0	0	0	0	0	0	0	1469	0	0	0	0	0			0	0	0	0	0	1314	102	0	
3720																																																																9971	1925		6115			16082	2238		5333	157885	0	0	180	32068	719	72	34667	936	2576	12249	13095	3031	135	17867	15111	33838	55830	2984	68				0	284			0	0	5544	9106	27424	33224			0			0	0														73704	0	0	0	557		0	180	0	0	0	0	0	0	0	3036	0	0	0	0	557			0	0	0	0	0	4636	0		
3971																																																																22009	82514		9079			70521	22153		0	612879	0	27763	2424	101833	3297	50215	99630	4058	8400	15220	17177	33992	20420	154666	23761	103479	151828	72779	150				0	490			8158	6314	7814	37995	32480	194007			0			4250	1980														254495	0	0	0	6593		0	6	0	0	0	0	0	0	0	259	0	91	0	0	184			2068	2068	0	0	0	659	0		
4156																																																																22051	13317		9235			22168	4430		0	164448	0	370	0	51359	1105	20161	35163	893	3230	2537	11952	24335	8412	14899	18615	9210	25913	36716	7493				0	0			0	0	1599	3418	2010	31581			0			0	0														30746	0	0	0	0		0	0	0	0	0	0	0	0	0	849	0	0	0	0	0			0	0	0	0	0	956	0		
4231																																																															0	3742	989		269			2250	0		1131	43402	0	0	0	12938	117	0	16437	838	1888	4857	4225	974	0	6566	7145	9426	6269	636	0				0	0			0	0	291	1544	6315	10285			0			203	0														0	0	0	0	631		0	58	0	0	0	0	0	0	0	930	0	0	0	0	428			0	0		0	0	2543	0		
5069																																																																4450	544		0			5011	1092		0	265887	2915	0	0	31294	10222	14590	162988	20220	4221	6056	0	0	0	137838	66968	24984	737	0	0				0	0			0	0	57601	36292	53299	68997			0			0	0														53420	0	0	0	3310		0	0	0	0	0	0	0	0	0	0	0	0	0	3310	0			0	0	0	0	0	0	0		
5135																																																															0	76529	5697		80466			36934	0		1997	358928	0	0	0	71518	978	10438	211903	17133	16828	25019	10344	1808	123	96278	93487	78024	9988	2684	1310				678	0			0	0	2306	10716	38259	20550			0			128	0													0	45285	0	0	0	2950		0	138	0	0	0	0	0	0	0	4771	0	0	0	0	0			2777	1525	1217	32	3	7391	45	0	
5210																																																															0	68598	35135		6319			77624	108047		64137	1275007	0	0	0	370095	34075	132440	76880	23344	34427	31353	44547	100127	136127	183804	63950	197639	277047	149819	28905				0	5219			5196	3575	10480	22511	213107	250208			0			0	813														703056	0	0	0	3783		0	1235	0	0	0	0	0	0	0	736	0	0	0	0	3783			0	0	0	0	0	7481	0		
5461																																																																29277	64913		18442			30301	4998		0	451265	447	0	10801	40549	786	1276	40320	0	3826	4277	2571	12821	15378	23911	43422	70667	116151	155418	244				0	174			0	0	1197	2594	60523	183735			0			0	0													0	300782	0	0	0	0		0	4787	0	0	0	0	0	0	0	38	0	0	0	0	0			0	0	0	0	0	9398	0	0	
5751																																																																23198	7219		23366			31420	2857		837	151255	0	1037	0	27731	243	8250	33670	2080	4400	1330	2938	6533	10355	33856	35592	14233	17280	13837	7231				0	29			0	0	1690	2084	13201	12674			0			0	0													0	25818	0	0	0	0		0	29	0	0	0	0	0	0	0	2382	0	0	0	0	0			0	0	0	0	0	1258	0	0	
6039																																																															0	35554	2577		4034			16031	1965		254	208745	0	0	0	29224	714	6474	39697	1025	3424	4333	8837	6132	5445	16602	23095	32088	18814	49414	37219				555	331			0	0	5110	21924	46622	36096			0			442	0	0	0	0	0	0	0	0	0	0	0	0	0		0				442		0	2072	0	0	0	0	0	0	0	951	0	0	0	0	0			0	0	0	0	0	4731	0		
6329																																																																4526	11818	0	625	53912	0	53912	3809		854	724483	0	0	0	132314	4164	2175	142459	9028	14793	38553	64116	1307	515	36677	86645	158738	233538	73422	167	0	0	0	0	1357	0		0	0	40451	72860	102480	43123	0	0	0			0	570	0	0	0	0	0	0	0	0	0	0	0	0	1286	39845				399	560	38	560	0	0	0	0	0	0	0	186886	151	248	0	0	0	0	0	0	0	0	0	0	64706	0	0	
7009																																																															0	0	0		0			87511	0		0	309373	0	0	0	0	0	0	303426	0	0	0	0	0	0	303426	0	5947	0	0	0				0	0			0	0	0	0	0	0			0			0	0														0	0	0	0	0		0	471	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	221391	0		
7045																																																															0	6302	0		8039			4721	624		677	87038	0	0	0	41066	317	38561	5915	1083	2677	3014	5060	2957	26022	1821	5139	14500	14213	4232	5911				521	15			0	0	1895	0	4940	6504			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		36322				0		0	0	0	0	0	0	0	0	0	6305	0	0	0	0	0			0	0	0	0	0	5112	0		
7072																																																																1246	16569		151			13957	5009		0	271092	0	0	0	163307	4699	104703	13924	11545	20668	4263	7455	42889	75683	11968	9773	9519	16264	24153	35710				0	2833			2593	1755	2436	7183	26774	25505			0			836	590														123738	0	0	0	5919		0	0	0	0	0	0	0	0	0	46	0	0	0	2047	3036			0	0	0	0	0	1377	0		
7456																																																															0	13378	0		35096			10891	0		9	76280	0	0	0	5907	429	0	39048	37	819	2155	2792	104	0	35434	2910	14974	14211	617	2227				0	10			0	0	794	277	4174	3815			0			0	0														0	0	0	0	0		0	6	0	0	0	0	0	0	0	773	0	0	0	0	0			0	0	0	0	0	721	0		
7634																																																																1555	0		7242			7302	0		0	55284	0	0	0	15192	214	0	15348	678	1329	3648	5753	3780	0	7533	6353	12310	9944	2880	931				0	0			0	0	931	326	0	15331			0			0	0														1454	0	0	0	0		0	541	0	0	0	0	0	0	0	71	0	0	0	0	0			0	0		0	0	6579	0		
8033																																																																10199	5744		4979			16122	0		0	260507	0	0	0	111071	4955	11808	118593	21383	13739	26546	48640	483	0	56419	27052	17483	40817	5088	244				0	0			0	0	31371	33875	30394	6864			0			335	302													0	16136	0	0	0	2926		0	241	0	0	0	0	0	0	0	1422	0	0	0	2591	0			0	0		0	0	3270	0	0	
8462																																																															0	8836	0		10281			15687	0		0	56954	0	0	0	9564	3	2316	10369	1682	233	18	413	2195	5023	19053	9839	6446	8453	2283	256				0	0			0	0	0	0	2756	1466			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0	6128	0	0	0	0	0			0	0	0	0	0	2233	0		
8631																																																																216	0		756			3009	0		1013	35153	0	0	0	16153	186	331	2913	331	17	194	1072	5457	9052	1189	1400	2227	3826	6645	3713				0	0			0	0	0	942	1143	6964			0			76	0													0	0	0	0	0	76		0	47	0	0	0	0	0	0	0	3275	0	0	0	0	0			0	0		0	0	1449	0	0	
9357																																																																642	26217		0			135211	1730		0	441515	0	6974	0	60	128	0	259484	0	0	0	0	0	60	246016	73643	30101	71208	20314	0				0	2769			0	0	5279	159	33944	29540			0			0	0													0	220456	0	0	0	0		198161	114	0	0	0	0	0	0	0	88	0	0	0	0	0			0	0	0	0	0	499	0	0	
9553																																																															0	35659	2621		50597			6420	0		0	108882	0	0	0	6340	388	658	52323	223	920	1076	3284	442	394	55877	1657	7644	16879	14418	6065				0	0			0	0	1224	0	3162	0			0			0	0														57944	0	0	0	0		0	1109	0	0	0	0	0	0	0	846	0	0	0	0	0			0	0	0	0	0	516	0		
9807																																																																0	408495	0	0	31943	0	31943	45055		0	1621708	1698	0	0	302757	19073	80077	319922	20314	11128	22291	26148	110079	110651	286202	230472	355051	228015	218409	203	0	0	0	0	29	0		0	0	66621	244356	93683	409912	0	0	0			4479	2583	0	0	0	0	0	0	0	0	0	0	0	0	0	446265				85791	1149	0	1149	0	57567	0	0	0	0	0	0	22907	18088	6471	11423	22187	236	0	0	0	0	0	0	333	236	0	
9955																																																																21011	41		8577			12246	897		0	88256	0	4395	0	2728	0	369	45398	58	340	1510	272	262	286	27299	19115	22258	9391	6052	0				0	0			0	0	0	0	4082	32556			0			0	0														40609	0	0	0	0		0	580	0	0	0	0	0	0	0	537	0	0	0	0	0			0	0	0	0	0	606	0		
10250																																																																943	19838		0			72365	12925		0	297286	0	0	0	40769	3723	19121	40407	886	4507	12696	13089	9298	293	29751	18005	61191	84599	59772	1291				179	503			0	0	6158	21800	60701	47092			0			0	0														130255	0	0	0	31		0	141	0	0	0	0	0	0	0	6479	0	0	0	0	0			0	0	0	0	0	3670	31		
10849																																																															0	16618	12335		3310			4226	92		3066	142563	58	0	0	31645	458	24728	24919	858	7973	19599	2771	444	0	19732	9809	41061	35564	4812	0				0	0			0	0	6649	11707	30613	20614			0			0	0														0	0	0	0	0		0	30	0	0	0	0	0	0	0	369	0	0	0	0	0			0	0		0	0	889	0		
11145																																																																2359	0		58			16209	5389		1421	217941	0	0	0	57134	206	11526	23785	2385	9724	6618	12672	24547	633	17849	10991	32989	48619	47997	1422				0	32			0	0	3017	8305	47407	21510			0			913	28	0	0	0	0	0	0	0	0	0	0	0	0	0	28633				1888		0	0	0	0	0	0	0	0	0	3952	0	0	0	909	0			0	0		0	0	50942	66	0	
11640																																																															0	23273	4825		43690			20782	1467		0	202480	0	0	0	27661	770	22882	78864	1520	3084	1272	5044	8402	8240	30477	55527	28875	20337	12970	26068				0	0			0	0	5181	30378	23284	9948			0			27	0														76477	0	0	0	743		0	176	0	0	0	0	0	0	0	3148	0	0	0	716	0			0	0	0	0	0	7897	0		
11837																																																																826	3350		148			9787	899		1328	49029	78	0	0	14817	339	0	11496	742	2212	4412	6682	271	498	13222	3658	10500	4259	2651	0				79	0			0	0	805	3380	3760	8742			0			0	0														285	0	0	0	0		0	117	0	0	0	0	0	0	0	258	0	0	0	0	0			0	0		0	0	472	0		
12030																																																															0	59461	1261		3770			30782	0		0	301336	0	0	0	66483	170	12339	67642	13250	5574	17670	9661	20316	0	112021	36119	42577	21534	14814	7726				377	212			0	0	3091	3854	88780	20294			0			0	0														0	0	0	0	0		0	811	0	0	0	0	0	0	0	11471	0	0	0	0	0			0	0	0	0	0	10519	0		
12142																																																																3187	9331		4276			21026	1346		0	128786	0	303	0	36547	1582	1296	43066	1800	5004	10296	17755	1600	92	16932	20869	20390	31079	1739	1230				0	0			0	0	2971	13844	5579	17942			0			175	0													0	0	0	0	0	733		0	0	0	0	0	0	0	0	0	3938	0	116	0	0	424			18	0		0	0	6914	0	0	
12311		78715	966654	1325537	70693	22519547	74823	7761005	0	425167	76218395	0	413260	13061021	233587	12981893	35866729	2193054	4126884	9221108	9651410	1710668	0	0	50	0	493401	737816	362540	0	10641	15646	14461	231770	1031786	3983253	3574569	0	2495180	0	0	0	0	0	0	0	0	0	0	0	0	39615038	646723	0	12887372	123431	0	51587	0	0	0	3903909		78715	966654	33598	70693	22519547	74823		7761005	0	425167	76218395	0	2495180		13061021	233587	8308504		196205	500750	602410	1118220	8042663	2520525							0	50	493401	737816	362540					231770	1031786	3983253	3574569			0			359397	50801																			613567	678372		0	0	0	0	0	0		12887372	0	3309	27999	53530	27470				0				3903909			
12647																																																															0	9684	6656		6079			12644	1568		8273	107214	0	0	0	26154	161	7584	25822	3420	7028	11412	2362	1777	9	16718	21509	26907	9333	6372	205				427	54			0	0	1327	4141	7101	22230			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				105		0	35	0	0	0	0	0	0	0	249	0	0	0	0	0			0	0	0	0	0	431	105		
