"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14813	14788	849	0	0	240	0	0	14788	0	0	-584	
242	4879	5496	636	0	0	1139	0	0	5496	0	0	-114	
279	29673	28995	831	0	0	0	0	0	28995	1	0	-154	
354	1338	836	-7	0	0	0	0	0	836	511	0	-2	
457	5407	4926	1260	0	0	778	0	0	4926	0	0	-1	
505	47008	37901	4554	0	7750	1416	0	0	37901	0	0	-1781	
1155	22423	20917	3811	0	0	2118	0	0	20917	0	0	-187	
1351	25768	24783	2126	0	0	1095	0	0	24783	0	0	-46	
1454	81199	79379	9445	0	0	4950	0	0	79379	0	0	-2675	
1669	45924	45050	3556	0	0	2400	0	0	45050	0	0	-282	
1856	13231	13676	1115	0	-550	260	0	0	13676	0	0	-750	
2040	23255	22371	1582	0	0	380	0	0	22371	0	0	-318	
2161	16515	16420	1567	0	0	1322	0	0	16420	0	0	-150	
2376	506100	491430	53688	0	0	43319	0	0	491430	0	3088	1213	
2554	1606	1628	239	0	0	180	0	0	1628	0	0	-81	
2732	95079	89962	7118	0	0	2213	0	0	89962	0	0	212	
2750	7187	7155	792	0	0	594	0	0	7155	-66	0	-100	
3252	25457	24754	2641	0	0	1600	0	0	24754	0	0	-338	
3458	4884	4555	380	0	0	15	0	1	4556	0	0	-37	
3720	37239	35445	3258	0	0	864	0	0	35445	0	0	-600	
3971	102386	114847	984	-13879	0	0	0	0	114847	0	0	434	
4156	22611	22462	1311	0	0	995	0	0	22462	0	0	-167	
4231	16297	16011	1086	0	0	335	0	-17	15994	0	0	-448	
5069	196656	181007	28365	0	0	10686	0	0	181007	0	0	-2030	
5135	71303	65433	7302	0	0	1121	0	0	65433	0	0	-311	
5210	156651	143288	21669	0	0	6262	0	0	143288	0	0	-2044	
5461	61332	57185	7582	0	0	1879	0	0	57185	0	0	-1556	
5751	34294	33916	3983	0	0	2900	0	0	33916	0	0	-705	
6039	30114	28513	1638	0	0	0	0	0	28513	0	0	-37	
6329	72559	63630	11103	0	0	2200	0	0	63630	0	0	26	
7009	73985	71225	21087	0	0	18000	0	0	71225	0	0	-327	
7045	19026	19394	1733	0	0	692	0	0	19394	0	0	-1409	
7072	35333	34762	991	0	0	0	0	0	34762	0	0	-420	
7456	8762	7643	1118	0	750	694	0	0	7643	0	0	-55	
7634	9974	9271	1312	0	0	480	0	0	9271	0	0	-129	
8033	38268	33252	5455	0	0	400	0	0	33252	0	0	-39	
8462	21917	20978	2692	0	0	1062	0	0	20978	0	0	-691	
8631	6814	6675	437	0	0	320	0	0	6675	0	0	22	
9357	85791	81672	8701	0	0	3875	0	0	81672	0	0	-707	
9553	15407	14532	1655	0	0	780	0	0	14532	0	0	0	
9807	352482	349158	38791	0	0	35505	0	1	349159	0	0	37	
9955	19585	18751	2018	0	0	1100	0	0	18751	0	0	-84	
10250	37817	37553	5324	0	0	4000	0	0	37553	0	0	-1060	
10849	23365	25911	-1101	0	0	361	0	0	25911	0	0	-1084	
11145	23979	21972	2883	0	0	780	0	0	21972	0	0	-96	
11640	44905	43152	4175	0	0	1755	0	0	43152	0	0	-667	
11837	13316	13846	235	0	0	0	0	0	13846	0	0	-765	
12030	58298	52299	10582	0	0	4500	0	0	52299	0	0	-83	
12142	21362	21290	2777	0	0	1400	0	0	21290	0	0	-1305	
12179	7827	7807	20	0	0	0	0	0	7807	0	0	0	
12311	11109746	11313863	1535354	0	-2	1677000	44697	0	11313863	66216	0	-83988	
12647	18176	17950	1539	0	0	1313	0	0	17950	0	0	0	
12656	1891	1812	79	0	0	0	0	0	1812	0	0	0	
12937	35453	34792	1561	0	0	900	0	0	34792	0	0	0	
12946	159459	143638	21735	0	0	2501	0	617	144255	0	0	-4030	
13103	269902	261466	21381	0	0	1525	0	0	261466	0	0	-11420	
13251	5266	4941	817	0	0	500	0	0	4941	0	0	8	
13457	6169	6055	130	0	0	0	0	0	6055	0	0	-16	
14155	22433	20295	4182	0	0	1949	0	0	20295	0	0	-95	
14650	4593	4253	549	0	0	209	0	0	4253	0	0	0	
14753	4995	4963	134	0	0	0	88	0	4963	0	0	-14	
14865	42998	40465	4311	0	0	1710	0	0	40465	0	0	-68	
14977	9497	9008	506	0	0	0	0	0	9008	0	0	-17	
16551	39494	37196	5790	0	0	3101	0	0	37196	0	0	-391	
16748	9174	8566	805	0	0	119	0	0	8566	0	0	-78	
17110	24001	21566	10435	0	0	8000	0	0	21566	0	0	0	
17147	1456220	1404303	168050	0	0	100000	0	0	1404303	2336	0	-18469	
