"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK167	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCFDK212	RCFDK267	RCFNK289	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK167	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK212	RCONK256	RCONK267	RIADG377	
1557																																																																							0	6054	0		20363			3898	0	0	0	36801	0	0	0	2865	0	0	14086	0	86	244	225	2310	0	2547	11453	2683	7620	8861	772								0	0		0	0	0	0	400	1619	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	1							0	644	0	0	0	0	0			0	0	0	0			0	0	957			0	0	0		
1669																																																																							0	65	119		2289			7289	0	0	3227	82376	0	0	0	44308	1485	20710	8235	262	499	1047	840	24449	17180	3282	7405	7860	5656	12521	1135								0	0			0	0	958	236	9138	2096			0			0	90																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	111							0	5910	0	0	0	0	0			0	0	0				0	0	5145			0	0	0		
1829																																																																							0	0	11570	0	0	16246	0	16246	6870	0	149	256936	383	21109	0	94898	8792	14652	30636	1776	797	4131	6822	44197	36559	22462	5601	31381	26241	50970	23724		0	0	0		0	0	725	585	0		0	0	198	0	28080	67675	0	21108	0			0	514																							0	0	0	0	0	0	0	0	0	0	0	0		7500	23	0	23							0	98	0	0	0	1513	0	0	0	0	0	0	0			0	0	301			0	0	0		
1856																																																																							0	7371	0		347			34737	0	0	0	66645	0	1095	0	1033	0	895	1337	0	33	236	217	484	62	1052	257	17348	26533	19929	380								0	0			0	0	0	4835	150	16547			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	2							0	262	0	0	0	0	0			0	0	0				0	0	266			0	0	0		
2040																																																																							0	2743	9325		1649			16157	1135	0	11	113956	0	0	0	20938	632	159	36406	2761	2139	10188	2077	2351	1240	22486	9020	31467	15246	12134	1022								1	0			0	0	860	5460	30309	23755			0			488	0																							0	0	0	0	0	0	0	0	0	0	0	0		22673		0	19							0	248	0	0	0	4184	0			0	0	0				0	0	714			0	595	0		
2161																																																																							0	37	0		5255			14696	0	0	0	66751	0	0	0	34767	56	22773	21058	2026	8027	4084	7676	9785	3169	3532	7473	7139	7050	6552	172								322	7			0	0	873	0	2072	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	51							0	4235	0	0	0	0	0			0	0	0	0			0	0	4380			0	0	0		
2376																																																																							0	0	852164	0	0	11843	0	11843	6041	0	0	2228132	0	0	8289	142795	7325	21471	72869	4312	10689	9183	4960	39953	69507	20305	50451	106485	147029	1505814	235156		0	0	0		0	0	0	0	0		0	0	23258	17929	58202	1103472	0	0	0			375	3257																							0	0	0	0	0	0	0	0	0	0	0	0		1701192	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	5103			0	0	0		
2554																																																																							0	1740	0		906			746	0	0	0	4510	0	0	0	322	0	168	604	62	0	113	34	0	113	2858	83	521	636	91	0								0	0			0	0	0	0	141	163			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	109							0	176	0	0	0	0	0			0	0	0	0			0	0	207			0	0	0		
2732																																																																							0	143	65260	0	0	32586	0	32586	6873	0	0	321357	205	5436	0	27081	602	13931	60887	7906	6421	7551	3748	336	230	68590	59392	81638	58854	3019	0		0	0	0		0	0	0	0	0		0	0	1938	6412	87119	86003	0	5436	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	206	0	206							0	1415	0	0	160	0	1932	0	0	0	0	0	0			0	0	488			0	0	0		
2750																																																																							0	7618	410		20324			2831	50	0	342	36938	0	0	0	1623	120	250	19718	346	200	926	131	20	0	17386	3924	5337	5942	914	135								0	94			0	0	382	0	617	1299			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		13864		0	72							0	616	0	0	0	0	0			0	0	0	0			0	0	540			0	0	0		
3177																																																																							0	0	4423	0	0	8267	0	8267	32658	0	0	713005	0	0	0	550449	12084	58451	30607	4945	4042	17921	14086	116574	387974	40293	18777	30729	19407	21373	31737		0	0	0		0	0	0	6	0		0	0	15409	7591	47307	34144	0	0	0			1495	3932																							0	0	0	0	0	0	0	0	0	0	0	0		384678	0	0	0							0	5	0	0	0	0	0	0	0	0	0	0	0			0	0	662			0	0	0		
3252																																																																							0	20024	0		33306			10864	0	0	3558	82081	0	56	0	521	0	273	0	160	170	66	57	58	0	16618	47625	7532	6277	701	6								0	0			0	0	0	1206	0	6887			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		21354		0	82							0	1941	0	0	0	0	0			0	0	0	0			0	0	3636			0	0	0		
3458																																																																							0	4803	538		691			2569	0	0	33	14844	0	0	0	3054	13	0	3850	71	500	1343	840	129	171	1808	2133	3428	2288	1853	160								0	0			0	0	0	0	647	1570			0			349	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	547	0	0	0	0	54			0	0	0	0			0	0	379			0	160	0		
3720																																																																							138	10476	221		3702			16910	3154	0	3947	130030	0	0	1728	29527	961	1098	26902	2204	3043	8247	11909	3545	457	11414	12294	24586	45915	5991	50								0	200			0	0	671	6636	20945	25090			0			119	0																							0	0	0	0	0	0	0	0	0	0	0	0		37896		0	177							0	2966	0	0	0	0	223			0	0	0	0			0	0	4309			0	102	0		
3971																																																																							0	29848	28978	0	27970	35902	0	35902	23593	0	26	462093	0	20282	0	104050	8302	26262	66622	4261	13997	21669	28615	14687	15142	30135	34223	101428	98091	78853	1597		0	0	0		0	0	0	531	0		0	0	372	25660	38234	75578	0	20282	0			14359	2467																							0	0	0	0	0	0	0	0	0	0	0	0		63650	19	0	19							0	274	231	667	0	744	0	0	0	0	0	0	0			0	0	42474			0	0	0		
4156																																																																							0	15512	9031		8736			16637	1618	0	0	124655	0	659	0	30808	1251	461	23339	101	1785	3747	1884	21869	1129	6998	22213	13655	23233	26651	860								0	0			0	0	2103	636	6483	29576			0			139	189																							0	0	0	0	0	0	0	0	0	0	0	0		37164		0	0							0	851	0	0	0	0	0			3	0	0	0			0	3	754			0	0	0		
4231																																																																							0	10983	0		378			3463	0	0	913	58365	0	0	0	11940	0	26	25406	780	3329	5954	472	1245	0	9165	12383	19425	3275	385	0								0	0			0	0	24	1400	8584	15541			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	17							0	869	0	0	0	0	0			0	0	0				0	0	4253			0	0	0		
4437																																																																							0	6765	516		725			9020	6742	0	266	129357	137	0	186	45231	3317	35497	26712	3113	7825	21474	7977	2723	1143	30878	8845	14197	13971	7974	208								0	1425			0	0	0	12266	31823	7704			0			1786	118																							0	0	0	0	0	0	0	0	0	0	0	0		124039		0	260							0	517	0	3191	0	741	460			250	0	0				6	4	2917			0	179	240		
4839																																																																							0	0	52054	0	0	8535	0	8535	4353	0	0	232931	0	0	0	26635	1781	3973	89151	5332	5525	8760	5399	1407	0	43606	35528	66849	52674	2908	0		0	0	0		0	0	0	317	0		0	0	5017	8917	81240	42432	0	0	0			352	57																							0	0	0	0	0	0	0	0	0	0	0	0		67989	517	0	517							0	119	0	0	2259	914	268	0	0	0	0	0	0			0	0	1014			0	0	0		
5005																																																																							0	0	9817	0	0	3217	0	3217	4660	0	0	193223	0	0	0	95946	2289	26984	7316	4498	9494	4974	5492	13940	55415	5069	12750	19704	29637	27774	2001		0	0	0		0	0	0	63	0		12228	11191	0	4270	32772	40108	0	0	0			0	391																							0	0	0	0	0	0	0	0	0	0	0	0		71720	0	0	0							0	0	0	905	0	2089	0	465	0	0	0	0	0			0	0	81			0	465	0		
5069																																																																							0	0	7432	0	0	1943	0	1943	4129	0	0	244386	2598	0	0	29050	1577	7625	108146	1046	3266	16333	3099	0	0	61420	46438	72084	16423	7248	0		0	0	0		0	0	0	0	15000		0	0	14457	28745	122459	37192	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		58365	0	0	0							0	0	0	0	0	10835	1650	0	0	0	0	0	0			0	0	0			0	0	0		
5135																																																																							0	72430	2261	0	45190	28857	0	28857	0	0	0	263283	0	0	0	54134	1316	18954	163622	9240	24575	17919	667	1725	0	44084	86435	64011	7728	4515	1888		0	0	0		0	0	503	0	0		0	0	1052	8391	31009	8010	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		47318	0	0	0							0	3287	0	0	0	0	0	0	0	0	0	0	0			0	0	6843			0	0	0		
5210																																																																							0	17708	32083	0	938	36573	0	36573	52847	0	8786	708658	0	0	0	299684	28762	100689	39199	19390	27906	33100	30010	86767	100675	108236	48242	67097	97959	50778	30346		0	0	0		0	0	0	3912	0		0	0	2537	17764	91413	99736	0	0	0			317	2261																							0	0	0	0	0	0	0	0	0	0	0	0		63750	5177	0	5177							0	708	0	0	0	2593	4467	0	0	0	0	0	0			0	0	10030			0	0	0		
5461																																																																							0	12114	4428	0	4941	42717	0	42717	13709	0	0	317387	248	0	26735	27688	1429	1326	61054	594	2782	9198	10953	484	1555	30183	43198	75293	99400	28983	228		0	0	0		0	0	0	177	0		0	0	0	12768	87815	89810	0	0	0			0	540																							0	0	0	0	0	0	0	0	0	0	0	0		0	12218	0	12218							0	379	0	0	0	316	0	0	0	0	0	0	0			0	0	7442			0	0	0		
5751																																																																							0	13997	3685		19710			20898	587	0	164	109630	0	2099	0	22331	169	9161	19428	338	1817	1991	738	8182	9147	12227	9662	13779	12157	24796	14274								0	30			0	0	578	1800	13809	4902			0			0	163	1431	4296	587	12237	129	3367	17680	13948	0	22	3271	1436	4316	590	12290	129	3384	17964	14342	0	22	3294	0	0	0	0	0	0	0	0	0	0	0	0		19130		0	50							0	2987	0	0	0	802	0			0	0	0	0	623	621	0	0	1834	111	112	0	0	0		
6039																																																																							0	9250	0		3235			6081	0	0	190	49516	30	0	0	5768	482	217	14119	652	635	1006	1027	2372	38	6567	8100	6907	6866	7353	2263								515	82			0	0	0	1578	3747	15441			0			15	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	140							0	1269	0	0	0	0	0			0	0	0	0			0	0	1768			0	0	0		
6141																																																																							0	2592	0		1581			1300	0	0	78	21283	0	0	0	5721	0	890	7248	0	894	1564	1002	1837	336	2076	4278	2412	4051	2539	207								0	0			0	0	0	0	0	5832			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	38							0	0	0	0	0	0	0			0	0	0	0			0	0	4141			0	0	0		
