"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	17211	18478	530	0	0	120	0	0	18478	0	0	-1677	
242	4556	4941	420	0	0	315	0	0	4941	0	0	-490	
279	25749	25265	638	0	0	0	0	0	25265	1	0	-155	
354	788	1063	2	0	0	0	0	0	1063	0	0	-277	
457	3923	3805	643	0	0	522	0	0	3805	0	0	-3	
505	32236	31512	2410	0	0	787	0	0	31512	0	0	-899	
1155	18247	19654	1786	0	0	2134	0	0	19654	0	0	-1059	
1351	21303	19773	2427	0	0	708	0	0	19773	0	0	-189	
1454	52020	65680	7071	0	0	2950	0	0	65680	0	0	-17781	
1557	9507	6054	336	1669	2100	0	0	0	6054	0	0	-652	
1669	45623	44541	1938	0	0	0	0	0	44541	0	0	-856	
1829	43226	44610	1461	0	0	1135	0	0	44610	0	0	-1710	
1856	13864	14926	658	0	0	0	0	0	14926	0	0	-1720	
2040	19670	21267	903	0	0	0	0	0	21267	0	0	-2500	
2161	14487	14718	1682	0	0	724	0	0	14718	0	0	-1189	
2376	451659	414086	30598	0	0	0	0	0	414086	0	6914	61	
2554	1273	1273	119	0	0	104	0	0	1273	0	0	-15	
2732	79567	79417	1488	0	0	796	0	0	79417	0	0	-542	
2750	5242	5611	371	0	0	103	0	0	5611	8	0	-645	
3177	102781	104975	4450	0	0	5000	0	0	104975	622	0	-2266	
3252	20816	20445	1784	0	0	500	0	0	20445	0	0	-913	
3458	3360	3423	202	0	0	60	0	0	3423	0	0	-205	
3720	29826	29560	1759	0	0	360	0	0	29560	0	0	-1133	
3971	104963	104838	807	0	0	0	0	0	104838	0	0	-682	
4156	20894	21505	1192	0	0	847	0	0	21505	0	0	-956	
4231	12645	14834	157	0	0	0	0	0	14834	0	0	-2346	
4437	26337	27513	790	0	0	307	0	0	27513	0	0	-1659	
4839	32816	34403	1428	0	0	974	0	0	34403	0	0	-2041	
5005	33059	33752	736	0	0	0	0	0	33752	0	0	-1429	
5069	146279	137059	19324	0	0	8165	0	51	137110	0	0	-1990	
5135	45270	42473	3385	0	0	0	0	0	42473	0	0	-588	
5210	86612	85975	6523	0	0	3583	0	0	85975	0	0	-2303	
5461	42658	45916	2843	0	0	795	0	0	45916	0	0	-5306	
5751	27878	27597	2511	0	0	1176	0	0	27597	0	0	-1054	
6039	8248	8741	-311	0	0	0	0	0	8741	0	0	-182	
6141	5497	5210	347	0	0	60	0	0	5210	0	0	0	
6329	36422	33141	3591	0	0	0	0	0	33141	0	0	-310	
7009	57510	52421	14084	0	0	9200	0	0	52421	0	0	205	
7045	16794	17487	1083	0	0	0	0	0	17487	0	0	-1776	
7072	31522	32679	-1013	0	0	0	0	-37	32642	0	0	-107	
7157	4614	4555	151	0	0	24	0	0	4555	0	0	-68	
7456	5324	5376	570	0	0	296	0	0	5376	0	0	-326	
7634	6284	6265	549	0	0	286	0	0	6265	0	0	-244	
8033	18875	17745	1833	0	0	450	0	0	17745	0	0	-253	
8462	16145	17143	1289	0	0	258	0	0	17143	0	0	-2029	
8631	6515	6648	326	0	0	120	0	0	6648	0	0	-339	
9357	76700	75553	5827	0	0	4247	0	0	75553	0	0	-433	
9553	9950	10846	1457	0	0	874	0	0	10846	0	0	-1479	
9807	226370	200947	24303	0	0	0	0	0	200947	0	0	1120	
9955	14423	14174	1447	0	0	615	0	0	14174	0	0	-583	
10250	30579	30116	1274	0	0	0	0	0	30116	0	0	-811	
10849	25721	27410	39	0	0	0	0	0	27410	0	0	-1728	
10858	34699	36641	2233	0	-1938	1250	0	0	36641	0	0	-987	
11145	18346	17907	1083	0	0	320	0	0	17907	0	0	-324	
11275	131698	134955	7293	0	0	10500	0	0	134955	0	0	-50	
11640	35975	35746	3252	0	0	0	0	0	35746	0	0	-3023	
11837	10713	12562	621	0	0	0	0	0	12562	0	0	-2470	
12030	44705	40600	4303	0	0	0	0	0	40600	0	0	-198	
12142	19265	20622	1087	0	0	0	0	0	20622	0	0	-2444	
12179	7031	6913	121	0	0	0	0	0	6913	0	0	-3	
12245	13519	13986	601	0	0	353	0	-10	13976	0	0	-705	
12311	5180441	4754886	505499	0	8709	0	0	0	4754886	0	0	-88653	
12647	9637	9233	438	0	0	249	0	215	9448	0	0	0	
12656	1605	1511	94	0	0	0	0	0	1511	0	0	0	
12937	30107	29645	762	0	0	300	0	0	29645	0	0	0	
12946	87743	85539	12599	0	0	4800	0	0	85539	0	0	-5595	
12955	13751	13893	1508	0	0	1650	0	0	13893	0	0	0	
13103	201842	189387	8248	0	0	283	0	0	189387	0	0	4490	
13251	4042	3828	250	0	0	0	0	0	3828	0	0	-36	
13457	6164	6009	273	0	0	0	0	0	6009	0	0	-118	
14052	7212	6944	298	0	0	0	0	0	6944	0	0	-30	
14155	15440	14714	1887	0	0	1020	0	0	14714	0	0	-141	
14650	3332	3055	277	0	0	0	0	0	3055	0	0	0	
14753	3987	3989	148	0	0	0	66	0	3989	0	0	-84	
14865	29797	29525	2159	0	0	0	0	0	29525	-1620	0	-267	
14977	8030	7941	114	0	0	0	0	0	7941	0	0	-25	
16458	34434	34937	1187	0	0	562	0	0	34937	0	0	-1128	
16551	22738	23301	2140	0	0	2000	0	0	23301	0	0	-703	
16748	7296	7081	350	0	0	59	0	0	7081	0	0	-76	
16944	3989	4342	-24	0	0	0	0	0	4342	0	0	-329	
16953	4568	5437	117	0	0	145	0	0	5437	0	0	-841	
17110	20442	18273	3129	0	0	960	0	0	18273	0	0	0	
17147	612068	623455	36111	0	0	36000	0	0	623455	679	0	-12177	
17259	5327	5470	668	0	0	351	0	0	5470	0	0	-460	
17464	184745	140474	48893	0	-450	0	0	0	140474	0	0	-4172	
17950	30974	31935	2230	0	0	638	0	0	31935	0	0	-2553	
17978	102881	100588	2273	0	0	0	0	0	100588	0	0	20	
18050	43066	43583	3918	0	0	1448	0	0	43583	0	0	-2987	
18135	18273	21628	621	0	0	493	0	0	21628	0	0	-3483	
18377	3953	3776	220	0	0	0	0	0	3776	0	0	-43	
18827	44533	41328	3366	0	0	300	0	0	41328	0	0	139	
18836	14407	14031	563	0	0	8	0	0	14031	0	0	-179	
18854	28549	24505	6806	0	0	2750	0	0	24505	0	0	-12	
19356	6661	8224	580	0	0	405	0	-7	8217	0	0	-1731	
19730	245213	196733	7110	0	41500	0	0	0	196733	0	0	-130	
19936	25106	23422	1822	0	0	0	0	0	23422	0	0	-138	
19972	14849	14278	571	0	0	0	0	0	14278	0	0	0	
20053	9509	9331	652	0	0	0	0	0	9331	0	0	-474	
20512	9291	9768	746	0	0	157	0	0	9768	0	0	-1066	
20633	28741	29300	1011	0	0	395	0	0	29300	0	0	-1175	
20857	17081	20512	2078	0	0	3454	0	-16	20496	0	0	-2039	
21256	1114	1114	0	0	0	0	0	0	1114	0	0	0	
21359	2801	2769	328	0	0	171	0	0	2769	0	0	-125	
21630	10198	9754	858	0	0	0	0	0	9754	0	0	-414	
21658	12444	15248	1087	0	0	1450	0	167	15415	0	0	-2608	
22048	17505	20029	1029	0	0	2391	0	0	20029	0	0	-1162	
22543	14505	14509	301	0	0	280	0	0	14509	0	0	-25	
22552	7605	7863	858	0	0	834	0	0	7863	0	0	-282	
22730	12315	12937	585	0	0	143	0	0	12937	0	0	-1064	
22936	8221	8176	41	0	0	0	0	0	8176	0	0	4	
23045	6529	7854	54	0	0	44	0	0	7854	0	0	-1335	
23456	11556	12036	1670	0	0	1334	0	0	12036	0	0	-816	
23504	129054	129277	10207	0	0	0	0	0	129277	976	0	-11406	
23643	13338	16573	2297	0	0	1116	0	0	16573	0	0	-4416	
23755	14545	15777	1155	0	0	850	0	0	15777	0	0	-1537	
24006	109827	108064	1304	0	0	0	0	0	108064	0	0	459	
24378	6604	6657	105	0	0	0	0	0	6657	0	0	-158	
24453	23136	19792	-612	0	4000	0	0	0	19792	0	0	-44	
24659	5131	4685	446	0	0	0	0	0	4685	0	0	0	
24668	45259	22414	348	0	0	375	0	0	22414	23478	0	-606	
24855	1355	1025	30	0	0	0	0	0	1025	300	0	0	
24949	62549	65658	-2879	0	0	0	0	0	65658	0	0	-230	
25357	11419	11005	652	0	0	343	0	0	11005	0	0	105	
25647	1304	1949	-631	0	0	0	0	0	1949	0	0	-14	
26176	33779	33268	-501	0	1234	0	0	0	33268	0	0	-222	
26242	54361	55876	3107	0	0	2550	0	0	55876	0	0	-2072	
26457	3044	2964	96	0	0	0	0	0	2964	0	0	-16	
26765	31859	31322	1111	0	0	0	0	0	31322	0	0	-574	
26859	30703	31720	-1055	0	0	0	0	0	31720	38	0	0	
27070	115150	110734	4416	0	0	0	0	0	110734	0	0	0	
27548	56986	56782	2228	0	0	0	0	0	56782	0	0	-2024	
27614	33879	35102	3003	0	0	812	0	0	35102	0	0	-3414	
27847	43054	48026	4901	0	0	4710	0	0	48026	0	0	-5163	
28013	542222	386085	14249	0	161703	0	0	0	386085	0	0	-19815	
28152	11542	7499	1272	3969	0	1055	0	0	7499	0	0	-143	
28255	23009	22099	1445	0	0	479	0	0	22099	0	0	-56	
28349	12200	13594	-1587	0	326	0	0	0	13594	0	0	-133	
28406	142763	147165	3306	0	0	0	0	0	147165	0	0	-7708	
28572	1070	1665	-595	0	0	0	0	0	1665	0	0	0	
28675	11315	11032	329	0	0	0	0	0	11032	0	0	-46	
28732	8494	8742	309	0	0	5	0	0	8742	0	0	-552	
29104	170106	165351	15225	0	0	3138	0	0	165351	56	0	-7388	
29476	5796	5550	323	0	0	0	9	0	5550	0	0	-68	
29636	66707	86886	5101	0	0	3249	0	0	86886	0	0	-22031	
29878	501077	482730	18347	0	0	0	0	0	482730	0	0	0	
29953	9514	9776	938	0	0	1200	0	0	9776	0	0	0	
30052	3259	3218	101	0	0	0	0	0	3218	0	0	-60	
30418	43883	45769	940	0	0	0	0	0	45769	0	0	-2826	
30502	86082	87962	5300	0	0	2725	0	0	87962	0	0	-4455	
