"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCFDL136	RCFDL137	RCFDL138	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	
1557																																																																																																																																																																																																	5059	0	0	15787	4521	68468	0	371	0	5748	0	0	0	0	6079	0	0	86	1267	0	0	371	371	493	29753	4997	1587	33536	0	0	0.0864	0.1425	0.1338	0.0000	0.0000	0.0000	5708	371	40	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	30476	0	0	63137	61010	247641	0	3248	0	44680	161	0	0	0	43976	0	0	0	0	0	0	1422	1422	32800	100118	42756	11535	72325	0	0	0.173886	0.392878	0.380174	0.000000	0.000000	0.000000	42554	1422	1481	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	29695	0	0	0	97623	405126	0	4164	0	43718	0	0	0	0	36525	0	0	252	1648	0	0	3123	3123	21281	100625	98625	6682	177603	0	0	0.0841	0.1468	0.1342	0.0000	0.0000	0.0000	33402	3123	1631	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	26155	0	0	597	28434	114608	0	824	0	19304	0	0	0	0	19999	0	0	0	0	0	0	824	824	6937	50160	2861	1079	55345	0	0	0.1362	0.2994	0.2870	0.0000	0.0000	0.0000	19175	824	31	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	7807	0	0	0	47216	202142	0	3623	0	20971	0	0	0	0	22145	0	0	0	4428	0	0	1655	1655	8104	69843	24252	8533	102864	98	0	0.1028	0.1706	0.1579	0.0000	0.0000	0.0000	20490	1655	481	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	16064	0	0	1	43339	136092	0	596	0	14679	0	0	0	0	14201	0	0	0	224	0	0	596	596	1864	61932	33005	6987	38814	0	0	0.1019	0.2098	0.2010	0.0000	0.0000	0.0000	13605	596	1074	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	11170	0	0	32415	542790	2610566	0	30249	0	420637	0	0	0	0	441590	0	0	334	0	5614	0	25659	25659	13096	598771	162022	105279	1851787	0	0	0.1590	0.2156	0.2031	0.0000	0.0000	0.0000	415931	25659	-908	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	5503	0	0	0	1858	12264	0	107	0	1210	0	0	0	0	991	0	0	0	0	0	0	86	86	0	5503	1632	235	4931	0	0	0.0774	0.1452	0.1326	0.0000	0.0000	0.0000	905	86	16	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	90884	0	0	0	81647	534753	0	5895	0	77681	0	0	0	0	79706	0	0	0	0	0	0	4394	4394	78049	93376	70730	10017	295298	0	0	0.141759	0.227694	0.215141	0.000000	0.000000	0.000000	75312	4394	1257	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	2610	0	0	0	14157	58759	0	772	0	5265	0	0	0	0	5715	0	0	0	234	0	0	559	559	5203	9820	3534	2310	40865	0	0	0.0879	0.1285	0.1159	0	0	0	5156	559	109	0	0	0	0	0	0	0	0	0	
3177																																																																																																																																																																																																	153486	0	0	4682	65545	994046	6	3406	0	102347	0	0	0	0	99979	0	0	1589	0	-165	0	3406	3412	155656	68166	563581	38233	204168	0	0	0.097740	0.199643	0.192830	0	0	0	96567	3412	-103	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	8164	0	0	615	72324	168889	0	1665	0	20449	0	0	0	0	20577	0	0	346	1095	0	0	1111	1111	22250	71522	4045	3307	71754	0	0	0.1232	0.2329	0.2203	0.0000	0.0000	0.0000	19466	1111	983	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	6521	0	0	2583	10051	35367	0	324	0	3373	0	0	0	0	3644	0	0	0	0	0	0	324	324	0	9518	2910	1051	23182	0	0	0.097375	0.137297	0.125089	0.000000	0.000000	0.000000	3320	324	53	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	31000	0	0	1597	48484	211731	0	1488	0	29147	0	0	0	0	29389	0	0	0	4447	0	0	1342	1342	35740	58936	28087	0	88857	933	171	0.133812	0.251358	0.239880	0	0	0	28047	1342	929	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	2184	0	0	0	4	44448	0	1038	0	-656	0	0	0	0	-656	0	0	0	0	0	0	447	447	2459	6521	2447	6947	33239	1027	0	-0.013424	-0.018649	-0.018649	0	0	0	-656	0	0	0	0	0	0	0	0	0	0	0	
3971																																																																																																																																																																																																	101019	0	0	0	102595	671573	8	12979	0	99262	0	0	0	0	89541	0	0	0	44435	0	0	5794	5802	94713	103760	103963	38956	369164	4216	0	0.127641	0.197326	0.184540	0	0	0	83739	5802	747	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	5109	0	0	0	45404	198883	0	1926	0	21172	0	0	0	0	20215	0	0	0	7049	0	0	1646	1646	8446	48536	46705	12152	94481	325	0	0.093571	0.153861	0.141333	0	0	0	18569	1646	820	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	12717	0	0	0	42935	127258	0	811	0	14683	0	0	0	0	15495	0	0	0	0	0	0	811	811	0	46625	21096	3762	60350	0	0	0.1230	0.1927	0.1826	0.0000	0.0000	0.0000	14684	811	-1	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	13935	0	0	380	92815	260500	0	3366	0	26590	0	0	0	0	27216	0	0	0	1818	22	0	1961	1961	12218	83864	58472	12673	107124	0	0	0.0971	0.1750	0.1624	0	0	0	25255	1961	1313	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	6334	0	0	0	62395	324812	0	5101	0	32943	39	0	0	0	35522	0	0	844	9058	0	0	3250	3250	15215	55844	30732	15644	227450	0	0	0.1006	0.1376	0.1250	0.0000	0.0000	0.0000	32272	3250	671	0	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	32262	0	0	0	89472	342864	0	60	0	33460	210	0	0	0	25575	0	0	0	0	0	0	60	60	30334	91776	98954	22613	118478	0	4342	0.0761	0.1372	0.1369	0.0000	0.0000	0.0000	25515	60	-348	0	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	58233	0	0	0	42989	448681	66	16750	0	131281	254	0	0	0	133922	0	0	246	0	0	0	4900	4966	55399	3971	25317	44137	378401	0	0	0.291984	0.352447	0.339378	0.000000	0.000000	0.000000	128956	4966	2325	0	0	0	0	0	0	0	0	0	
5135																																																																																																																																																																																																	68003	0	0	0	34201	362744	0	3691	0	40301	0	0	0	0	42342	0	0	0	10923	0	0	3118	3118	66143	37599	53163	14319	208432	0	0	0.1061	0.1701	0.1576	0.0000	0.0000	0.0000	39224	3118	35	0	0	0	0	0	0	0	0	0	
