"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	COMPUTER SOFTWARE	ACCOUNTS RECEIVABLE	RECEIVABLES FROM FORECLOSED GOVERNME		FDIC LOSS-SHARING INDEMINIFICATION A	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	REPOSSESSED PERSONAL PROPERTY	HISTCL COST OF ALL OTH AVL-FOR-SALE	NET DEFERRED TAX ASSETS	OTHER ASSETS	PREPAID EXPENSES	ALL OTHER ASSETS	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	ACCRUED INTEREST RECEIVABLE	DERIVATIVES W/POSITIVE FAIR VALUE	COMPUTER SOFTWARE	ACCOUNTS RECEIVABLE	RECEIVABLES FROM FORECLOSED GOVERNME		FDIC LOSS-SHARING INDEMINIFICATION A	LIFE INS ASSET GNRL ACCNT	LIFE INS ASSET SEPARATE ACCNT	LIFE INS ASSET HYBRID ACCNT	1ST ITM AMT FOR OTH AS OV25% OF 2160	2ND ITM AMT FOR OTH AS OV25% OF 2160	3RD ITM AMT FOR OTH AS OV25% OF 2160	
37																					74	438	1254		153				589					0		0	0	0				
242																					141	0	425		6				278					0		0	0	0				
279																					2077	540	8022		98				651					0		4656	0	0				
354																					0	76	160		21				63					0		0	0	0				
457																					319	0	1577		43				552					0		663	0	0				
505																					3459	0	13934		3905				1634					0		4936	0	0				
1155																					282	0	7358		173				1390					0		5513	0	0				
1351																					183	0	1657		110				1364					0		0	0	0				
1454																					1121	0	13319		2382				3580					0		6236	0	0				
1669																					183	941	13907		286				1316					0		8746	1577	858				
1856																					1444	0	2762		1012				306					0		0	0	0				
2040																					1086	1247	7991		380				695					0		4265	0	318				
2161																				0	343	0	5230	151	151	0	0	0	1017	0	0	0	0	0	0	3719	0	0				
2376																				0	27304	25483	197384	669	33644	0	0	0	11892	18024	0	0	0	0	0	79828	0	19233				
2554																					97	0	345		39				209					0		0	0	0				
2732																					174	1107	4350		1198				1871					0		0	0	0				
2750																					361	0	3169		141				1094					0		1573	0	0				
3252																					772	0	5443		1486				3185					0		0	0	0				
3458																					268	0	1017		126				623					0		0	0	0				
3720																					268	1129	9104	194	204				1038					0		3793	0	2672				
3971																					5498	1693	28551		4456				3162					0		13742	0	0				
4156																					777	44	8228		200				1289					0		4898	0	1020				
4231																					0	596	1283		220				467					0		0	0	0				
5069																					0	676	6354		4034				1644					0		0	0	0				
5135																					1870	1574	22209		5369				7656					0		5740	0	0				
5210																				0	4243	3818	72768	0	13728	0	11503	0	4737	0	0	0	0	0	0	40137	0	6105		Prepaid Pension		
5461																					3006	0	16373		2397				2520					0		8450	0	0				
5751																					353	62	6836		158				1748					0		2726	341	1448				
6039																				0	290	455	2955	300	325	0	0	0	1885	0	0	0	0	0	0	0	0	0				
6329																				542	719	3045	26437	4321	8317				3762		349			0		7912	0	2682				
7009																					0	598	11088		8133				2357					0		0	0	0				
7045																				15	759	1369	3627	209	503	0	0	0	996	0	0	0	0	0	0	0	0	0				
7072																					3379	2803	14488		3690				1016					0		3600	0	0				
7456																					423	0	3522		121				1381					0		1597	0	0				
7634																					98	0	774		227				449					0		0	0	0				
8033																					1726	497	5316		188				1479					0		1426	0	0				
8462																					21	0	816		6				789					0		0	0	0				
8631																					337	199	3162		78				186					0		2362	0	0				
9357																					944	0	2340	102	141				1255					0		0	0	0				
9553																					2175	0	7837		378				2669					0		1700	0	915				
9807																					5688	0	134819		1256				6460	808				0		34557	86858	0				
9955																					1157	60	2454		117				1120					0		0	0	0				
10250																					1020	1487	4772		637				1310					0		318	0	0				
10849																					552	1671	4943		376				1120					0		1224	0	0				
11145																				20	864	482	9069	796	1907		1091		806					0		2452	0	2558	Brownfield	Great Lakes Capital Fund		
11640																					4701	1565	22481		2020				3774					0		10421	0	0				
11837																					345	1009	1793		76				363					0		0	0	0				
12030																					6237	2194	14338	1051	3056				2344					0		507	0	0	Reclassed NSF's			
12142																					697	1277	9010		576				1256					0		5204	0	0				
12179																					729	0	2955		81				104					0		1366	0	675				
12311		542854	34588	4697615		1380844		674739		307650					0		560460	841189	1030030																					Income Tax Receivable		
12647																				0	142	0	1239	260	307	0	0	0	790	0	0	0	0	0	0	0	0	0				
12656																					29	0	153		34				90					0		0	0	0				
