"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK167	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCFDK212	RCFDK267	RCFNK289	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK167	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK212	RCONK256	RCONK267	RIADG377	
1557																																																																							0	7129	0		17925			3357	0	0	0	33907	0	0	0	2895	0	0	12901	169	178	382	175	1991	0	2674	9880	3164	6340	8321	633								0	0		0	0	0	21	0	1495	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	3							0	455	0	0	0	0	0			0	0	0	0			0	0	627			0	0	0		
1669																																																																							0	237	186		1890			8425	0	0	1881	83241	0	0	0	42756	1428	26018	7474	275	357	1382	1462	17497	21618	2569	6890	8064	6698	13167	1153								0	0			0	0	1356	298	11312	1356			0			0	33																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	70							0	6594	0	0	0	0	0			0	0	0				0	0	5452			0	26	0		
1829																																																																							0	0	14138	0	0	16046	0	16046	8063	0	274	263397	346	21255	0	96224	10890	17856	39018	1888	2133	5926	7220	42592	35574	26546	8451	35195	27352	53571	12369		0	0	0		0	0	746	799	0		0	0	1010	1088	37941	54864	0	21255	0			0	747																							0	0	0	0	0	0	0	0	0	0	0	0		19086	23	0	23							0	27	0	0	0	0	0	0	0	0	0	0	0			0	0	355			0	0	0		
1856																																																																							0	5352	0		194			34884	0	0	0	56096	4	0	0	1486	83	1086	1389	0	12	88	595	728	63	679	700	11868	23978	17173	202								0	0			0	0	0	9952	110	3497			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	3							0	264	0	0	0	0	0			0	0	0				0	0	275			0	0	0		
2040																																																																							0	4650	10222		1992			9489	1828	0	0	118199	0	0	0	23341	730	1651	55093	2226	5678	12569	1473	82	631	21019	26170	27848	10092	5315	1911								4	0			0	0	1021	7457	25981	29640			0			264	246																							0	0	0	0	0	0	0	0	0	0	0	0		25607		0	11							0	234	0	0	0	4297	0			2	0	0				0	2	1599			0	798	0		
2161																																																																							0	53	0		4653			14829	0	0	0	62552	0	0	0	30766	91	19557	19827	1333	9356	4517	4449	7388	3703	2429	6709	6708	9538	6250	73								311	0			0	0	362	0	2137	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	62							0	4350	0	0	0	0	0			0	0	0	0			0	0	4938			0	0	0		
2376																																																																							0	0	648745	0	0	3376	0	3376	6641	0	0	1908530	0	0	1221	167474	12609	27049	90996	2280	10559	16232	8201	48553	76197	36105	81525	118241	153935	1098136	239857		0	0	0		0	0	0	0	0		0	0	25708	33707	67018	936934	0	0	0			380	4829																							0	0	0	0	0	0	0	0	0	0	0	0		1542127	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	6318			0	0	0		
2554																																																																							0	1474	0		971			1014	0	0	4	4486	0	0	0	431	16	201	804	70	130	2	91	23	115	2415	155	549	399	536	0								0	0			0	0	0	0	144	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	116							0	214	0	0	0	0	0			0	0	0	0			0	0	102			0	0	0		
2732																																																																							0	149	79939	0	0	34260	0	34260	6371	0	0	355608	210	5015	0	33343	604	19366	39021	7649	2588	6274	3736	364	11573	69931	41285	87606	23629	11164	74608		0	0	0		0	0	0	0	0		0	0	2143	7471	91030	93126	0	5015	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	100	0	100							0	1607	0	0	0	0	216	0	0	0	0	0	0			0	0	660			0	0	0		
2750																																																																							0	7291	421		20625			3115	0	0	952	38389	0	0	0	2127	127	250	19976	250	664	810	402	0	0	17906	3328	5947	4771	736	149								0	129			0	0	189	0	663	1166			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		10635		0	123							0	878	0	0	0	0	0			0	0	0	0			0	0	583			0	0	0		
3177																																																																							0	0	4007	0	0	7476	0	7476	32468	0	0	718429	0	0	0	562366	16045	53968	22644	3895	3647	17472	18069	99144	415198	32625	14375	38787	30237	20212	18658		0	0	0		0	0	0	10	0		0	0	11254	8568	43366	32097	0	0	0			111	4227																							0	0	0	0	0	0	0	0	0	0	0	0		385146	0	0	0							0	11	0	0	0	0	0	0	0	0	0	0	0			0	0	761			0	0	0		
3252																																																																							59	17661	0		35083			11174	0	0	4326	81441	0	83	0	567	0	272	0	142	183	85	46	89	0	15523	50966	7604	4820	819	6								0	0			0	0	0	160	0	6941			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		22117		0	22							0	1891	0	0	0	0	0			0	0	0	0			0	0	3474			0	0	0		
3458																																																																							0	5119	358		1115			3190	0	0	63	15485	0	9	0	2910	19	0	3821	62	347	1662	647	19	173	2019	2183	4502	2306	1185	194								0	0			0	0	0	0	685	1086			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	0							0	438	0	0	358	0	0			0	0	0	0			0	0	493			0	194	0		
3720																																																																							138	6969	233		3610			12293	3173	0	5119	120051	0	0	1236	25127	1039	1285	3044	1960	4256	7547	9081	2043	0	10175	15988	21581	41751	3664	896								0	255			0	0	1840	7824	31826	13003			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		20270		0	1074							0	5202	0	0	0	0	0			0	0	0	0			0	0	1326			0	0	0		
3953																																																																							0	695	240		3206			8295	0	0	0	29994	0	0	0	2677	825	0	10338	237	298	1574	522	0	0	13401	3989	2556	3164	301	1231								0	0			0	0	4477	52	5584	2427			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	2638		0	152							0	1195	0	0	0	0	0			0	0	0	0			0	0	169			0	0	0	0	
3971																																																																							0	27504	17855	0	27693	23344	0	23344	30877	0	45	416494	0	35011	0	122458	6541	23950	83854	4465	25606	25101	25793	13681	18079	17181	53361	100137	83278	22224	2448		0	0	0		0	0	0	557	0		0	0	1731	28400	36944	29924	0	35011	0			15256	4935																							0	0	0	0	0	0	0	0	0	0	0	0		68472	12	13	12							0	309	235	864	0	0	0	1155	0	0	0	0	0			0	0	27276			0	1155	0		
4156																																																																							0	15530	8927		9778			13902	1672	0	0	122577	0	806	0	29319	1215	307	25276	369	1808	5406	2433	17712	1395	12829	14127	26258	23824	15098	969								0	0			0	0	2906	2925	6998	26544			0			185	0																							0	0	0	0	0	0	0	0	0	0	0	0		38302		0	0							0	1140	0	0	0	0	0			5	0	0	0			0	0	915			0	0	0		
4231																																																																							0	11983	0		670			4202	0	0	1123	68655	0	0	0	12387	0	0	27283	768	2430	7786	893	190	0	8492	16352	22458	3608	641	0								0	0			0	0	164	1957	9536	20411			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	26							0	1585	0	0	0	0	0			0	0	0				0	0	4611			0	0	0		
4437																																																																							0	7024	593		642			11110	7243	0	342	142021	186	0	214	49117	3992	37420	25182	3714	10998	21953	6016	2932	1401	35328	6849	27035	7861	4123	199								0	2112			0	0	0	12303	34620	7439			0			171	0																							0	0	0	0	0	0	0	0	0	0	0	0		134085		0	486							0	1226	0	2350	0	516	480			258	0	0				9	7	3958			0	284	242		
4839																																																																							0	71	49247	0	0	11062	0	11062	5310	0	0	237819	0	0	0	28852	1901	5079	92538	6583	6072	12041	3560	496	0	45799	38027	66512	51081	4531	0		0	0	0		0	0	0	345	0		0	0	1959	13923	83551	39578	0	0	0			838	0																							0	0	0	0	0	0	0	0	0	0	0	0		68824	638	0	638							0	197	0	0	1538	1264	409	98	0	0	0	0	0			0	0	1185			0	98	0		
5005																																																																							0	0	11891	0	0	2286	0	2286	4364	0	0	186734	0	0	0	98954	3780	25085	8399	4090	8916	13122	8007	10072	53368	10730	6129	24234	35774	9712	1061		0	0	0		0	0	0	58	0		0	0	1841	2717	33905	26830	0	0	0			0	431																							0	0	0	0	0	0	0	0	0	0	0	0		85746	39	0	39							0	4	0	0	0	0	0	0	0	0	0	0	0			0	0	65			0	0	0		
5069																																																																							0	0	9572	0	0	1846	0	1846	1913	0	0	320067	4848	0	0	30984	299	7625	190607	1588	1438	333	20000	0	0	65838	132491	24929	52118	1206	0		0	0	0		0	0	0	0	20000		0	0	9062	27773	198744	44722	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		132348	0	0	0							0	0	0	0	0	738	0	0	0	0	0	0	0			0	0	0			0	0	0		
5135																																																																							0	65959	2271	0	33777	29687	0	29687	0	0	0	247293	0	0	0	51127	1711	10791	151330	10506	15356	21894	929	2231	75	50882	75081	53417	7280	5526	2315		0	0	0		0	0	468	0	0		0	0	1434	10153	30426	10352	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		45028	0	0	0							0	4159	0	0	0	0	0	0	0	0	0	0	0			0	0	5769			0	0	0		
5210																																																																							0	17465	32253	0	2477	35497	0	35497	52042	0	18988	704585	0	0	0	288656	26854	107773	46425	16829	29385	24506	42584	88784	85253	90347	65991	106581	79962	39906	25488		0	0	0		0	0	0	4549	0		0	0	5694	18255	95070	91280	0	0	0			331	799																							0	0	0	0	0	0	0	0	0	0	0	0		97500	4518	0	4518							0	738	0	0	0	0	4577	0	0	0	0	0	0			0	0	10249			0	0	0		
5331																																																																							0	0	54760	1884	0	5673	0	5673	8992	0	0	133576	102	0	809	18362	422	4172	29484	3293	759	7018	4284	912	1753	18339	14946	41553	31023	7511	0		0	0	0		0	0	0	85	0		0	0	1207	11223	7590	23089	0	0	0			153	0																							0	0	0	0	0	0	0	0	0	0	0	0		64682	108	0	1992							0	1	0	0	296	0	0	0	0	0	0	0	0			0	0	282			0	0	0		
5461																																																																							0	13135	5963	0	5705	42257	0	42257	15411	0	1502	335041	209	0	28116	28424	1727	3051	104522	584	2639	3896	15733	668	792	38179	63128	38590	140093	14998	298		0	0	0		0	0	0	180	0		0	0	90	14797	90513	93379	0	0	0			145	1801																							0	0	0	0	0	0	0	0	0	0	0	0		288274	13934	0	13934							0	610	0	0	0	324	0	0	0	0	0	0	0			0	0	7623			0	0	0		
5751																																																																							0	8079	334		18149			5535	0	0	584	49759	0	725	0	10696	0	1355	8217	94	160	865	527	5058	3986	8665	2723	5724	8757	8628	3607								0	10			0	0	0	414	985	121			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		10079		0	24							0	1856	0	0	0	0	0			0	0	0	0			0	0	2247			0	0	0		
