"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													691	121	142	351	0	0	0	0	107	91	0	0	0				
242													21	0	0	0	0	0	0	0	21	0	0	0	0				
279													799	0	360	0	50	194	0	0	65	374	0	103	0	ATM Settlement			
354													5	0	0	0	0	0	0	0	5	0	0	0	0				
457													396	0	0	0	0	0	0	0	20	376	0	0	0				
505													3567	0	889	655	0	763	0	0	80	1850	93	0	0	Deferred service fee-FCC			
1155													1749	0	1376	0	0	0	0	0	138	235	0	1324	0				
1351													624	0	33	0	0	33	0	0	331	260	0	0	0	atm cardholder in process			
1454													1405	0	1065	0	0	0	0	0	75	265	0	881	0				
1557													507	0	40	436	0	30	0	0	31	0	0	0	0	RESERVE FOR TAXES			
1669													692	0	117	391	0	0	0	0	127	57	0	99	0				
1829													1447	0	91	97	50	0	0	0	864	395	0	0	0				
1856													218	0	0	0	0	0	0	0	91	127	0	0	0				
2040													713	0	318	0	0	0	0	0	264	131	0	0	0				
2161													1995	0	1033	0	0	0	0	0	38	924	0	1033	0				
2376													34705	0	9859	0	0	0	0	0	335	24511	0	9438	0				
2554													26	0	0	0	0	0	0	0	26	0	0	0	0				
