"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1557																																	226	410	0	0	1864		226	0	0	410	0	0	0	0	0	0			0	0	0	0	0	1864	0	0	0	0	0	0	0																																																		www.fstbanc.com	
1669																																	0	0	0	0	0		0	0	0	0	0	0	2796	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.lnbparis.com	
1856																																	0	0	10000	0	40000		0	0	0	0	0	0	217	0	0	0			0	0	10000	0	0	30000	0	0	0	0	0	0	0																																																		www.washitastatebank.com	
2040																																	0	114	2500	0	23000	true	0	0	0	0	0	114	418	0	0	0			0	0	9500	5500	8000	0	0	0	0	0	0	0	0																									true	true	false	false	false																					http://www.fmnetbank.com	
2161																																	0	21	0	0	0	true	0	21	0	0	0	0	926	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.lamarnational.com	
2376																																	0	0	109300	0	567726	true	0	0	0	0	0	0	58303	3	0	0	false	0	0	0	109300	198153	168911	35000	0	21449	0	0	34913	0	56362	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	true																										http://www.oritani.com	
2554																																	0	0	0	0	0		0	0	0	0	0	0	1	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.sbmarietta.com	
2732																																	1112	0	0	0	0		1112	0	0	0	0	0	39875	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																														0	0	0	0		Albank															www.albanybank.com	
2750																																	0	0	4353	0	4353		0	0	0	0	0	0	362	0	0	0			0	0	4353	0	0	0	0	0	0	0	0	0	0																																																		WWW.GENOACB.COM	
3252																																	0	769	2000	0	4400	true	0	0	688	0	0	81	1360	1	0	0			0	0	2000	2000	400	0	0	0	0	0	0	0	0																																																		http://www.fnbgordon.com	
3458																																	0	0	1563	0	1563		0	0	0	0	0	0	0	0	0	0			0	0	1563	0	0	0	0	0	0	0	0	0	0																																																		www.fbgconline.com	
3720																																	0	1373	0	0	0	true	0	796	0	19	0	558	1916	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankofclarendon.bank	
3971																																	0	709	0	0	81828		0	64	0	645	0	0	0	0	0	0			0	0	0	35175	36090	10314	0	0	0	0	249	0	249																							1	true																										www.midcountrybank.com	
4156																																	0	55	0	0	1500	true	0	0	0	55	0	0	0	0	0	0	false	0	0	0	0	1000	500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.kanzabank.com	
4231																																	0	918	0	0	0		0	0	0	0	0	918	535	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.fmbanksylvania.com	
4839																																	0	460	0	0	26669		0	0	0	28	0	432	28486	6	0	0			333	0	0	7875	11125	7336	0	333	0	0	0	0	0																																																		WWW.ABCBANK.NET	
5069																																	0	4259	0	0	0		0	0	0	0	0	4259	250	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			
5135																																	0	6	36500	0	38026		0	0	0	6	0	0	10370	5	0	0			0	0	36500	0	0	1526	0	0	0	0	0	0	0																																																		http://www.fsbanks.com	
5210																																	2308	275	26750	0	87250	true	2308	63	0	103	0	109	5790	4	0	0	false	0	0	0	26750	46500	14000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.acnb.com	
5461																																	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bankbac.com	
5751																																	181	200	4100	0	4100		181	0	0	25	0	175	465	0	0	0			0	0	4100	0	0	0	0	0	0	0	0	0	0																																			Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																	0	3950	0	0	0	true	0	2927	0	127	0	896	679	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.pineland.bank	
6141																																	0	0	0	0	0		0	0	0	0	0	0	72	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			
6329																																	0	774	0	0	0	true	0	129	3	155	0	487	387	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.abbank.com	
7009																																	0	0	0	0	0		0	0	0	0	0	0	3045	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.bessemertrust.com	
7045																																	0	0	0	0	0	true	0	0	0	0	0	0	1641	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.banktpb.com	
7072																																	2246	779	11000	1138	26150		1108	162	0	372	0	245	251	0	1138	0			0	0	11000	6000	9150	0	0	0	0	0	0	0	0																							2	true																										www.wallkill.com	
7456																																	0	0	4743	0	4743		0	0	0	0	0	0	478	0	0	0			0	0	4743	0	0	0	0	0	0	0	0	1683	0																																																		www.bankofhartington.com	
7634																																	0	358	0	0	0		0	0	0	0	0	358	1054	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		THEFOURCOUNTYBANK.COM	
8033																																	0	853	5000	0	12000		0	41	0	36	0	776	1344	0	0	0			0	0	5000	0	5000	2000	0	0	0	0	0	0	0																																																		WWW.THEFRIENDLYBANK.COM	
8462																																	0	0	0	0	0		0	0	0	0	0	0	793	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.perrytonbank.com	
8631																																	0	98	0	0	0		0	0	0	98	0	0	111	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.pcbsm.com	
9357																																	0	0	0	0	0	true	0	0	0	0	0	0	4	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.fidelitybankmn.com	
9553																																	0	0	16696	0	54441		0	0	0	0	0	0	25	0	0	0			1000	0	16696	3083	3770	29882	12816	1000	0	10	0	725	1010																																																		http://www.adamscountybank.net	
9807																																	0	37818	90000	0	90000	true	0	24093	0	10972	2753	0	2607	1	0	0	true	0	0	0	90000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.amboybank.com	
9955																																	0	0	5229	0	15879		0	0	0	0	0	0	1638	1	0	0			0	0	5229	3250	3400	4000	0	0	0	0	0	0	0																																																		fusion.bank	
10250																																	0	757	0	0	0		0	193	0	0	0	564	1233	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.thebankofelkriver.com	
10849																																	0	8588	0	0	0	true	0	7073	1515	0	0	0	1727	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		https://www.firststatebk.com	
11145																																	0	276	1246	0	15301	false	0	0	0	196	0	80	2270	1	0	0	false	0	0	0	1246	5581	2706	5768	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0	0	0																	http://www.losb.com	
11640																																	0	0	53000	0	53000		0	0	0	0	0	0	12951	3	0	0			0	0	53000	0	0	0	0	0	0	0	0	0	0																																																		http://www.fnbclarksdale.com	
11837																																	0	620	0	0	9800		0	620	0	0	0	0	709	1	0	0			2800	0	0	7000	0	0	0	2800	0	0	0	0	2800																																																		http://www.farmbk.com	
12030																																	0	1652	0	0	0	true	0	314	353	407	0	578	2172	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.fnbalma.com	
12142																																	0	0	0	0	0		0	0	0	0	0	0	650	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.clevelandstatebank.com	
12179																																	0	0	0	0	1775		0	0	0	0	0	0	381	0	0	0			0	0	0	500	193	1082	0	0	0	0	0	0	0																							1	true																										www.amsavingsbank.com	
12311	585393	42041	301078	203687	6019600	true	355647	178500	7	205712	26059	true	0	1394244	301078	2507	1144	2509	0	1692760	3217919	801683	0	298069	0	0	0	0	0	9975	0	0					6019600			4610	269	26089	200	10873								0										0		true	true			0	0	0	0	0	0	0	0	0		0	0	0	0	0											1	2096	33802	0																	www.Huntington.com	
12647																																	1117	409	0	166	0	true	951	409	0	0	0	0	5256	2	166	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													Saratoga Community Bank		Hancock Community Bank													http://www.PORTAGECOUNTYBANK.COM	
12656																																	0	53	0	0	0	true	0	0	0	53	0	0	462	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	true	false																																																http://www.mybankathome.com	
12937																																	0	0	0	0	0		0	0	0	0	0	0	11712	4	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.oakbank.com	
12946																																	1516	2413	25236	0	26474	true	1516	979	0	520	0	914	4778	4	0	0	true	0	0	0	25236	391	687	160	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								1	74	1185																		www.myfarmers.bank	
13103																																	5052	2013	106300	0	107457	true	5052	0	0	259	0	1754	2054	1	0	0	false	0	0	0	106300	0	227	930	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bristolcountysavings.com	
13251																																	0	0	0	0	0		0	0	0	0	0	0	5	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.elysianbank.net	
13457																																	0	0	0	0	0		0	0	0	0	0	0	53	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.bankoflewellen.com	
14052																																	0	158	0	0	0		0	0	0	0	0	158	774	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.lcbwi.com	
14155																																	0	120	0	0	5000	true	0	0	0	0	0	120	546	0	0	0			0	0	0	500	4500	0	0	0	0	0	0	3325	0																																																		http://www.fandcbank.com	
14650																																	0	100	0	0	0		0	0	0	0	0	100	10	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.banklg.com	
14753																																	0	0	0	0	0		0	0	0	0	0	0	1439	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.fsbbucklin.com	
14865																																	234	1023	0	0	0		234	0	1023	0	0	0	1454	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																			Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																	0	0	7050	0	7050	true	0	0	0	0	0	0	2401	2	0	0	false	0	0	0	7050	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://firstfedlfd.com	
16551																																	2075	986	5000	1504	5000		571	120	191	455	0	220	0	0	1504	0			0	0	5000	0	0	0	5000	0	0	0	0	0	0																																		www.vacationpropertyloans.com																http://www.northviewbank.com	
16748																																	309	111	0	309	0	true	0	0	0	111	0	0	939	1	309	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.esbanc.com	
17110																																	0	0	0	0	0	false	0	0	0	0	0	0	12926	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.haverfordquality.com	
17147																																	36516	11912	161529	3312	408320	true	33204	3597	0	1191	20	7104	8662	10	3312	0	true	0	1500	0	161529	165600	45000	34691	0	1500	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													Lafayette Bank & Trust, A Division of First Merchants Bank		First Merchants Private Wealth Advisors, A Division of First Merchants Bank		iAB Financial Bank, A Division of First Merchants Bank											http://www.firstmerchants.com	
17259																																	0	173	0	0	0		0	0	0	173	0	0	994	1	0	0			0	0	0	0	0	0	0	0	0	0	0	6707	0																																			THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																	1375	450	0	0	0		1375	0	0	0	0	450	1302	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																		www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE,	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE	www.bankoflovell.com	BANK OF PLENTYWOOD	www.bankofpowell.com	www.bankofbutte.com	www.bankofplentywood.com		www.bankofbridger.com	
17978																																	0	1643	1365	0	3650		0	1110	0	0	0	533	850	1	0	0			0	0	1365	1749	524	12	0	0	0	0	0	0	0																							2	true																										www.elizfed.com	
18050																																	0	0	19	0	30		0	0	0	0	0	0	4540	2	0	0			0	0	19	11	0	0	0	0	0	0	0	0	0																														0	0	0	0																	http://www.fnbbastrop.com	
18135																																	0	0	9400	0	9400		0	0	0	0	0	0	1696	2	0	0			0	0	9400	0	0	0	0	0	0	0	0	0	0																																																		http://www.banksouthcentral.com	
18827																																	3990	1110	0	0	0	true	3990	0	0	536	0	574	23788	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.nextierbank.com	
18836																																	0	1629	712	0	2713		0	485	0	721	0	423	472	0	0	0			0	0	712	210	0	1791	0	0	0	0	0	0	0																																																		http://www.caponvalleybank.com	
18854																																	1241	100	0	0	0	true	1241	0	0	0	0	100	6863	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.bank7.com	
19356																																	0	0	1145	0	1657		0	0	0	0	0	0	0	0	0	0		0	0	0	1145	0	0	512	0	0	0	0	0	0	0																					0	0								0	0	0	0																	www.sbtmiami.com	
19936																																	0	174	99	0	7884		0	36	0	0	0	138	1437	0	0	0			0	0	99	5198	2198	389	0	0	0	0	0	0	0																																																		www.cbkamericus.com	
19972																																	0	0	0	0	0		0	0	0	0	0	0	776	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																			
20053																																	0	9	0	0	0		0	0	0	9	0	0	215	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.securityonlinebank.com	
20633																																	0	13046	0	0	10000		0	0	0	250	10321	2475	3376	2	0	0			5000	0	0	0	5000	0	0	5000	0	0	0	0	5000																																																		www.mcnbbanks.com	
20857																																	0	0	66	0	2897		0	0	0	0	0	0	90	0	0	0			0	0	273	402	609	1613	2257	0	0	0	0	0	0																																																		www.granitefallsbank.com	
21256																																	0	184	0	0	0		0	0	0	0	0	184	158	1	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		www.statebankofburrtononline.com	
21359																																	249	0	0	0	71		249	0	0	0	0	0	1	0	0	0			13	0	0	0	0	0	0	13	43	15	0	0	0																																																		http://www.asbgrygla.com	
21630																																	0	0	0	0	136	true	0	0	0	0	0	0	484	0	0	0	false	0	0	0	0	0	0	136	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.thetechebank.com	
21658																																	0	100	2450	0	3214	true	0	0	0	0	0	100	226	0	0	0	true	0	0	0	2450	0	0	764	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												www.allfarmideas.com																www.alliancebank.us	
22048																																	0	419	4313	0	9994		0	0	0	365	0	54	10244	4	0	0			0	0	4313	4068	191	1422	0	0	0	0	0	0	0																																																		www.unionbnk.com	
22543																																	0	0	8100	0	8100	true	0	0	0	0	0	0	8100	2	0	0	true	0	0	0	8100	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												www.ssbankmi.com	
22552																																	0	115	2000	0	4000		0	0	0	0	0	115	1278	1	0	0			0	0	2000	0	2000	0	0	0	0	0	0	13550	0																																																		http://https://www.firstsoutheastbank.com	
22730																																	0	63	0	0	445		0	0	0	55	0	8	468	0	0	0			0	0	0	0	0	445	0	0	0	0	0	0	0																																																		http://www.westunionbank.com	
22936																																	0	1518	0	0	0		0	1293	0	0	0	225	5241	3	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0																																																		http://www.fmbnk.com	
23456																																	0	689	0	0	216		0	0	0	286	0	403	231	0	0	0			0	0	0	0	0	0	0	0	0	216	0	0	0																																		www.CheckingFinder.com																www.fnbhenning.com	
23504																																	5220	0	475170	1171	476674	true	4049	0	0	0	0	0	28190	4	1171	0	true	0	0	0	475170	1504	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																												http://www.bridgenb.com	
23643																																	0	520	0	0	0	true	0	11	0	53	0	456	507	1	0	0			0	0	0	0	0	0	0	0	0	0	0	14020	0	true	false																																																http://www.commercial-bank.net	
