"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF162	RCFDF163	RCFDF585	RCFDF586	RCFDF587	RCFDF589	RCFDF597	RCFDF598	RCFDF599	RCFDF601	RCFDF608	RCFDF609	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK167	RCFDK168	RCFDK195	RCFDK196	RCFDK203	RCFDK204	RCFDK207	RCFDK208	RCFDK209	RCFDK212	RCFDK267	RCFNK289	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONF578	RCONF579	RCONF580	RCONF581	RCONF582	RCONF583	RCONF584	RCONF585	RCONF586	RCONF587	RCONF589	RCONF590	RCONF591	RCONF592	RCONF593	RCONF594	RCONF595	RCONF596	RCONF597	RCONF598	RCONF599	RCONF601	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONJ451	RCONJ454	RCONJ464	RCONJ466	RCONJ467	RCONJ468	RCONJ469	RCONJ470	RCONJ471	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK167	RCONK168	RCONK195	RCONK196	RCONK203	RCONK204	RCONK207	RCONK208	RCONK209	RCONK212	RCONK256	RCONK267	RIADG377	
1557																																																																							0	8675	0		16897			2771	0	0	0	34106	0	0	0	2548	0	0	10803	1	164	464	364	1555	0	1230	9408	3248	7553	9420	699								0	0		0	0	0	0	0	1963	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	8							0	573	0	0	0	0	0			0	0	0	0			0	0	671			0	0	0		
1669																																																																							0	255	189		1676			9000	0	0	2109	81810	0	0	0	42768	1531	26845	6106	75	634	1031	1848	17631	21451	2240	5972	9114	9161	8793	1077								0	0			0	0	695	344	9253	1489			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	110							0	6701	0	0	0	0	0			0	0	0				0	0	5690			0	1268	0		
1829																																																																							0	0	14870	0	0	21232	0	21232	7486	0	0	255130	294	22762	0	95251	12211	16848	37994	2196	2026	8089	10009	35977	36341	23670	10102	33202	35615	42343	10887	0	0	0	0	0	0	0	831	868	0		0	0	2165	6985	32451	37846	0	22762	0			0	656																							0	0	0	0	0	0	0	0	0	0	0	0		30074	47	0	47							0	26	0	0	0	0	0	0	0	0	0	0	0			0	0	393			0	0	0		
1856																																																																							0	5084	0		302			24409	0	0	0	35340	0	0	0	1999	90	1289	5480	1	59	343	619	865	65	641	4791	1047	14533	12003	218								0	0			0	0	0	0	2588	243			0			0	21																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	2							0	338	0	0	0	0	0			0	0	0				0	0	285			0	0	0		
2040																																																																							0	5473	10569		1617			12244	1823	0	0	139514	0	0	0	25547	830	258	63080	4498	6424	12842	874	88	146	23783	28375	44849	6893	6139	1140								5	0			0	0	1057	12078	28822	36530			0			330	165																							0	0	0	0	0	0	0	0	0	0	0	0		25607		0	53							0	379	0	3	0	773	651			50	0	0				13	37	2487			0	475	0		
2161																																																																							0	59	0		4848			13671	0	0	0	59365	1	0	0	29210	80	19788	19502	1316	8309	6563	3258	6395	3369	4361	5516	6494	7701	5571	491								319	0			0	0	200	0	2239	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	47							0	3562	0	0	0	0	0			0	0	0	0			0	0	5131			0	0	0		
2376																																																																							0	0	447052	0	0	30683	0	30683	8562	0	0	1668307	0	0	5933	187244	15453	34203	122289	1254	6935	18019	14084	60114	85824	78079	49119	125532	148021	811881	254141	0	0	0	0	0	0	0	0	0	0		0	0	31598	68070	73382	805834	0	0	0			0	1268																							0	0	0	0	0	0	0	0	0	0	0	0		1282228	0	0	0							0	0	898	0	0	0	590	0	0	0	0	0	0			0	0	429			0	0	0		
2554																																																																							0	2122	0		1369			613	0	0	6	5225	0	0	0	454	17	259	894	77	68	70	89	34	116	2483	190	515	564	1020	0								0	0			0	0	0	0	90	0			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	120							0	214	0	0	0	0	0			0	0	0	0			0	0	220			0	0	0		
2732																																																																							0	2366	82979	0	0	33434	0	33434	6640	0	0	369743	241	4860	0	33552	809	8604	68576	3737	2818	4056	10893	427	9916	79733	43527	104578	22394	7039	65988	0	0	0	0	0	0	0	0	0	0		0	0	71	9965	98401	94555	0	4860	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0	140	0	140							0	1544	0	0	0	0	1476	0	0	0	0	0	0			0	0	668			0	0	0		
2750																																																																							0	7704	447		17934			2585	16	0	0	35605	0	0	0	2406	209	250	17295	507	410	794	568	0	0	14398	4742	5364	4988	1461	157								0	173			0	0	53	133	625	1768			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		9963		0	34							0	960	0	0	0	0	0			0	0	0	0			0	0	558			0	0	0		
3252																																																																							0	19969	0		36294			10824	0	0	3564	82452	0	108	0	625	0	408	0	164	142	132	27	137	0	17955	50913	5883	4482	617	7								0	0			0	0	0	510	0	5319			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		21797		0	24							0	1645	0	0	0	0	0			0	0	0	0			0	0	3570			0	0	0		
3458																																																																							0	3721	358		1074			3347	0	0	0	14198	0	38	0	2860	22	0	3398	106	518	1696	364	0	176	1450	2463	4044	2094	824	201								0	0			0	0	0	973	874	33			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		3462		0	0							0	416	0	0	358	0	0			0	0	0	0			0	0	482			0	201	0		
3720																																																																							0	7113	247		7473			11777	3426	0	1044	114807	0	0	1796	25991	1069	1448	30550	2540	2918	8474	9021	2575	0	14681	12893	22398	33643	4445	51								0	261			0	0	2212	6682	27131	13409			0			597	0																							0	0	0	0	0	0	0	0	0	0	0	0		22165		0	189							0	4912	600	75	0	0	0			0	0	0	0			0	0	1871			0	0	0		
3953																																																																							0	7801	902		8605			37395	0	0	0	100084	0	0	0	10237	2485	133	35091	1622	1263	4853	2232	146	0	37000	10679	11550	5558	2432	1262								0	0			0	0	3394	265	15633	6984			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0	0	13261		0	109							0	4687	0	0	0	0	0			0	0	0	0			0	0	1587			0	0	0	0	
4156																																																																							0	13335	9682		8927			14144	1488	0	0	122273	0	1004	0	27763	1550	284	27012	1255	3534	2817	2955	14940	1168	11681	14796	32778	13692	19674	560								0	0			0	0	2991	3391	11946	23719			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		41939		0	0							0	1232	0	0	0	0	0			0	0	0	0			0	0	1101			0	0	0		
4231																																																																							0	12471	0		1250			4817	0	0	1243	77048	0	0	0	13455	0	0	27184	1050	2582	7447	1784	407	0	8692	16049	30901	4801	532	0								0	0			0	0	0	2265	13181	21510			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	22							0	2707	0	0	0	0	0			0	0	0				0	0	4127			0	0	0		
4437																																																																							0	6994	166		793			13038	7885	0	398	152360	197	0	0	52870	4606	37293	27629	1857	7533	30885	5472	3292	1478	37249	8989	33754	8534	4493	56								0	2738			0	0	201	12633	37138	7261			0			2746	160																							0	0	0	0	0	0	0	0	0	0	0	0		143585		0	39							0	1717	0	2542	0	0	0			269	249	0				12	8	4080			0	200	0		
4839																																																																							0	0	48698	0	0	12612	0	12612	5526	0	0	246345	0	0	0	28323	1296	4014	96368	9245	4483	10136	3469	854	0	61851	35706	65707	48097	3821	0	0	0	0	0	0	0	0	0	369	0		0	0	4630	13537	81114	47973	0	0	0			152	205																							0	0	0	0	0	0	0	0	0	0	0	0		53581	912	0	912							0	242	0	0	1564	2115	0	0	0	0	0	0	0			0	0	1113			0	0	0		
5005																																																																							0	0	13205	0	0	2785	0	2785	4801	0	0	222945	0	0	0	108045	4759	33333	17834	7678	8861	13437	5895	11682	57704	18149	6553	31240	34003	16713	5042	0	0	0	0	0	0	0	0	73	0		0	0	8884	3704	43281	33283	0	0	0			0	269																							0	0	0	0	0	0	0	0	0	0	0	0	5021	97143	19	0	19							0	13	0	0	0	2138	1189	0	0	0	0	0	0			0	0	93			0	0	0	107	
5069																																																																							0	0	10621	0	0	2501	0	2501	1950	0	0	346648	4491	0	0	32186	359	7625	201445	1603	2958	0	20000	0	0	141270	57471	34715	66934	1264	0	0	0	0	0	0	0	0	0	0	20033		0	0	3364	28211	226545	45402	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		102290	0	0	0							0	0	0	0	0	9056	0	0	0	0	0	0	0			0	0	0			0	0	0		
5135																																																																							0	53756	2041	0	52585	35284	0	35284	0	0	0	262240	0	0	0	54561	3671	14838	179001	10608	18824	21312	1029	2589	137	41214	109389	42100	5251	6765	2582	0	0	0	0	0	0	0	501	0	0		0	0	1223	9462	27379	12317	0	0	0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		44514	0	0	0							0	4583	0	0	0	0	0	0	0	0	0	0	0			0	0	4877			0	0	0		
5210																																																																							0	14881	32004	0	2543	34828	0	34828	51066	0	18396	669177	0	0	0	263191	28053	113862	45593	16699	23730	23326	46899	84198	66584	73294	50276	136636	60940	44154	30419	0	0	0	0	0	0	0	0	4108	0		0	0	5426	19897	96545	84192	0	0	0			0	1960																							0	0	0	0	0	0	0	0	0	0	0	0		92500	3132	0	3132							0	889	0	0	0	0	0	0	0	0	0	0	0			0	0	10026			0	0	0		
5331																																																																							0	0	66520	0	0	4538	0	4538	9738	0	0	145336	117	0	609	18261	426	3014	25210	402	4580	6722	3163	1280	1643	21569	11978	42178	37784	5514	0	0	0	0	0	0	0	0	0	78	0		0	0	0	13642	4354	25592	0	0	0			157	0																							0	0	0	0	0	0	0	0	0	0	0	0		94009	2015	0	2015							0	5	0	0	0	0	0	0	0	0	0	0	0			0	0	284			0	0	0		
5461																																																																							0	13342	10974	0	2052	47665	0	47665	15591	0	0	347998	267	0	26900	28722	2094	3550	109953	2172	3891	7786	10800	1318	802	58101	45796	98019	91848	17501	442	0	0	0	0	0	0	0	0	167	0		0	0	654	18481	91048	98307	0	0	0			878	0																							0	0	0	0	0	0	0	0	0	0	0	0		102680	11636	0	11636							0	716	0	226	0	0	0	0	0	0	0	0	0			0	0	6816			0	0	0		
5751																																																																							0	7823	343		21857			5400	0	0	311	51012	0	783	0	9673	0	1439	9489	95	85	1009	456	4846	3161	9546	5011	3971	10935	6701	3192								0	8			0	0	138	341	468	118			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		9118		0	5							0	1849	0	0	0	0	0			0	0	0	0			0	0	1895			0	0	0		
6039																																																																							0	4938	33		5335			5967	0	0	1527	56022	20	0	0	6812	1114	125	23506	437	1269	1689	1028	1639	40	22697	9951	6443	4543	2558	0								483	83			0	0	289	2319	5348	18139			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	351							0	1699	0	0	0	0	0			0	0	0	0			0	0	1605			0	0	0		
6141																																																																							0	2884	0		2954			1970	0	0	189	24416	0	0	0	6807	0	669	9689	222	627	729	2409	2380	348	3937	4903	2236	4212	2187	131								0	0			0	0	0	0	0	5416			0			0	0																							0	0	0	0	0	0	0	0	0	0	0	0		0		0	14							0	0	0	0	0	0	0			0	0	0	0			0	0	4182			0	0	0		
