"IDRSSD"	RCON8725	RCONA126	RCONC391	RCONC407	RCONFT00	RCONFT01	RCONFT02	RCONFT03	RCONFT04	RCONFT05	RCONFT06	RCONFT07	RCONFT08	RCONFT09	RCONFT10	RCONFT11	RCONFT12	RCONFT13	RCONFT14	RCONFT15	RCONFT16	RCONFT17	RCONFT18	RCONFT19	RCONFT20	RCONFT21	RCONFT22	RCONHK18	RCONHK19	RCONK102	RCONK103	RCONK104	RCONK192	RIADC388	RIADC389	RIADC390	RIADF551	RIADF553	
1557					false			false			false	false		false		false		false			false	false																	
1669					false			false			false	false		false		false		false			false	false																	
1829	0	0																												0	0	0	0						
1856					false			false			false	false		false		false		false			false	false																	
2040	9985	9985			true	0	0	false			false	false		false		false		false			false	false																	
2161	0	0																												0	0	0	0						
2376	430000	0																												0	0	0	0						
2554					false			false			false	false		false		false		false			false	false																	
2732	0	0																												0	0	0	0						
2750	0	0																												0	0	0	0						
3252					false			false			false	false		false		false		false			false	false																	
3458					false			false			false	false		false		false		false			false	false																	
3720	565	0																												0	0	0	0						
3971					false			true	14223	3162	false	false		true	565	true	307877	false			false	false																	
4156	0	0																												0	0	0	0						
4231					false			false			false	false		false		false		false			false	false																	
4839	8290	0			true	0	0	false			false	false		false		false		false			false	false																	
5069					false			false			false	false		false		false		false			false	false																	
5135					false			false			false	false		false		false		false			false	false																	
5210	0	0																												0	0	0	0						
5461	0	0																												0	0	0	0						
5751					false			false			true	false		false		false		false			false	false						6105	0								7	0	
6039	0	0																												0	0	0	0						
6141					false			false			false	false		false		false		false			false	false																	
6329	0	0																												0	0	0	0						
7009	6000	0			true	0	0	false			true	false		false		false		false			false	false						423	0								12	0	
7045	0	0																												0	0	0	0						
7072					false			false			false	false		true	1679	true	27338	false			false	false																	
7157	0	0																												0	0	0	0						
7456					false			false			false	false		false		false		false			false	false																	
7634					false			false			false	false		false		false		false			false	false																	
8033					false			false			false	false		false		false		false			false	false																	
8462					false			false			false	false		false		false		false			false	false																	
8631					false			false			false	false		false		false		false			false	false																	
9357	0	0																												0	0	0	0						
9553					false			false			false	false		true	1768	true	1768	false			false	false																	
9807	80000	0																												0	0	0	0						
9955					false			false			false	false		true	1491	true	1491	false			false	false																	
10250					false			false			false	false		false		false		false			false	false																	
10849					false			false			false	false		false		false		false			false	false																	
11145	0	0																												0	0	0	0						
11640					false			false			false	false		false		false		false			false	false																	
11837					false			false			false	false		false		false		false			false	false																	
12030					false			false			false	false		false		false		false			false	false																	
12142					false			false			false	false		false		false		false			false	false																	
12179					false			false			false	false		false		false		false			false	false																	
12311																																		0	0	32729	8636	0	
12647	0	0																												0	0	0	0						
12656					false			false			false	false		false		false		false			false	false																	
12937					false			false			false	false		false		true	47469	false			false	false																	
12946	0	0																												0	0	0	0						
12955	0	0																												0	0	0	0						
13103	0	0																												0	0	0	0						
13251					false			false			false	true	5014	true	4518	true	9532	false			false	false																	
13457					false			false			false	false		false		false		false			false	false																	
14052					false			false			false	false		false		true	16720	false			false	false																	
14155					false			false			false	false		true	6803	true	824	false			false	false																	
14650					false			false			false	false		false		false		false			false	false																	
14753					false			false			false	false		false		false		false			false	false																	
14865	1847	0			true	0	0	false			false	false		false		false		false			false	false																	
14977	0	0																												0	0	0	0						
16551					false			false			false	false		true	8057	true	185318	false			false	false																	
16748	0	0			true	0	0	false			false	false		false		true	60484	false			false	false																	
17110	0	0																												0	0	0	0						
17147	693398	0																												0	0	0	0						
17259					false			false			false	false		false		false		false			false	false																	
17464	546394	0																												277	0	454	939						
17950					false			false			false	false		false		false		false			false	false																	
17978					false			false			false	false		false		false		false			false	false																	
18050					false			false			false	false		false		false		false			false	false																	
18135					false			false			false	false		false		false		false			false	false																	
18377	0	0																												0	0	0	0						
18827	32000	0																												0	0	0	0						
18836					false			false			false	false		false		false		false			false	false																	
18854	0	0																												0	0	0	0						
19356					false			false			false	false		false		false		false			false	false																	
19936					false			false			false	false		false		false		false			false	false																	
19972					false			false			false	false		false		false		false			false	false																	
20053					false			false			false	true	3163	true	34924	true	38087	false			false	false																	
20633					false			false			false	false		false		true	64106	false			false	false																	
20857					false			false			false	false		false		false		false			false	false																	
21256					false			false			false	false		false		false		false			false	false																	
21359					false			false			false	false		false		false		false			false	false																	
21630	0	0																												0	0	0	0						
21658	0	0																												0	0	0	0						
22048	3000	0			true	0	0	false			false	false		false		false		false			false	false																	
22543	5389	0																												0	0	0	0						
22552					false			false			false	false		false		false		false			false	false																	
22730					false			false			false	false		true	4813	false		false			false	false																	
22936					false			false			false	false		false		false		false			false	false																	
23456					false			false			false	false		false		false		false			false	false																	
23504	381047	0																												0	0	0	0						
23643					false			false			false	false		false		false		false			false	false																	
23755	443	1429			true	0	0	false			false	true	185501	true	192	true	185501	false			false	false																	
24006	0	0																												0	0	0	0						
24378					false			false			false	false		false		false		false			false	false																	
24453					false			false			false	false		false		false		false			false	false																	
24659					false			false			false	false		false		false		false			false	false																	
24668	0	0																												0	0	0	0						
24949					false			false			true	false		false		true	185921	false			false	false						65207	0								0	0	
25357					false			false			false	false		false		false		false			false	false																	
25647	0	0																												0	0	0	0						
26176					false			false			false	false		false		true	18796	false			false	false																	
26242					false			false			false	false		false		false		false			false	false																	
26457	0	0																												0	0	0	0						
26765					false			false			false	false		false		false		false			false	false																	
27070					false			false			false	false		false		false		false			false	false																	
27548	17255	0																												0	0	0	0						
27614					false			false			false	false		true	1633	true	41757	false			false	false																	
27847					false			false			false	false		false		false		false			false	false																	
28013	0	0																												0	0	0	0						
28152	8768	0																												0	0	0	0						
28255					false			false			false	false		false		false		false			false	false																	
28406	45885	900659																												0	0	0	0						
28675	0	0																												0	0	0	0						
28732	0	0																												0	0	0	0						
29476					false			false			false	false		false		false		false			false	false																	
29636	0	0																												0	0	0	0						
29878	0	0																												0	0	0	0						
30052					false			false			false	false		true	2951	false		false			false	false																	
30502	0	48892																												0	0	0	0						
30650					false			false			false	false		false		false		false			false	false																	
30810	9814220	0	3583832	0																										0	0	0	0	120315	0	174324			
31134	0	0																												0	0	0	0						
31255	0	0																												0	0	0	0						
31657					false			false			false	false		false		false		false			false	false																	
31826	0	0																												0	0	0	0						
31835					false			false			false	false		false		false		false			false	false																	
32234					false			false			false	false		false		false		false			false	false																	
32766					false			false			false	false		false		false		false			false	false																	
32971					false			false			false	false		false		true	82738	false			false	false																	
33147	0	0																												0	0	0	0						
33259					false			false			false	false		false		false		false			false	false																	
33268	684	0																												0	0	0	0						
33370					false			false			false	false		false		false		false			false	false																	
33839					false			false			false	false		true	3810	false		false			false	false																	
33857	5545	0																												0	0	0	0						
34425	0	0																												0	0	0	0						
34434	1267	1079			true	0	0	false			false	false		false		false		false			false	false																	
34452					false			false			false	false		false		false		false			false	false																	
34537	52149	0																												0	0	0	0				456	0	
34555	0	0																												0	0	0	0						
34742					false			true	10209	1344	false	false		true	9359	false		false			false	false																	
35057	0	0																												0	0	0	0						
35301																																							
35570	617918	0																												0	0	0	0						
35646					false			false			false	false		false		false		false			false	false																	
35879					false			false			false	false		false		true	33181	false			false	false																	
36456					false			false			false	false		false		false		false			false	false																	
36933					false			false			false	false		false		false		false			false	false																	
37051					false			false			false	false		false		false		false			false	false																	
37341					false			false			false	false		false		false		false			false	false																	
37435	5780	0																												0	0	0	0						
37640	19203	83047																												0	0	0	0				-132	0	
37659	0	0																												0	0	0	0						
37949					false			false			false	false		false		false		false			false	false																	
38740					false			false			false	false		false		false		false			false	false																	
39327					false			false			false	false		false		false		false			false	false																	
39756	1172	0																												0	0	0	0						
40033					false			false			false	false		false		false		false			false	false																	
40499	470702	0																												0	0	0	0				5990	0	
40855					false			false			false	false		true	1605	false		false			false	false																	
41245					false			false			false	false		false		false		false			false	false																	
41553					false			false			false	false		false		false		false			false	false																	
41629	0	0																												0	0	0	0						
41825	411	0																												0	0	0	0						
41937					false			false			false	false		false		true	24873	false			false	false																	
41955					false			false			false	false		false		false		false			false	false																	
42037					false			false			false	false		false		false		false			false	false																	
42354					false			false			false	false		false		false		false			false	false																	
42372					false			false			false	false		false		false		false			false	false																	
42420	902797	0																												0	0	0	0						
42448	0	0																												0	0	0	0						
42457					false			false			false	false		false		false		false			false	false																	
43052					false			false			false	false		false		true	30812	false			false	false																	
43351					false			false			false	false		false		false		false			false	false																	
43856					false			false			false	false		true	6165	false		false			false	false																	
43959					false			false			false	false		false		false		false			false	false																	
44040					false			false			false	false		false		false		false			false	false																	
44433	0	0																												0	0	0	0						
44741					false			false			false	false		false		true	66543	false			false	false																	
44750					false			false			false	false		false		false		false			false	false																	
44929	0	0																												0	0	0	0						
45038	0	0																												0	0	0	0						
45047					false			false			false	false		false		false		false			false	false																	
45056					false			false			false	false		false		false		false			false	false																	
45430					false			false			false	false		false		false		false			false	false																	
45458	0	0																												0	0	0	0						
45551	0	0																												0	0	0	0						
45560	0	0																												0	0	0	0						
45775					false			false			false	false		false		false		false			false	false																	
46053	0	259			true	0	0	false			false	false		true	40558	true	40558	false			false	false																	
46941					false			false			false	false		false		false		false			false	false																	
47247	64835	0																												0	0	0	0						
47256					false			false			false	false		true	573	true	18581	false			false	false																	
47452	0	0																												0	0	0	0						
47500					false			false			false	false		true	24262	true	26186	false			false	false																	
48057					false			false			false	false		true	12089	true	484	false			false	false																	
48150	0	0																												0	0	0	0						
48374	0	0																												0	0	0	0						
48440	671	0																												0	0	0	0						
49054	0	0																												0	0	0	0						
49148					false			false			false	false		false		false		false			false	false																	
49241					false			false			true	false		false		false		false			false	false						24423	0								-41	0	
49652					false			false			false	false		false		true	7264	false			false	false																	
49858					false			false			false	false		false		false		false			false	false																	
49951					false			false			false	false		false		false		false			false	false																	
50144					false			false			false	false		false		false		false			false	false																	
50461	0	0																												0	0	0	0						
50872					false			false			false	false		false		false		false			false	false																	
50957	0	0																												0	0	0	0						
51253	0	0																												0	0	0	0						
51356	0	0																												0	0	0	0						
51459					false			false			true	false		false		false		false			false	false						1520	0								34	0	
51842	0	0																												0	0	0	0						
52719	0	0																												0	0	0	0						
52951					false			false			false	false		false		false		false			false	false																	
53033	0	0																												2322	18792	0	5941						
53051					false			false			false	false		false		false		false			false	false																	
53752					false			false			false	false		false		false		false			false	false																	
54049					false			false			false	false		false		true	56486	false			false	false																	
54058	0	679																												0	0	0	0						
54441					false			false			false	false		false		false		false			false	false																	
54656	0	0																												0	0	0	0						
54973	43891	0																												0	0	0	0						
55336	0	0																												0	0	0	0						
55635					false			false			false	false		false		false		false			false	false																	
55653					false			false			false	false		false		false		false			false	false																	
55970					false			false			false	false		false		true	156708	false			false	false																	
56258					false			false			false	false		false		false		false			false	false																	
56351	0	0																												0	0	0	0				-3021	0	
56548	3671	0			true	0	0	true	4749	0	false	false		false		true	147647	false			false	false																	
56557	100000	457744																												0	0	0	0						
56717					false			false			false	false		true	1396	true	120879	false			false	false																	
57040	0	0																												0	0	0	0						
57228	94	0			true	0	0	false			false	false		false		false		false			false	false																	
57451	0	0																												0	0	0	0						
58177	0	0																												0	0	0	0						
58207					false			false			false	false		false		true	10042	false			false	false																	
58225					false			false			false	false		false		false		false			false	false																	
58243	379869	0																												0	0	0	0						
58355	1514	0			true	0	0	false			false	false		false		false		false			false	false																	
58551					false			false			false	false		false		false		false			false	false																	
58636					false			false			false	false		false		false		false			false	false																	
58757					false			false			false	false		false		false		false			false	false																	
58971	47990	0																												0	0	0	0						
59316	0	0																												0	0	0	0						
59352					false			false			false	false		false		false		false			false	false																	
59370					false			false			false	false		false		false		false			false	false																	
59754					false			false			false	false		false		false		false			false	false																	
60143																																							
60330	12129	0																												0	0	0	0						
60545	0	0																												0	0	0	0						
60554	0	0																												0	0	0	0						
60648	0	0																												0	0	0	0						
61122	2040	0																												0	0	0	0						
61355	19211	0			true	0	0	true	16076	1270	false	false		false		true	572520	false			false	false																	
61476					false			false			false	false		true	17450	true	23470	false			false	false																	
61757	0	0																												0	0	0	0						
61832					false			false			false	false		false		false		false			false	false																	
61953					false			false			false	false		false		false		false			false	false																	
62044					false			false			false	false		false		true	2193	false			false	false																	
62110					false			false			false	false		false		false		false			false	false																	
62147					false			false			false	false		true	408	true	57648	false			false	false																	
62772	13501	0			true	0	0	false			false	true	3323	true	5808	true	1882	false			false	false																	
63050					false			false			false	false		false		false		false			false	false																	
63069																																							
63201					false			false			false	false		false		false		false			false	false																	
63573					false			false			false	false		false		true	49711	false			false	false																	
63733	0	0																												0	0	0	0						
63742	2006	0			true	0	0	false			false	false		true	1433	true	113568	false			false	false																	
63751	0	0																												0	0	0	0						
64150					false			true	16863	1893	false	false		false		false		false			false	false																	
64543	1229	0			true	0	0	true	7793	1229	false	false		true	46626	true	116818	false			false	false																	
64552	25331	0																												0	0	0	0						
64730					false			false			false	false		false		false		false			false	false																	
65205					false			false			false	false		true	805	true	805	false			false	false																	
65241					false			false			false	false		false		false		false			false	false																	
65513																																							
65559	0	0																												0	0	0	0						
65746	0	12115																												0	0	0	0						
65858	24386	0																												0	0	0	0						
66154					false			false			false	false		false		false		false			false	false																	
66275					false			false			false	false		false		true	220	false			false	false																	
66677	27056	0																												0	0	0	0				79	0	
67142					false			false			false	false		false		true	1497	false			false	false																	
67151	99107	0			true	0	0	false			false	false		false		false		false			false	false																	
67209	5573	0			true	0	0	false			false	false		true	33716	true	52295	false			false	false																	
67254					false			false			false	false		false		false		false			false	false																	
67656	0	0																												0	0	0	0						
67870					false			false			false	false		false		true	1210	false			false	false																	
68448					false			false			false	false		false		true	22550	false			false	false																	
68671					false			false			false	false		false		false		false			false	false																	
68756	3504	0																												0	0	0	0						
68831	0	0																												0	0	0	0						
68840	5242	2029			true	0	0	false			false	false		false		true	148967	false			false	false																	
68859	371	0			true	0	0	false			false	false		true	6277	false		false			false	false																	
69333	523	0																												0	0	0	0						
69678					false			false			true	false		false		true	176705	false			false	false						601	0								0	0	
70058					false			false			false	false		false		false		false			false	false																	
70218	0	0																												0	0	0	0						
70414					false			false			false	false		false		true	124589	false			false	false																	
70638					false			false			false	false		false		false		false			false	false																	
70955					false			false			false	false		false		false		false			false	false																	
71073					false			false			false	false		false		false		false			false	false																	
71318	0	0																												0	0	0	0						
71457	5171	0			true	0	0	false			true	false		true	66922	true	13029	false			false	false						535	0								2	0	
71859					false			false			false	false		false		false		false			false	false																	
72258					false			false			true	false		false		false		false			false	false						263428	0								1236	0	
72351					false			false			false	false		false		false		false			false	false																	
72454	0	0	0	0																										0	0	0	0	0	0	0			
72678					false			false			false	false		false		false		false			false	false																	
73116					false			true	6308	1332	false	false		false		true	1452	false			false	false																	
73152					false			false			false	false		false		false		false			false	false																	
73554					false			false			false	true	2387	true	854	true	3231	false			false	false																	
73956					false			false			false	false		false		false		false			false	false																	
74056	0	0																												0	0	0	0						
74140	24217	0																												0	0	0	0						
74403	25140	0																												0	0	0	0						
74449					false			false			false	false		false		false		false			false	false																	
75053					false			true	5635	0	false	false		false		true	113358	false			false	false																	
75259	3470	0			true	0	0	true	28199	3470	false	false		false		true	156297	false			false	false																	
75446	598	0			true	0	0	false			false	false		true	2261	true	10991	false			false	false																	
75455					false			false			false	false		false		false		false			false	false																	
75558					false			false			false	false		false		false		false			false	false																	
75633																																					0	-20429	
75651					false			false			false	false		true	7682	false		false			false	false																	
76153	0	0																												0	0	0	0						
76443					false			false			false	false		false		true	32199	false			false	false																	
76854					false			false			false	false		false		false		false			false	false																	
77150	0	0																												0	0	0	0						
77253					false			false			false	false		false		false		false			false	false																	
77422					false			false			false	false		false		false		false			false	false																	
77851	48912	0																												0	0	0	0						
78157					false			false			false	false		false		false		false			false	false																	
78241					false			false			false	false		false		false		false			false	false																	
78559					false			false			false	false		false		false		false			false	false																	
79042	0	0																												0	0	0	0						
79127	0	0																												0	0	0	0						
79145	2984	0																												0	0	0	0						
79257					false			false			false	false		false		false		false			false	false																	
79855	8581	0			true	0	0	false			false	false		false		false		false			false	false																	
80020					false			false			false	false		false		false		false			false	false																	
80150					false			false			false	false		false		false		false			false	false																	
80374					false			false			false	false		false		false		false			false	false																	
80431					false			false			false	false		false		false		false			false	false																	
80552					false			false			false	false		false		false		false			false	false																	
80936	0	0																												0	0	0	0						
81175	3654	0			true	0	0	false			false	false		true	21414	true	106926	false			false	false																	
81429					false			false			false	false		false		false		false			false	false																	
82033					false			false			false	false		false		false		false			false	false																	
82257					false			false			false	false		false		false		false			false	false																	
82350					false			false			false	false		false		false		false			false	false																	
82659	0	0																												0	0	0	0						
83151					false			false			false	false		false		false		false			false	false																	
83236					false			false			false	false		false		false		false			false	false																	
83375	0	0																												0	0	0	0						
83638																																							
83834	0	0																												0	0	0	0						
83852					false			false			false	false		false		false		false			false	false																	
83955					false			false			false	false		false		false		false			false	false																	
84046					false			false			false	false		false		false		false			false	false																	
84541					false			false			false	false		false		false		false			false	false																	
84804	0	0																												0	0	0	0						
85052					false			false			false	false		false		false		false			false	false																	
85258					false			false			false	false		false		false		false			false	false																	
85454					false			false			false	false		false		false		false			false	false																	
85472	654	0																												0	0	0	0						
85931					false			false			false	false		false		false		false			false	false																	
86349					false			false			false	false		false		false		false			false	false																	
86358	0	0																												0	0	0	0						
86554					false			false			false	false		false		false		false			false	false																	
86675					false			false			true	false		false		false		false			false	false						171655	0								138	0	
87047					false			false			false	false		false		false		false			false	false																	
87159					false			false			false	false		false		false		false			false	false																	
87177	0	0																												0	0	0	0						
87234					false			false			true	false		false		false		false			false	false						157261	0								0	0	
87476					false			false			false	false		false		true	816	false			false	false																	
87579	0	0																												0	0	0	0						
88231	369920	0																												0	0	0	0				236	-36	
88240					false			false			false	false		false		false		false			false	false																	
88259					false			false			false	false		false		false		false			false	false																	
88352	0	0																												0	0	0	0						
88455					false			false			false	false		true	1970	false		false			false	false																	
88772	1982	0			true	0	0	false			true	false		false		true	81045	false			false	false						150949	0								-25	0	
88950					false			false			false	false		false		false		false			false	false																	
89032	0	0																												0	0	0	0				0	0	
89135					false			false			false	false		false		false		false			false	false																	
89854					false			false			false	false		false		false		false			false	false																	
89957					false			false			false	false		false		false		false			false	false																	
90047					false			false			false	false		false		false		false			false	false																	
90177					false			false			false	false		false		true	1529	false			false	false																	
90328					false			false			false	false		false		false		false			false	false																	
90337	0	0																												0	0	0	0						
90579					false			false			false	false		false		false		false			false	false																	
90645	490	0																												0	0	0	0						
91615	0	0																												0	0	0	0						
91651					false			false			false	false		false		false		false			false	false																	
91754	0	0																												0	0	0	0						
91950	0	0																												0	0	0	0						
92144					false			false			false	false		false		false		false			false	false																	
92676	818	0																												0	0	0	0						
92706					false			false			false	false		true	11131	true	40208	false			false	false																	
92902					false			false			false	false		false		false		false			false	false																	
93244					false			false			false	false		true	2141	true	53028	false			false	false																	
93543	2067	0			true	0	0	false			false	false		false		true	74068	false			false	false																	
93619	0	0																												0	0	0	0						
93758	0	0																												0	0	0	0						
94139					false			false			true	false		false		false		false			false	false						140100	0								-2553	0	
94522					false			false			false	false		false		false		false			false	false																	
94755					false			false			false	false		false		false		false			false	false																	
94858					false			false			false	false		false		false		false			false	false																	
95051	17225	0																												0	0	0	0						
95659	0	0																												0	0	0	0						
95677					false			false			false	false		true	12007	true	10365	false			false	false																	
96553	711	0																												0	0	0	0						
97055					false			false			false	false		false		false		false			false	false																	
97279					false			false			false	false		false		false		false			false	false																	
97457					false			false			false	false		false		false		false			false	false																	
97804	40052	0			true	0	0	true	21429	2895	true	false		true	6657	true	79535	false			false	false						3876	1030								163	0	
97943	2626	0			true	0	0	false			false	false		true	186	false		false			false	false																	
98351					false			false			false	false		false		false		false			false	false																	
98463	0	0																												0	0	0	0						
98717	0	0																												0	0	0	0						
99143	6350	0			true	0	0	false			false	false		false		false		false			false	false																	
99255	0	0																												0	0	0	0						
99376	187406	0																												0	0	0	0				1315	0	
99442					false			false			false	false		false		false		false			false	false																	
99536					false			false			false	false		false		false		false			false	false																	
99853	0	0																												0	0	0	0						
100236					false			false			false	false		false		false		false			false	false																	
100357					false			false			false	false		false		false		false			false	false																	
100562	0	0																												0	140	0	0						
100777					false			false			false	false		false		false		false			false	false																	
100843	71512	0			true	0	0	false			false	false		true	6794	true	22333	false			false	false																	
101019																																					0	0	
101037	0	0																												0	0	0	0						
101439	0	0																												0	0	0	0						
101671	0	0																												0	0	0	0						
101738					false			false			false	false		false		false		false			false	false																	
101952					false			false			false	false		false		false		false			false	false																	
102155					false			false			false	false		false		false		false			false	false																	
102173					false			false			false	false		true	61	true	158353	false			false	false																	
102333					false			false			false	false		false		false		false			false	false																	
102342	235	0			true	0	0	false			false	false		true	37158	true	37158	false			false	false																	
102539					false			false			false	false		false		false		false			false	false																	
102557					false			true	4898	0	false	false		true	122	false		false			false	false																	
102874	0	0																												0	0	0	0						
103134	0	0																												0	0	0	0						
103255	2828	0																												0	0	0	0						
103563					false			false			false	false		false		false		false			false	false																	
104234					false			false			false	false		false		false		false			false	false																	
104542					false			false			false	false		false		false		false			false	false																	
104971					false			false			false	false		false		false		false			false	false																	
105026					false			false			false	false		false		false		false			false	false																	
105222					false			false			false	false		false		false		false			false	false																	
105473	0	0	0	0																										0	0	0	0	0	0	0			
105530					false			false			false	false		false		false		false			false	false																	
106359	0	0																												0	0	0	0						
106452					false			false			false	false		false		false		false			false	false																	
106676					false			false			false	false		false		false		false			false	false																	
107244	30488	0																												0	0	0	0						
107459					false			false			false	false		false		false		false			false	false																	
107570					false			false			false	false		false		true	105730	false			false	false																	
107758					false			false			false	false		false		false		false			false	false																	
108072					false			false			false	false		false		false		false			false	false																	
108269					false			false			false	false		false		false		false			false	false																	
108652					false			false			false	false		false		false		false			false	false																	
108746					false			false			false	false		false		false		false			false	false																	
108951	4366	0			true	0	0	true	14630	1745	false	false		true	27395	false		false			false	false																	
109136	0	0																												0	0	0	0						
109154					false			false			false	false		true	168	false		false			false	false																	
109453					false			false			false	false		false		false		false			false	false																	
109574	0	0																												0	0	0	0						
109659					false			false			false	false		false		false		false			false	false																	
110413	1754	0																												0	0	0	0						
110936					false			false			false	false		false		false		false			false	false																	
110945					false			false			false	false		false		false		false			false	false																	
110972	0	0																												0	0	0	0						
111157	0	0																												0	0	0	0						
111205	0	0			true	0	2468	false			true	false		true	57731	true	96280	false			false	false						29707	0								41	0	
111661					false			false			false	false		false		false		false			false	false																	
111942	3972	0																												0	0	0	0						
111979					false			false			false	false		false		false		false			false	false																	
112163	11446	0																												0	0	0	0						
112332	0	0																												0	0	0	0						
112444	0	0																												0	0	0	0						
112510					false			false			false	false		false		false		false			false	false																	
112556					false			false			false	false		false		false		false			false	false																	
112837																																		47028	62216	0	932	0	
113003	0	0																												0	0	0	0						
113030					false			false			false	false		false		false		false			false	false																	
113441					false			false			true	false		true	22538	true	23995	false			false	false						85437	0								-3	0	
113601					false			false			false	false		false		false		false			false	false																	
113740	10072	0																												0	0	0	0						
113937	0	812			true	812	0	false			false	false		false		false		false			false	false																	
114149	0	0																												0	0	0	0						
114158	0	0																												0	0	0	0						
114251					false			false			false	false		false		false		false			false	false																	
114260	28893	0																												0	0	0	0						
114457					false			false			false	false		false		false		false			false	false																	
114774	5797	0																												0	0	0	0						
114840	10217	2715			true	0	0	false			false	false		false		false		false			false	false																	
114859					false			false			false	false		true	931	true	931	false			false	false																	
115100	0	0																												0	0	0	0						
115146					false			false			false	false		false		false		false			false	false																	
115575	0	0																												0	0	0	0						
116358					false			false			false	false		false		false		false			false	false																	
116554					false			false			false	false		false		false		false			false	false																	
116639	0	0																												0	0	0	0						
116741					false			false			false	false		false		false		false			false	false																	
117038	1749	0																												0	0	0	0						
117074					false			false			false	false		false		true	1033	false			false	false																	
117458	0	4334			true	0	0	false			false	false		false		false		false			false	false																	
117672	0	0																												0	0	0	0						
117775	0	0																												0	0	0	0						
118156					false			false			false	false		false		false		false			false	false																	
118660					false			false			false	false		false		true	16195	false			false	false																	
118736					false			false			false	false		false		false		false			false	false																	
119153	0	0																												0	0	0	0						
119528					false			false			false	false		false		true	25597	false			false	false																	
119779	13426	0																												0	0	0	0						
119872					false			false			false	false		false		true	51450	false			false	false																	
120476					false			false			false	false		false		false		false			false	false																	
120542	0	0																												0	0	0	0						
120609	0	0																												0	0	0	0						
120953					false			false			false	false		false		false		false			false	false																	
121642	51462	0																												0	0	0	0						
121651					false			false			false	false		false		false		false			false	false																	
121679	33000	0																												0	0	0	0						
121914	0	0																												0	0	0	0						
122153					false			false			false	false		false		false		false			false	false																	
122546					false			false			false	false		false		false		false			false	false																	
122573	0	0																												0	0	0	0						
122854	34575	0																												0	0	0	0						
123075					false			false			false	false		false		true	822	false			false	false																	
123374	0	0																												0	0	0	0						
123646					false			true	2853	428	true	false		false		true	139631	false			false	false						481	0								0	0	
124344	2746	0																												0	0	0	0						
124830					false			false			false	false		false		false		false			false	false																	
125154	0	0																												0	0	0	0						
