"IDRSSD"	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC869	RCONG591	RCONG592	RCONG593	RCONG594	RCONG595	RCONG596	RCONG597	RCONG598	RCONG599	RCONG600	RCONG601	RCONG602	
1557	921	0	-209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	99	0	0	0	3469	22367	5099	51448	0	4473	2550	51448	58471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669	868	0	-2563	0	0	0	0	0	34	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34234	86495	51668	80655	0	17299	25834	80655	123788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829	3869	192	6647	241	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1986	0	0	0	1986	0	0	0	9880	96946	103959	224675	0	19389	51980	224675	296044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856	1420	0	-1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682	0	0	0	682	0	0	0	14436	69185	2869	37312	0	13837	1435	37312	52584	0	531	531	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040	1719	0	-2744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1445	0	0	0	1445	0	0	0	19267	44859	27748	110826	0	8972	13874	110826	133672	0	1558	1558	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161	0	0	-431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3354	43665	35939	45130	0	8733	17970	45130	71833	0	5730	5730	0	2502	250	250	0	0	0	0	0	0	0	0	0	
2376	44046	0	-28864	232	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5836	450870	172541	2613844	0	90174	86271	2613844	2790289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4543	3169	6755	0	909	1585	6755	9249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732	0	0	-2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5134	0	0	0	5134	0	0	0	133471	105139	55365	281124	0	21028	27683	281124	329835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750	510	32	-694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	887	0	0	0	887	0	0	0	3096	13645	4627	46038	0	2729	2314	46038	51081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3177	6181	1906	-188	466	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150039	41437	614314	215396	0	8287	307157	215396	530840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252	379	61	-1928	212	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358	0	0	0	1358	0	0	0	26484	52986	7484	91552	0	10597	3742	91552	105891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458	0	0	-388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	10693	3519	23189	0	2139	1760	23189	27088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720	4225	0	-1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1674	0	0	0	1674	0	0	0	30168	52910	30394	112633	0	10582	15197	112633	138412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3971	2169	329	3369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3268	3268	0	0	3268	0	0	0	0	0	0	0	15716	0	0	1	15715	0	0	0	36455	75115	124344	487699	0	15023	62172	487699	564894	0	1869	1869	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156	682	0	-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4670	0	0	0	4670	0	0	0	4196	49687	57726	123746	0	9937	28863	123746	162546	0	7310	7310	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231	218	16	-968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16695	48541	12037	43827	0	9708	6019	43827	59554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437	536	83	-1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4346	0	0	0	4346	0	0	0	19884	80375	48790	113824	0	16075	24395	113824	154294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839	1134	0	-5459	127	0	0	0	127	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1680	0	0	0	1680	0	0	0	9451	71931	42867	223180	0	14386	21434	223180	259000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5069	0	0	-8845	381	0	0	0	381	323	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3396	0	0	0	3396	0	0	0	47853	1803	48520	299883	0	361	24260	299883	324504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135	1223	3	-2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597	0	0	0	597	0	0	0	80772	29005	45885	258414	0	5801	22943	258414	287158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210	3918	0	-11492	3036	0	0	0	3036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11648	186609	358190	534865	0	37322	179095	534865	751282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461	2228	0	-5715	461	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4086	0	0	0	4086	0	0	0	13694	141239	29961	313527	0	28248	14981	313527	356756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751	579	146	1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6889	0	0	0	6889	0	0	0	8387	39904	31719	116285	0	7981	15860	116285	140126	0	8766	8766	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039	112	21	-950	65	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1447	0	0	0	1447	0	0	0	10467	18474	5929	49571	0	3695	2965	49571	56231	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141	0	0	-377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	28098	16558	16089	0	5620	8279	16089	29988	0	11050	11050	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329	414	0	-6338	780	0	0	0	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6850	0	0	479	6371	0	0	0	36652	51417	75168	341180	0	10283	37584	341180	389047	0	4756	4756	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009	0	0	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	7795	376660	1161	302498	0	75332	581	302498	378411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045	829	0	-165	52	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7574	79176	48589	53241	0	15835	24295	53241	93371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7072	1371	312	2618	830	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18637	18637	0	0	18637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7493	15056	105639	60830	0	3011	52820	60830	116661	0	1900	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	
7157	0	0	-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3567	3567	0	0	0	3567	0	0	0	0	0	0	0	0	1778	21890	8833	20108	0	4378	4417	20108	28903	0	4891	4891	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456	518	14	-430	38	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3769	16959	869	55256	0	3392	435	55256	59083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7634	95	11	-1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	77	0	0	0	5152	9401	11297	35107	0	1880	5649	35107	42636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8033	971	0	-1062	718	0	0	0	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5304	0	5304	0	0	0	0	0	31408	28658	58386	108534	0	5732	29193	108534	143459	0	9850	9850	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462	0	0	-85	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7127	134394	6848	40685	0	26879	3424	40685	70988	0	5550	5550	0	0	0	0	0	0	0	0	0	0	0	0	0	
8631	29	0	-617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889	0	0	0	889	0	0	0	9434	20719	13175	27266	0	4144	6588	27266	37998	0	1145	1145	0	0	0	0	0	0	0	0	0	0	0	0	0	
9357	484	0	23984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42865	71639	85388	228825	0	14328	42694	228825	285847	0	124	124	0	0	0	0	0	0	0	0	0	0	0	0	0	
9553	1985	0	-257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11407	52182	8054	98079	0	10436	4027	98079	112542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9807	13628	0	-218483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164846	0	0	164846	0	0	0	800	144572	234669	796310	1590222	0	46934	398155	1590222	2035311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9955	615	0	-1450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1221	0	0	0	1221	0	0	0	22581	32155	4725	76824	0	6431	2363	76824	85618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10250	875	115	669	1041	0	0	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	33	0	0	0	27692	84421	39110	206433	0	16884	19555	206433	242872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10849	110	717	-1298	48	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1472	0	0	0	1472	0	0	0	66998	37168	35997	117443	0	7434	17999	117443	142876	0	1218	1218	0	0	0	0	0	0	0	0	0	0	0	0	0	
11145	771	204	-896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3301	21111	68159	97362	0	4222	34080	97362	135664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11275	21068	715	-12064	1687	0	107	1580	0	95	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36247	36247	0	18853	17394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74063	133014	339197	932244	0	26603	169599	932244	1128446	0	2564	2564	0	0	0	0	0	0	0	0	0	0	0	0	0	
11640	1851	181	-1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11779	0	0	0	11779	0	0	0	6172	109638	62829	186745	0	21928	31415	186745	240088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11837	719	31	-161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	129	0	0	0	22432	45070	7983	32256	0	9014	3992	32256	45262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12030	284	0	-7723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	0	0	0	724	0	0	0	48463	42747	52535	187407	0	8549	26268	187407	222224	0	3226	3226	0	0	0	0	0	0	0	0	0	0	0	0	0	
12142	932	56	-658	0	0	0	0	0	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16323	69644	35911	92455	0	13929	17956	92455	124340	0	7375	7375	0	0	0	0	0	0	0	0	0	0	0	0	0	
12179	690	77	-275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	225	32	0	0	0	1058	7597	20428	10403	0	1519	10214	10403	22136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12311																																																																									
12647	317	0	-996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2335	22312	19196	51083	0	4462	9598	51083	65143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12656	0	0	-285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	5551	6144	5899	0	1110	3072	5899	10081	0	5048	5048	0	0	0	0	0	0	0	0	0	0	0	0	0	
12937	0	0	-1929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7614	0	0	0	7614	0	0	0	44300	3030	33488	133245	0	606	16744	133245	150595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12946	9878	887	-1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22027	0	0	268	21759	0	0	0	5569	153254	250137	524149	0	30651	125069	524149	679869	0	9025	9025	0	0	0	0	0	0	0	0	0	0	0	0	0	
12955	0	0	-1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539	1539	0	0	1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24462	23029	90395	0	4892	11515	90395	106802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13103	8585	0	19766	142	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10422	138861	509274	923730	0	27772	254637	923730	1206139	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251	0	0	-435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13315	2144	5626	21173	0	429	2813	21173	24415	0	187	187	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457	0	0	-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	29	0	0	0	4857	7252	27	11343	0	1450	14	11343	12807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14052	166	2	-552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	13	0	0	0	10085	6125	13560	30978	0	1225	6780	30978	38983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14155	682	0	-1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8890	8890	0	0	8890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1793	14819	61131	98592	0	2964	30566	98592	132122	0	5264	5264	0	0	0	0	0	0	0	0	0	0	0	0	0	
14650	0	0	-341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	5694	4032	2340	20801	0	806	1170	20801	22777	0	1591	1591	0	0	0	0	0	0	0	0	0	0	0	0	0	
14753	0	0	-284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	288	0	0	0	4335	5115	14572	22705	0	1023	7286	22705	31014	0	53	53	0	0	0	0	0	0	0	0	0	0	0	0	0	
