"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													152		70	0					39	43	0						
242													28		0	0					28	0	0						
279													1224		881	0					151	192	0						
354													7		0	0					7	0	0						
457													154		0	0					19	135	0						
505													3542		1466	364					92	1527	93						
1155													2062		1497	0					186	379	0						
1351													576		62	0					404	110	0						
1454													3009		2705	0					72	232	0						
1669													375		54	0					113	208	0						
1856													155		53	0					81	21	0						
2040													1306		373	0					168	765	0						
2161													1985	0	1433	0	0	0	0	0	59	493	0	1433	0				
2376													62376	0	25533	0	0	0	0	0	1239	35604	0	25126	0				
2554													26		0	0					26	0	0						
2732													2015		753	0					498	764	0						
2750													471		300	0					68	93	10						
3252													288		4	0					203	81	0						
3458													218		26	49					66	77	0						
3720													2275		1	0					76	2198	0						
3971													12152		6743	0					734	4635	40						
4156													757		460	0					222	75	0						
4231													221		0	0					121	100	0						
5069													6792		1400	0					1021	3230	1141						
5135													2909		1000	0					364	1545	0						
5210													11914	0	7853	0	0	2451	0	0	1466	2514	81	2978	0	Deferred Director Fees			
5461													5589		4328	0					15	1064	182						
5751													1673		1386	0					72	215	0						
6039													1648	0	173	0	0	0	0	0	446	1029	0	0	0				
6329													5255		3072	0	624				744	1439	0	2394					
7009													6719		454	94					800	5371	0						
7045													595	0	0	0	0	0	0	0	83	512	0	0	0				
7072													4387		3282	0					56	1049	0						
7456													166		41	0					61	64	0						
7634													149		3	0					69	77	0						
8033													3376		2675	0					587	114	0						
8462													245		0	0					201	36	8						
8631													785		646	0					19	120	0						
9357													14202		8599	0					33	5570	0						
9553													1118		4	0					58	1056	0						
9807													4922		237	0					1943	1992	750						
9955													165		0	0					58	107	0						
10250													1026		369	0					182	475	0						
10849													646		34	0					141	471	0						
11145													1999		140	0		140			110	1749	0			Great Lakes Capital Fund			
11640													2677		1292	0					623	762	0						
11837													208		100	0					18	90	0						
12030													3041		2527	0					167	347	0						
12142													3758		3469	0					143	146	0						
12179													572		534	11					2	25	0						
12311	1438797	0	842176	244432	385320	0	0	0	229019	99764	0	0									23406								
12647													218	40	40	0	0	0	0	0	73	105	0	0	0				
12656													61		0	0					15	46	0						
12937													2237		84	1715					225	213	0						
12946													15148		10716	0					1083	3349	0	8913					
13103													26941		23112	0		17803			619	3192	18			Defined Benefit Retirement Plan Liability			
13251													133		119	0					14	0	0						
13457													161		155	0					6	0	0						
14155													1136		807	0					126	203	0						
14650													330		236	0					7	87	0						
14753													104		0	39					61	4	0						
14865													2473		2067	0					75	306	25						
14977													156	0	39	0	37	0	0	0	40	77	0	0	0				
16551													2006		1500	0					172	334	0						
16748													794		521	0					38	220	15						
