"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													456	80	118	182	0	0	0	0	109	47	0	0	0				
242													25	0	0	0	0	0	0	0	25	0	0	0	0				
279													644	0	357	0	50	188	3	0	68	219	0	101	0	ATM Settlement Account	Elan Transfer bonus		
354													4	0	0	0	0	0	0	0	4	0	0	0	0				
457													44	0	0	0	0	0	0	0	21	23	0	0	0				
505													2962	0	974	486	0	804	0	0	84	1325	93	0	0	Deferred service fee-FCC			
1155													1709	0	1360	0	0	0	0	0	158	191	0	1304	0				
1351													539	0	40	0	0	40	0	0	320	179	0	0	0	ATM cardholder in process			
1454													1275	0	1019	0	0	0	0	0	86	170	0	841	0				
1557													492	0	13	438	0	0	0	0	41	0	0	0	0				
