"IDRSSD"	RCFD0071	RCFD0081	RCFD0426	RCFD1754	RCFD1773	RCFD2130	RCFD2145	RCFD2150	RCFD2160	RCFD2170	RCFD2930	RCFD2948	RCFD3000	RCFD3123	RCFD3163	RCFD3190	RCFD3200	RCFD3210	RCFD3230	RCFD3300	RCFD3545	RCFD3548	RCFD3632	RCFD3656	RCFD3838	RCFD3839	RCFD5369	RCFD6724	RCFDA130	RCFDB528	RCFDB529	RCFDB530	RCFDB989	RCFDB995	RCFDG105	RCFN2200	RCFN6631	RCFN6636	RCON0071	RCON0081	RCON0426	RCON1754	RCON1773	RCON2130	RCON2145	RCON2150	RCON2160	RCON2170	RCON2200	RCON2930	RCON2948	RCON3000	RCON3123	RCON3163	RCON3190	RCON3200	RCON3210	RCON3230	RCON3300	RCON3545	RCON3548	RCON3632	RCON3656	RCON3838	RCON3839	RCON5369	RCON6631	RCON6636	RCON6724	RCON8678	RCONA130	RCONB528	RCONB529	RCONB530	RCONB987	RCONB989	RCONB993	RCONB995	RCONG105	
1557																																							2976	1900	333	0	20150	0	735	0	1023	81984	67880	24	71705	0	434	70	3375	0	10279	200	81984	0	0	633	0	0	9624	0	29058	38822			0	55231	54797	-178	0	0	426	0	10279	
1669																																							23048	6973	161	43695	71773	0	2081	43	12648	250455	205880	322	206202	0	2898	0	0	0	44253	800	250455	0	0	42539	0	0	800	0	46976	158904			0	92931	90033	114	0	0	0	0	44253	
1829																																							6583	4695	288	0	102224	0	3219	0	13446	413861	317332	2761	367500	0	3547	8144	42118	0	46362	390	413862	0	0	41420	0	0	3100	488	101184	216149			0	278321	274774	1452	0	0	0	5289	46362	
1856																																							56233	578	0	0	19429	0	375	0	1842	121962	75758	216	105974	0	1043	98	30000	0	15988	500	121962	0	0	1418	0	0	14282	0	3529	72229			0	43919	42876	-212	531	0	0	0	15988	
2040																																							4023	3599	0	0	59267	0	2489	0	8274	198160	163874	434	176521	0	3495	0	4000	0	21639	480	198160	0	0	16748	0	0	4270	0	25647	138227			0	122445	118950	141	1558	0	0	8213	21639	
2161																																							7065	8514	0	1	26449	0	2217	31	4821	127407	109830	2199	112029	0	758	0	0	0	15378	1000	127407	0	0	12695	0	0	1356	0	25052	84778			0	73337	72579	327	5730	0	0	0	15378	
2376																																							402	9170	0	87667	317594	0	14422	4368	191098	3213995	1813626	42928	2775007	64	31036	0	912003	0	438925	500	3213996	0	0	419397	4555	0	43986	0	109789	1703837			-23462	2615755	2584719	-1496	0	0	6450	0	438989	
2554																																							4390	153	0	0	3439	0	122	0	154	14628	12571	18	13339	0	165	289	750	0	1289	50	14628	0	0	227	0	0	975	0	5175	7396			0	6246	6081	37	0	0	0	0	1289	
2732																																							130124	14925	1112	0	94859	0	3974	1047	3538	566352	483796	941	484737	0	3508	0	0	0	81615	0	566352	0	0	75684	0	0	5789	0	125154	358642			0	320281	316773	142	0	0	0	0	81615	
2750																																							1501	1675	0	0	14115	0	293	148	2838	65825	45253	273	59648	0	720	0	14122	0	6177	121	65825	0	0	883	0	0	5200	0	7165	38088			0	45975	45255	-27	0	0	0	0	6177	
3177																																							71795	8511	538	800	109066	0	12870	650	37373	1020250	793585	10408	916947	0	3760	4630	112954	0	103303	0	1020250	0	0	45114	0	0	63176	0	102545	691040			-3838	777777	774017	-1149	0	0	0	0	103303	
3252																																							0	5566	0	656	69579	0	548	0	3523	174647	144063	291	151854	0	2444	0	4500	0	22793	200	174647	0	0	21777	0	0	300	0	23363	120700			0	97219	94775	516	0	0	3000	0	22793	
3458																																							566	591	0	2385	11295	0	305	0	562	37480	26648	142	33798	0	322	0	0	0	3682	100	37480	0	0	2524	0	0	1101	0	4047	22601			0	22098	21776	-43	0	0	133	6875	3682	
3720																																							16357	6226	0	172	52519	0	4367	1060	6339	222495	185876	2134	190783	0	1645	0	0	0	31712	2400	222495	0	0	10731	0	0	18600	0	35336	150540			0	137100	135455	-19	0	0	0	2773	31712	
3971																																							40763	10111	975	0	69114	386	13038	1558	24251	702990	549649	13228	593878	0	11331	12142	31001	0	109112	2	702990	0	0	-67769	0	0	176276	6034	76281	473368			0	534080	522749	603	1869	0	0	0	109112	
4156																																							2040	4911	0	0	43021	0	7259	22	5747	229373	189927	547	207185	0	1854	1783	15000	0	22188	1200	229373	0	0	14291	0	0	6657	83	30442	159485			0	159051	157197	40	7310	0	0	1711	22188	
4231																																							0	17970	0	0	48950	0	898	1356	915	119924	104569	254	104823	0	679	0	0	0	15101	500	119924	0	0	2692	0	0	12100	0	20690	83879			0	50514	49835	-191	0	0	0	0	15101	
4437																																							16905	4153	0	0	86855	0	4872	75	8709	250040	215950	1380	221862	0	2016	0	2170	0	28178	963	250040	0	0	23029	0	0	3750	0	27031	188919			0	130487	128471	436	0	0	0	2362	28178	
4839																																							1225	14907	0	0	74734	206	5384	1130	2858	339180	271355	1168	302483	0	5323	0	22000	0	36697	1875	339180	0	0	20305	0	0	14653	393	46328	225027			0	243666	238343	-136	0	0	0	7960	36697	
5069																																							46830	1618	0	0	35819	0	17423	3790	4164	385114	216443	3185	219628	0	12330	0	0	0	165486	4500	385114	0	0	153269	0	0	4129	0	19919	196524			0	287800	275470	3588	0	0	0	0	165486	
5135																																							72904	10142	0	0	25796	0	5489	416	12694	408867	337457	1883	357045	0	4039	1042	17705	0	51822	651	408867	0	0	27768	0	0	23349	0	68155	269302			0	284423	280384	54	0	0	0	0	51822	
5210																																							6171	13502	0	73346	117165	2134	16649	1617	60477	1076784	850541	8876	984616	0	15172	0	79500	0	92168	4798	1076784	0	0	84775	0	0	5455	1623	63802	786739			0	799272	784100	-2860	0	0	0	45699	92168	
5461																																							5034	15066	0	0	136510	689	11004	3041	9118	488159	419898	3184	438832	0	5608	0	15750	0	49327	2059	488159	0	0	43134	0	0	4241	0	162482	257416			0	313305	307697	-107	0	0	0	0	49327	
5751																																							982	4126	415	0	39457	0	2113	0	6064	190954	158368	1418	159786	0	1381	1089	0	0	31168	600	190954	0	0	20299	0	0	8752	278	25246	133122			0	129045	127664	1517	8766	0	0	0	31168	
6039																																							14944	1454	0	0	11150	0	1325	2040	1590	81979	73928	226	74154	0	962	0	0	0	7825	469	81979	0	0	1823	0	0	5600	0	22491	51437			0	49838	48876	-67	600	0	0	0	7825	
6141																																							0	8007	0	21743	0	0	160	132	446	61035	55288	22	55310	0	377	0	0	0	5725	400	61035	0	0	1025	0	0	4300	0	17610	37678			0	19874	19497	0	11050	0	0	0	5725	
6329																																							29424	15778	0	0	30713	0	17490	5061	13661	489919	443508	2942	446450	0	6539	0	0	0	43469	2600	489919	0	0	20736	0	0	20000	0	148326	295182			0	379575	373036	133	4756	0	0	0	43469	
7009																																							9755	844	0	0	380688	0	296	0	5247	689396	627796	4770	632566	0	0	0	0	0	56830	500	689396	257	0	53600	0	0	552	0	177508	450288			0	292309	292309	2178	0	0	0	0	56830	
7045																																							1350	3873	0	0	99484	0	1970	157	2204	188363	169024	614	169638	0	1156	0	0	0	18725	100	188363	0	0	15702	0	0	2325	0	21293	147731			0	80481	79325	598	0	0	0	0	18725	
7072																																							752	2891	849	9426	4921	118	5246	0	11435	172169	129642	3571	140213	0	1534	751	7000	0	31956	0	172169	0	0	31952	145	0	0	0	7885	121757			0	135269	133735	4	1900	0	0	0	31956	
7157																																							0	674	0	300	18605	0	145	10	393	48789	43801	202	44003	0	239	0	0	0	4786	200	48789	0	0	4396	0	0	200	0	8129	35672			0	24010	23771	-10	4891	0	0	0	4786	
7456																																							2975	3183	0	0	14924	0	527	0	1348	76385	65698	67	70263	0	576	0	4334	0	6122	400	76385	0	0	1277	0	0	4300	0	20795	44903			0	54004	53428	145	0	0	164	0	6122	
7634																																							4579	1107	0	4	13290	0	489	675	616	59846	51839	64	52653	0	1092	0	750	0	7193	200	59846	0	0	-1125	0	0	8060	0	9214	42625			0	40178	39086	58	0	0	0	0	7193	
8033																																							24610	3518	0	0	8598	0	2887	1346	4052	219902	182808	1957	197365	0	1027	0	12600	0	22537	774	219902	0	0	17314	0	0	4476	0	62086	120722			0	166068	165041	-27	9850	0	0	0	22537	
8462																																							13850	19154	0	0	104025	0	388	0	707	188464	169955	74	170029	0	578	0	0	0	18435	350	188464	0	0	17242	0	0	350	0	69801	100154			0	45368	44790	493	5550	0	0	0	18435	
8631																																							13394	2969	0	0	12403	0	1628	106	2665	68908	61787	482	62269	0	443	0	0	0	6639	500	68908	0	0	5447	0	0	800	0	25712	36075			0	35041	34598	-108	1145	0	0	0	6639	
9357																																							36011	6573	476	0	63146	400	273	0	1773	450986	371203	2456	373659	0	3193	26747	0	0	77327	500	450986	0	0	22213	0	0	54660	84358	130930	240273			0	234298	231105	-46	124	0	0	0	77327	
9553																																							7600	3237	0	24765	26683	0	1150	0	6862	168363	110856	1125	156440	0	952	0	44049	0	11923	400	168363	0	0	10471	0	0	1700	0	23979	86877			0	99018	98066	-648	0	0	410	0	11923	
9807																																							81974	13031	0	365803	61174	15	8291	87353	136775	2227712	1656896	8745	1950250	0	35690	0	240000	0	277462	20000	2227712	0	0	200917	0	0	112272	0	56833	1600063			0	1508986	1473296	-55727	0	0	0	44609	277462	
9955																																							20557	1658	0	0	31215	0	1182	0	1749	131140	101299	113	115066	0	1511	0	13654	0	16074	110	131140	0	0	12883	0	0	3023	0	23336	77963			0	76290	74779	58	0	0	0	0	16074	
10250																																							21451	6602	0	0	80936	0	9902	3387	9073	357251	321390	591	321981	0	4875	0	0	0	35270	1500	357251	0	0	2493	0	0	30800	0	65950	255440			0	230775	225900	477	0	0	0	0	35270	
10849																																							18503	4950	0	30180	49404	0	3185	18352	4142	254790	226826	435	227261	0	1328	694	0	0	27529	16	254790	0	0	12576	0	0	15375	0	33419	193406			0	125490	124162	-438	1218	0	0	0	27529	
11145																																							1499	4373	0	0	19152	122	5299	1055	6486	188948	153210	1483	169837	0	1622	450	15144	0	19111	1000	188948	0	0	10929	0	0	7000	68	27031	126179			0	152066	150444	182	0	0	0	0	19111	
11275																																							54829	15574	41	56181	8142	0	16142	7721	59960	1425574	1100695	9301	1286544	0	15926	3939	140735	0	139030	1	1425574	0	0	51561	752	0	87518	87076	203289	897406			0	1128579	1112653	-50	2564	0	0	35813	139030	
11640																																							966	5291	0	0	120544	0	4820	30	16444	350987	286463	1590	312053	0	2304	0	20000	0	38934	650	350987	0	0	4118	0	0	33600	0	71278	215185			0	205196	202892	566	0	0	4000	0	38934	
11837																																							21785	1167	0	0	46609	0	593	975	2773	107427	87899	50	94949	0	527	0	7000	0	12478	314	107427	0	0	1032	0	0	11686	0	7497	80402			0	34052	33525	-554	0	0	0	0	12478	
12030																																							20207	29317	0	3599	14143	0	3386	2840	12938	321893	272738	2508	275246	0	7752	0	0	0	46647	300	321893	0	0	46030	0	0	300	0	69023	203715			0	239989	232237	17	3226	0	0	0	46647	
12142																																							3009	7437	0	795	73565	0	5595	75	8121	213635	187455	2545	193000	0	1543	0	3000	0	20635	1250	213635	0	0	6916	0	0	13250	0	52517	134938			0	109206	107663	-781	7375	0	0	0	20635	
12179																																							3226	3914	0	92	852	0	1358	18	2269	38954	29553	403	31303	0	276	0	1347	0	7651	0	38954	0	0	7650	0	0	0	0	3660	25893			0	27501	27225	1	0	0	0	0	7651	
12311	492689	713954	244287	3379905	9024960	0	611974	35039	3057860	66111039	1021418	59654268	383363	603072	467194	4583216	331630	6073408	39999	66111039	229292	144277	455087	407569	0	5784883	416328		0	47633060	47029988	-206561	0	593096	6456771	401052	0	401052				3379905	9024960						52114579						4583216					229292	144277						7121292	44993287							0	0	465000	593096		
12647																																							1493	12597	0	12316	0	0	3743	890	993	93846	82169	201	82370	0	996	0	0	0	11476	125	93846	0	0	2064	0	0	9287	268	26738	55431			0	62542	61546	0	0	0	0	0	11476	
12656																																							6	509	0	850	0	0	217	158	187	17535	15879	16	15895	0	285	0	0	0	1640	72	17535	0	0	1180	0	0	388	0	3952	11927			0	10845	10560	0	5048	0	0	0	1640	
12937																																							43197	2135	0	2000	0	0	11214	0	1427	203840	168768	3116	172322	0	1931	0	438	0	31518	750	203840	0	0	25519	0	0	5250	0	46873	121895			0	145798	143867	-1	0	0	0	0	31518	
12946																																							1814	12229	0	0	154966	33	12265	4582	20785	907210	813558	7007	821727	0	13810	9959	1162	0	85483	1	907210	0	0	65420	7500	0	17119	2915	95478	718080			0	684947	671137	2943	9025	0	0	0	85483	
12955																																							22804	1656	0	225	3	0	2924	112	695	134627	118470	313	120853	0	1248	0	2070	0	13775	1567	134628	0	0	3975	0	0	8233	3397	30360	88111			0	104059	102811	0	0	0	0	0	13775	
13103																																							5175	18108	5671	0	286533	0	16803	0	22316	1601457	1194833	23774	1372800	4396	11671	6440	154193	0	224261	500	1601457	0	0	173914	0	0	34019	1624	61811	1133022			0	1250450	1238779	15828	8	0	0	0	228657	
13251																																							12042	2582	0	0	1849	0	67	308	922	39828	35314	177	35491	0	443	0	0	0	4337	25	39828	0	0	2328	0	0	1975	0	5825	29489			0	22314	21871	9	187	0	0	0	4337	
13457																																							4405	486	0	0	5193	0	8	0	1681	23287	17221	112	17333	0	183	0	0	0	5954	50	23287	0	0	5739	0	0	152	0	2883	14338			0	11697	11514	13	0	0	0	0	5954	
14052																																							9878	2389	0	0	6626	0	1424	158	2136	60107	51958	60	53018	0	605	0	1000	0	7089	1000	60107	0	0	4369	0	0	1688	0	12689	39269			0	38101	37496	32	0	0	0	0	7089	
14155																																							1457	4986	0	0	9795	0	8189	748	6729	165613	144385	762	149297	0	1830	0	4150	0	16316	176	165613	0	0	15927	0	0	160	0	52115	92270			0	130275	128445	53	5264	0	0	0	16316	
14650																																							5157	1460	0	2946	19	0	252	0	1727	32523	28686	481	29167	0	432	90	0	0	3356	200	32523	0	0	2855	0	0	300	0	11419	17267			0	19713	19281	1	1591	0	0	0	3356	
14753																																							3439	1165	0	13749	3585	0	144	150	765	46155	40911	371	41807	0	428	0	0	0	4348	300	46155	0	0	1703	0	977	1277	0	13757	27154			0	23533	23105	91	53	0	525	0	4348	
14865																																							30713	10271	0	4250	13108	0	7145	328	9440	325638	293575	1601	295176	0	3933	0	0	0	30462	730	325638	0	0	20364	0	0	9231	0	75222	218353			0	254316	250383	137	0	0	0	0	30462	
14977																																							4738	1223	0	9	5353	0	1892	0	1121	47365	36519	104	39143	0	369	0	2520	0	8223	0	47366	0	0	8127	0	0	0	0	9794	26725			0	33398	33029	96	0	0	0	0	8223	
16458																																							9025	1971	0	59605	57840	0	10249	0	2611	334479	259678	467	299008	0	2510	0	38863	0	35471	941	334479	0	0	31939	0	0	2059	660	30716	228962			0	194824	192314	532	204	0	0	0	35471	
16551																																							368	4029	1720	20493	28387	790	4352	1267	6242	248301	198836	185	222870	0	2261	564	13000	0	25431	175	248301	0	0	14912	0	0	9825	130	35333	163503			0	182220	179959	519	0	0	10849	0	25431	
16748																																							5441	4234	373	8261	7823	0	2628	0	2557	68239	60253	480	60733	0	529	0	0	0	7506	400	68239	0	0	4386	0	0	2600	170	17860	42393			0	36171	35642	120	1110	0	0	0	7506	
16944																																							1448	3893	0	0	17649	0	145	332	414	35908	32405	441	32846	0	209	0	0	0	3062	1000	35908	0	0	850	0	0	1500	0	7492	24913			0	12236	12027	-288	0	0	0	0	3062	
16953																																							3715	5055	0	4455	10865	0	104	0	337	38897	33951	33	33984	0	125	0	0	0	4913	100	38897	0	0	1798	0	0	3150	0	8927	25024			0	14491	14366	-135	0	0	0	0	4913	
17110																																							23618	4303	0	100	16930	0	1443	0	2783	104546	82221	4881	87102	0	279	0	0	0	17444	300	104546	0	0	10158	0	0	6986	0	0	82221			0	55648	55369	0	0	0	0	0	17444	
17147																																							42797	117941	16841	631088	546934	0	76144	19293	286190	5801944	4676055	33514	4994860	0	63964	193802	145371	0	807084	10871	5801944	0	0	175408	2778	125	620178	7235	1106221	3569834			0	3924865	3860901	502	0	0	15381	124539	807084	
17259																																							4936	1185	0	650	17536	0	2111	112	2725	67518	50436	1643	61801	0	228	0	3000	0	5717	769	67518	0	0	3865	0	0	769	0	5941	44495			0	38491	38263	314	0	0	6722	0	5717	
17464																																							43701	39115	9931	152015	319881	0	43649	3309	168402	2336399	1984799	44032	2028831	0	22053	80082	0	0	307568	540	2336399	0	0	57729	564	0	325537	6690	268448	1716351			-79073	1490840	1468787	2835	273	0	0	0	307568	
17950																																							6911	5391	0	0	178606	0	5630	339	3934	374098	337096	2121	339217	0	3304	1695	0	0	34881	725	374098	0	0	20156	0	0	13050	53	50590	286506			0	174843	171539	950	0	0	0	0	34881	
17978																																							5405	4538	0	164269	0	0	6499	4087	6888	326930	211722	602	221089	0	2545	0	8765	0	105841	0	326930	0	0	105841	0	0	0	0	3506	208216			0	137789	135244	0	0	0	0	0	105841	
18050																																							31061	10883	252	26990	155376	0	11400	133	8947	482534	429729	3925	433768	0	3617	0	114	0	48766	1214	482534	0	0	37204	0	0	7671	454	162934	266795			0	240655	237038	2677	0	0	0	0	48766	
18135																																							1624	5688	0	33750	74292	0	14315	90	7280	258204	205352	571	237166	0	1112	0	18600	0	21038	456	258204	0	0	14421	0	0	6056	903	70527	134825			0	97774	96662	105	23600	0	0	12643	21038	
18377																																							15423	289	0	0	10262	0	1085	144	388	52754	47680	203	48426	0	182	0	543	0	4328	0	52754	0	0	4163	0	0	0	0	93	47587			0	25345	25163	165	0	0	0	0	4328	
18827																																							74779	19024	6309	0	142699	1802	20327	3927	36037	948515	835829	11106	846935	0	4816	0	0	0	101580	528	948515	0	0	38044	0	0	64749	0	241767	594062			0	648427	643611	-1741	0	0	0	0	101580	
18836																																							8215	2077	0	0	15492	0	4104	3356	5991	149117	129399	1625	133828	0	1691	0	2804	0	15289	180	149117	0	0	13439	0	0	1676	0	24475	104924			0	111573	109882	-6	0	0	0	0	15289	
18854																																							79342	5890	1808	0	0	0	5254	810	5139	478704	430078	4307	434385	0	4829	0	0	0	44319	40	478704	0	0	30219	0	0	14060	0	118394	311684			0	385290	380461	0	0	0	0	0	44319	
19356																																							49	2146	0	0	38221	0	637	0	1662	80893	70194	502	72565	0	874	0	1869	0	8328	2025	80893	0	0	3305	0	0	3200	0	15536	54658			0	35649	34775	-202	3403	0	0	0	8328	
19730																																							153809	41292	3582	3888	154394	0	62171	16233	94641	2287197	1997735	10211	2023160	0	26320	0	15000	0	264037	4083	2287197	207	214	61956	0	0	197804	8274	616686	1381049			0	1770652	1744332	194	4374	0	0	0	264037	
19936																																							74415	2590	0	20474	13309	0	5077	62	5927	267979	241155	682	244837	0	2902	0	3000	0	23142	420	267979	0	0	10143	0	0	12406	0	63687	177468			0	149027	146125	173	0	0	0	0	23142	
19972																																							25644	1036	0	23185	0	0	368	0	3438	95269	78105	952	79057	0	405	0	0	0	16212	0	95269	0	0	16212	0	0	0	0	63	78042			0	42003	41598	0	0	0	0	0	16212	
20053																																							3984	2499	0	0	9095	0	366	28	2795	89198	78829	223	79052	0	1011	0	0	0	10146	150	89198	0	0	4008	0	0	6053	0	18821	60008			0	70716	69705	-65	726	0	0	0	10146	
20512																																							100	2661	0	2009	35287	0	719	172	5445	93391	77493	5858	83351	0	562	0	0	0	10040	410	93391	0	0	9685	0	0	775	0	19166	58327			0	45990	45428	-830	1570	0	0	0	10040	
20633																																							219	10417	0	0	68509	0	6551	14681	10238	296308	258402	2613	267015	0	3064	0	6000	0	29293	1106	296308	0	0	25560	0	0	2816	0	31702	226700			0	167798	164734	-189	20959	0	0	0	29293	
20857																																							27156	7874	0	0	122957	0	1104	192	2616	249015	222871	83	228261	0	623	142	5307	0	20754	200	249015	0	0	6070	0	0	11300	0	131009	91862			0	71532	70909	3184	16065	0	0	0	20754	
21256																																							3971	147	0	0	921	0	50	225	638	9828	8691	5	8696	0	127	0	0	0	1132	105	9828	0	0	515	0	0	495	0	2352	6339			0	3807	3680	17	196	0	0	0	1132	
21359																																							8066	1590	365	230	10285	0	322	157	829	47965	42606	66	42855	0	232	0	183	0	5110	550	47965	0	0	1016	0	0	3436	0	10289	32317			0	26353	26121	108	0	0	0	0	5110	
21630																																							2684	1729	0	0	38005	0	4242	0	833	106175	91528	857	94675	0	686	0	2290	0	11500	281	106175	0	0	7651	0	0	1919	0	20877	70651			0	54493	53807	1649	4875	0	0	0	11500	
21658																																							5776	1622	0	0	55810	0	1434	60	4328	157546	141324	1284	142608	0	1527	0	0	0	14938	100	157546	0	0	11085	0	0	4157	0	20457	120867			0	89095	87568	-404	948	0	0	0	14938	
22048																																							6508	4008	0	0	36452	0	3770	1855	7030	185813	157290	1223	168039	0	1753	0	8831	0	17774	1000	185813	0	0	10273	0	0	6400	0	30963	126327			0	127943	126190	101	0	0	0	695	17774	
22543																																							19616	2051	0	0	27170	0	2322	0	680	93490	78967	34	79001	0	579	0	0	0	14489	602	93490	0	0	9815	0	0	4198	0	19188	59779			0	40845	40266	-126	1385	0	0	0	14489	
22552																																							698	2537	0	870	6339	0	2867	31	1803	94135	76574	451	85785	0	1080	0	2000	0	8350	100	94135	0	0	2679	0	0	5500	0	14784	61790			0	80070	78990	71	0	0	6760	0	8350	
22730																																							8602	3708	0	0	46765	0	3211	81	3898	155262	137574	785	142002	0	752	0	0	0	13260	250	155262	0	0	12643	0	0	300	0	44760	92814			0	82824	82072	67	6925	0	0	3643	13260	
22936																																							27036	2557	0	0	21140	0	3507	6352	1453	156057	145397	536	147041	0	2255	0	1108	0	9016	725	156057	0	0	-10881	0	0	19128	0	39779	105618			0	94767	92512	44	1500	0	0	0	9016	
23045																																							2887	389	0	861	29325	0	381	94	517	48176	41088	60	41148	0	170	0	0	0	7028	2214	48176	0	0	2378	0	0	2840	0	3172	37916			0	10992	10822	-404	2900	0	0	0	7028	
23456																																							541	2368	0	0	28349	0	2389	590	1202	104171	90849	129	91029	0	1041	0	51	0	13142	126	104171	0	0	11997	0	0	336	0	12056	78793			0	69736	68695	683	37	0	0	0	13142	
