"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	15455	14813	115	0	0	0	0	0	14813	0	0	527	
242	4934	4879	158	0	0	263	0	0	4879	0	0	160	
279	29843	29673	88	0	0	0	0	0	29673	1	0	81	
354	1334	1338	-8	0	0	0	0	0	1338	0	0	4	
457	5697	5407	290	0	0	0	0	0	5407	0	0	0	
505	48847	47008	1158	0	0	0	0	0	47008	0	0	681	
1155	23138	22423	942	0	0	500	0	0	22423	0	0	273	
1351	26104	25768	531	0	0	267	0	0	25768	0	0	72	
1454	87896	81199	2690	0	0	1250	0	0	81199	0	0	5257	
1669	47359	45925	954	0	0	0	0	0	45925	0	0	480	
1856	13929	13231	214	0	0	250	0	0	13231	0	0	734	
2040	24261	23255	1388	0	0	600	0	0	23255	0	0	218	
2161	16913	16515	388	0	0	145	0	0	16515	0	0	155	
2376	476213	506101	12300	0	0	40200	0	0	506101	0	745	-2733	
2554	1681	1606	44	0	0	0	0	0	1606	0	0	31	
2732	96270	95079	1282	0	0	301	0	0	95079	0	0	210	
2750	7377	7187	263	0	0	137	0	0	7187	0	0	64	
3252	26633	25457	817	0	0	250	0	0	25457	0	0	609	
3458	5015	4884	89	0	0	0	0	0	4884	0	0	42	
3720	38874	37239	990	0	0	144	0	0	37239	0	0	789	
3971	103149	102386	1316	0	0	1000	0	0	102386	0	0	447	
4156	23265	22611	361	0	0	119	0	0	22611	0	0	412	
4231	17109	16297	315	0	0	0	0	0	16297	0	0	497	
5069	200369	196656	2672	0	0	0	0	0	196656	0	0	1041	
5135	73261	71303	1770	0	0	0	0	0	71303	0	0	188	
5210	162157	156651	5852	0	0	1621	0	0	156651	0	0	1275	
5461	64708	61332	2126	0	0	715	0	0	61332	0	0	1965	
5751	35514	34294	1101	0	0	450	0	0	34294	0	0	569	
6039	30794	30114	570	0	0	0	0	0	30114	0	0	110	
6329	76544	72559	2030	0	2300	500	0	0	72559	0	0	155	
7009	80067	73985	6921	0	0	1500	0	0	73985	0	0	661	
7045	20563	19026	380	0	0	0	0	0	19026	0	0	1157	
7072	36631	35333	1016	0	0	0	0	0	35333	0	0	282	
7456	8988	8762	307	0	0	140	0	0	8762	0	0	59	
7634	9607	9974	308	0	0	833	0	0	9974	0	0	158	
8033	39146	38268	1318	0	0	500	0	0	38268	0	0	60	
8462	23038	21917	728	0	0	353	0	0	21917	0	0	746	
8631	6979	6814	116	0	0	40	0	0	6814	0	0	89	
