"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14939	19972	384	0	0	6120	0	0	19972	0	0	703	
242	5385	5301	298	0	0	306	0	0	5301	0	0	92	
279	28693	28153	393	0	0	0	0	0	28153	1	0	146	
354	977	1000	-63	0	0	0	0	0	1000	0	0	40	
457	4646	4611	455	0	0	420	0	0	4611	0	0	0	
505	37029	35923	1494	0	0	567	0	0	35923	0	0	179	
1155	20525	19599	1268	0	0	470	0	0	19599	0	0	128	
1351	24599	23918	1124	0	0	531	0	0	23918	0	0	88	
1454	82344	72841	4973	0	0	1300	0	0	72841	0	0	5830	
1557	10389	9872	370	0	0	0	0	0	9872	0	0	147	
1669	46263	44584	1415	0	0	0	0	0	44584	0	0	264	
1856	16536	16090	687	0	0	972	0	0	16090	0	0	731	
2040	22768	21771	555	0	0	58	0	0	21771	0	0	500	
2161	16100	15753	487	0	0	348	0	0	15753	0	0	208	
2376	524413	489783	27265	0	0	0	0	0	489783	0	1572	5793	
2554	1566	1457	89	0	0	40	0	0	1457	0	0	60	
2732	88652	86838	2144	0	0	565	0	0	86838	0	0	235	
2750	7068	7058	413	0	0	306	0	0	7058	-183	0	86	
3252	24750	23499	1402	0	0	500	0	0	23499	0	0	349	
3458	4409	4265	124	0	0	0	0	0	4265	0	0	20	
3720	35790	34204	1378	0	0	240	0	0	34204	0	0	448	
3971	113538	111967	1307	0	0	0	0	0	111967	0	0	264	
4156	22774	22259	680	0	0	760	0	0	22259	0	0	595	
4231	16376	15272	317	0	0	0	0	0	15272	0	0	787	
4839	40303	37553	1073	0	0	429	0	0	37553	0	0	2106	
5069	183191	176826	13726	0	0	7566	0	0	176826	0	0	205	
5135	64124	61404	2801	0	0	434	0	0	61404	0	0	353	
5210	103931	100395	5437	0	0	2427	0	0	100395	0	0	526	
5461	54702	54149	2081	0	0	1790	0	0	54149	0	0	262	
5751	34520	33417	1937	0	0	1200	0	0	33417	0	0	366	
6039	28411	27636	728	0	0	0	0	0	27636	0	0	47	
6141	6138	5947	191	0	0	0	0	0	5947	0	0	0	
6329	58195	56033	3937	0	0	1825	0	0	56033	0	0	50	
7009	67287	61267	10352	0	0	5000	0	0	61267	0	0	668	
7045	20047	18134	837	0	0	0	0	0	18134	0	0	1076	
7072	33148	32743	388	0	0	0	0	0	32743	0	0	17	
7157	5075	4996	82	0	0	48	0	0	4996	0	0	45	
7456	7760	7160	503	0	0	111	0	0	7160	0	0	208	
7634	8717	8497	581	0	0	420	0	0	8497	0	0	59	
8033	31175	29465	2153	0	0	500	0	0	29465	0	0	57	
8462	21234	19688	1119	0	0	287	0	0	19688	0	0	714	
8631	6969	6699	177	0	0	80	0	0	6699	0	0	173	
9357	82295	79838	4042	0	0	1598	0	0	79838	0	0	13	
9553	13716	13146	1017	0	0	725	0	0	13146	0	0	278	
9807	328843	313789	22457	0	0	9938	0	0	313789	0	0	2535	
9955	18677	17612	1021	0	0	503	0	0	17612	0	0	547	
10250	38175	35708	2078	0	0	1000	0	0	35708	0	0	1389	
10849	27033	26010	341	0	0	0	0	0	26010	0	0	682	
11145	21549	20619	1150	0	0	360	0	0	20619	0	0	140	
11640	44480	40841	2062	0	0	0	0	0	40841	0	0	1577	
11837	14338	13448	225	0	0	0	0	0	13448	0	0	665	
12030	56243	49898	6329	0	0	0	0	0	49898	0	0	16	
12142	22080	20522	930	0	0	0	0	0	20522	0	0	628	
12179	7825	7782	43	0	0	0	0	0	7782	0	0	0	
12311	10961717	10668303	537881	0	-331002	0	22349	0	10668303	57469	0	51415	
12647	17910	17790	454	0	0	334	0	0	17790	0	0	0	
12656	1774	1725	49	0	0	0	0	0	1725	0	0	0	
12937	33732	33268	614	0	0	150	0	0	33268	0	0	0	
12946	145138	134754	11130	0	0	4700	0	0	134754	0	0	3954	
13103	249456	240612	8370	0	0	673	0	0	240612	0	0	1147	
13251	4818	4643	330	0	0	165	0	0	4643	0	0	10	
13457	6195	6053	125	0	0	5	0	0	6053	0	0	22	
14052	6750	6572	274	0	0	129	0	0	6572	0	0	33	
14155	19395	18489	1660	0	0	950	0	0	18489	0	0	196	
14650	4158	4018	221	0	0	81	0	0	4018	0	0	0	
14753	4854	4826	60	0	0	0	44	0	4826	0	0	12	
14865	40017	38648	1706	0	0	385	0	0	38648	0	0	48	
14977	8771	8584	183	0	0	0	0	0	8584	0	0	4	
