"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ461	RCFDJ462	RCFDJA29	RCFDJF76	RCFDK183	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCFNK260	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ461	RCONJ462	RCONJA29	RCONJF76	RCONK169	RCONK170	RCONK171	RCONK172	RCONK173	RCONK174	RCONK175	RCONK176	RCONK177	RCONK183	RCONK187	RCONK188	RCONK189	RCONK190	RCONK191	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONN517	RCONN518	RCONN519	RCONN520	RCONN521	RCONN522	RCONN523	RCONN524	RCONN527	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
1669																																		0	0	0	0	0	0		0	0	0	0	0	4001	3	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														www.lnbparis.com	
1856																																		98	0	0	98	0	30000		0	0	0	0	0	155	0	0			0	0	0	30000	0	0	0	0	0	0	0	0					0	0																																														www.washitastatebank.com	
2040																																		0	263	5000	0	0	22500		0	0	0	0	263	374	0	0			0	9000	7500	6000	0	0	0	0	0	0	0	0	true	false				0																																														http://www.fmnetbank.com	
2161																																		0	36	0	0	0	0		19	0	2	0	15	619	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.lamarnational.com	
2376																																		0	1564	144735	0	0	545862		0	0	0	0	1564	32658	3	0	false	0	0	144735	185936	161206	5000	0	19703	0	0	29282	0	48985	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	true																										http://www.oritani.com	
2554																																		289	0	2000	289	0	2000		0	0	0	0	0	13	0	0			0	2000	0	0	0	0	0	0	0	0	0	0						0																																														www.sbmarietta.com	
2732																																		1112	145	0	0	0	0		0	0	0	0	145	30245	4	0			0	0	0	0	0	0	0	0	0	0	0	0						1112																															Albank															www.albaybank.com	
2750																																		0	0	6000	0	0	6385		0	0	0	0	0	642	1	0			385	6000	0	0	0	0	385	0	0	0	0	385						0																																														www.genoacb.com	
3252																																		0	221	1000	0	0	7300		140	0	0	0	81	1264	1	0			0	1000	1300	4000	1000	0	0	0	0	0	0	0						0																																														http://www.fnbgordon.com	
3458																																		0	0	1600	0	0	1600		0	0	0	0	0	0	0	0			0	1600	0	0	0	0	0	0	0	0	0	0						0																																														www.fbgconline.com	
3720																																		0	842	0	0	0	0		760	0	0	0	82	2127	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.bankofclarendon.bank	
3971																																		12142	387	15000	12142	0	91821		64	0	323	0	0	0	0	0			0	15000	47264	27000	2314	0	0	0	0	243	0	243					0	0																			1	true																										www.midcountrybank.com	
4156																																		1783	24	13600	1783	0	14600		0	0	24	0	0	21	0	0			0	13600	750	250	0	0	0	0	0	0	0	0					0	0																																														www.kanzabank.com	
4231																																		0	962	0	0	0	0		0	0	0	0	962	47	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.fmbanksylvania.com	
5069																																		0	4223	0	0	0	0		0	0	0	0	4223	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																															
5135																																		1042	269	32500	1042	0	33976		0	0	269	0	0	10369	6	0			0	32500	0	0	1476	0	0	0	0	0	0	0						0																																														http://www.fsbanks.com	
5210																																		15151	63	24000	13272	0	74216	true	63	0	0	0	0	5872	4	0	false	0	0	24000	46216	4000	0	0	0	0	0	0	0	0	false	false	0	0	1044	1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														http://www.nwsbbank.com	NWSB Bank, A Division of ACNB Bank															http://www.acnb.com	
5461																																		102	0	0	0	0	0		0	0	0	0	0	300	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	102																																														www.bankbac.com	
5751																																		1207	143	0	1089	0	0		0	0	76	0	67	583	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	118																															Garden City State Bank a branch of Kearny County Bank															www.kearnycountybank.com	
6039																																		0	2732	0	0	0	0		2019	0	340	0	373	724	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.pineland.bank	
6329																																		0	530	0	0	0	3000		191	3	97	0	239	329	0	0	true	0	0	0	3000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.abbank.com	
7009																																		0	0	0	0	0	0		0	0	0	0	0	662	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.bessemertrust.com	
7045																																		0	165	0	0	0	0		0	0	40	0	125	1277	1	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.banktpb.com	
7072																																		5694	765	13000	3707	992	29961		0	0	765	0	0	944	0	1595			0	13000	11000	5961	0	0	0	0	0	0	0	0					0	995																			2	true																										www.wallkill.com	
7456																																		0	0	0	0	0	0		0	0	0	0	0	476	0	0			0	0	0	0	0	0	0	0	0	0	19	0						0																														www.bankofhartington.net																www.bankofhartington.com	
7634																																		0	316	750	0	0	750		0	0	0	0	316	1682	2	0			0	750	0	0	0	0	0	0	0	0	0	0					0	0																																														THEFOURCOUNTYBANK.COM	
8033																																		0	457	0	0	0	18136		5	0	32	0	420	672	0	0			0	0	6000	10136	2000	0	0	0	0	0	0	0					0	0																																														www.thefriendlybank.com	
8462																																		0	0	0	0	0	0		0	0	0	0	0	1025	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.perrytonbank.com	
8631																																		0	94	0	0	0	0		0	0	94	0	0	135	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.pcbsm.com	
9357																																		26747	0	9000	26747	0	9000		0	0	0	0	0	4	0	0	true	0	0	9000	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.fidelitybankmn.com	
9553																																		0	0	3363	0	0	47873		0	0	0	0	0	100	0	0			0	3363	3321	4658	35348	15304	0	0	8	1175	4405	1183					0	0																																														http://www.adamscountybank.net	
9807																																		0	30572	0	0	0	0		22185	0	5476	2911	0	7099	2	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.amboybank.com	
9955																																		0	0	4824	0	0	22219		0	0	0	0	0	1761	1	0			0	8760	11074	2171	214	0	0	0	0	0	0	0					0	0																																														www.fusion.bank	
10250																																		0	0	0	0	0	0		0	0	0	0	0	932	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.thebankofelkriver.com	
10849																																		694	7157	0	694	0	0	true	5642	1515	0	0	0	2359	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														https://www.firststatebk.com	
11145																																		450	509	3536	450	0	19055		0	0	41	0	468	2285	1	0	false	0	0	3536	4189	2716	8614	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.losb.com	
11640																																		0	0	0	0	0	0		0	0	0	0	0	12115	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.fnbclarksdale.com	
11837																																		0	620	6000	0	0	6000		620	0	0	0	0	640	1	0			0	6000	0	0	0	0	0	0	0	0	0	0					0	0																																														www.farmbk.com	
12030																																		0	2739	0	0	0	0		0	1856	305	0	578	2356	1	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.fnbalma.com	
12142																																		0	0	5000	0	0	5000		0	0	0	0	0	130	0	0			0	5000	0	0	0	0	0	0	0	0	0	0					0	0																																														www.clevelandstatebank.com	
12179																																		0	0	0	0	0	0		0	0	0	0	0	348	0	0			0	0	0	0	0	0	0	0	0	0	0	0					194	0																																														www.amsavingsbank.com	
12311	2498425	26794	9	1943840	219343	5953654		135211	5	233555	true	0	1447705	9	2415	2467	1030	0	1747344	2611330	1572964	16095	384478	0	0	0	335242	0	0												2087	832	21175	0	2700																0		true	true					0	0	0	0	0	0	0	0	0		0	0	0	0	0																															www.Huntington.com	
12647																																		974	386	0	0	140	0		386	0	0	0	0	5421	2	140	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0		834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					true										Saratoga Community Bank		Hancock Community Bank													http://www.PORTAGECOUNTYBANK.COM	
12656																																		0	53	0	0	0	0	true	0	0	53	0	0	375	1	0			0	0	0	0	0	0	0	0	0	0	0	0	true	false				0																																														http://www.mybankathome.com	
12937																																		0	0	0	0	0	0		0	0	0	0	0	14402	4	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.oakbank.com	
12946																																		17688	727	20111	16399	0	21145		647	0	0	0	80	5955	6	0	true	0	0	20111	586	305	143	0	0	0	0	0	0	0	true	false	0	0	2623	1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.myfarmers.bank	
13103																																		13785	0	80900	7407	0	107215		0	0	0	0	0	4825	1	0	false	0	0	80900	25032	378	905	0	0	0	0	0	0	0	false	false	0	0	0	6378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.bristolcountysavings.com	
13251																																		0	159	0	0	0	0		0	109	50	0	0	24	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.elysianbank.net	
13457																																		0	0	0	0	0	0		0	0	0	0	0	52	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.bankoflewellen.com	
14052																																		152	158	0	0	152	0		0	0	0	0	158	136	0	152			0	0	0	0	0	0	0	0	0	0	0	0						0																																														www.lcbwi.com	
14155																																		0	217	0	0	0	5000	true	0	0	0	0	217	557	0	0			0	0	1500	3500	0	0	0	0	0	0	10	0						0																																														http://www.fandcbank.com	
14650																																		90	100	0	90	0	0		0	0	0	0	100	2	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.banklg.com	
14753																																		0	0	0	0	0	0		0	0	0	0	0	1458	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.fsbbucklin.com	
14865																																		202	1844	0	0	0	0		0	1844	0	0	0	1307	1	0			0	0	0	0	0	0	0	0	0	0	0	0					0	202																															Bank of Eastern Washington, a branch of Bank of Eastern Oregon															www.beobank.com	
14977																																		0	0	3140	0	0	3140		0	0	0	0	0	2400	2	0	false	0	0	3140	0	0	0	0	0	0	0	0	0	0	true	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://firstfedlfd.com	
16551																																		4235	367	0	2433	1457	0		23	0	28	0	316	0	0	1457			0	0	0	0	0	0	0	0	0	0	0	0					0	345																														www.vacationpropertyloans.com																http://www.northviewbank.com	
16748																																		260	0	0	0	260	0		0	0	0	0	0	763	1	260			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.esbanc.com	
17110																																		0	0	0	0	0	0		0	0	0	0	0	6022	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.haverfordquality.com	
17147																																		473409	8859	171800	444907	2448	385458		1844	0	534	0	6481	10317	6	2448	true	0	0	171800	108800	80000	24858	0	0	0	0	0	0	0	true	false	0	0		26054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															Lafayette Bank & Trust, A Division of First Merchants Bank		First Merchants Private Wealth Advisors, A Division of First Merchants Bank													http://www.firstmerchants.com	
17259																																		0	51	0	0	0	0		0	0	51	0	0	853	1	0			0	0	0	0	0	0	0	0	0	0	4534	0					0	0																															THE FIRST NATIONAL BANK IN COMANCHE															WWW.FNBMARLOW.COM	
17950																																		3755	218	0	2531	0	0		0	0	0	0	218	333	0	0			0	0	0	0	0	0	0	0	0	0	0	0						1224																														www.bankofjoliet.com	BANK OF JOLIET, BANK OF THERMOPOLIS	www.bankofthermopolis.com	BANK OF HARLEM, BANK OF RED LODGE	www.bankofharlemmt.com	BANK OF GREYBULL, BANK OF LOVELL	www.bankofredlodge.com	BANK OF POWELL	www.bankofgreybull.com	BANK OF BUTTE	www.bankoflovell.com	BANK OF PLENTYWOOD	www.bankofpowell.com	www.bankofbutte.com	www.bankofpelntywood.com		www.bankofbridger.com	
17978																																		0	1925	1053	0	0	2346		941	0	451	0	533	607	1	0			0	1053	1104	189	0	0	0	0	0	0	0	0					0	0																			2	true																										www.elizfed.com	
18050																																		0	0	15001	0	0	15001		0	0	0	0	0	3816	3	0			0	15001	0	0	0	0	0	0	0	0	0	0						0																																														www.fnbbastrop.com	
18135																																		0	0	3000	0	0	3000		0	0	0	0	0	1553	2	0	true	1219	0	3000	0	0	0	0	0	0	0	0	0	0						0																																														http://www.banksouthcentral.com	
18827																																		12108	292	0	9122	0	20000		0	0	216	0	76	23317	4	0	true	0	0	0	20000	0	0	0	0	0	0	0	0	0	true	false	0	0		2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.nextierbank.com	
18836																																		0	1425	0	0	0	2892		384	0	435	0	606	352	0	0			0	0	137	0	2755	0	0	0	0	0	0	0						0																																														www.caponvalleybank.com	
18854																																		1035	110	0	0	0	0		0	0	0	0	110	14027	2	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.bank7.com	
19356																																		814	16	0	762	0	0		0	0	16	0	0	126	0	0			0	0	0	0	0	0	0	0	0	0	0	0						52																																														https://www.sbtmiami.com	
19936																																		0	148	99	0	0	7785		36	0	0	0	112	1371	1	0			0	99	6199	1198	289	0	0	0	0	0	0	0					0	0																																														www.cbkamericus.com	
19972																																		0	0	0	0	0	0		0	0	0	0	0	778	0	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																															
20053																																		0	3	0	0	0	288		0	0	3	0	0	0	0	0			288	0	0	0	0	0	288	0	0	0	0	0					0	0																																														www.securityonlinebank.com	
20633																																		0	11138	0	0	0	9404		0	0	1579	8579	980	2206	2	0			0	0	5000	2250	2154	0	0	0	0	0	0	0					0	0																																														www.mcnbbanks.com	
20857																																		142	0	18500	142	0	22080		0	0	0	0	0	59	0	0			0	18720	666	440	2234	2936	0	0	0	20	0	0					0	0																																														granitefallsbank.com	
21256																																		0	0	0	0	0	0		0	0	0	0	0	264	2	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.statebankofburrtononline.com	
21359																																		207	95	0	0	0	246		0	0	0	0	95	0	0	0			211	0	0	0	0	0	211	31	4	0	0	200						207																																														http://www.asbgrygla.com	
21658																																		0	100	0	0	0	5680		0	0	0	0	100	381	0	0	true	0	0	0	0	0	5680	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.alliancebank.us	
22048																																		0	4018	9557	0	0	10982		0	0	3923	0	95	10180	4	0			0	9557	0	178	1247	0	0	0	0	0	0	0					0	0																																														www.unionbnk.com	
22543																																		0	0	8100	0	0	8100		0	0	0	0	0	1732	1	0	true	0	0	8100	0	0	0	0	0	0	0	0	0	0	false	false	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.ssbankmi.com	
22552																																		0	0	0	0	0	4000		0	0	0	0	0	1148	1	0	true		0	0	2000	2000	0	0	0	0	0	0	10995	0	true	false				0																																														https://www.firstsoutheastbank.com	
22730																																		0	0	0	0	0	412		0	0	0	0	0	2560	1	0			0	0	0	0	412	0	0	0	0	0	0	0					0	0																																														http://www.westunionbank.com	
22936																																		0	1390	0	0	0	0		1180	0	0	0	210	5476	4	0			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.fmbnk.com	
23456																																		0	147	0	0	0	255		0	0	24	0	123	214	0	0			0	0	0	0	0	0	0	0	255	0	0	0						0																																														www.fnbhenning.com	
23504																																		110667	175	265648	105950	1360	265648		0	0	0	0	175	28355	6	1578	true	0	0	265648	0	0	0	0	0	0	0	0	0	0	true	false	0	0		3357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														http://www.bnbbank.com	
23643																																		0	502	0	0	0	25300		11	0	36	0	455	484	0	0			25300	0	0	0	0	0	25300	0	0	0	0	25300						0																																														http://www.commercial-bank.net	
23755																																		1022	0	0	0	957	0		0	0	0	0	0	2443	2	2066			0	0	0	0	0	0	0	0	0	0	0	0					0	65																														cm.netteller.com		www.airteller.com/fn-cb														www.fn-cb.com	
24006																																		6511	754	10000	6106	0	32373		0	0	483	0	271	0	0	0	false	0	0	10000	5000	0	3810	0	13563	0	0	0	0	13563	true	false	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.PCSB.com	
24378																																		0	36	300	0	0	300		0	0	36	0	0	520	0	0			0	300	0	0	0	0	0	0	0	0	0	0						0																																														www.gblbank.com	
24453																																		2416	382	0	2150	0	0		382	0	0	0	0	514	0	0			0	0	0	0	0	0	0	0	0	0	0	0						266																																														http://www.rockymountainbank.com	
24659																																		0	11	0	0	0	0		0	0	11	0	0	204	0	0			0	0	0	0	0	0	0	0	0	0	0	0					0	0																																														www.producestatebank.com	
24668																																		732	300	315000	328	404	315000		0	0	0	0	300	922	1	404	false	0	0	315000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.bthbank.com	
24949																																		959	1005	0	0	959	0		0	0	34	0	971	126	0	1426			0	0	0	0	0	0	0	0	0	0	0	0						0																																														http://www.baraboobank.com	
25357																																		4092	219	13000	2463	0	13000		0	0	219	0	0	397	0	0			0	13000	0	0	0	0	0	0	0	0	0	0						1629																														https://www.redneck.bank																http://www.allamerica.bank	
25647																																		0	112	3000	0	0	6000		0	0	0	0	112	0	0	0	false	0	0	3000	3000	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																														www.firstsecurebank.com	
26176																																		18	833	25000	0	18	82000		0	0	0	0	833	0	0	18			0	25000	47000	10000	0	0	0	0	0	0	0	0					0	0																			1	true																										www.broadwayfederalbank.com	
