"IDRSSD"	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG422	RCONG423	RCONG427	RCONG428	RCONG432	RCONG433	RCONG437	RCONG453	RCONG457	RCONG458	RCONG462	RCONHT72	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1669	0	1655	4900																																	2469	0	373								
1856	0	0	5406																																	5332	0	1696								
2040	0	6	1441																																	9753	0	2382								
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2394	0	3221								
2376	217000	0	59645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	1947	0	4932								
2554	0	0	0																																	0	0	1824								
2732	0	11596	34501																																	34741	0	1376								
2750	3800	305	1901																																	1301	0	10825								
3252	0	0	455																																	2076	0	8483								
3458	0	15	39																																	544	0	729								
3720	5000	1712	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2282	0	8303								
3971	0	5150	81922																																	27579	0	19879								
4156	0	2740	6159																																	6144	0	4888								
4231	0	21	0																																	428	0	3121								
5069	0	12618	4976																																	600	0	0								
5135	0	947	3786																																	6838	0	32888								
5210	0	7957	42271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	47987	0	44836								
5461	0	9	6283																																	16433	0	15296								
5751	4000	98	1309																																	4870	0	12073								
6039	0	3600	24874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1753	0	10429								
6329	0	16937	17648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	10611	0	14157								
7009	0	0	0																																	0	0	0								
7045	0	490	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1604	0	2943								
7072	10000	1312	3635																																	2359	0	3635								
7456	0	708	778																																	5738	0	18022								
7634	0	53	405																																	0	0	1073								
8033	0	14784	6255																																	1468	0	11641								
8462	0	504	0																																	2169	0	5674								
8631	0	796	371																																	315	0	69								
9357	0	6024	4002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	148105	494517	3282								
9553	0	181	145																																	1192	0	22113								
9807	0	136759	257736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	8552	0	4209	MUNICIPAL LETTER OF CREDIT FHLBNY							
9955	0	0	884																																	1925	0	12031								
10250	0	2426	10373																																	28849	0	8912								
10849	0	2747	3647																																	2555	0	4678								
11145	0	3459	8364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2452	0	1633								
11640	0	2404	5468																																	4148	0	29829								
11837	0	58	0																																	0	0	176								
12030	0	822	363																																	7346	0	17013								
12142	0	1158	7854																																	7661	0	3395								
12179	0	7	724																																	621	0	573								
12311	0	200757	1199730	0	0	707847	1240258	0	0	0	0	48130	305894	353823	0	0	0	80250	419127	740881	55604	122736	182242	18188	0	0	0	0	0	0	182242	18188		3438489	186184	14604869	384130	1635298								
12647	0	807	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3239	0	7765								
12656	0	88	0																																	480	0	300								
12937	0	649	5826																																	4863	0	4662								
12946	332503	4859	41801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														1920	1752	58257	0	11714								
13103	0	33926	24971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	53659	0	34635								
13251	0	125	0																																	166	0	500								
13457	0	0	0																																	226	0	3349								
14052	0	23	865																																	1468	0	1613								
14155	0	5902	1288																																	999	0	5364								
14650	0	0	0																																	0	0	577								
14753	0	0	47																																	245	0	4628								
14865	0	4571	6460																																	17464	0	33011								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																250	0	6783								
16551	3000	2350	3921																																	7800	0	742								
16748	0	683	0																																	1591	0	1277								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15858	0	82866								
17147	0	35201	493997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														3751	1069	1501379	80	211291								
17259	0	228	0																																	0	0	706								
17950	0	2610	4671																																	4077	0	12821								
17978	17500	4548	0																																	0	0	641				Commit's. to Originate Single-Family Mortgages	Commit's. to Originate Multi-Family Mortgages	Commit's. to Originate Other Mortgages	Commt's. to Originate Consumer Loans	
18050	0	6256	15767																																	2308	0	5504								
18135	0	0	0																																	2810	0	4213								
18827	0	5048	133831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	83315	0	13016								
18836	0	87	757																																	301	0	3025								
18854	26522	12019	43791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	56573	0	17841								
19356	0	804	1743																																	1915	8	82								
19936	0	491	1988																																	13773	0	6814								
19972	0	0	0																																	672	0	0								
20053	0	845	0																																	2059	0	3934								
20633	0	384	2184																																	6010	0	1875								
20857	0	5	461																																	4413	0	18404								
21256	0	0	0																																	31	0	35								
21359	0	7	0																																	890	0	2264								
21658	0	2341	5922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3099	0	2016								
22048	0	520	6938																																	7055	0	5195								
22543	0	3694	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5339	0	1514								
22552	2000	241	653																																	4833	0	5234								
22730	0	0	848																																	2471	0	3467								
22936	0	2096	2721																																	4573	0	9572								
23456	0	3685	1266																																	2551	0	2301								
23504	184500	1130	146327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														156	1772	450175	0	50292								
23643	0	56	1703																																	3503	0	6144								
23755	0	8976	720																																	4588	0	721								
24006	0	8796	58349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	59466	0	0								
24378	0	869	790																																	225	0	1535								
24453	0	10115	4636																																	5689	0	1246								
24659	0	0	134																																	1672	0	1691								
24668	0	24966	33823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	206821	0	28515								
24949	0	1885	36954																																	16974	0	7800								
25357	0	4593	15758																																	7363	0	19909								
25647	0	165	2584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																302	0	225								
26176	0	0	7137																																	363	0	0								
26242	0	6120	26395																																	9229	0	16146								
26457	0	220	219																																	150	0	2745								
26765	25000	9369	25665																																	39377	0	4029								
27070	0	4159	2070																																	0	0	5025								
27548	25	1978	19214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	87822	0	11441								
27614	0	523	464																																	2968	0	17300								
27847	0	5075	12668																																	5404	0	344								
28013	0	21011	102277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	30567	0	5799								
28152	0	1625	705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																5681	0	4038								
28255	0	15494	12057																																	9861	0	4891								
28406	0	17004	147343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	231327	0	64379								
28675	0	802	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2220	0	3162								
28732	0	6793	5394																																	3497	0	2958								
29476	0	418	3725																																	2742	0	342								
29636	0	8172	26619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														6858	0	10459	0	4859								
29878	0	1121	66756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	16431								
30052	0	953	246																																	116	0	0								
30502	0	1079	42081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	27551	0	42805								
30650	0	2755	5690																																	3334	0	590								
30810																																														
31134	0	668	2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																90	0	8717								
31255	0	21244	22346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	20239	8513	2036								
31657	0	2350	0																																	2786	0	3429								
31826	0	233	7879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																176	0	5486								
31835	0	568	0																																	4894	0	14311								
32234	0	0	188																																	7885	0	660								
32766	0	159	109																																	0	0	0								
32971	0	6030	2765																																	3893	0	1427								
33147	21500	326	2855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	6165	0	24066								
33259	0	15621	56805																																	21273	0	20110								
33268	0	780	1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3843	0	6952								
33370	0	285	226																																	0	0	0								
33839	0	0	0																																	259	0	1833								
33857	0	22135	3719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	29534	0	55223								
34425	6000	24966	51686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	40311	0	8710								
34434	27000	5101	4960																																	8799	0	11377								
34452	0	427	0																																	1350	0	4239								
34537	0	194733	91976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														3796	0	211408	0	180133								
34555	0	2043	6083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1899	0	5243								
34742	28900	29360	9253																																	4542	0	5722								
35057	0	3889	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1577	0	8476								
35301																																														
35570	3272000	190128	633352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	509413	2000	406315								
35646	0	4	0																																	1838	0	41								
35879	0	1418	474																																	0	0	3149								
36456	0	0	206																																	1490	0	13718								
36933	8500	4920	1506																																	674	0	1125								
37051	0	0	391																																	840	0	3853								
37341	0	0	0																																	342	0	697								
37435	0	27247	61842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														7418	3523	15789	0	13035								
37640	0	9838	55748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														13834	22097	203391	0	138853								
37659	0	30	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																593	0	125								
37949	0	0	0																																	0	0	30829								
38740	0	0	7517																																	3760	0	2588								
39327	0	3712	10126																																	21700	0	7016								
39756	18050	22195	20265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	56893	0	22461								
40033	0	0	171																																	356	0	354								
40499	0	4653	271665	0	0	51520	15655	0	0	7641	43879	0	0	0	0	5786	9869	0	0	0														0	0	42060	0	22105								
40855	0	574	58																																	0	0	3741								
41245	0	0	0																																	46	0	1022								
41553	0	4	47																																	256	0	900								
41629	0	860	4556																																	3397	0	2299								
41825	0	0	11346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	57180	0	2131								
41937	0	0	0																																	1145	0	3521								
41955	0	0	0																																	7	0	9385								
42037	0	0	0																																	1418	0	0								
42354	0	213	921																																	740	0	2033								
42372	0	22567	221																																	551	0	5198								
42420	0	45756	319460	0	0	187256	0	75253	0	0	0	0	70808	116448	0	0	0	0	44711	30542														43247	40862	589382	0	125629								
42448	90775	20366	50519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														4824	1672	38924	0	42884								
42457	0	9	553																																	306	0	7150								
43052	0	36	0																																	9173	0	284								
43351	0	0	0																																	2317	0	10369								
43856	0	881	0																																	2532	0	55								
43959	0	5291	4809																																	4489	0	2123								
44040	0	862	362																																	2389	0	15781								
44433	0	1981	7997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	788	6327	0	2706								
44741	0	1223	6211																																	6710	0	4548								
44750	21000	606	2926																																	2649	0	9								
44929	0	0	3621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1191	0	750								
45038	0	0	3546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7313	0	4676								
45047	8575	1803	0																																	1184	0	5983		0						
45056	0	530	74																																	2219	0	10072								
45430	0	611	67																																	8	0	176								
45458	0	461	562																																	2278	0	14519								
45551	0	0	18296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														1854	0	0	0	147018								
45560	0	55532	83299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	56604	0	26647								
45775	0	978	6051																																	1131	0	1603								
46053	0	93	1328																																	3131	0	14454								
46941	0	811	1145																																	357	0	3520								
47247	0	9648	4473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														748	2714	15672	0	3227								
47256	0	437	49																																	387	0	77								
47452	0	879	188																																	324	0	5								
47500	0	0	6205																																	5499	0	19128								
48057	2000	447	915																																	1792	0	5505								
48150	0	0	0																																	0	0	563								
48374	0	1565	103304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	402	5463	0	3707								
48440	0	0	0																																	3825	0	0				FHLB Pool				
49054	0	1116	9061																																	1456	0	4261								
49148	0	0	962																																	1450	0	1595								
49241	10800	10537	26691																																	42791	0	29767								
49652	0	1971	0																																	4705	0	14013								
49858	0	15585	923																																	2218	0	45								
49951	0	218	250																																	4215	0	7239								
50144	0	275	0																																	1838	0	449								
50461	0	1225	9805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																17150	0	22								
50872	0	1140	153																																	14	0	129								
51253	0	0	1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	5897	0	5181								
51356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	997								
51459	0	0	438																																	3380	0	25387								
51842	0	935	19891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	16063	0	21959								
52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	0								
52951	15520	1506	1129																																	1775	0	3128								
53051	0	77	647																																	1819	0	690								
53752	0	162	0																																	73	0	830								
54049	0	2351	4283																																	3413	0	5222								
54058	0	4055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	0	0	24620								
54441	0	508	4748																																	12538	0	881								
54656	0	3350	6205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	13078	0	8453								
54973	0	6510	180944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	287255	0	98923								
55336	0	9927	3981																																	6098	0	5730								
55635	0	0	1525																																	1319	0	173								
55653	0	4612	2766																																	2791	0	23								
55970	0	14219	29474																																	3829	0	8803								
56258	0	270	3141																																	14411	0	5721								
56351	0	12090	43010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	76852	0	56183								
56548	12750	1903	15444																																	2142	0	5451								
56557	0	99788	309800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	525630	6514	48929								
56717	10990	1172	4573																																	35416	0	18109								
57040	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	6681								
57451	0	2141	12447																																	32829	0	3957								
58225	0	1522	5614																																	5136	0	1231								
58243	0	117044	108967	0	0	1917	0	0	1917	0	0	0	0	0	0	0	0	0	0	0														49721	18487	506833	13595	245048								
58355	0	1555	0																																	1061	0	1301								
58551	0	0	248																																	2263	0	9552								
58636	0	6226	5911																																	3785	0	1376	16 million LOC with FHLB for MS Public Deposits							
58757	0	388	4225																																	9179	0	6015								
58971	0	83675	326087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														66745	52800	848692	0	317279								
59316	0	4667	38613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	41370	0	4884								
59352	0	2194	18893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	11897	0	3343								
59370	0	3366	2852																																	7321	0	3260								
59754	0	0	0																																	2	0	228								
60143																																														
60330	0	9892	18588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														4967	28044	32467	0	15804								
60545	0	970	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																6557	0	11945								
60554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1870	0	6143								
60648	0	1196	535																																	2428	0	7882								
61122	0	12865	34328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	25622	0	3824								
61355	0	8823	39649																																	61278	0	13025								
61476	0	8968	1387																																	386	0	4675								
61757	0	1319	5644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																15524	0	6664								
61832	0	3449	4324																																	4414	0	1174								
61953	0	1877	447																																	1891	0	0								
62044	0	0	277																																	786	0	146								
62110	0	0	0																																	0	0	0								
62147	0	1726	4995																																	24	0	1377								
62772	18000	21884	55521																																	13087	0	1981								
63050	0	4579	0																																	1856	0	6769								
63069																																														
63201	0	415	0																																	2136	0	1699								
63573	0	1100	7436																																	0	0	0								
63733	0	8952	8753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	9594	0	37316								
63742	0	3373	8426																																	26584	0	362								
63751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	25								
64150	0	4195	56																																	5290	0	9600								
64552	11600	4650	8772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1634	0	1446								
64730	0	2699	11863																																	6908	0	1071								
65205	0	865	1465																																	630	0	6622								
65241	0	494	602																																	1703	0	6732								
65513																																														
65559	0	8678	3976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	26576	0	37672								
65746	8135	23357	45810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	42552	0	11987								
65858	0	27563	44605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														17366	16047	116683	13000	95045								
66154	0	2030	4537																																	7730	0	0								
66275	0	2766	4918																																	18453	12	5466								
66677	0	1461	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	8395								
67142	0	2449	3989																																	558	0	1689								
67151	0	88739	53159																																	41747	0	14929								
67209	0	23957	74819																																	22347	0	11523								
67254	0	0	0																																	0	0	0								
67656	0	1423	19605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														64142	398	3544	0	10793								
67870	0	9809	5164																																	1757	0	0								
68448	0	4302	2230																																	972	0	3745								
68671	0	0	0																																	0	0	0								
68756	0	13284	11068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	17001	0	25430								
68831	0	977	1280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																726	0	2133								
68840	0	4352	7055																																	8406	0	12595								
68859	0	3543	4821																																	20203	0	2558								
69333	0	9673	26131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	135223	5537	6086								
69678	0	838	6341																																	35890	0	25612								
70058	0	0	34																																	3275	0	2087								
70218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																403	0	1904								
70414	0	2075	7991																																	22397	0	29327								
70638	0	749	1147																																	1386	0	13605								
70955	0	0	0																																	0	0	619								
71073	0	1515	290																																	138	0	302								
71318	45000	35142	51063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	45775	0	4511								
71457	0	0	13842																																	8689	0	61176								
71859	0	0	0																																	278	0	0								
72258	0	877	2562																																	8069	0	6999								
72351	0	103	0																																	410	0	909								
72454	0	286	0																																	4240	0	2540								
72678	0	0	0																																	4595	0	327								
73116	0	15562	11390																																	12257	0	111								
73152	0	497	895																																	528	0	3178								
73554	0	90	23																																	9963	0	24338								
73956	0	0	107																																	1444	0	1094								
74056	0	0	26470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																8378	0	23027								
74140	0	3979	19826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	2913	107210	0	32823								
74403	52200	6887	32657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	60751	0	18861								
74449	0	28	0																																	0	0	5								
75053	0	9239	2544																																	5777	0	8395								
75259	6859	10954	12024																																	16949	8250	20650								
75446	0	1402	586																																	12779	0	9540								
75455	0	0	0																																	13	0	354								
75558	45000	6096	8805																																	13496	0	28559								
75633																																														
75651	0	0	0																																	0	0	2976								
76153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1015	0	6459								
76443	0	4804	627																																	357	0	1035								
76854	10324	1850	7701																																	17329	0	2041								
77150	0	957	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1816	0	3254								
77253	0	1875	4185																																	10510	0	9224								
77422	0	782	13593																																	9229	5230	719								
77851	8000	7584	60757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														807942	32810	131057	15558	93668								
78157	0	333	0																																	0	0	561								
78241	0	178	653																																	1252	0	2672								
78559	0	1473	0																																	409	0	3992								
79042	0	12221	15841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																50	0	490								
79127	0	1298	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																946	0	21								
79145	11900	1933	4488																																	638	0	4668								
79257	0	0	152																																	497	0	259								
79855	0	2760	5220																																	2073	0	4840								
80150	0	0	0																																	0	0	403								
80374	0	156	0																																	343	0	602								
80431	0	893	1																																	722	0	352								
80552	0	0	288																																	269	0	399								
80936	0	10808	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																2255	0	5								
81175	0	4929	8440																																	6226	0	20894								
81429	0	3075	4526																																	3036	0	158								
82033	0	2452	2498																																	776	0	2523								
82257	0	0	0																																	2106	0	3087								
82350	0	33	22																																	371	0	688								
82659	0	1123	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																1567	0	4591								
83151	0	2311	11630																																	10388	0	5851								
83236	0	348	3184																																	0	0	281								
83375	0	2967	23299																																	79622	0	4895								
83638																																														
83834	0	775	7390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3891	0	3700								
83852	0	0	0																																	40	0	4351								
83955	0	1274	307																																	3312	0	3319								
84046	0	26	598																																	1385	0	1600								
84541	0	4533	10725																																	25303	0	33251								
84804	5000	0	0																																	299	0	1160								
85052	0	0	3821																																	3061	0	252								
85258	12000	113	298																																	5475	0	31567								
85454	0	0	0																																	133	0	4543								
85472	875000	77022	190513	0	0	17019	0	0	0	0	0	0	0	17019	0	0	0	0	0	0		220												0	0	406711	0	67730								
85931	0	2915	2895																																	2974	0	1255								
86349	0	607	184																																	3531	0	1138								
86358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																189	0	5240								
86554	0	1207	0																																	528	0	1672								
86675	0	10177	6252																																	0	0	0								
87047	0	1646	654																																	173	0	565								
87159	0	21	475																																	1578	0	713								
87234	0	26648	24413																																	8031	0	0								
87476	0	82	1833																																	0	0	0								
87579	0	24273	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	414	0	9395								
88231	7000	61378	16789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	8632	0	3416								
88240	2500	177	0																																	296	0	1014								
88259	1000	485	187																																	91	0	4802								
88352	0	206	5528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																7996	0	2682								
88455	4520	1031	2208																																	14514	0	78327								
88772	0	4758	20133																																	3357	0	469								
88950	0	0	1622																																	2671	0	1571								
89032	14000	4952	4193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																3907	0	2667								
89135	0	350	703																																	3046	0	987								
89854	6350	3069	1559																																	3227	0	8389								
89957	0	945	398																																	1923	0	9542								
90047	0	867	0																																	39	0	563								
90177	0	0	0																																	0	0	3531								
90328	0	3886	8229																																	5721	0	13820								
90337	4295	11093	24331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	21670	0	10974								
90579	0	5273	4833																																	0	0	1440								
91615	7250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																0	0	10193								
91651	0	0	0																																	1282	0	4257								
91754	0	2821	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	15375	0	19654								
91950	0	0	0																																	0	0	4578								
92144	0	0	0																																	0	0	4428								
92676	0	218	30002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														0	0	32604	0	10269								
92706	0	1641	3915																																	4001	0	3941								
92902	0	0	0																																	0	0	0								
93244	0	655	5375																																	5867	0	5298								
93543	0	3372	15092																																	9625	0	6913								
