"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
1856	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2040	0	0	0	0	0	0	22	1				0	0	0		0							0	0	0	0			0	0	0	7	0	0			0	0	0	14	0	0	0	0				0	0	0	0	
2161	0	0	0	0	0	0	159	2				153	299	75		209				207		152	0	0	0	0			3	1	0	0	0	0			0	0	0	0	0	0	0	0				0	1	12	2	
2376	0	0	0	0	0	0	16	0		0		0	65	0		0		0	0	0	0	0	0	0	0	0			0	0	16	0	65	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
2554	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
2732	0	0	0	0	0	0	22	21				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
2750	207	0	0	0	0	0	1	0				0	250	0		43				43		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
3252	0	1	0	0	0	0	100	60				1	210	16		73				73		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				13	5	108	33	
3458	0	0	0	0	0	0	0	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
3720	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	3	0	0	
3971	0	0	0	0	0	0	2	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	2	
4156	51	0	0	0	0	0	6	0				0	293	53		189				189		0	0	0	0	0			0	0	3	3	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
4231	0	0	0	0	0	0	5	0				0	4	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	4	4	
5069	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
5135	0	0	0	0	0	0	25	18				0	42	0		1				1		0	0	0	0	0			1	0	5	0	0	0			0	0	0	0	0	0	0	0				6	0	34	2	
5210	0	0	0	0	0	0	38	10		0		4	132	9		22		0	0	0	0	0	0	0	51	0			0	0	0	1	0	6			0	0	0	0	0	0	0	0	0	0		0	0	44	23	
5461	0	0	0	0	0	0	5	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	2	3				0	0	5	2	
5751	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
6039	0	0	0	0	0	0	0	0				0	34	12		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	15	0				0	0	7	0	
6329	94	16	0	0	0	0	300	31		0		2	2905	82		271		0	0	271	0	2	0	0	0	0			0	1	2	1	2	23			127	1	0	3	0	0	92	0	0	0		1824	196	390	47	
7009	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7045	0	0	0	0	0	0	9	0				0	29	0		0				0		0	0	0	0	0			2	0	0	0	0	0			0	0	0	0	0	0	0	0				27	9	0	0	
7072	0	0	0	0	0	0	24	16				0	72	0		0				0		0	0	3	10	5			0	0	0	0	0	5			0	0	16	0	40	0	0	3				0	0	1	0	
7456	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
7634	0	0	0	0	0	0	18	2				0	8	0		8							0	0	0	0			0	0	2	0	0	0			0	0	0	11	0	0	0	0				0	3	0	0	
8033	0	0	0	0	0	0	1	1				0	29	21		8							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
8462	0	0	0	0	0	0	1	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
8631	0	0	0	0	0	0	2	0				0	5	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	2	0	0	
9357	0	0	0	0	0	0	1	1				0	115	115		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9553	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
9807	0	0	0	17	0	0	157	128		0		0	6	0		6		0	0	0	0	0	0	0	0	1			0	0	2	0	0	0			0	0	0	0	0	0	0	9	0	0		0	0	0	0	
9955	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
10250	0	0	0	0	0	0	136	16				5	32	0		29				0		0	0	0	0	0			3	1	0	2	0	0			0	0	0	0	0	0	0	112				0	0	0	0	
10849	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
11145	0	0	0	0	0	0	20	0				0	66	0		0							0	0	0	0			0	0	2	0	40	0			0	0	0	0	0	0	0	0				0	0	26	18	
11640	0	0	0	0	0	0	76	70				5	162	5		27				0		0	0	0	0	0			0	0	0	0	0	0			0	0	126	0	0	0	0	0				0	0	4	1	
11837	0	0	0	0	0	0	1	0				1	2	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12030	0	151	0	0	0	0	1814	459				29	1321	146		22				0		5	0	0	0	0			0	0	288	2	220	0			95	0	0	32	703	624	1	32				92	62	42	135	
12142	0	0	0	0	0	0	12	0				8	21	3		11							0	0	0	0			2	2	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	2	
12179	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12311	531	48	26	10			24722		8573	0	0	243	97273		0	1811	30479	0	0	58	0	0	0	228	4762	2433			14490	1551	809	566	3958	351	0	6909	385	0	108	21	597	684	4311	998	0	0	30	16029	6272	12468	2484	
12647	0	0	0	0	0	0	1	0				0	4	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	2	1	
12656	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12937	0	0	0	0	0	0	4	0				0	19	19		0							0	0	0	4			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
12946	0	0	0	3	0	0	364	16		0		0	730	241		0		0	0	0	0	0	0	0	0	0			27	0	40	4	70	0			0	0	0	1	57	247	0	0	0	0		0	0	335	53	
13103	0	0	0	0	0	0	23	0		0		0	58	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	10	0			0	0	0	0	0	0	0	0	0	0		42	21	6	2	
13251	0	0	0	0	0	0	15	12				1	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	1	
13457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14155	0	0	0	0	0	0	11	2				8	7	0		2				0		0	0	2	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				1	0	4	1	
14650	0	0	0	0	0	0	2	2				0	37	34		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
14753	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
14865	0	0	0	0	0	0	268	0				265	8	0		0				0		265	0	0	0	0			3	0	0	0	0	0			0	0	0	0	0	3	0	0				0	0	5	0	
14977	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
16551	0	0	0	0	0	0	3	2				0	13	0		0				0		0	0	0	0	0			0	0	0	0	11	0			0	0	0	0	0	0	0	0				0	0	2	1	
16748	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17110	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17147	0	0	42	0	0	0	1005	467		0		75	1855	344		22		0	0	22	0	3	0	0	35	53			1	0	24	23	104	0			0	0	1068	111	62	123	17	11	0	0		91	29	69	89	
17259	0	0	0	0	0	0	5	0				5	3	0		3				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
17950	0	0	0	0	0	0	1	1				0	31	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	31	0	0	0				0	0	0	0	
17978	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	0	0	
18050	0	0	0	0	0	0	18	2				0	37	4		0				0		0	0	0	0	0			0	0	0	0	2	0			0	0	0	0	0	0	0	0				0	1	31	15	
18135	0	0	0	0	0	0	4	2				0	39	0		0							0	0	0	0			0	0	0	2	0	39			0	0	0	0	0	0	0	0				0	0	0	0	
18827	0	0	0	0	0	0	120	1		0		1	8	0		0		0	0	0	0	0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	8	114	
18836	0	0	0	0	0	0	14	0				0	59	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	10	0	0	0	0	0				0	0	49	14	
18854	0	0	0	0	0	0	7	7		0		0	4	4		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
19356	0	0	0	0	0	0	1	1				0	127	49		0							0	0	0	0			0	0	0	0	26	0			0	0	0	0	0	0	0	0				9	0	43	0	
19936	0	0	0	0	0	0	11	0				2	16	0		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	7	0	0	0	0				13	2	1	0	
19972	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20053	0	0	0	0	0	0	1	0				0	1	0		0				0		0	0	0	0	0			1	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
20633	0	0	0	0	0	0	1	0				1	156	30		7							0	0	0	0			0	0	0	0	0	0			0	0	38	0	15	0	0	0				5	0	61	0	
20857	0	0	0	0	0	0	11	0				11	0	0		0				0		11	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21256	0	0	0	0	0	0	0	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
21359	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
21658	0	0	0	0	0	0	10	1				7	51	0		0				0		5	0	0	0	0			7	0	0	0	41	0			0	0	0	0	0	0	0	0				0	0	3	2	
22048	0	0	0	0	0	0	4	1				0	3	2		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	1	0	
22543	0	0	0	0	0	0	3	0				0	6	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				3	0	3	2	
22552	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
22730	0	0	0	0	0	0	52	0				0	52	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	52	52	
22936	0	0	0	0	0	0	30	1				1	2	0		2				0		0	0	0	0	1			0	0	3	0	0	0			0	0	0	21	0	0	0	0				0	0	0	3	
23456	0	0	0	0	0	0	1	1				0	9	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	5	0	
23504	0	0	0	0	0	0	12	11		0		0	246	242		0		0	0	0	0	0	0	0	0	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	4	0	
23643	0	0	0	0	0	0	35	0				0	181	143		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				38	33	0	2	
23755	0	0	0	0	0	0	2	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	2	
24006	0	0	0	0	0	0	6	2		0		0	11	0		0		0	0	0	0	0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	11	2	
24378	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	1	1	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
24453	0	0	0	0	0	0	59	0				0	569	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	567	59	
24659	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
24668	0	0	0	0	0	0	9	0		0		0	1060	1000		0		0	0	0	0	0	0	0	0	0			0	0	0	0	22	0			0	0	0	0	0	5	0	0	0	0		0	0	38	4	
24949	0	0	0	0	0	0	92	0				0	14	0		0				0		0	0	0	11	1			0	6	24	1	0	0			0	1	0	0	0	1	0	58				0	0	3	0	
25357	0	0	0	0	0	0	15	0				8	72	5		37				5		0	0	0	0	0			0	0	0	0	15	0			0	0	0	0	0	0	0	0				0	0	15	7	
25647	0	0	0	0	0	0	3	0				0	0	0		0							0	0	0	0			0	0	0	3	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26176	0	0	0	0	0	0	190	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	190	0	0				0	0	0	0	
26242	0	0	0	0	0	0	46	0				0	101	0		0				0		0	0	0	0	0			3	4	0	0	38	0			0	0	0	0	0	0	0	0				1	1	59	41	
26457	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
26765	0	0	0	0	0	0	219	151		0		0	152	7		0		0	0	0	0	0	0	0	0	0			0	0	32	0	97	0			0	0	0	12	0	11	0	0	0	0		0	1	48	12	
27070	0	0	0	0	0	0	4	0				0	14	0		0				0		0	0	0	0	0			14	4	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
27548	0	0	0	0	0	0	38	2		0		0	102	46		0		0	0	0	0	0	0	0	0	1			0	0	8	0	12	0			0	0	0	1	0	0	0	0	0	0		0	0	44	26	
27614	0	0	0	0	0	0	6	0				0	6	0		0				0		0	0	0	0	0			0	0	4	1	0	0			0	0	0	0	0	0	0	0				0	1	6	0	
27847	242	0	0	0	0	0	38	20				3	400	56		0				0		3	0	0	0	0			0	0	7	0	21	0			0	0	0	0	10	1	0	0				52	1	19	6	
28013	0	0	0	0	0	0	22	1		0		6	92	25		0		0	0	0	0	0	0	0	0	0			0	0	1	1	60	0			0	0	0	0	0	0	7	13	0	0		0	0	0	0	
28152	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28255	0	0	0	0	0	0	2	0				1	5	0		3				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
28406	0	0	0	0	0	0	0	0		0		0	21	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	21	0	
28675	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
28732	0	0	0	0	0	0	0	0				0	7	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	0	0	0	
29476	0	0	0	0	0	0	1	0				1	1	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
29636	0	0	0	0	0	0	30	4		0		0	37	12		0		0	0	0	0	0	0	0	0	0			5	4	3	0	0	0			0	5	0	2	0	2	0	0	0	0		0	6	20	4	
29878	0	0	0	0	0	0	2	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
30052	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30502	0	0	0	0	0	0	36	10		0		12	75	7		25		0	0	0	0	0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	1	0	0	0	0		0	1	43	11	
30650	0	0	0	0	0	0	1	1				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
30810	0	0	0	0			171438		125	0	0	0	886787		0	0	665	0	0	0	0	0	0	0	0	0			773205	157681	1	4	14	148	169466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112755	13627	
31134	0	0	0	0	0	0	8	0				0	25	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				3	1	22	7	
31255	0	0	0	0	0	0	2	0		0		0	1	0		1		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	2	0	0	0	0	0	0		0	0	0	0	
31657	0	0	0	0	0	0	32	32				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
31826	0	0	0	0	0	0	15	0				1	46	0		1							0	0	0	0			0	0	0	0	22	0			0	0	0	0	0	0	0	2				0	2	23	10	
31835	0	0	0	0	0	0	11	0				0	69	1		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	23	0	0	0				13	3	32	8	
32234	0	0	0	0	0	0	2	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	2	
32766	0	0	0	0	0	0	0	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
32971	0	0	0	0	0	0	22	0				0	184	0		0							0	0	0	1			0	0	13	0	10	16			0	0	151	0	0	0	0	0				0	0	7	8	
33147	0	0	0	0	0	0	3	0				1	24	0		0				0		1	0	0	0	0			0	0	0	0	21	0			0	0	0	0	0	0	0	0				0	0	3	2	
33259	0	0	0	0	0	0	17	14				0	0	0		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33268	0	0	0	0	0	0	13	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	13	
33370	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33839	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
33857	0	0	0	0	0	0	9	0		0		1	833	73		548		0	0	548	0	1	0	0	0	0			0	0	0	0	189	0			0	0	0	0	0	0	0	0	0	0		23	4	0	4	
34425	0	0	0	0	0	0	103	1		0		0	461	0		0		0	0	0	0	0	0	0	16	16			0	0	3	5	38	0			0	0	0	0	0	0	0	0	0	0		1	8	406	70	
34434	0	0	0	0	0	0	14	0				0	33	8		0				0		0	0	0	5	0			2	0	0	1	0	0			0	0	0	0	0	0	0	0				4	12	14	1	
34452	0	0	0	0	0	0	1	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
34537	0	0	0	5	0	0	516	79		0		0	1514	944		0		0	0	0	0	0	0	0	9	17			0	0	121	1	46	0			0	0	0	4	0	0	31	42	0	0		12	1	472	246	
34555	0	25	0	0	0	0	26	0				0	17	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				8	1	9	0	
34742	25	0	0	0	0	0	34	0				0	26	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	34	0	0	0	0				0	0	1	0	
35057	0	0	0	0	0	0	6	0				3	3	0		0				0		3	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
35301	0	0	0	0			0		0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
35570	0	0	1463	0	1533	0	1345	284		0		0	5446	1414		0		0	0	0	0	0	0	0	19	16			0	0	531	10	823	0			0	0	0	0	8	341	0	149	0	0		0	0	186	14	
35646	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
35879	0	0	0	0	0	0	0	0				0	25	0		0							0	0	0	0			6	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	0	
36456	0	0	0	0	0	0	93	92				0	98	54		44				44		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	0	0	
36933	0	0	0	0	0	0	1	0				0	12	6		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	4	1	
37051	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
37341	0	0	0	0	0	0	3	0				0	3	0		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0				3	0	0	0	
37435	0	0	0	0	0	0	261	98		0		0	120	16		0		0	0	0	0	0	0	0	0	3			24	16	25	1	6	0			0	0	0	85	0	11	0	0	0	0		18	2	56	20	
37640	0	0	0	4	0	0	146	13		0		111	401	0		207		0	0	0	0	0	0	0	0	0			21	8	3	1	14	0			0	0	0	0	119	0	0	5	0	0		6	1	34	0	
37659	0	0	0	0	0	0	2	0				0	6	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	6	1	
37949	0	0	0	0	0	0	15	3				7	0	0		0				0		7	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	5	0	0	
